id,created_by,created_date,last_modified_by,last_modified_date,amount,error_description,status,type,harvest_year,harvest_id,distribution_origin_id,private_ucs_amount,public_ucs_amount
5118,1,2017-11-06 00:00:00,,,6476,,FINISHED,REPARTITION_HARVEST,2010,,,6476,0
5119,1,2017-11-06 00:00:00,,,642,,FINISHED,REPARTITION_HARVEST,2010,,,642,0
5120,1,2017-11-06 00:00:00,,,8624,,FINISHED,REPARTITION_HARVEST,2010,,,8624,0
5121,1,2017-11-06 00:00:00,,,1392,,FINISHED,REPARTITION_HARVEST,2010,,,1392,0
5122,1,2017-11-06 00:00:00,,,1738,,FINISHED,REPARTITION_HARVEST,2010,,,1738,0
5123,1,2017-11-06 00:00:00,,,407,,FINISHED,REPARTITION_HARVEST,2010,,,407,0
5124,1,2017-11-06 00:00:00,,,406,,FINISHED,REPARTITION_HARVEST,2010,,,406,0
5125,1,2017-11-06 00:00:00,,,244,,FINISHED,REPARTITION_HARVEST,2010,,,244,0
5126,1,2017-11-06 00:00:00,,,4448,,FINISHED,REPARTITION_HARVEST,2010,,,4448,0
5127,1,2017-11-06 00:00:00,,,3589,,FINISHED,REPARTITION_HARVEST,2010,,,3589,0
5128,1,2017-11-06 00:00:00,,,1010,,FINISHED,REPARTITION_HARVEST,2010,,,1010,0
5129,1,2017-11-06 00:00:00,,,83,,FINISHED,REPARTITION_HARVEST,2010,,,83,0
5130,1,2017-11-06 00:00:00,,,1149,,FINISHED,REPARTITION_HARVEST,2010,,,1149,0
5131,1,2017-11-06 00:00:00,,,2003,,FINISHED,REPARTITION_HARVEST,2010,,,2003,0
5132,1,2017-11-06 00:00:00,,,238,,FINISHED,REPARTITION_HARVEST,2010,,,238,0
5133,1,2017-11-06 00:00:00,,,228,,FINISHED,REPARTITION_HARVEST,2010,,,228,0
5134,1,2017-11-06 00:00:00,,,413,,FINISHED,REPARTITION_HARVEST,2010,,,413,0
5135,1,2017-11-06 00:00:00,,,332,,FINISHED,REPARTITION_HARVEST,2010,,,332,0
5136,1,2017-11-06 00:00:00,,,3157,,FINISHED,REPARTITION_HARVEST,2010,,,3157,0
5137,1,2017-11-06 00:00:00,,,3148,,FINISHED,REPARTITION_HARVEST,2010,,,3148,0
5138,1,2017-11-06 00:00:00,,,2242,,FINISHED,REPARTITION_HARVEST,2010,,,2242,0
5139,1,2017-11-06 00:00:00,,,312,,FINISHED,REPARTITION_HARVEST,2010,,,312,0
5140,1,2017-11-06 00:00:00,,,292,,FINISHED,REPARTITION_HARVEST,2010,,,292,0
5141,1,2017-11-06 00:00:00,,,305,,FINISHED,REPARTITION_HARVEST,2010,,,305,0
5142,1,2017-11-06 00:00:00,,,238,,FINISHED,REPARTITION_HARVEST,2010,,,238,0
5143,1,2017-11-06 00:00:00,,,4108,,FINISHED,REPARTITION_HARVEST,2010,,,4108,0
5144,1,2017-11-06 00:00:00,,,3735,,FINISHED,REPARTITION_HARVEST,2010,,,3735,0
5145,1,2017-11-06 00:00:00,,,341,,FINISHED,REPARTITION_HARVEST,2010,,,341,0
5146,1,2017-11-06 00:00:00,,,5520,,FINISHED,REPARTITION_HARVEST,2010,,,5520,0
5147,1,2017-11-06 00:00:00,,,3017,,FINISHED,REPARTITION_HARVEST,2010,,,3017,0
5148,1,2017-11-06 00:00:00,,,1578,,FINISHED,REPARTITION_HARVEST,2010,,,1578,0
5149,1,2017-11-06 00:00:00,,,303537,,FINISHED,REPARTITION_HARVEST,2010,,,303537,0
5150,1,2017-11-06 00:00:00,,,353,,FINISHED,REPARTITION_HARVEST,2010,,,353,0
5151,1,2017-11-06 00:00:00,,,389,,FINISHED,REPARTITION_HARVEST,2010,,,389,0
5152,1,2017-11-06 00:00:00,,,305,,FINISHED,REPARTITION_HARVEST,2010,,,305,0
5153,1,2017-11-06 00:00:00,,,498,,FINISHED,REPARTITION_HARVEST,2010,,,498,0
5154,1,2017-11-06 00:00:00,,,2830,,FINISHED,REPARTITION_HARVEST,2010,,,2830,0
5155,1,2017-11-06 00:00:00,,,600,,FINISHED,REPARTITION_HARVEST,2010,,,600,0
5156,1,2017-11-06 00:00:00,,,577,,FINISHED,REPARTITION_HARVEST,2010,,,577,0
5157,1,2017-11-06 00:00:00,,,4093,,FINISHED,REPARTITION_HARVEST,2010,,,4093,0
5158,1,2017-11-06 00:00:00,,,1852,,FINISHED,REPARTITION_HARVEST,2010,,,1852,0
5159,1,2017-11-06 00:00:00,,,5722,,FINISHED,REPARTITION_HARVEST,2010,,,5722,0
5160,1,2017-11-06 00:00:00,,,139,,FINISHED,REPARTITION_HARVEST,2010,,,139,0
5161,1,2017-11-06 00:00:00,,,1982,,FINISHED,REPARTITION_HARVEST,2010,,,1982,0
5162,1,2017-11-06 00:00:00,,,307,,FINISHED,REPARTITION_HARVEST,2010,,,307,0
5163,1,2017-11-06 00:00:00,,,17085,,FINISHED,REPARTITION_HARVEST,2010,,,17085,0
5164,1,2017-11-06 00:00:00,,,10466,,FINISHED,REPARTITION_HARVEST,2010,,,10466,0
5165,1,2017-11-06 00:00:00,,,15981,,FINISHED,REPARTITION_HARVEST,2010,,,15981,0
5166,1,2017-11-06 00:00:00,,,31598,,FINISHED,REPARTITION_HARVEST,2010,,,31598,0
5167,1,2017-11-06 00:00:00,,,907,,FINISHED,REPARTITION_HARVEST,2010,,,907,0
5168,1,2017-11-06 00:00:00,,,313,,FINISHED,REPARTITION_HARVEST,2010,,,313,0
5169,1,2017-11-06 00:00:00,,,2286,,FINISHED,REPARTITION_HARVEST,2010,,,2286,0
5170,1,2017-11-06 00:00:00,,,8806,,FINISHED,REPARTITION_HARVEST,2010,,,8806,0
5171,1,2017-11-06 00:00:00,,,1091,,FINISHED,REPARTITION_HARVEST,2010,,,1091,0
5172,1,2017-11-06 00:00:00,,,44632,,FINISHED,REPARTITION_HARVEST,2010,,,44632,0
5173,1,2017-11-06 00:00:00,,,558,,FINISHED,REPARTITION_HARVEST,2010,,,558,0
5174,1,2017-11-06 00:00:00,,,21296,,FINISHED,REPARTITION_HARVEST,2010,,,21296,0
5175,1,2017-11-06 00:00:00,,,1190,,FINISHED,REPARTITION_HARVEST,2010,,,1190,0
5176,1,2017-11-06 00:00:00,,,10292,,FINISHED,REPARTITION_HARVEST,2010,,,10292,0
5177,1,2017-11-06 00:00:00,,,1360,,FINISHED,REPARTITION_HARVEST,2010,,,1360,0
5178,1,2017-11-06 00:00:00,,,1192,,FINISHED,REPARTITION_HARVEST,2010,,,1192,0
5179,1,2017-11-06 00:00:00,,,549,,FINISHED,REPARTITION_HARVEST,2010,,,549,0
5180,1,2017-11-06 00:00:00,,,1968,,FINISHED,REPARTITION_HARVEST,2010,,,1968,0
5181,1,2017-11-06 00:00:00,,,969,,FINISHED,REPARTITION_HARVEST,2010,,,969,0
5182,1,2017-11-06 00:00:00,,,3623,,FINISHED,REPARTITION_HARVEST,2010,,,3623,0
5183,1,2017-11-06 00:00:00,,,4638,,FINISHED,REPARTITION_HARVEST,2010,,,4638,0
5184,1,2017-11-06 00:00:00,,,2593,,FINISHED,REPARTITION_HARVEST,2010,,,2593,0
5185,1,2017-11-06 00:00:00,,,10469,,FINISHED,REPARTITION_HARVEST,2010,,,10469,0
5186,1,2017-11-06 00:00:00,,,472,,FINISHED,REPARTITION_HARVEST,2010,,,472,0
5187,1,2017-11-06 00:00:00,,,14237,,FINISHED,REPARTITION_HARVEST,2010,,,14237,0
5188,1,2017-11-06 00:00:00,,,1602,,FINISHED,REPARTITION_HARVEST,2010,,,1602,0
5189,1,2017-11-06 00:00:00,,,21217,,FINISHED,REPARTITION_HARVEST,2010,,,21217,0
5190,1,2017-11-06 00:00:00,,,28,,FINISHED,REPARTITION_HARVEST,2010,,,28,0
5191,1,2017-11-06 00:00:00,,,734,,FINISHED,REPARTITION_HARVEST,2010,,,734,0
5192,1,2017-11-06 00:00:00,,,2909,,FINISHED,REPARTITION_HARVEST,2010,,,2909,0
5193,1,2017-11-06 00:00:00,,,9112,,FINISHED,REPARTITION_HARVEST,2010,,,9112,0
5194,1,2017-11-06 00:00:00,,,248,,FINISHED,REPARTITION_HARVEST,2010,,,248,0
5195,1,2017-11-06 00:00:00,,,5933,,FINISHED,REPARTITION_HARVEST,2010,,,5933,0
5196,1,2017-11-06 00:00:00,,,1456,,FINISHED,REPARTITION_HARVEST,2010,,,1456,0
5197,1,2017-11-06 00:00:00,,,625,,FINISHED,REPARTITION_HARVEST,2010,,,625,0
5198,1,2017-11-06 00:00:00,,,5796,,FINISHED,REPARTITION_HARVEST,2010,,,5796,0
5199,1,2017-11-06 00:00:00,,,7329,,FINISHED,REPARTITION_HARVEST,2010,,,7329,0
5200,1,2017-11-06 00:00:00,,,12446,,FINISHED,REPARTITION_HARVEST,2010,,,12446,0
5201,1,2017-11-06 00:00:00,,,9870,,FINISHED,REPARTITION_HARVEST,2010,,,9870,0
5202,1,2017-11-06 00:00:00,,,81,,FINISHED,REPARTITION_HARVEST,2010,,,81,0
5203,1,2017-11-06 00:00:00,,,3504,,FINISHED,REPARTITION_HARVEST,2010,,,3504,0
5204,1,2017-11-06 00:00:00,,,4519,,FINISHED,REPARTITION_HARVEST,2010,,,4519,0
5205,1,2017-11-06 00:00:00,,,4630,,FINISHED,REPARTITION_HARVEST,2010,,,4630,0
5206,1,2017-11-06 00:00:00,,,10812,,FINISHED,REPARTITION_HARVEST,2010,,,10812,0
5207,1,2017-11-06 00:00:00,,,5072,,FINISHED,REPARTITION_HARVEST,2010,,,5072,0
5208,1,2017-11-06 00:00:00,,,3596,,FINISHED,REPARTITION_HARVEST,2010,,,3596,0
5209,1,2017-11-06 00:00:00,,,22242,,FINISHED,REPARTITION_HARVEST,2010,,,22242,0
5210,1,2017-11-06 00:00:00,,,13316,,FINISHED,REPARTITION_HARVEST,2010,,,13316,0
5211,1,2017-11-06 00:00:00,,,296,,FINISHED,REPARTITION_HARVEST,2010,,,296,0
5212,1,2017-11-06 00:00:00,,,524,,FINISHED,REPARTITION_HARVEST,2010,,,524,0
5213,1,2017-11-06 00:00:00,,,416,,FINISHED,REPARTITION_HARVEST,2010,,,416,0
5214,1,2017-11-06 00:00:00,,,93,,FINISHED,REPARTITION_HARVEST,2010,,,93,0
5215,1,2017-11-06 00:00:00,,,1510,,FINISHED,REPARTITION_HARVEST,2010,,,1510,0
5216,1,2017-11-06 00:00:00,,,1113,,FINISHED,REPARTITION_HARVEST,2010,,,1113,0
5217,1,2017-11-06 00:00:00,,,34,,FINISHED,REPARTITION_HARVEST,2010,,,34,0
5218,1,2017-11-06 00:00:00,,,228,,FINISHED,REPARTITION_HARVEST,2010,,,228,0
5219,1,2017-11-06 00:00:00,,,1251,,FINISHED,REPARTITION_HARVEST,2010,,,1251,0
5220,1,2017-11-06 00:00:00,,,52,,FINISHED,REPARTITION_HARVEST,2010,,,52,0
5221,1,2017-11-06 00:00:00,,,16,,FINISHED,REPARTITION_HARVEST,2010,,,16,0
5222,1,2017-11-06 00:00:00,,,623,,FINISHED,REPARTITION_HARVEST,2010,,,623,0
5223,1,2017-11-06 00:00:00,,,636,,FINISHED,REPARTITION_HARVEST,2010,,,636,0
5224,1,2017-11-06 00:00:00,,,278,,FINISHED,REPARTITION_HARVEST,2010,,,278,0
5225,1,2017-11-06 00:00:00,,,1262,,FINISHED,REPARTITION_HARVEST,2010,,,1262,0
5226,1,2017-11-06 00:00:00,,,39,,FINISHED,REPARTITION_HARVEST,2010,,,39,0
5227,1,2017-11-06 00:00:00,,,503,,FINISHED,REPARTITION_HARVEST,2010,,,503,0
5228,1,2017-11-06 00:00:00,,,1457,,FINISHED,REPARTITION_HARVEST,2010,,,1457,0
5229,1,2017-11-06 00:00:00,,,18,,FINISHED,REPARTITION_HARVEST,2010,,,18,0
5230,1,2017-11-06 00:00:00,,,380,,FINISHED,REPARTITION_HARVEST,2010,,,380,0
5231,1,2017-11-06 00:00:00,,,181,,FINISHED,REPARTITION_HARVEST,2010,,,181,0
5232,1,2017-11-06 00:00:00,,,258,,FINISHED,REPARTITION_HARVEST,2010,,,258,0
5233,1,2017-11-06 00:00:00,,,100,,FINISHED,REPARTITION_HARVEST,2010,,,100,0
5234,1,2017-11-06 00:00:00,,,135,,FINISHED,REPARTITION_HARVEST,2010,,,135,0
5235,1,2017-11-06 00:00:00,,,15552,,FINISHED,REPARTITION_HARVEST,2010,,,15552,0
5236,1,2017-11-06 00:00:00,,,2671,,FINISHED,REPARTITION_HARVEST,2010,,,2671,0
5237,1,2017-11-06 00:00:00,,,1311,,FINISHED,REPARTITION_HARVEST,2010,,,1311,0
5238,1,2017-11-06 00:00:00,,,96,,FINISHED,REPARTITION_HARVEST,2010,,,96,0
5239,1,2017-11-06 00:00:00,,,291,,FINISHED,REPARTITION_HARVEST,2010,,,291,0
5240,1,2017-11-06 00:00:00,,,73,,FINISHED,REPARTITION_HARVEST,2010,,,73,0
5241,1,2017-11-06 00:00:00,,,841,,FINISHED,REPARTITION_HARVEST,2010,,,841,0
5242,1,2017-11-06 00:00:00,,,511,,FINISHED,REPARTITION_HARVEST,2010,,,511,0
5243,1,2017-11-06 00:00:00,,,2161,,FINISHED,REPARTITION_HARVEST,2010,,,2161,0
5244,1,2017-11-06 00:00:00,,,308,,FINISHED,REPARTITION_HARVEST,2010,,,308,0
5245,1,2017-11-06 00:00:00,,,2565,,FINISHED,REPARTITION_HARVEST,2010,,,2565,0
5246,1,2017-11-06 00:00:00,,,1288,,FINISHED,REPARTITION_HARVEST,2010,,,1288,0
5247,1,2017-11-06 00:00:00,,,10923,,FINISHED,REPARTITION_HARVEST,2010,,,10923,0
5248,1,2017-11-06 00:00:00,,,422,,FINISHED,REPARTITION_HARVEST,2010,,,422,0
5249,1,2017-11-06 00:00:00,,,85,,FINISHED,REPARTITION_HARVEST,2010,,,85,0
5250,1,2017-11-06 00:00:00,,,59,,FINISHED,REPARTITION_HARVEST,2010,,,59,0
5251,1,2017-11-06 00:00:00,,,75,,FINISHED,REPARTITION_HARVEST,2010,,,75,0
5252,1,2017-11-06 00:00:00,,,1663,,FINISHED,REPARTITION_HARVEST,2010,,,1663,0
5253,1,2017-11-06 00:00:00,,,1126,,FINISHED,REPARTITION_HARVEST,2010,,,1126,0
5254,1,2017-11-06 00:00:00,,,33,,FINISHED,REPARTITION_HARVEST,2010,,,33,0
5255,1,2017-11-06 00:00:00,,,294,,FINISHED,REPARTITION_HARVEST,2010,,,294,0
5256,1,2017-11-06 00:00:00,,,15799,,FINISHED,REPARTITION_HARVEST,2010,,,15799,0
5257,1,2017-11-06 00:00:00,,,517,,FINISHED,REPARTITION_HARVEST,2010,,,517,0
5258,1,2017-11-06 00:00:00,,,4037,,FINISHED,REPARTITION_HARVEST,2010,,,4037,0
5259,1,2017-11-06 00:00:00,,,146,,FINISHED,REPARTITION_HARVEST,2010,,,146,0
5260,1,2017-11-06 00:00:00,,,2763,,FINISHED,REPARTITION_HARVEST,2010,,,2763,0
5261,1,2017-11-06 00:00:00,,,1063,,FINISHED,REPARTITION_HARVEST,2010,,,1063,0
5262,1,2017-11-06 00:00:00,,,488,,FINISHED,REPARTITION_HARVEST,2010,,,488,0
5263,1,2017-11-06 00:00:00,,,201,,FINISHED,REPARTITION_HARVEST,2010,,,201,0
5264,1,2017-11-06 00:00:00,,,139,,FINISHED,REPARTITION_HARVEST,2010,,,139,0
5265,1,2017-11-06 00:00:00,,,50,,FINISHED,REPARTITION_HARVEST,2010,,,50,0
5266,1,2017-11-06 00:00:00,,,15450,,FINISHED,REPARTITION_HARVEST,2010,,,15450,0
5267,1,2017-11-06 00:00:00,,,8392,,FINISHED,REPARTITION_HARVEST,2010,,,8392,0
5268,1,2017-11-06 00:00:00,,,832,,FINISHED,REPARTITION_HARVEST,2010,,,832,0
5269,1,2017-11-06 00:00:00,,,11177,,FINISHED,REPARTITION_HARVEST,2010,,,11177,0
5270,1,2017-11-06 00:00:00,,,1805,,FINISHED,REPARTITION_HARVEST,2010,,,1805,0
5271,1,2017-11-06 00:00:00,,,18767,,FINISHED,REPARTITION_HARVEST,2010,,,18767,0
5272,1,2017-11-06 00:00:00,,,4410,,FINISHED,REPARTITION_HARVEST,2010,,,4410,0
5273,1,2017-11-06 00:00:00,,,4377,,FINISHED,REPARTITION_HARVEST,2010,,,4377,0
5274,1,2017-11-06 00:00:00,,,2643,,FINISHED,REPARTITION_HARVEST,2010,,,2643,0
5275,1,2017-11-06 00:00:00,,,48048,,FINISHED,REPARTITION_HARVEST,2010,,,48048,0
5276,1,2017-11-06 00:00:00,,,38760,,FINISHED,REPARTITION_HARVEST,2010,,,38760,0
5277,1,2017-11-06 00:00:00,,,10922,,FINISHED,REPARTITION_HARVEST,2010,,,10922,0
5278,1,2017-11-06 00:00:00,,,900,,FINISHED,REPARTITION_HARVEST,2010,,,900,0
5279,1,2017-11-06 00:00:00,,,12414,,FINISHED,REPARTITION_HARVEST,2010,,,12414,0
5280,1,2017-11-06 00:00:00,,,21644,,FINISHED,REPARTITION_HARVEST,2010,,,21644,0
5281,1,2017-11-06 00:00:00,,,2568,,FINISHED,REPARTITION_HARVEST,2010,,,2568,0
5282,1,2017-11-06 00:00:00,,,2476,,FINISHED,REPARTITION_HARVEST,2010,,,2476,0
5283,1,2017-11-06 00:00:00,,,4469,,FINISHED,REPARTITION_HARVEST,2010,,,4469,0
5284,1,2017-11-06 00:00:00,,,3585,,FINISHED,REPARTITION_HARVEST,2010,,,3585,0
5285,1,2017-11-06 00:00:00,,,34116,,FINISHED,REPARTITION_HARVEST,2010,,,34116,0
5286,1,2017-11-06 00:00:00,,,34016,,FINISHED,REPARTITION_HARVEST,2010,,,34016,0
5287,1,2017-11-06 00:00:00,,,24220,,FINISHED,REPARTITION_HARVEST,2010,,,24220,0
5288,1,2017-11-06 00:00:00,,,3377,,FINISHED,REPARTITION_HARVEST,2010,,,3377,0
5289,1,2017-11-06 00:00:00,,,3152,,FINISHED,REPARTITION_HARVEST,2010,,,3152,0
5290,1,2017-11-06 00:00:00,,,3302,,FINISHED,REPARTITION_HARVEST,2010,,,3302,0
5291,1,2017-11-06 00:00:00,,,2560,,FINISHED,REPARTITION_HARVEST,2010,,,2560,0
5292,1,2017-11-06 00:00:00,,,44379,,FINISHED,REPARTITION_HARVEST,2010,,,44379,0
5293,1,2017-11-06 00:00:00,,,40353,,FINISHED,REPARTITION_HARVEST,2010,,,40353,0
5294,1,2017-11-06 00:00:00,,,3693,,FINISHED,REPARTITION_HARVEST,2010,,,3693,0
5295,1,2017-11-06 00:00:00,,,59645,,FINISHED,REPARTITION_HARVEST,2010,,,59645,0
5296,1,2017-11-06 00:00:00,,,32599,,FINISHED,REPARTITION_HARVEST,2010,,,32599,0
5297,1,2017-11-06 00:00:00,,,3156,,FINISHED,REPARTITION_HARVEST,2010,,,3156,0
5298,1,2017-11-06 00:00:00,,,607037,,FINISHED,REPARTITION_HARVEST,2010,,,607037,0
5299,1,2017-11-06 00:00:00,,,3818,,FINISHED,REPARTITION_HARVEST,2010,,,3818,0
5300,1,2017-11-06 00:00:00,,,4202,,FINISHED,REPARTITION_HARVEST,2010,,,4202,0
5301,1,2017-11-06 00:00:00,,,3302,,FINISHED,REPARTITION_HARVEST,2010,,,3302,0
5302,1,2017-11-06 00:00:00,,,5386,,FINISHED,REPARTITION_HARVEST,2010,,,5386,0
5303,1,2017-11-06 00:00:00,,,30581,,FINISHED,REPARTITION_HARVEST,2010,,,30581,0
5304,1,2017-11-06 00:00:00,,,6478,,FINISHED,REPARTITION_HARVEST,2010,,,6478,0
5305,1,2017-11-06 00:00:00,,,6236,,FINISHED,REPARTITION_HARVEST,2010,,,6236,0
