id,method,path,microservice,created_by,created_date,last_modified_by,last_modified_date
7603,GET,/v1/certificate-orders/status/info,backoffice,,,,
7604,PATCH,/v1/certificate-orders/discounts,backoffice,,,,
7605,DELETE,/v1/certificate-orders/discounts,backoffice,,,,
7606,GET,/v1/certificate-template,backoffice,,,,
7607,POST,/v1/certificate-template,backoffice,,,,
7608,GET,/v1/certificate-template/name-available,backoffice,,,,
7609,GET,/v1/certificate-template/files/{uuid}/download,backoffice,,,,
7610,GET,/v1/certificate-template/{certificateTemplateId:\\d+},backoffice,,,,
7611,DELETE,/v1/certificate-template/{certificateTemplateId:\\d+},backoffice,,,,
7612,GET,/v1/certificate-template/campaigns,backoffice,,,,
7613,GET,/v1/certificate-template/users,backoffice,,,,
7614,GET,/v1/basket-fee,backoffice,,,,
7615,POST,/v1/basket-fee,backoffice,,,,
7616,DELETE,/v1/basket-fee/{basketFeeId:\\d+},backoffice,,,,
7617,PATCH,/v1/basket-fee/{basketFeeId:\\d+},backoffice,,,,
7618,GET,/v1/basket-fee/{basketFeeId:\\d+},backoffice,,,,
7619,GET,/v1/basket-fee/role-users,backoffice,,,,
7620,GET,/v1/basket-fee/exists,backoffice,,,,
7621,GET,/v1/banks,backoffice,,,,
7622,PUT,/v1/banks,backoffice,,,,
7623,GET,/v1/banks/code-available,backoffice,,,,
7624,GET,/v1/banks/{bankId:\\d+},backoffice,,,,
7625,PUT,/v1/banks/{bankId:\\d+},backoffice,,,,
7626,GET,/v1/associations,backoffice,,,,
7627,PATCH,/v1/associations,backoffice,,,,
7628,GET,/v1/associations/users,backoffice,,,,
7629,GET,/v1/associations/projects,backoffice,,,,
7630,GET,/v1/area-info/area/{area:\\d+}/year/{year:\\d+}/info-extra,backoffice,,,,
7631,PUT,/v1/area-info/area/{area:\\d+}/year/{year:\\d+}/info-extra,backoffice,,,,
7632,GET,/v1/documentations/years/{year:\\d+}/areas,backoffice,,,,
7633,PATCH,/v1/documentations/years/{year:\\d+}/areas/{areaId:\\d+}/evaluate/pin/{pin},backoffice,,,,
7634,PATCH,/v1/documentations/years/{year:\\d+}/areas/{areaId:\\d+}/evaluate/notify,backoffice,,,,
7635,GET,/v1/documentations/years/{year:\\d+}/areas/{areaId:\\d+}/file/{fileId}/download,backoffice,,,,
7636,POST,/v1/documentations/years/{year:\\d+}/areas/{areaId:\\d+}/type-documentation/{typeDocumentationId:\\d+}/file/upload,backoffice,,,,
7637,GET,/v1/documentations/years/{year:\\d+}/areas/{areaId:\\d+}/folders,backoffice,,,,
7638,POST,/v1/documentations/years/{year:\\d+}/areas/{areaId:\\d+}/file/{fileId}/edit,backoffice,,,,
7639,PUT,/v1/documentations/areas/folder,backoffice,,,,
7640,PUT,/v1/documentations/areas/folder/{folderDocumentationId:\\d+},backoffice,,,,
7641,PATCH,/v1/documentations/areas/folder/{folderDocumentationId:\\d+}/type-documentation/bind,backoffice,,,,
7642,GET,/v1/documentations/areas/folder/types,backoffice,,,,
7644,GET,/v1/documentations/areas/type,backoffice,,,,
7645,PUT,/v1/documentations/areas/type,backoffice,,,,
7646,GET,/v1/documentations/areas/type/documentation/abbreviation-available,backoffice,,,,
7647,GET,/v1/areas,backoffice,,,,
7648,PUT,/v1/areas,backoffice,,,,
7649,GET,/v1/areas/customers,backoffice,,,,
7650,GET,/v1/areas/associations,backoffice,,,,
7651,GET,/v1/areas/code-available,backoffice,,,,
7652,GET,/v1/areas/{areaId:\\d+},backoffice,,,,
7653,PATCH,/v1/areas/{areaId:\\d+},backoffice,,,,
7654,GET,/v1/master-child-accounts,backoffice,,,,
7655,POST,/v1/master-child-accounts,backoffice,,,,
7656,GET,/v1/master-child-accounts/users,backoffice,,,,
7657,GET,/v1/master-child-accounts/users/{roleUserId:\\d+}/unrelated,backoffice,,,,
7658,DELETE,/v1/master-child-accounts/{id:\\d+},backoffice,,,,
7659,GET,/v1/master-child-accounts/users-master/{userId:\\d+},backoffice,,,,
7660,GET,/v1/tesouro-verde/certificates,backoffice,,,,
7661,GET,/v1/tesouro-verde/certificates/{id:\\d+},backoffice,,,,
7662,GET,/v1/tesouro-verde/certificates/{id:\\d+}/documentation,backoffice,,,,
7663,POST,/v1/tesouro-verde/certificates/{id:\\d+}/documentation/replace/{fileId},backoffice,,,,
7664,POST,/v1/tesouro-verde/certificates/{id:\\d+}/documentation/upload,backoffice,,,,
7665,PATCH,/v1/tesouro-verde/certificates/{id:\\d+}/documentation/audit,backoffice,,,,
7666,PATCH,/v1/tesouro-verde/certificates/{id:\\d+}/documentation/evaluate,backoffice,,,,
7667,DELETE,/v1/tesouro-verde/certificates/{id:\\d+}/documentation/file/{fileId},backoffice,,,,
7668,GET,/v1/tesouro-verde/certificates/{id:\\d+}/documentation/file/{fileId}/download,backoffice,,,,
7669,PATCH,/v1/tesouro-verde/certificates/{id:\\d+}/nxt,backoffice,,,,
7670,GET,/v1/tesouro-verde/certificates/{id:\\d+}/badge,backoffice,,,,
7671,PATCH,/v1/tesouro-verde/certificates/{id:\\d+}/documentation-viewed,backoffice,,,,
7672,GET,/v1/tesouro-verde/certificates/documentation,backoffice,,,,
7673,PATCH,/v1/tesouro-verde/certificates/nxt/synchronize,backoffice,,,,
7674,PATCH,/v1/tesouro-verde/certificates/status,backoffice,,,,
7675,GET,/v1/tesouro-verde/certificates/status/info,backoffice,,,,
7676,PATCH,/v1/tesouro-verde/certificates/discounts,backoffice,,,,
7677,DELETE,/v1/tesouro-verde/certificates/discounts,backoffice,,,,
7678,GET,/v1/tesouro-verde/partners,backoffice,,,,
7679,PUT,/v1/tesouro-verde/partners,backoffice,,,,
7680,GET,/v1/tesouro-verde/partners/all,backoffice,,,,
7681,GET,/v1/tesouro-verde/partners/name-available,backoffice,,,,
7682,GET,/v1/tesouro-verde/partners/{partnerId:\\d+},backoffice,,,,
7683,PATCH,/v1/tesouro-verde/partners/{partnerId:\\d+},backoffice,,,,
7684,PATCH,/v1/tesouro-verde/partners/{partnerId:\\d+}/status,backoffice,,,,
7685,GET,/v1/tesouro-verde/partners/{partnerId:\\d+}/logo,backoffice,,,,
7686,PATCH,/v1/tesouro-verde/partners/{partnerId:\\d+}/logo,backoffice,,,,
7687,GET,/v1/tesouro-verde/campaigns,backoffice,,,,
7688,PUT,/v1/tesouro-verde/campaigns,backoffice,,,,
7689,GET,/v1/tesouro-verde/campaigns/government,backoffice,,,,
7690,GET,/v1/tesouro-verde/campaigns/certificate-templates,backoffice,,,,
7691,GET,/v1/tesouro-verde/campaigns/name-available,backoffice,,,,
7692,GET,/v1/tesouro-verde/campaigns/{campaignId:\\d+},backoffice,,,,
7693,PATCH,/v1/tesouro-verde/campaigns/{campaignId:\\d+},backoffice,,,,
7694,PATCH,/v1/tesouro-verde/campaigns/{campaignId:\\d+}/status,backoffice,,,,
7695,GET,/v1/financial/compositions,backoffice,,,,
7696,POST,/v1/financial/compositions,backoffice,,,,
7697,GET,/v1/financial/compositions/participants,backoffice,,,,
7698,GET,/v1/financial/compositions/titles/branchs/{branchCompanyId:\\d+}/suppliers/{supplierId:\\d+},backoffice,,,,
7699,GET,/v1/financial/compositions/{id:\\d+},backoffice,,,,
7700,DELETE,/v1/financial/compositions/{id:\\d+},backoffice,,,,
7701,GET,/v1/financial/compositions/unpaid-bills,backoffice,,,,
7702,POST,/v1/financial/compositions/batch,backoffice,,,,
7703,GET,/v1/financial/cost-center,backoffice,,,,
7704,POST,/v1/financial/cost-center,backoffice,,,,
7705,GET,/v1/financial/cost-center/exists,backoffice,,,,
7706,GET,/v1/financial/cost-center/search,backoffice,,,,
7707,GET,/v1/financial/cost-center/{id:\\d+},backoffice,,,,
7708,DELETE,/v1/financial/cost-center/{id:\\d+},backoffice,,,,
7709,GET,/v1/financial/companies,backoffice,,,,
7710,POST,/v1/financial/companies,backoffice,,,,
7711,GET,/v1/financial/companies/{id:\\d+},backoffice,,,,
7712,DELETE,/v1/financial/companies/{id:\\d+},backoffice,,,,
7713,POST,/v1/financial/companies/{id:\\d+}/branches,backoffice,,,,
7714,GET,/v1/financial/companies/{id:\\d+}/branches/exists,backoffice,,,,
7715,DELETE,/v1/financial/companies/{id:\\d+}/branches/{branchId:\\d+},backoffice,,,,
7716,PATCH,/v1/financial/companies/{id:\\d+}/branches/{branchId:\\d+},backoffice,,,,
7717,GET,/v1/financial/companies/{id:\\d+}/branches/{branchId:\\d+},backoffice,,,,
7718,GET,/v1/financial/companies/{id:\\d+}/branches/{branchId:\\d+}/registers-banks,backoffice,,,,
7719,POST,/v1/financial/companies/{id:\\d+}/branches/{branchId:\\d+}/registers-banks,backoffice,,,,
7720,PATCH,/v1/financial/companies/{id:\\d+}/branches/{branchId:\\d+}/registers-banks/{registerBankId:\\d+},backoffice,,,,
7721,DELETE,/v1/financial/companies/{id:\\d+}/branches/{branchId:\\d+}/registers-banks/{registerBankId:\\d+},backoffice,,,,
7722,GET,/v1/financial/companies/{id:\\d+}/branches/{branchId:\\d+}/registers-banks/{registerBankId:\\d+}/balance,backoffice,,,,
7723,GET,/v1/financial/companies/{id:\\d+}/branches/{branchId:\\d+}/registers-banks/search,backoffice,,,,
7724,GET,/v1/financial/companies/{id:\\d+}/branches/{branchId:\\d+}/statements,backoffice,,,,
7812,POST,/v1/client-api,backoffice,,,,
7725,POST,/v1/financial/companies/{id:\\d+}/branches/{branchId:\\d+}/statements,backoffice,,,,
7726,DELETE,/v1/financial/companies/{id:\\d+}/branches/{branchId:\\d+}/statements/{statementId:\\d+},backoffice,,,,
7727,GET,/v1/financial/companies/exists,backoffice,,,,
7728,GET,/v1/financial/cash-flow,backoffice,,,,
7729,POST,/v1/financial/cash-flow,backoffice,,,,
7730,GET,/v1/financial/cash-flow/search,backoffice,,,,
7731,GET,/v1/financial/cash-flow/{id:\\d+},backoffice,,,,
7732,DELETE,/v1/financial/cash-flow/{id:\\d+},backoffice,,,,
7733,GET,/v1/financial/holidays,backoffice,,,,
7734,POST,/v1/financial/holidays,backoffice,,,,
7735,DELETE,/v1/financial/holidays/{id:\\d+},backoffice,,,,
7736,POST,/v1/financial/favored-creditor-relations,backoffice,,,,
7737,DELETE,/v1/financial/favored-creditor-relations/{id:\\d+},backoffice,,,,
7738,PATCH,/v1/financial/favored-creditor-relations/{id:\\d+},backoffice,,,,
7739,GET,/v1/financial/favored-creditor-relations/{id:\\d+},backoffice,,,,
7740,GET,/v1/financial/favored-creditor-relations/{id:\\d+}/file/{fileId}/download,backoffice,,,,
7741,PATCH,/v1/financial/favored-creditor-relations/{id:\\d+}/file/replace,backoffice,,,,
7742,PATCH,/v1/financial/favored-creditor-relations/{id:\\d+}/status,backoffice,,,,
7743,GET,/v1/financial/favored-creditor-relations/participants,backoffice,,,,
7744,GET,/v1/financial/participants,backoffice,,,,
7745,POST,/v1/financial/participants,backoffice,,,,
7746,DELETE,/v1/financial/participants/{id:\\d+},backoffice,,,,
7747,PATCH,/v1/financial/participants/{id:\\d+},backoffice,,,,
7748,GET,/v1/financial/participants/{id:\\d+},backoffice,,,,
7749,GET,/v1/financial/participants/{id:\\d+}/versions,backoffice,,,,
7750,POST,/v1/financial/participants/{id:\\d+}/versions,backoffice,,,,
7751,DELETE,/v1/financial/participants/{id:\\d+}/versions/{versionId:\\d+},backoffice,,,,
7752,PATCH,/v1/financial/participants/{id:\\d+}/versions/{versionId:\\d+},backoffice,,,,
7753,GET,/v1/financial/participants/{id:\\d+}/versions/{versionId:\\d+},backoffice,,,,
7754,GET,/v1/financial/participants/document-available,backoffice,,,,
7755,GET,/v1/financial/participants/users,backoffice,,,,
7756,GET,/v1/financial/participants/users/sync-available,backoffice,,,,
7757,GET,/v1/financial/participants/users/sync,backoffice,,,,
7758,PATCH,/v1/financial/participants/users/sync,backoffice,,,,
7759,GET,/v1/financial/participants/accounts,backoffice,,,,
7760,GET,/v1/financial/participants/accounts/sync-available,backoffice,,,,
7761,GET,/v1/financial/participants/accounts/sync,backoffice,,,,
7762,PATCH,/v1/financial/participants/accounts/sync,backoffice,,,,
7763,GET,/v1/financial/bills,backoffice,,,,
7764,POST,/v1/financial/bills,backoffice,,,,
7765,GET,/v1/financial/bills/search-participants,backoffice,,,,
7766,GET,/v1/financial/bills/search-branches,backoffice,,,,
7767,GET,/v1/financial/bills/{id:\\d+},backoffice,,,,
7768,DELETE,/v1/financial/bills/{id:\\d+},backoffice,,,,
7769,GET,/v1/financial/bills/{id:\\d+}/writeoffs,backoffice,,,,
7770,POST,/v1/financial/bills/{id:\\d+}/writeoffs,backoffice,,,,
7771,PATCH,/v1/financial/bills/{id:\\d+}/writeoffs/{writeOffId:\\d+},backoffice,,,,
7772,DELETE,/v1/financial/bills/{id:\\d+}/writeoffs/{writeOffId:\\d+},backoffice,,,,
7773,GET,/v1/financial/bills/{branchId:\\d+}/exist-titles,backoffice,,,,
7774,GET,/v1/financial/configs,backoffice,,,,
7775,POST,/v1/financial/configs,backoffice,,,,
7776,GET,/v1/financial/remittances,backoffice,,,,
7777,POST,/v1/financial/remittances,backoffice,,,,
7778,GET,/v1/financial/remittances/compositionsandbills,backoffice,,,,
7779,GET,/v1/financial/remittances/search-branches,backoffice,,,,
7780,GET,/v1/financial/remittances/branch/{branchId:\\d+}/register-bank/search,backoffice,,,,
7781,GET,/v1/financial/remittances/participants,backoffice,,,,
7782,GET,/v1/financial/remittances/{id:\\d+},backoffice,,,,
7783,DELETE,/v1/financial/remittances/{id:\\d+},backoffice,,,,
7784,GET,/v1/financial/remittances/rem,backoffice,,,,
7785,POST,/v1/financial/remittances/{id:\\d+}/response,backoffice,,,,
7786,POST,/v1/financial/remittances/response,backoffice,,,,
7787,GET,/v1/financial/payout-configurations/users,backoffice,,,,
7788,POST,/v1/financial/payout-configurations/users,backoffice,,,,
7789,GET,/v1/financial/payout-configurations/users/{configId:\\d+},backoffice,,,,
7790,DELETE,/v1/financial/payout-configurations/users/{configId:\\d+},backoffice,,,,
7791,GET,/v1/financial/payout-configurations/roles,backoffice,,,,
7792,POST,/v1/financial/payout-configurations/roles,backoffice,,,,
7793,GET,/v1/financial/payout-configurations/users-by-roles,backoffice,,,,
7794,GET,/v1/promo-codes,backoffice,,,,
7795,POST,/v1/promo-codes,backoffice,,,,
7796,DELETE,/v1/promo-codes/{id:\\d+},backoffice,,,,
7797,PATCH,/v1/promo-codes/{id:\\d+},backoffice,,,,
7798,GET,/v1/promo-codes/{id:\\d+},backoffice,,,,
7799,GET,/v1/promo-codes/availability-value,backoffice,,,,
7800,GET,/v1/promo-codes/code-available,backoffice,,,,
7801,GET,/v1/promo-codes/name-available,backoffice,,,,
7802,GET,/v1/blockeducs,backoffice,,,,
7803,POST,/v1/blockeducs,backoffice,,,,
7804,GET,/v1/blockeducs/areas,backoffice,,,,
7805,GET,/v1/blockeducs/areas/{areaId:\\d+},backoffice,,,,
7806,GET,/v1/blockeducs/users,backoffice,,,,
7807,GET,/v1/blockeducs/{id:\\d+}/roles,backoffice,,,,
7808,DELETE,/v1/blockeducs/{id:\\d+},backoffice,,,,
7809,PATCH,/v1/blockeducs/{id:\\d+},backoffice,,,,
7810,GET,/v1/blockeducs/{id:\\d+},backoffice,,,,
7811,GET,/v1/client-api,backoffice,,,,
7813,GET,/v1/client-api/users,backoffice,,,,
7814,DELETE,/v1/client-api/{id:\\d+},backoffice,,,,
7815,PATCH,/v1/client-api/{id:\\d+}/status,backoffice,,,,
7816,GET,/v1/endpoints,backoffice,,,,
7817,POST,/v1/endpoints,backoffice,,,,
7818,GET,/v1/endpoints/permissions,backoffice,,,,
7819,GET,/v1/endpoints/{id:\\d+},backoffice,,,,
7820,DELETE,/v1/endpoints/{id:\\d+},backoffice,,,,
7821,GET,/v1/endpoints/available,backoffice,,,,
7822,GET,/v1/living-carbon/certificates,backoffice,,,,
7823,GET,/v1/living-carbon/certificates/{id:\\d+},backoffice,,,,
7824,GET,/v1/living-carbon/certificates/{id:\\d+}/documentation,backoffice,,,,
7825,POST,/v1/living-carbon/certificates/{id:\\d+}/documentation/replace/{fileId},backoffice,,,,
7826,POST,/v1/living-carbon/certificates/{id:\\d+}/documentation/upload,backoffice,,,,
7827,PATCH,/v1/living-carbon/certificates/{id:\\d+}/documentation/audit,backoffice,,,,
7828,PATCH,/v1/living-carbon/certificates/{id:\\d+}/documentation/evaluate,backoffice,,,,
7829,DELETE,/v1/living-carbon/certificates/{id:\\d+}/documentation/file/{fileId},backoffice,,,,
7830,GET,/v1/living-carbon/certificates/{id:\\d+}/documentation/file/{fileId}/download,backoffice,,,,
7831,PATCH,/v1/living-carbon/certificates/{id:\\d+}/nxt,backoffice,,,,
7832,GET,/v1/living-carbon/certificates/{id:\\d+}/badge,backoffice,,,,
7833,PATCH,/v1/living-carbon/certificates/{id:\\d+}/documentation-viewed,backoffice,,,,
7834,GET,/v1/living-carbon/certificates/documentation,backoffice,,,,
7835,PATCH,/v1/living-carbon/certificates/nxt/synchronize,backoffice,,,,
7836,PATCH,/v1/living-carbon/certificates/status,backoffice,,,,
7837,GET,/v1/living-carbon/certificates/status/info,backoffice,,,,
7838,GET,/v1/living-carbon/users,backoffice,,,,
7839,PATCH,/v1/living-carbon/discounts,backoffice,,,,
7840,DELETE,/v1/living-carbon/discounts,backoffice,,,,
7841,GET,/v1/commission,backoffice,,,,
7842,POST,/v1/commission,backoffice,,,,
7843,GET,/v1/commission/role-users,backoffice,,,,
7844,GET,/v1/commission/role-users/indirect-recipients,backoffice,,,,
7845,DELETE,/v1/commission/{commissionId:\\d+},backoffice,,,,
7846,PATCH,/v1/commission/{commissionId:\\d+},backoffice,,,,
7847,GET,/v1/commission/{commissionId:\\d+},backoffice,,,,
7848,GET,/v1/platforms,backoffice,,,,
7849,POST,/v1/platforms,backoffice,,,,
7850,GET,/v1/platforms/alias-available,backoffice,,,,
7851,GET,/v1/platforms/name-available,backoffice,,,,
7852,GET,/v1/platforms/selected,backoffice,,,,
7853,GET,/v1/platforms/{platformId:\\d+},backoffice,,,,
7854,GET,/v1/platforms/all,backoffice,,,,
7855,DELETE,/v1/platforms/tags,backoffice,,,,
7856,GET,/v1/platforms/tags,backoffice,,,,
7857,PATCH,/v1/platforms/tags,backoffice,,,,
7858,PUT,/v1/platforms/tags,backoffice,,,,
7859,DELETE,/v1/platforms/workflows,backoffice,,,,
7860,GET,/v1/platforms/workflows,backoffice,,,,
7861,PATCH,/v1/platforms/workflows,backoffice,,,,
7862,PUT,/v1/platforms/workflows,backoffice,,,,
7863,GET,/v1/cpr,backoffice,,,,
7864,POST,/v1/cpr,backoffice,,,,
7865,GET,/v1/cpr/status/info,backoffice,,,,
7866,PATCH,/v1/cpr/status,backoffice,,,,
7867,GET,/v1/cpr/{cprId:\\d+},backoffice,,,,
7868,PATCH,/v1/cpr/{cprId:\\d+},backoffice,,,,
7869,GET,/v1/cpr/{cprId:\\d+}/documentation,backoffice,,,,
7870,POST,/v1/cpr/{cprId:\\d+}/documentation/replace/{fileId},backoffice,,,,
7871,POST,/v1/cpr/{cprId:\\d+}/documentation/upload,backoffice,,,,
7872,DELETE,/v1/cpr/{cprId:\\d+}/documentation/file/{fileId},backoffice,,,,
7873,GET,/v1/cpr/{cprId:\\d+}/documentation/file/{fileId}/download,backoffice,,,,
7874,PATCH,/v1/cpr/{cprId:\\d+}/execute,backoffice,,,,
7875,PATCH,/v1/cpr/{cprId:\\d+}/revoke,backoffice,,,,
7876,GET,/v1/cpr/ucs-balance-available/{userId:\\d+},backoffice,,,,
7877,GET,/v1/cpr/isin-available,backoffice,,,,
7878,GET,/v1/cpr/endorsed-account,backoffice,,,,
7879,GET,/v1/cpr/user,backoffice,,,,
7880,GET,/v1/mundi/minting,backoffice,,,,
7881,POST,/v1/mundi/minting,backoffice,,,,
7882,GET,/v1/mundi/minting/status/info,backoffice,,,,
7883,PATCH,/v1/mundi/minting/status,backoffice,,,,
7884,GET,/v1/mundi/minting/users,backoffice,,,,
7885,GET,/v1/mundi/minting/{mintingId:\\d+},backoffice,,,,
7886,GET,/v1/mundi/burned,backoffice,,,,
7887,POST,/v1/mundi/burned,backoffice,,,,
7888,GET,/v1/mundi/burned/status/info,backoffice,,,,
7889,PATCH,/v1/mundi/burned/status,backoffice,,,,
7890,GET,/v1/mundi/burned/users,backoffice,,,,
7891,PATCH,/v1/mundi/burned/nxt-synchronize,backoffice,,,,
7892,GET,/v1/mundi/burned/{burnedId:\\d+},backoffice,,,,
7893,POST,/v1/mundi/burned/{burnedId:\\d+},backoffice,,,,
7894,GET,/v1/mundi/burned/{burnedId:\\d+}/certificate,backoffice,,,,
7895,PATCH,/v1/mundi/burned/{burnedId:\\d+}/certificate/badge,backoffice,,,,
7896,PATCH,/v1/mundi/burned/{burnedId:\\d+}/certificate/nxt,backoffice,,,,
7897,GET,/v1/stock-availability-certificate,backoffice,,,,
7898,GET,/v1/stock-availability-certificate/status/info,backoffice,,,,
7899,PATCH,/v1/stock-availability-certificate/status,backoffice,,,,
7900,GET,/v1/stock-availability-certificate/{stockAvailabilityCOId:\\d+},backoffice,,,,
7901,GET,/v1/movement-intention-order,backoffice,,,,
7902,GET,/v1/movement-intention-order/order-book-queue-profile,backoffice,,,,
7903,GET,/v1/movement-intention-order/status/info,backoffice,,,,
7904,PATCH,/v1/movement-intention-order/status,backoffice,,,,
7905,GET,/v1/movement-intention-order/{movementIntentionId:\\d+},backoffice,,,,
