id,distribution_id,dare_code,royalties_code,royalties_total,dare_total,created_by,created_date,last_modified_by,last_modified_date,royalties_file_id,dare_file_id
351,37428,3003784477,3003784521,0.46,911.82,0,2023-11-09 10:37:23.895199,0,2023-11-09 10:37:23.895199,1e38f34f-db9b-4f42-b29d-e682370d32c4,29291020-52ff-4053-9f6f-27e45aabe905
350,37426,3003784495,3003784521,0.74,1339.70,0,2023-11-07 11:47:53.836268,0,2023-11-07 11:47:53.836268,1e38f34f-db9b-4f42-b29d-e682370d32c4,fa9db1ca-9d47-4f76-aad0-159251609299
349,37425,3003784492,3003784521,0.40,937.79,0,2023-11-07 11:47:08.87096,0,2023-11-07 11:47:08.87096,1e38f34f-db9b-4f42-b29d-e682370d32c4,e2506cd0-44d2-4f49-b9bc-d7447b466daa
348,37424,3003784498,3003784521,1.34,2679.40,0,2023-11-07 11:46:29.100971,0,2023-11-07 11:46:29.100971,1e38f34f-db9b-4f42-b29d-e682370d32c4,747d8403-c615-4596-908c-172a4f03e066
313,37227,06102023,05102023,0.14,135.45,0,2023-09-14 15:21:59.768634,0,2023-09-14 15:21:59.768634,53bd53f4-6511-4f60-be9b-869cfde6d214,5a680f9a-b26c-4e03-aa1b-59ccba57a78f
312,37226,06102023,05102023,4.40,8804.25,0,2023-09-14 11:39:10.630444,0,2023-09-14 11:39:10.630444,53bd53f4-6511-4f60-be9b-869cfde6d214,7b62f452-8f12-4ba5-adbe-7cc2008290ba
333,37347,06102023,05102023,0.20,541.80,0,2023-09-27 11:49:47.01116,0,2023-09-27 11:49:47.01116,53bd53f4-6511-4f60-be9b-869cfde6d214,93e22a1d-d2fb-406d-845c-371f78fa3509
334,37348,06102023,05102023,0.27,406.35,0,2023-09-27 11:50:12.018156,0,2023-09-27 11:50:12.018156,53bd53f4-6511-4f60-be9b-869cfde6d214,da5e9bb9-02fc-4596-9122-dec661f64c0c
335,37349,06102023,05102023,0.20,541.80,0,2023-09-27 11:50:32.003661,0,2023-09-27 11:50:32.003661,53bd53f4-6511-4f60-be9b-869cfde6d214,d7cd60b0-d11a-404d-aedb-dbbfbdcee450
336,37350,06102023,05102023,0.27,406.35,0,2023-09-27 11:50:46.995543,0,2023-09-27 11:50:46.995543,53bd53f4-6511-4f60-be9b-869cfde6d214,afa7684a-8db3-45cf-a23b-3ed4f648c39f
338,37352,06102023,05102023,1.56,3115.35,0,2023-09-27 11:51:27.14917,0,2023-09-27 11:51:27.14917,53bd53f4-6511-4f60-be9b-869cfde6d214,dd246c11-c52c-4925-9b02-b57aea266eda
306,37100,3003683445,3003683475,0.57,1135.28,0,2023-07-19 11:09:15.588075,0,2023-07-19 11:09:15.588075,105070ea-9803-427a-a0ab-0349163ccf93,5e8addac-e4d9-4b93-ae7f-350d6fc04410
305,37096,3003683452,3003683475,0.30,608.76,0,2023-07-14 14:58:05.564989,0,2023-07-14 14:58:05.564989,105070ea-9803-427a-a0ab-0349163ccf93,2bb3c15c-0ae2-41ea-b05b-d386bfebb0e2
304,37074,3003683448,3003683475,0.07,141.91,0,2023-07-07 10:34:30.506069,0,2023-07-07 10:34:30.506069,105070ea-9803-427a-a0ab-0349163ccf93,4d9f0a7a-e196-482c-8cbf-4c83867c7f7d
411,39427,,,0.10,0.00,0,2025-07-17 15:16:04.697185,0,2025-07-17 15:16:04.697185,,
412,39428,,,0.00,191.68,0,2025-07-17 15:24:09.632099,0,2025-07-17 15:24:09.632099,,
413,39434,,,0.10,0.00,0,2025-07-22 14:57:29.683649,0,2025-07-22 14:57:29.683649,,
414,39435,,,0.19,191.68,0,2025-07-22 15:01:09.672221,0,2025-07-22 15:01:09.672221,,
357,37449,3004551358,3003784521,0.26,651.30,0,2023-11-20 10:05:08.537693,0,2023-11-20 10:05:08.537693,1e38f34f-db9b-4f42-b29d-e682370d32c4,86b1a258-70d1-4de1-8d06-511784d96718
355,37431,3004551361,3003784521,0.33,651.30,0,2023-11-09 10:51:08.838022,0,2023-11-09 10:51:08.838022,1e38f34f-db9b-4f42-b29d-e682370d32c4,c8c7d99e-9dcc-48d7-bc5b-c66d9ecea856
415,39441,,,0.00,152.19,0,2025-12-02 12:13:07.116095,0,2025-12-02 12:13:07.116095,,
