id,available_balance,reserved_balance,blocked_balance,retired_balance,user_id,updated_on,platform_id
18800,0,0,0,0,334,2022-09-06 18:17:58.325057,1
18804,0,0,0,0,244,2022-09-06 18:17:58.325057,1
18803,13172,0,0,0,128,2023-06-12 16:53:03.379964,2
18810,0,0,0,0,571,2022-09-06 18:17:58.325057,2
18811,0,0,0,0,547,2022-09-06 18:17:58.325057,4
18812,0,0,0,0,578,2022-09-06 18:17:58.325057,2
18813,0,0,7,0,10,2023-03-16 16:23:51.170837,3
18817,0,0,856,0,366,2023-03-16 16:34:04.425278,2
18818,27,0,0,0,591,2023-08-15 10:45:43.086542,4
18829,14060,0,0,0,42,2023-06-12 16:53:03.379964,2
18825,13669,0,0,0,124,2023-06-05 11:27:15.222475,2
18777,1025232,0,0,0,1303,2024-06-19 19:10:02.118173,2
18823,0,0,14,0,858,2023-03-16 16:15:59.056754,4
18826,0,0,0,0,607,2022-09-06 18:17:58.325057,3
18572,0,0,0,182,744,2024-10-15 17:01:20.98143,3
18835,0,0,0,0,298,2022-09-06 18:17:58.325057,1
18837,0,0,0,0,368,2022-09-06 18:17:58.325057,1
18838,0,0,6670,0,70,2023-03-16 16:26:45.24387,2
18839,0,0,0,1,1025,2022-09-06 18:17:58.325057,3
18840,0,0,17,0,514,2023-03-16 16:17:34.510138,3
18843,0,0,0,1,1219,2022-09-06 18:17:58.325057,3
18845,0,0,6,0,202,2023-07-11 10:32:25.116782,3
18846,0,0,0,0,366,2022-09-06 18:17:58.325057,1
18847,0,0,0,1,883,2022-09-06 18:17:58.325057,3
18848,0,0,455,0,521,2023-03-16 16:18:34.936286,2
18851,0,0,0,0,613,2023-06-02 15:27:02.804205,4
18855,0,0,5,0,214,2023-03-16 16:30:07.264156,4
18857,0,0,0,0,138,2022-09-06 18:17:58.325057,1
18861,0,0,0,1,4,2022-09-06 18:17:58.325057,3
22373,26,0,0,0,590,2023-09-20 14:34:09.301098,3
18867,0,0,0,0,130,2022-09-06 18:17:58.325057,1
18869,0,0,7,0,76,2023-03-16 16:26:53.543313,3
18872,0,0,0,1,735,2022-09-06 18:17:58.325057,3
18880,1359,0,0,0,36,2023-06-12 16:53:03.379964,2
18879,80826,0,0,0,264,2023-08-15 10:24:46.243214,2
18876,0,0,9934,0,198,2023-03-16 16:29:51.898199,2
18883,0,0,17,0,512,2023-03-16 16:22:01.442942,3
21979,50,0,0,0,1730,2024-04-04 14:56:20.554258,2
18890,210450,0,0,0,226,2023-08-24 11:37:15.357814,2
19317,41,0,0,1,616,2023-09-20 14:35:42.117147,3
18886,0,0,0,0,603,2022-09-06 18:17:58.325057,2
18889,0,0,0,0,532,2022-09-06 18:17:58.325057,4
18891,0,0,0,0,536,2022-09-06 18:17:58.325057,4
18892,0,0,278,0,520,2023-03-16 16:22:18.85331,2
18894,0,0,0,0,398,2022-09-06 18:17:58.325057,1
18902,0,0,0,0,613,2023-06-02 15:18:52.07943,2
18898,164413,0,0,0,360,2023-08-24 16:27:47.306686,2
18900,0,0,0,0,629,2022-09-06 18:17:58.325057,2
18901,0,0,0,1,691,2022-09-06 18:17:58.325057,3
18781,41,0,0,0,621,2023-09-20 14:35:13.495429,3
22972,0,0,0,15,1959,2024-01-12 11:27:04.110966,3
18784,198098,0,0,0,580,2024-06-19 19:10:02.118173,2
18809,7,0,0,0,330,2024-09-24 14:47:26.297218,3
22143,989764,0,0,0,1583,2024-04-04 17:55:16.926811,1
18834,0,0,0,0,1320,2024-07-11 08:58:30.837048,4
21657,918354,0,0,1,1632,2025-07-23 09:28:09.536683,4
18831,10,0,0,0,88,2024-08-21 17:10:47.286404,3
18852,0,0,0,5,842,2025-05-29 15:10:03.589778,3
20755,8995,0,0,0,1489,2024-09-09 09:53:15.831847,2
18870,13361,0,0,0,242,2024-11-25 10:15:03.438603,4
18830,1633,0,0,0,42,2024-11-25 09:55:48.444353,4
18807,407,0,8,0,68,2024-11-25 09:59:13.44515,4
18859,123361,0,8,0,108,2024-11-25 10:02:18.441458,4
18824,69800,0,0,0,260,2024-11-25 10:22:23.431419,4
18801,94904,0,7,0,274,2024-11-25 10:25:03.440041,4
18789,19390,0,5,0,328,2024-11-25 10:31:03.444279,4
18788,141449,0,0,0,314,2024-11-25 10:29:38.442071,4
18853,2041,0,0,0,344,2024-11-25 10:33:23.432697,4
18766,12331,0,0,0,396,2024-11-25 10:38:43.432826,4
18903,0,0,0,0,92,2022-09-06 18:17:58.325057,1
18907,0,0,0,0,306,2022-09-06 18:17:58.325057,1
18910,0,0,0,0,292,2022-09-06 18:17:58.325057,1
18978,376,0,0,0,649,2023-09-20 14:32:33.570132,2
18912,15,0,0,0,626,2022-12-14 12:08:23.481635,4
18914,34749,0,0,0,374,2023-08-25 11:40:23.106196,2
18638,0,0,0,0,259,2022-09-06 18:17:58.325057,2
18915,0,0,0,0,235,2022-09-06 18:17:58.325057,2
18916,928829,0,0,0,48,2023-06-12 16:53:03.379964,2
18920,0,0,0,0,226,2022-09-06 18:17:58.325057,1
18921,0,0,17,0,522,2023-03-16 16:16:15.131061,3
18922,0,0,17,0,524,2023-03-16 16:16:57.528051,3
18919,0,0,0,0,1274,2023-06-23 14:25:22.799511,4
18923,0,0,0,0,654,2022-09-06 18:17:58.325057,2
18320,0,0,5436603,0,271,2023-09-01 09:16:26.778799,4
18929,16912,0,0,0,248,2023-07-13 18:18:36.072235,2
18925,7,0,0,0,240,2022-09-21 11:40:11.95675,3
18927,0,0,17,0,519,2023-03-16 16:18:27.781576,3
18930,0,0,0,0,100,2022-09-06 18:17:58.325057,1
18932,0,0,0,0,164,2022-09-06 18:17:58.325057,1
18519,0,0,10,0,16,2023-03-16 16:23:57.434639,3
18933,0,0,0,0,554,2022-09-06 18:17:58.325057,2
18637,0,0,420323,0,254,2023-03-16 16:30:41.647229,2
18939,0,0,0,2,1293,2023-07-04 13:11:10.410025,3
18941,0,0,0,0,535,2022-09-06 18:17:58.325057,4
18942,0,0,0,0,556,2022-09-06 18:17:58.325057,4
19750,0,3,0,0,382,2024-12-13 12:38:23.544408,3
18944,0,0,0,0,176,2022-09-06 18:17:58.325057,1
18947,0,0,0,0,536,2022-09-06 18:17:58.325057,3
18949,0,0,0,0,566,2022-09-06 18:17:58.325057,2
18950,0,0,0,0,561,2023-02-06 11:05:05.148751,3
18952,0,0,2437,0,592,2023-03-16 16:18:48.567813,2
18956,8773,0,0,0,900,2023-08-25 11:40:23.106196,2
18959,36223,0,0,0,364,2023-08-15 10:24:46.243214,2
18312,0,0,0,0,628,2022-09-06 18:17:58.325057,2
18957,0,0,0,0,569,2022-09-06 18:17:58.325057,2
22982,11000,0,0,0,1883,2024-01-19 16:32:29.101069,4
24994,0,0,0,0,2239,2025-02-20 08:33:18.470419,2
18504,498779,0,0,0,134,2023-06-12 16:53:03.379964,2
18964,0,0,708538,0,76,2023-03-16 16:26:53.543313,2
18963,50734,0,0,0,58,2023-06-12 16:53:03.379964,2
18968,0,0,8,0,140,2023-03-16 16:28:23.712161,3
18970,0,0,10,0,126,2022-09-21 11:52:10.143684,3
21995,0,0,0,8,1763,2023-09-15 08:48:25.758571,3
18973,0,0,10,0,386,2023-03-16 16:34:12.454064,3
19014,2178,0,0,0,368,2024-11-18 16:20:28.439599,4
18980,0,0,91292,0,126,2022-09-21 11:52:10.143684,2
18981,0,0,0,0,190,2022-09-06 18:17:58.325057,1
18982,0,0,0,0,544,2022-09-06 18:17:58.325057,2
18983,0,0,0,0,200,2022-09-06 18:17:58.325057,1
18987,695465,0,0,0,326,2023-08-15 10:24:46.243214,2
18992,10128,0,0,0,392,2023-08-15 10:24:46.243214,2
18986,0,0,0,0,110,2022-09-06 18:17:58.325057,1
18988,0,0,0,0,549,2022-09-06 18:17:58.325057,4
18993,30,0,0,0,605,2023-08-15 10:45:43.086542,4
18996,38,0,0,0,674,2023-08-25 11:51:43.090038,4
18994,0,0,0,0,286,2022-09-06 18:17:58.325057,1
18995,0,0,0,0,132,2022-09-06 18:17:58.325057,1
19001,0,0,0,6,720,2022-09-06 18:17:58.325057,3
19002,0,0,0,0,535,2022-09-06 18:17:58.325057,2
19003,0,0,0,0,60,2022-09-06 18:17:58.325057,1
19004,25216,0,0,0,150,2023-08-24 11:37:15.357814,2
19008,0,0,0,1,829,2022-09-06 18:17:58.325057,3
22984,6001,0,0,0,1866,2024-01-19 16:32:44.089894,4
19013,520538,0,0,0,300,2023-08-25 11:40:23.106196,2
19011,0,0,0,0,355,2023-02-06 11:05:05.148751,3
19012,0,0,3519,0,68,2023-03-16 16:26:35.91467,2
22000,0,0,0,34,1758,2023-09-15 08:48:45.76127,3
18940,33615,0,0,0,334,2024-11-25 10:31:53.439312,4
22378,25,0,0,0,584,2023-09-20 14:35:58.739638,3
18989,414,0,7,0,18,2024-11-25 09:53:03.435408,4
18977,2393959,0,0,0,1090,2024-04-04 17:56:08.392594,2
18913,6661,0,7,0,40,2024-11-25 09:55:33.438287,4
22412,0,0,0,7,1745,2023-09-27 11:49:46.788659,3
18967,113901,0,0,0,22,2024-11-25 09:53:18.435048,4
19007,1520,0,0,0,44,2024-11-25 09:56:03.446771,4
18998,18499,0,0,0,60,2024-11-25 09:57:43.434016,4
18926,2282,0,0,0,66,2024-11-25 09:58:58.437565,4
19005,769,0,8,0,70,2024-11-25 09:59:28.494206,4
18918,21057,0,0,0,158,2024-11-25 10:07:28.509401,4
18896,4005,0,0,0,374,2024-11-25 10:36:23.453125,4
18908,48247,0,0,0,268,2024-11-25 10:23:18.434745,4
18928,30318,0,0,0,354,2024-11-25 10:34:18.433011,4
18960,38151,0,0,0,388,2024-11-25 10:38:08.435198,4
24996,100,0,0,0,2239,2025-02-20 08:33:18.470419,3
24983,3200,0,0,0,2209,2025-07-11 15:17:19.53112,4
19015,0,0,0,0,216,2022-09-06 18:17:58.325057,1
19016,0,0,0,0,558,2022-09-06 18:17:58.325057,2
19020,1233275,0,0,0,314,2023-08-15 10:24:46.243214,2
19018,0,0,0,0,612,2022-09-06 18:17:58.325057,2
19021,0,0,17,0,518,2023-03-16 16:21:34.391652,3
19023,0,0,0,0,316,2022-09-06 18:17:58.325057,1
19026,0,0,0,0,282,2022-09-06 18:17:58.325057,1
19029,4738,0,0,0,114,2023-08-03 12:22:41.326018,2
19030,0,0,0,0,278,2022-09-06 18:17:58.325057,1
19027,29,0,0,0,597,2023-08-15 10:45:43.086542,4
19031,0,0,0,0,630,2022-09-06 18:17:58.325057,2
19037,0,0,8,0,54,2022-09-21 11:31:57.493616,3
19039,111803,0,0,0,350,2023-08-25 11:40:23.106196,2
19038,0,0,0,0,36,2022-09-06 18:17:58.325057,1
19040,0,0,976,0,515,2023-03-16 16:22:09.237424,2
19041,0,0,0,0,126,2022-09-06 18:17:58.325057,1
19042,0,0,3424352,0,30,2023-03-16 16:24:39.937549,2
19043,0,0,0,0,314,2022-09-06 18:17:58.325057,1
19044,0,0,0,0,45,2023-02-06 11:05:05.148751,3
18774,0,0,0,0,246,2022-09-06 18:17:58.325057,1
18456,0,0,0,0,624,2022-09-06 18:17:58.325057,4
19047,0,0,0,0,613,2023-06-02 15:22:37.792626,3
19050,0,0,0,0,394,2022-09-06 18:17:58.325057,1
19033,0,0,0,2,877,2022-09-06 18:17:58.325057,3
19053,0,0,0,0,248,2022-09-06 18:17:58.325057,1
22434,0,0,0,7,1741,2023-09-27 11:51:06.782957,3
19055,0,0,0,0,48,2022-09-06 18:17:58.325057,1
19057,0,0,0,0,355,2022-09-06 18:17:58.325057,2
19061,0,0,0,0,10,2022-09-06 18:17:58.325057,1
19062,58654,0,0,0,102,2023-06-12 16:53:03.379964,2
19063,0,0,0,0,576,2022-09-06 18:17:58.325057,2
19065,0,0,7,0,168,2022-09-21 11:44:32.172928,3
19068,0,0,0,0,396,2022-09-06 18:17:58.325057,1
18350,0,4,0,0,48,2024-12-13 12:38:23.544408,3
19070,0,0,0,1,619,2022-09-06 18:17:58.325057,3
19071,0,0,0,0,636,2023-02-06 11:05:05.148751,3
19072,0,0,0,0,112,2022-09-06 18:17:58.325057,1
19048,63861,0,0,0,589,2023-09-20 14:32:33.570132,2
19076,22420,0,0,0,280,2023-08-15 10:24:46.243214,2
19078,0,0,0,0,577,2022-09-06 18:17:58.325057,2
19080,0,0,0,0,544,2022-09-06 18:17:58.325057,3
19081,0,0,7,0,156,2023-03-16 16:29:02.405369,3
19106,9,0,0,0,595,2023-09-20 14:32:33.570132,2
19085,0,0,0,0,116,2022-09-06 18:17:58.325057,1
19088,0,0,0,0,80,2022-09-06 18:17:58.325057,1
19094,697571,0,0,0,288,2023-08-15 10:24:46.243214,2
19093,18,0,0,0,584,2023-08-25 12:05:08.087838,4
19073,870,0,0,0,604,2023-09-20 14:32:33.570132,2
19090,0,0,0,1,1223,2022-09-06 18:17:58.325057,3
18540,0,0,0,0,538,2022-09-06 18:17:58.325057,3
19096,0,0,0,0,168,2022-09-06 18:17:58.325057,1
19097,0,0,0,0,208,2022-09-06 18:17:58.325057,1
18780,0,0,0,0,182,2022-09-06 18:17:58.325057,1
19100,0,0,0,1,826,2022-09-06 18:17:58.325057,3
18875,0,0,0,2,1027,2022-09-06 18:17:58.325057,3
19099,17613,0,0,0,344,2023-06-05 11:27:15.222475,2
19101,0,0,17494,0,710,2023-03-16 16:20:41.97997,2
19102,0,0,0,1,825,2022-09-06 18:17:58.325057,3
19104,0,0,0,0,164,2022-11-10 08:38:01.269974,3
19105,0,0,0,2,924,2022-09-06 18:17:58.325057,3
18935,0,0,0,2,843,2022-09-06 18:17:58.325057,3
19113,0,0,10,0,278,2023-03-16 16:31:13.61162,3
18946,36845,0,0,0,220,2023-08-15 10:24:46.243214,2
19046,66576,0,0,0,652,2023-09-20 14:32:33.570132,2
19119,0,0,2,0,230,2022-09-21 11:38:18.58447,4
19109,6439,0,0,0,184,2024-11-25 10:11:08.447049,4
18449,0,0,0,52,1197,2024-05-23 17:52:35.922516,3
22417,0,0,0,7,1744,2023-09-27 11:50:11.78737,3
22380,0,0,0,45,1644,2023-11-09 17:29:03.465623,3
23330,0,0,0,2,2098,2024-07-15 15:04:50.940067,3
23506,0,0,0,7,2131,2024-10-31 16:15:13.017781,3
19028,38434,0,0,0,12,2024-11-25 09:52:08.446675,4
19049,2701,0,0,0,32,2024-11-25 09:54:33.440316,4
19034,106537,0,0,0,48,2024-11-25 09:56:33.444021,4
19052,41272,0,0,5,34,2024-11-25 09:55:03.450392,4
19059,38571,0,0,0,106,2024-11-25 10:02:03.44619,4
19089,5160,0,7,0,156,2024-11-25 10:07:13.441337,4
19032,2082,0,0,0,206,2024-11-25 10:14:38.437479,4
19017,2520,0,0,0,228,2024-11-25 10:18:53.436758,4
19060,3140,0,0,0,262,2024-11-25 10:22:38.451189,4
19075,2277,0,0,0,270,2024-11-25 10:23:33.433284,4
19066,703,0,0,0,284,2024-11-25 10:26:03.448221,4
19036,41517,0,7,0,298,2024-11-25 10:27:38.45368,4
18765,2,0,0,3,669,2025-04-29 17:29:58.469402,3
22986,16000,0,0,0,1950,2025-04-30 14:24:48.464201,4
24985,3200,0,0,0,2208,2025-07-11 15:17:34.520052,4
19121,0,0,0,0,637,2023-02-06 11:05:05.148751,3
19129,42,0,0,0,596,2023-08-15 10:45:43.086542,4
19126,12403,0,0,0,72,2023-06-12 16:53:03.379964,2
19123,0,0,0,0,58,2022-09-06 18:17:58.325057,1
19125,0,0,0,0,212,2022-09-06 18:17:58.325057,1
19127,0,0,0,1,878,2022-09-06 18:17:58.325057,3
19136,32174,0,0,0,144,2023-07-13 18:18:36.072235,2
19130,0,0,0,0,531,2022-09-06 18:17:58.325057,2
19131,0,0,2,0,162,2022-09-21 11:36:38.32187,4
19133,0,0,0,1,1170,2022-09-06 18:17:58.325057,3
19135,0,0,0,0,623,2022-09-06 18:17:58.325057,3
19137,0,0,0,0,541,2022-09-06 18:17:58.325057,2
19144,0,0,0,1,1003,2022-09-06 18:17:58.325057,3
19149,20387,0,0,0,276,2023-08-15 10:24:46.243214,2
19148,0,0,0,0,54,2022-09-06 18:17:58.325057,1
19150,0,0,17,0,513,2023-03-16 16:16:30.19711,3
19154,0,0,0,0,264,2022-09-06 18:17:58.325057,1
19155,0,0,0,0,384,2022-09-06 18:17:58.325057,1
18953,0,0,83081,0,16,2023-03-16 16:23:57.434639,2
19157,0,0,0,0,677,2022-09-06 18:17:58.325057,3
19158,0,0,0,0,530,2022-09-06 18:17:58.325057,4
18984,0,0,0,3,676,2022-09-06 18:17:58.325057,3
18997,0,0,0,0,254,2022-09-06 18:17:58.325057,1
19161,1237791,0,0,0,146,2023-08-25 11:40:23.106196,2
19160,0,0,0,0,284,2022-09-06 18:17:58.325057,1
19162,0,0,7,0,178,2023-03-16 16:29:14.896274,3
19165,0,0,0,0,634,2022-09-06 18:17:58.325057,4
19166,0,0,0,0,560,2023-02-06 11:05:05.148751,3
19169,30,0,0,0,604,2023-08-15 10:45:43.086542,4
19167,0,0,8,0,98,2023-03-16 16:27:02.036545,4
19170,0,0,0,0,512,2022-09-06 18:17:58.325057,4
19124,0,0,0,2,799,2022-09-06 18:17:58.325057,3
19171,0,0,0,0,542,2023-02-06 11:05:05.148751,3
21950,0,0,0,5,1767,2023-09-14 16:54:35.750674,3
19173,0,0,0,0,572,2022-09-06 18:17:58.325057,2
19175,0,0,0,0,543,2023-02-06 11:05:05.148751,3
19176,0,0,0,0,136,2022-09-06 18:17:58.325057,1
19178,0,0,0,0,24,2022-09-06 18:17:58.325057,1
19183,0,0,2457450,0,346,2023-03-16 16:33:51.326479,2
19184,0,0,0,0,218,2022-09-06 18:17:58.325057,1
19182,441774,0,0,0,354,2023-08-15 10:24:46.243214,2
19188,0,0,130288,0,26,2023-03-16 16:24:30.15959,2
19189,0,0,0,1,1143,2022-09-06 18:17:58.325057,3
18230,890443,0,0,0,232,2023-08-15 10:24:46.243214,2
19190,0,0,0,1,818,2022-09-06 18:17:58.325057,3
19132,1,0,14,0,710,2024-05-01 18:11:10.83756,4
19138,10868,0,0,0,593,2023-09-20 14:32:33.570132,2
19191,0,0,7,0,98,2023-03-16 16:27:02.036545,3
19193,0,0,0,0,196,2022-09-06 18:17:58.325057,1
19194,0,0,0,0,78,2022-09-06 18:17:58.325057,1
19195,0,0,0,0,606,2022-09-21 12:19:27.763319,4
19206,3113,0,0,0,835,2024-02-29 09:41:15.572921,2
19196,0,0,0,2,1267,2023-06-29 16:18:50.426953,3
19197,0,0,0,0,56,2022-09-06 18:17:58.325057,1
19198,0,0,0,1,816,2022-09-06 18:17:58.325057,3
19199,0,0,0,1,729,2022-09-06 18:17:58.325057,3
19200,0,0,2476,0,514,2023-03-16 16:17:34.510138,2
18739,608593,0,356976,0,260,2023-08-15 10:24:46.243214,2
19202,0,0,0,0,364,2022-09-06 18:17:58.325057,1
19207,0,0,0,0,657,2022-09-06 18:17:58.325057,4
19209,0,0,7,0,230,2022-09-21 11:38:18.58447,3
19151,888,0,0,0,674,2023-09-20 14:32:33.570132,2
18592,0,0,0,4,706,2022-09-06 18:17:58.325057,3
23512,1000,0,0,0,2156,2024-11-01 11:27:17.96315,4
22470,0,0,0,364,1121,2025-06-30 18:12:54.521804,3
19215,0,0,7138,0,56,2022-09-21 11:54:12.014661,2
23262,505157,0,0,0,1997,2024-07-10 14:59:25.83587,2
22694,0,0,0,51,1164,2023-12-18 14:37:45.121716,3
23185,0,0,0,14,2038,2024-06-10 09:30:20.874319,3
22989,22744198,0,0,0,1967,2024-01-31 14:48:14.07751,4
20672,0,0,0,23,1393,2024-05-21 12:38:20.933808,3
19203,2572691,0,0,0,120,2024-06-19 19:10:02.118173,2
22382,69899,0,0,0,1827,2024-06-19 19:10:02.118173,2
19164,23809,0,0,11,46,2025-07-14 14:56:09.530976,4
19156,15242,0,0,0,64,2024-11-25 09:58:43.439338,4
19163,3064,0,7,0,10,2024-11-25 09:51:53.458881,4
19159,6748,0,0,0,102,2024-11-25 10:01:38.445562,4
19146,1680,0,7,0,160,2024-11-25 10:07:43.447983,4
19180,48843,0,7,0,152,2024-11-25 10:06:58.447968,4
19181,20699,0,0,0,170,2024-11-25 10:08:28.569381,4
19139,9838,0,5,0,278,2024-11-25 10:25:18.434978,4
19122,80005,0,0,0,288,2024-11-25 10:26:33.451101,4
19204,1103,0,0,0,392,2024-11-25 10:38:28.552108,4
19216,0,0,8,0,56,2022-09-21 11:54:12.014661,3
18972,0,0,85024,0,271,2023-09-01 09:16:26.778799,2
19218,0,0,56469,0,202,2023-07-11 10:32:25.116782,2
20761,560,0,0,0,1501,2023-10-11 09:29:26.767365,2
19224,0,0,0,0,76,2022-09-06 18:17:58.325057,1
19225,0,0,0,0,63,2022-09-06 18:17:58.325057,4
19226,0,0,0,0,560,2022-09-06 18:17:58.325057,2
19227,0,0,0,0,42,2022-09-06 18:17:58.325057,1
18344,0,0,14,0,271,2023-09-01 09:16:26.778799,3
18437,0,0,168,0,552,2023-06-02 15:30:35.281664,2
18294,35537,0,89740,0,240,2023-06-16 14:22:05.962358,2
19230,28848,0,0,0,352,2023-08-15 10:24:46.243214,2
23258,0,0,0,0,2082,2024-07-04 16:45:10.825824,3
18873,0,0,0,2,807,2022-09-06 18:17:58.325057,3
18642,0,0,0,10,734,2022-09-06 18:17:58.325057,3
19234,0,0,21,0,521,2023-03-16 16:18:34.936286,4
19236,0,0,0,0,288,2022-09-06 18:17:58.325057,1
19238,0,0,0,0,342,2022-09-06 18:17:58.325057,1
19246,3976,0,0,0,110,2023-06-12 16:53:03.379964,2
19086,99968,0,0,0,1225,2022-12-14 15:08:15.37554,4
18627,0,0,0,0,628,2022-12-14 15:08:15.37554,4
19249,39998,0,0,0,1263,2023-05-25 17:39:02.798783,4
19273,198046,0,0,0,582,2024-06-19 19:10:02.118173,2
19251,0,0,0,0,318,2022-09-06 18:17:58.325057,1
19253,0,0,0,0,571,2022-09-06 18:17:58.325057,4
19254,0,0,8,0,38,2023-03-16 16:25:41.484313,4
18243,0,0,0,50,775,2022-09-06 18:17:58.325057,3
19255,0,0,4423,0,524,2023-03-16 16:16:57.528051,2
19256,99919,0,0,0,1208,2023-08-25 11:40:23.106196,2
19219,0,0,60561,0,142,2023-03-16 16:28:30.919286,2
19257,0,0,0,0,557,2023-02-06 11:05:05.148751,3
19258,0,0,10,0,154,2023-03-16 16:28:55.466431,3
19244,0,0,0,0,615,2022-09-06 18:17:58.325057,4
19259,0,0,0,0,563,2022-09-06 18:17:58.325057,2
19269,42482,0,0,0,324,2023-08-15 10:24:46.243214,2
19264,0,0,0,0,545,2022-09-06 18:17:58.325057,4
19265,0,0,0,0,641,2022-09-06 18:17:58.325057,2
19266,33454,0,0,0,376,2023-08-15 10:24:46.243214,2
19271,23060,0,0,0,132,2023-06-12 16:53:03.379964,2
22622,515122,0,0,0,1882,2023-10-27 15:57:03.469286,2
19095,0,0,0,0,619,2022-09-06 18:17:58.325057,2
19232,498,0,0,0,294,2024-11-25 10:27:13.437966,4
19277,0,0,0,0,310,2022-09-06 18:17:58.325057,1
19278,0,0,7,0,366,2023-03-16 16:34:04.425278,4
18897,0,0,0,0,232,2022-09-06 18:17:58.325057,1
19279,0,0,0,0,202,2022-09-06 18:17:58.325057,1
18991,0,0,0,7,865,2022-09-06 18:17:58.325057,3
22086,0,0,0,0,1582,2024-04-04 18:00:10.550847,1
19283,334956,0,0,0,12,2023-08-03 12:22:41.326018,2
19282,0,0,0,0,158,2022-09-06 18:17:58.325057,1
18614,99958,0,0,0,1226,2023-04-18 10:39:28.513357,4
18974,0,0,0,2,873,2022-09-06 18:17:58.325057,3
19285,0,0,0,0,170,2022-09-06 18:17:58.325057,1
19233,207525,0,0,0,46,2024-07-11 09:15:50.829997,2
19287,0,0,0,0,380,2022-09-06 18:17:58.325057,1
19288,0,0,194730,0,38,2023-03-16 16:25:41.484313,2
19289,0,0,17,0,520,2023-03-16 16:22:18.85331,3
19290,28,0,0,0,658,2023-08-25 11:51:43.090038,4
19087,0,0,0,2,875,2022-09-06 18:17:58.325057,3
19298,11450,0,0,0,266,2023-07-05 10:34:53.364512,2
19128,0,3,0,0,190,2024-12-13 12:38:23.544408,3
19296,0,0,0,0,632,2022-12-14 15:08:15.37554,4
19297,0,0,0,0,154,2022-09-06 18:17:58.325057,1
18457,0,0,0,0,624,2022-09-06 18:17:58.325057,2
19300,0,0,8,0,108,2023-03-16 16:27:19.214943,3
19301,0,0,44877,0,156,2023-03-16 16:29:02.405369,2
22949,0,0,0,6126,1091,2025-05-29 15:59:53.452172,3
22488,0,0,0,90,1760,2023-10-06 14:24:11.788321,3
23050,2581564,0,0,0,1582,2024-04-04 18:25:00.551523,4
23268,252578,0,0,0,1995,2024-07-10 14:59:30.835844,2
19281,1468,0,7,0,296,2024-11-25 10:27:23.43275,4
23390,0,0,0,0,1593,2024-11-22 16:51:33.46768,4
19235,470,0,2,0,74,2024-11-25 08:56:53.440635,4
18532,5791,0,6,0,16,2024-11-25 09:52:53.450697,4
19272,177,0,0,0,36,2024-11-25 09:55:18.443574,4
19286,5839,0,0,0,58,2024-11-25 09:57:28.519157,4
19263,1530,0,0,0,90,2024-11-25 10:00:08.433805,4
19213,23922,0,0,0,96,2024-11-25 10:01:08.44326,4
19292,7936,0,0,0,172,2024-11-25 10:08:43.432561,4
19240,977,0,6,0,198,2024-11-25 10:13:38.433435,4
19212,6491,0,6,0,202,2024-11-25 10:14:08.436552,4
19260,14220,0,0,0,204,2024-11-25 10:14:23.433041,4
19245,6471,0,0,0,210,2024-11-25 10:15:53.452492,4
19247,2356,0,0,0,276,2024-11-25 10:24:48.433162,4
19293,170044,0,0,0,286,2024-11-25 10:26:18.442703,4
23514,0,0,0,42,2180,2024-11-05 14:44:57.974306,3
19303,0,0,10,0,268,2022-09-21 11:41:24.645416,3
18662,0,0,0,0,63,2023-02-06 11:05:05.148751,3
18696,0,3,0,0,360,2024-12-13 12:38:23.544408,3
19147,0,0,0,0,362,2022-09-06 18:17:58.325057,1
19311,0,0,0,0,625,2022-09-06 18:17:58.325057,2
19308,321083,0,0,0,200,2023-06-05 11:27:15.222475,2
19320,567318,0,0,0,88,2024-06-19 19:10:02.118173,2
19312,183434,0,0,0,158,2023-06-05 11:27:15.222475,2
19315,0,0,0,0,74,2022-09-06 18:17:58.325057,1
19313,15574,0,0,0,1088,2023-08-15 10:45:43.086542,4
19316,27,0,0,0,589,2023-08-15 10:45:43.086542,4
19319,0,0,10,0,60,2022-09-21 11:53:03.673721,3
19321,0,0,0,0,569,2023-02-06 11:05:05.148751,3
18874,0,0,0,50,778,2022-09-06 18:17:58.325057,3
19322,0,0,0,0,160,2022-09-06 18:17:58.325057,1
19323,0,0,22879,0,312,2023-03-16 16:32:34.556471,2
19261,0,0,0,0,586,2022-09-06 18:17:58.325057,4
19326,0,0,83014,0,54,2022-09-21 11:31:57.493616,2
19327,0,0,2476,0,523,2023-03-16 16:19:54.946275,2
19328,0,0,85758,0,278,2023-03-16 16:31:13.61162,2
18467,0,0,0,0,353,2022-09-06 18:17:58.325057,2
19329,0,0,5,0,56,2022-09-21 11:54:12.014661,4
19324,0,0,13,0,1245,2023-06-23 15:42:35.592572,4
19334,0,0,0,0,609,2022-09-06 18:17:58.325057,3
19332,27,0,0,0,593,2023-08-15 10:45:43.086542,4
24998,0,0,0,0,2244,2025-02-20 16:57:13.466753,4
19336,0,0,58047,0,40,2023-03-16 16:25:01.847731,2
19338,0,0,0,0,861,2022-12-14 15:08:15.37554,4
19325,258480,0,0,0,82,2024-06-19 19:10:02.118173,2
19341,0,0,425886,0,152,2023-03-16 16:28:38.359002,2
19237,0,0,0,9,903,2022-09-06 18:17:58.325057,3
19342,0,0,0,0,206,2022-09-06 18:17:58.325057,1
