id,content_type,data,downloaded,name,path,size,status,type,year,project_id,project_documentation_type,created_by,created_date,last_modified_by,last_modified_date
ae515dde-c302-4f6b-b400-d7d615f444df,application/pdf,"[{""attr"": ""relatório de campo"", ""type"": ""string"", ""value"": ""Guariba""}]",f,220801_Relat_rio_Campo_BMV_Guariba.pdf,/storage/bmv/documentations-project/2023/5/26/ae515dde-c302-4f6b-b400-d7d615f444df.pdf,3134421,PENDING,,2010,6,3,933,2023-05-26 17:14:40.973575,933,2023-05-26 17:14:40.973575
91037880-08b2-45d8-8f67-fc08b881018d,application/pdf,"[{""attr"": ""Declaração SGS"", ""type"": ""string"", ""value"": ""SGS""}]",f,221215_BMV_Dec_Asseguracao_Nucleo_Guariba.pdf,/storage/bmv/documentations-project/2023/5/26/91037880-08b2-45d8-8f67-fc08b881018d.pdf,235709,PENDING,,2010,6,4,933,2023-05-26 17:15:37.557662,933,2023-05-26 17:15:37.557662
85ff8ee9-24b4-43ad-8178-0c2c3458bdd1,application/pdf,"[{""attr"": ""Sumario "", ""type"": ""string"", ""value"": ""Executivo""}]",f,230301_BMV_-_Sum_rio_Executivo_Nucleo_Guariba.pdf,/storage/bmv/documentations-project/2023/5/26/85ff8ee9-24b4-43ad-8178-0c2c3458bdd1.pdf,2937122,PENDING,,2010,6,1,933,2023-05-26 17:16:27.595622,933,2023-05-26 17:16:27.595622
5a2c99a4-b7a5-42b1-8d40-663ff168524f,application/pdf,"[{""attr"": ""Contrato de adesão"", ""type"": ""string"", ""value"": ""Contrato de adesão""}]",f,230525_BMV_-_Contrato_Adesao_Nucleo_Guariba.pdf,/storage/bmv/documentations-project/2023/5/26/5a2c99a4-b7a5-42b1-8d40-663ff168524f.pdf,2708461,PENDING,,2010,6,1,933,2023-05-26 17:17:10.025817,933,2023-05-26 17:17:10.025817
69aa378d-7eaa-4079-9ca4-45d58700acff,application/pdf,"[{""attr"": ""Relatório"", ""type"": ""string"", ""value"": ""Guariba""}]",f,220801_Relat_rio_Campo_BMV_Guariba.pdf,/storage/bmv/documentations-project/2023/5/26/69aa378d-7eaa-4079-9ca4-45d58700acff.pdf,3134421,PENDING,,2022,6,1,933,2023-05-26 17:18:46.56967,933,2023-05-26 17:18:46.56967
1a819332-4deb-418e-af8d-a7c6096faa30,application/pdf,"[{""attr"": ""Sumario"", ""type"": ""string"", ""value"": ""Guariba""}]",f,230301_BMV_-_Sum_rio_Executivo_Nucleo_Guariba.pdf,/storage/bmv/documentations-project/2023/5/26/1a819332-4deb-418e-af8d-a7c6096faa30.pdf,2937122,PENDING,,2022,6,1,933,2023-05-26 17:19:26.613848,933,2023-05-26 17:19:26.613848
5364501d-bd53-4ed6-9fc0-10266af48a44,application/pdf,"[{""attr"": ""Relatorio"", ""type"": ""string"", ""value"": ""Guariba""}]",f,220801_Relat_rio_Campo_BMV_Guariba.pdf,/storage/bmv/documentations-project/2023/5/26/5364501d-bd53-4ed6-9fc0-10266af48a44.pdf,3134421,PENDING,,2022,6,3,933,2023-05-26 17:19:53.21997,933,2023-05-26 17:19:53.21997
4964f40b-1989-4412-98a4-93d9e15e83da,application/pdf,[],f,230525_BMV_-_Contrato_Adesao_Nucleo_Guariba.pdf,/storage/bmv/documentations-project/2023/5/26/4964f40b-1989-4412-98a4-93d9e15e83da.pdf,2708461,PENDING,,2022,6,3,933,2023-05-26 17:20:22.592382,933,2023-05-26 17:20:22.592382
