id,name,description,category
15,adm:akses-client-certificate-order:send-nxt,Permite enviar ao NXT os pedidos de selos aposentados do cliente da Plataforma Akses,ADM Akses- Gestão de pedidos de selo do cliente
16,adm:akses-client-certificate-order:view-certificate,Permite visualizar os certificados gerados pelo cliente na Plataforma Akses,ADM Akses- Gestão de pedidos de selo do cliente
17,adm:akses-client-certificate-order:download-negotiation-invoices,Permite fazer download das notas de negociação de pedidos de selo do cliente na Plataforma Akses,ADM Akses- Gestão de pedidos de selo do cliente
18,adm:akses-financial-dist-order:list,Permite acesso a listagem dos pedidos de selos para distribuidoras financeiras da Plataforma Akses,ADM Akses- Gestão de pedidos de selo do Distribuidor Financeiro
19,adm:akses-financial-dist-order:details,Permite visualizar os detalhes dos pedidos de selos para distribuidoras financeiras da Plataforma Akses,ADM Akses- Gestão de pedidos de selo do Distribuidor Financeiro
20,adm:akses-financial-dist-order:evaluate,"Permite avaliar os pedidos de selo do Distribuidor Financeiro da Plataforma Akses, podendo aprovar, recusar, aprovar pagamento, aprovar pré processamento, reprocessar, restaurar  e arquivar os mesmos.",ADM Akses- Gestão de pedidos de selo do Distribuidor Financeiro
21,adm:akses-financial-dist-order:send-nxt,Permite enviar ao NXT os pedidos de selos aposentados do distribuidor financeiro da Plataforma Akses,ADM Akses- Gestão de pedidos de selo do Distribuidor Financeiro
22,adm:akses-financial-dist-order:view-certificate,Permite visualizar os certificados gerados pelo distribuidor financeiro na Plataforma Akses,ADM Akses- Gestão de pedidos de selo do Distribuidor Financeiro
23,adm:akses-financial-dist-order:download-negotiation-invoices,Permite fazer download das notas de negociação de pedidos distribuidor financeiro na Plataforma Akses,ADM Akses- Gestão de pedidos de selo do Distribuidor Financeiro
24,adm:akses-general-dist-order:list,Permite acesso a listagem dos pedidos de selos para distribuidor geral da Plataforma Akses,ADM Akses- Gestão de pedidos de selo do Distribuidor Geral
25,adm:akses-general-dist-order:details,Permite visualizar os detalhes dos pedidos de selos para distribuidor geral da Plataforma Akses,ADM Akses- Gestão de pedidos de selo do Distribuidor Geral
26,adm:akses-general-dist-order:evaluate,"Permite avaliar os pedidos de selo do Distribuidor Geral da Plataforma Akses, podendo aprovar, recusar, aprovar pagamento, aprovar pré processamento, reprocessar, restaurar  e arquivar os mesmos.",ADM Akses- Gestão de pedidos de selo do Distribuidor Geral
27,adm:akses-general-dist-order:send-nxt,Permite enviar ao NXT os pedidos de selos aposentados do distribuidor geral da Plataforma Akses,ADM Akses- Gestão de pedidos de selo do Distribuidor Geral
28,adm:akses-general-dist-order:view-certificate,Permite visualizar os certificados gerados pelo distribuidor geral na Plataforma Akses,ADM Akses- Gestão de pedidos de selo do Distribuidor Geral
29,adm:akses-general-dist-order:download-negotiation-invoices,Permite fazer download das notas de negociação de pedidos distribuidor geral na Plataforma Akses,ADM Akses- Gestão de pedidos de selo do Distribuidor Geral
30,adm:akses-credentialed-dist-order:list,Permite acesso a listagem dos pedidos de selos para distribuidor credenciado da Plataforma Akses,ADM Akses- Gestão de pedidos de selo do Distribuidor Credenciado
31,adm:akses-credentialed-dist-order:details,Permite visualizar os detalhes dos pedidos de selos para distribuidor credenciado da Plataforma Akses,ADM Akses- Gestão de pedidos de selo do Distribuidor Credenciado
32,adm:akses-credentialed-dist-order:evaluate,"Permite avaliar os pedidos de selo do Distribuidor Geral da Plataforma Akses, podendo aprovar, recusar, aprovar pagamento, aprovar pré processamento, reprocessar, restaurar  e arquivar os mesmos.",ADM Akses- Gestão de pedidos de selo do Distribuidor Credenciado
33,adm:akses-credentialed-dist-order:edit-queue,Permite alterar a fila de pre-processamento dos pedidos de selos do distribuidor credenciado da Plataforma Akses,ADM Akses- Gestão de pedidos de selo do Distribuidor Credenciado
220,adm:financial-cost-center:delete,Permite remover uma conta do centro de custo.,ADM - Gestão Financeira
34,adm:akses-credentialed-dist-order:send-nxt,Permite enviar ao NXT os pedidos de selos aposentados do distribuidor credenciado da Plataforma Akses,ADM Akses- Gestão de pedidos de selo do Distribuidor Credenciado
35,adm:akses-credentialed-dist-order:view-certificate,Permite visualizar os certificados gerados pelo distribuidor credenciado na Plataforma Akses,ADM Akses- Gestão de pedidos de selo do Distribuidor Credenciado
36,adm:akses-credentialed-dist-order:download-negotiation-invoices,Permite fazer download das notas de negociação de pedidos distribuidor credenciado na Plataforma Akses,ADM Akses- Gestão de pedidos de selo do Distribuidor Credenciado
37,adm:certificate-template:list,Permite listar todos os  modelos de certificados configurados,ADM - Configuração de Certificados
38,adm:certificate-template:add,Permite vincular um novo modelo a determinado tipo de certificado,ADM - Configuração de Certificados
39,adm:certificate-template:details,Permite visualizar os detalhes de um modelo de certificado,ADM - Configuração de Certificados
40,adm:certificate-template:edit,Permite editar as configurações de um modelo de certificado,ADM - Configuração de Certificados
41,adm:certificate-template:delete,Permite deletar um modelo de certificado,ADM - Configuração de Certificados
42,adm:certificate-template:preview,Permite previsualizar um modelo de certificado,ADM - Configuração de Certificados
43,adm:tesouro-verde-partners:list,Permite listar todos os parceiros cadastrados na Plataforma Tesouro Verde,ADM Tesouro Verde - Gestão de Parceiros
44,adm:tesouro-verde-partners:add,Permite cadastrar um novo parceiro na Plataforma Tesouro Verde,ADM Tesouro Verde - Gestão de Parceiros
45,adm:tesouro-verde-partners:details,Permite visualizar detalhes do cadastro do parceiro na Plataforma Tesouro Verde,ADM Tesouro Verde - Gestão de Parceiros
46,adm:tesouro-verde-partners:edit,Permite editar as configurações do parceiro na Plataforma Tesouro Verde,ADM Tesouro Verde - Gestão de Parceiros
47,adm:tesouro-verde-partners:change-status,Permite ativar ou inativar um parceiro na Plataforma Tesouro Verde,ADM Tesouro Verde - Gestão de Parceiros
48,adm:tesouro-verde-programs:list,Permite listar todos os programas cadastrados na Plataforma Tesouro Verde,ADM Tesouro Verde - Gestão de Programas
49,adm:tesouro-verde-programs:add,Permite cadastrar um novo programa na Plataforma Tesouro Verde,ADM Tesouro Verde - Gestão de Programas
50,adm:tesouro-verde-programs:details,Permite visualizar detalhes do cadastro do programa na Plataforma Tesouro Verde,ADM Tesouro Verde - Gestão de Programas
51,adm:tesouro-verde-programs:edit,Permite editar as configurações do programa na Plataforma Tesouro Verde,ADM Tesouro Verde - Gestão de Programas
52,adm:tesouro-verde-programs:change-status,Permite ativar ou inativar um programa na Plataforma Tesouro Verde,ADM Tesouro Verde - Gestão de Programas
53,adm:tesouro-verde-certificate-orders:list,Permite acesso a listagem dos pedidos de selo da Plataforma Tesouro Verde,ADM Tesouro Verde - Gestão de pedidos de selo
54,adm:tesouro-verde-certificate-orders:sync-nxt,Permite sincronizar os status dos eventos com a blockchain.,ADM Tesouro Verde - Gestão de pedidos de selo
55,adm:tesouro-verde-certificate-orders:evaluate,"Permite avaliar os pedidos de selo da Plataforma Tesouro Verde, podendo aprovar, recusar, aprovar pagamento, aprovar pré processamento, reprocessar, restaurar  e arquivar os mesmos.",ADM Tesouro Verde - Gestão de pedidos de selo
56,adm:tesouro-verde-certificate-orders:send-nxt,Permite enviar ao NXT os pedidos de selos aposentados do distribuidor geral da Plataforma Akses,ADM Tesouro Verde - Gestão de pedidos de selo
57,adm:tesouro-verde-certificate-orders:view-certificate,Permite visualizar os certificados gerados na Plataforma Tesouro Verde,ADM Tesouro Verde - Gestão de pedidos de selo
58,adm:tesouro-verde-certificate-orders:mark-documentation-as-viewed,"Permite marcar ou desmarcar documentos como visualizados, gerando uma sinalização visual no pedido",ADM Tesouro Verde - Gestão de pedidos de selo
59,adm:tesouro-verde-certificate-orders:analyze-documentation,Permite analisar os documentos enviados pelos clientes do Tesouro Verde para comprovação dos indíces informados no calculo das UCS do pedido.,ADM Tesouro Verde - Gestão de pedidos de selo
60,adm:tesouro-verde-certificate-orders:download-negotiation-invoices,Permite fazer download das notas de negociação e contrato de cessão de direitos de comercialização das UCS da Plataforma Tesouro Verde,ADM Tesouro Verde - Gestão de pedidos de selo
61,adm:tesouro-verde-certificate-orders:details,Permite visualizar detalhes de um pedido feito na Plataforma Tesouro Verde,ADM Tesouro Verde - Gestão de pedidos de selo
62,adm:tesouro-verde-dare-royalties:list,Permite listar informações do DARE e Royalties para todos os pedidos de selo processados na Plataforma Tesouro Verde,ADM Tesouro Verde - DARE e Royalties 
63,adm:tesouro-verde-dare-royalties:add,Permite cadastrar um novo dare ou royalty de um pedido de selo processado na Plataforma Tesouro Verde,ADM Tesouro Verde - DARE e Royalties 
64,adm:tesouro-verde-dare-royalties:details,Permite visualizar detalhes de dare e royalts do pedido de selo já processado na Plataforma Tesouro Verde,ADM Tesouro Verde - DARE e Royalties 
65,adm:tesouro-verde-dare-royalties:edit,Permite editar dare e royalty já cadastrados de um pedido de selo processado na Plataforma Tesouro Verde,ADM Tesouro Verde - DARE e Royalties 
66,adm:tesouro-verde-dare-royalties:download,Permite baixar arquivo enviado de dare ou royalty de um pedido selo processado na Plataforma Tesouro Verde,ADM Tesouro Verde - DARE e Royalties 
67,adm:stock:view-stats,"Permite apresentar dados estatísticos, saldos por plataforma, últimas transações com opção de ver todas",ADM - Gestão de Safras
68,adm:stock-harvest:list,Permite apresentar os saldos por perfil para o ano selecionado.,ADM - Gestão de Safras
69,adm:stock-harvest:add,Permite a Inclusão de uma nova safra.,ADM - Gestão de Safras
70,adm:stock-harvest:sync-nxt,Permite sincronizar os status dos eventos com a blockchain.,ADM - Gestão de Safras
71,adm:stock-harvest:export,Permite baixar um arquivo tipo csv com safras geradas do respectivo ano.,ADM - Gestão de Safras
72,adm:stock-harvest:send-nxt,Permite enviar ao NXT os pedidos de selos aposentados do produtor da Plataforma Akses.,ADM - Gestão de Safras
73,adm:stock-harvest:view-certificate,Permite visualizar os certificados do produtor.,ADM - Gestão de Safras
74,adm:stock-repartition:list,Permite listar os reparticionamentos realizados no ano escolhido,ADM - Gestão de Estoque das Plataformas
75,adm:stock-repartition:add,Permite a Inclusão de um novo reparticionamento. ,ADM - Gestão de Estoque das Plataformas
76,adm:supply-custody:list,Permite listar os abastecimentos realizados na plataforma Custódia,ADM - Gestão de Estoque das Plataformas
77,adm:supply-custody:add,Permite realizar um novo abastecimento da plataforma custódia a partir de uma configuração de distribuição,ADM - Gestão de Estoque das Plataformas
78,adm:supply-akses:list,Permite listar os abastecimentos anteriores da plataforma AKSES,ADM - Gestão de Estoque das Plataformas
79,adm:supply-akses:add,Permite realizar um novo abastecimento da plataforma AKSES a partir de uma configuração de distribuição,ADM - Gestão de Estoque das Plataformas
80,adm:supply-tesouro-verde:list,Permite listar os abastecimentos anteriores da plataforma TESOURO VERDE,ADM - Gestão de Estoque das Plataformas
81,adm:supply-tesouro-verde:add,Permite realizar um novo abastecimento da plataforma Tesouro Verde a partir de uma configuração de distribuição,ADM - Gestão de Estoque das Plataformas
82,adm:stock-distribution-config:list,Permite listar as configurações de distribuição cadastradas,ADM - Gestão de Estoque das Plataformas
83,adm:stock-distribution-config:add,Permite o cadastro de uma nova configuração de distribuição,ADM - Gestão de Estoque das Plataformas
84,adm:stock-distribution-config:active,Permite alterar a situação de uma configuração de distribuição para inativo,ADM - Gestão de Estoque das Plataformas
85,adm:stock-distribution-config:edit,Permite a edição de uma configuração de distribuição,ADM - Gestão de Estoque das Plataformas
86,adm:stock-distribution-config:delete,Permite a exclusão de uma configuração de distribuição,ADM - Gestão de Estoque das Plataformas
87,adm:stock-distribution-config:copy,Permite a inclusão de uma nova configuração com base em uma já existente,ADM - Gestão de Estoque das Plataformas
88,adm:stock-transactions:list,"Permite listar as movimentações aplicando vários filtros como intervalo de datas, plataformas, tipo.",ADM - Gestão de Estoque das Plataformas
89,adm:user-balance:list,Permite listar os saldos por usuário.,ADM - Gestão de Estoque das Plataformas
90,adm:order-book:list,Permite e gerenciar o book de ofertas da plataforma Tesouro Verde e Akses.,ADM - Gestão de Estoque das Plataformas
91,adm:ownership-transfer-orders:list,Permite listar os pedidos de transferência de titularidade.,ADM - Gestão de Estoque das Plataformas
92,adm:ownership-transfer-orders:add,Permite a inclusão de um novo pedido de transferência de titularidade.,ADM - Gestão de Estoque das Plataformas
93,adm:ownership-transfer-orders:details,Permite visualizar os detalhes do pedido de transferência de titularidade.,ADM - Gestão de Estoque das Plataformas
94,adm:ownership-transfer-orders:evaluate,"Permite avaliar os pedidos de transferência de titularidade, podendo aprovar, recusar, aprovar pagamento, aprovar pré processamento, reprocessar, restaurar  e arquivar os mesmos.",ADM - Gestão de Estoque das Plataformas
95,adm:ownership-transfer-types:list,Permite listar os tipos de pedidos de transferência de titularidade.,ADM - Gestão de Estoque das Plataformas
96,adm:ownership-transfer-types:edit,Permite a edição dos tipos de transferência de titularidade cadastrados no sistema.,ADM - Gestão de Estoque das Plataformas
97,adm:ownership-transfer-types:change-status,Permite alterar a situação de um tipo de transferência para ativo ou inativo.,ADM - Gestão de Estoque das Plataformas
98,adm:ownership-transfer-types:add,Permite cadastrar um novo tipo de transferência de titularidade.,ADM - Gestão de Estoque das Plataformas
99,adm:areas:list,Permite listar áreas cadastradas.,ADM - Gestão das Áreas
100,adm:areas:details,Permite visualizar os detalhes da área.,ADM - Gestão das Áreas
101,adm:areas:add,Permite cadastrar novas área.,ADM - Gestão das Áreas
102,adm:areas:edit,Permite edição de dados da área.,ADM - Gestão das Áreas
103,adm:areas-additional-info:edit,Permite edição nos dados das dimensões da área.,ADM - Gestão das Áreas
104,adm:areas-documentation:add,Permite o upload de documentos.,ADM - Gestão das Áreas
105,adm:areas-documentation-evaluation:list,Permite listar os documentos enviados.,ADM - Gestão das Áreas
106,adm:areas-documentation-evaluation:evaluate,Permite a análise e gerenciamento de documentos enviados.,ADM - Gestão das Áreas
107,adm:area-documentation-folders:list,Permite visualizar a listagem de pastas de arquivos de áreas.,ADM - Gestão das Áreas
108,adm:area-documentation-folders:add,Permite o gerenciamento de pastas de arquivos de áreas associadas a tipos.,ADM - Gestão das Áreas
109,adm:area-documentation-types:list,Permite visualizar a listagem de tipos de documentos cadastrados para as áreas.,ADM - Gestão das Áreas
110,adm:area-documentation-types:add,Permite a inclusão de um novo tipo de documento para área.,ADM - Gestão das Áreas
111,adm:project:list,Permite exibir a lista dos núcleos cadastrados.,ADM - Gestão dos Núcleos
112,adm:project:add,Permite o cadastro de um novo núcleo.,ADM - Gestão dos Núcleos
113,adm:project:edit,Permite editar um núcleo existente.,ADM - Gestão dos Núcleos
114,adm:project-documentation:add,Permite envio de arquivos referentes  a documentação de um núcleo.,ADM - Gestão dos Núcleos
115,adm:project-gallery:edit,Permite acrescentar arquivos na galeria de imagens do núcleo.,ADM - Gestão dos Núcleos
116,adm:project-documentation-validation:list,Permite exibir a lista dos documentos de núcleos a serem validados.,ADM - Gestão dos Núcleos
117,adm:project-documentation-validation:evaluate,Permite a análise e gerenciamento de documentos de núcleos enviados.,ADM - Gestão dos Núcleos
118,adm:project-documentation-folders:list,Permite exibir a listagem de pastas de arquivos de núcleos.,ADM - Gestão dos Núcleos
119,adm:project-documentation-folders:add,Permite a criação de uma nova pasta de arquivos para documentos de núcleos.,ADM - Gestão dos Núcleos
120,adm:all-project-documentation-types:list,Permite exibir a listagem de tipos de documentos cadastrados para núcleos.,ADM - Gestão dos Núcleos
121,adm:all-project-documentation-types:add,Permite adicionar um novo tipo de documento cadastrado para todos os núcleos,ADM - Gestão dos Núcleos
122,adm:associations:list,Permite exibir a listagem das associações cadastradas.,ADM - Gestão das Associações
123,adm:associations:add,Permite cadastrar nova associação.,ADM - Gestão das Associações
124,adm:user:list,Permite exibir a listagem de usuários cadastrados.,ADM - Manutenção dos Usuários
125,adm:user:details,Permite exibir a listagemos detalhes do cadastro de um usuário.,ADM - Manutenção dos Usuários
126,adm:user:add,Permite cadastrar um novo usuário.,ADM - Manutenção dos Usuários
127,adm:user-profiles:list,Permite exibir a listagem de perfis associados a usuário.,ADM - Manutenção dos Usuários
128,adm:user:edit,Permite editar o  cadastro de um usuário.,ADM - Manutenção dos Usuários
129,adm:user:change-status,Permite alterar a situação de um usuário para ativo ou inativo.,ADM - Manutenção dos Usuários
130,adm:account-associations:list,"Permite exibir a listagem dos relacionamentos entre perfil, conta e o vínculo existente.",ADM - Manutenção dos Usuários
131,adm:account-associations:add,"Permite cadastrar um  novo relacionamento entre perfil, conta e o vínculo existente.",ADM - Manutenção dos Usuários
132,adm:account-associations:delete,"Permite excluir um relacionamento entre perfil, conta e o vínculo existente.",ADM - Manutenção dos Usuários
133,adm:invoices:list,Permite exibir a listagem das notas fiscais cadastradas.,ADM - Gestão Financeira
134,adm:invoices:edit,Permite editar os dados de uma nota fiscal já cadastrada no sistema.,ADM - Gestão Financeira
135,adm:invoices:download,Permite fazer o download de notas fiscais.,ADM - Gestão Financeira
136,adm:banks:list,Permite exibir a listagem dos  bancos cadastrados.,ADM - Manutenção dos Bancos
137,adm:banks:add,Permite o cadastro de um novo banco.,ADM - Manutenção dos Bancos
138,adm:banks:edit,Permite editar os dados de um banco cadastrado.,ADM - Manutenção dos Bancos
139,adm:digital-collection:list,Permite exibir a listagem do acervo de documentos.,ADM - Gestão de Documentos
140,adm:digital-collection:add,Permite a criação de um novo documento para acervo.,ADM - Gestão de Documentos
141,adm:digital-collection:download,Permite realizar download de um documento do acervo.,ADM - Gestão de Documentos
142,adm:digital-collection:edit,Permite editar as  informações sobre um documento do acervo.,ADM - Gestão de Documentos
143,adm:digital-collection:change-status,Permite alterar a situação de um documento.,ADM - Gestão de Documentos
144,adm:digital-collection:delete,Permite remover documento do acervo.,ADM - Gestão de Documentos
145,adm:reports:individual-sales,Permite a emissão do relatório de vendas individualmente.,ADM - Relatórios
146,adm:reports:gov-sales,Permite a emissão do relatório de vendas por período para o perfil de governo.,ADM - Relatórios
147,adm:reports:provider-payments,Permite a emissão do relatório financeiro para pagamentos a fornecedores do Tesouro Verde.,ADM - Relatórios
148,adm:quotes:list,Permite exibir a listagem das cotações.,ADM - Manutenção das Cotações
149,adm:quotes:edit,Permite editar os valores das cotações.,ADM - Manutenção das Cotações
150,adm:indexes:list,Permite exibir a listagem dos  índices de cálculo.,ADM - Manutenção dos Índices
151,adm:indexes:edit,Permite a edição dos valores dos índices.,ADM - Manutenção dos Índices
152,adm:fees:list,Permite exibir a listagem dos valores das taxas.,ADM - Manutenção das Taxas
153,adm:fees:edit,Permite a edição dos valores de taxas.,ADM - Manutenção das Taxas
154,adm:nxt:list,Permite exibir a listagem das contas NXT. ,ADM - Gestão das Contas NXT
155,adm:nxt:add,Permite o cadastro de uma nova conta NXT.,ADM - Gestão das Contas NXT
156,adm:nxt:edit,Permite editar os dados de uma conta NXT.,ADM - Gestão das Contas NXT
157,adm:nxt:details,Permite visualizar as informações de uma conta NXT.,ADM - Gestão das Contas NXT
158,adm:nxt:delete,Permite a exclusão de uma conta NXT.,ADM - Gestão das Contas NXT
159,adm:system-config:list,Permite a exibição das configurações de parâmetros do sistema.,ADM - Configurações
160,adm:system-config:edit,Permite a edição das configurações de parâmetros do sistema.,ADM - Configurações
161,adm:model-certificate-links:list,Permite a listagem de vínculos entre modelos e tipos de certificados,ADM Akses - Configuração dos Certificados
162,adm:model-certificate-links:add,Permite adicionar um novo vínculo entre modelos e tipos de certificados,ADM Akses - Configuração dos Certificados
163,adm:model-certificate-links:edit,Permite editar um vínculo entre modelos e tipos de certificados,ADM Akses - Configuração dos Certificados
164,adm:model-certificate-links:delete,Permite deletar um vínculo entre modelos e tipos de certificados ,ADM Akses - Configuração dos Certificados
165,tesouro-verde:certificate-order:list,Permite ao usuário autenticado no sistema visualizar seus pedidos de UCS na Plataforma Tesouro Verde.,Tesouro Verde - Meus Pedidos
166,tesouro-verde:my-certificates:list,Permite ao usuário autenticado no sistema visualizar seus SELOS gerados na Plataforma Tesouro Verde.,Tesouro Verde - Meus Selos
167,tesouro-verde:certificate-order:add,Permite ao usuário autenticado no sistema pedir um novo SELO na Plataforma Tesouro Verde.,Tesouro Verde - Meus Selos
168,akses:account-summary:details,Permite ao usuário autenticado no sistema visualizar um resumo da sua conta.,Akses - Home
169,akses:my-certificates:list,Permite ao usuário autenticado no sistema visualizar os certificados gerados na Plataforma Akses com aquele perfil.,Akses - Meus Selos
170,akses:purchase-order:add,Permite ao usuário autenticado no sistema solicitar novas UCS. ,Akses - Comprar
171,akses:purchase-order:list,Permite ao usuário autenticado no sistema listar seus pedidos de compra.,Akses - Comprar
172,akses:transfer-order:add,Permite ao usuário autenticado no sistema solicitar transferência das suas UCS disponíveis.,Akses - Transferir
173,akses:transfer-order:list,Permite ao usuário autenticado no sistema listar seus pedidos de transferência  de UCS.,Akses - Transferir
174,akses:client-certificate:add,Permite ao usuário autenticado no sistema listar os pedidos de selo a partir das suas UCS. ,Akses - Selo com Saldo
175,akses:client-certificate:list,Permite ao usuário autenticado no sistema solicitar geração de SELO a partir das suas UCS. ,Akses - Selo com Saldo
176,akses:account-statement:list,Permite ao usuário autenticado no sistema visualizar as movimentações das UCS daquele perfil. ,Akses - Extrato
177,akses:digital-collection:list,Permite ao usuário autenticado no sistema visualizar documentos enviados ao seu usuário e/ou perfil.,Akses - Acervo
178,akses:general-distributor-certificate:list,"Permite ao usuário autenticado no sistema listar os SELOS e a situação atual de cada um, com o perfil de Distribuidor Geral.",Akses - Selo Distribuidor Geral
179,akses:general-distributor-certificate:add,Permite ao usuário autenticado no sistema solicitar a geração de SELO com o perfil de Distribuidor Geral.,Akses - Selo Distribuidor Geral
180,akses:financial-distributor-certificate:list,"Permite ao usuário autenticado no sistema listar os SELOS e a situação atual de cada um, com o perfil de Distribuidor Financeiro.",Akses - Selo Distribuidor Financeiro
181,akses:financial-distributor-certificate:add,Permite ao usuário autenticado no sistema solicitar a geração de SELO com o perfil de Distribuidor Financeiro.,Akses - Selo Distribuidor Financeiro
182,akses:credentialed-distributor-certificate:list,"Permite ao usuário autenticado no sistema listar os SELOS e a situação atual de cada um, com o perfil de Distribuidor Credenciado.",Akses - Selo Distribuidor Credenciado
183,akses:credentialed-distributor-certificate:add,Permite ao usuário autenticado no sistema solicitar a geração de SELO com o perfil de Distribuidor Credenciado.,Akses - Selo Distribuidor Credenciado
184,akses:sale-order:add,Permite ao usuário autenticado no sistema vender suas UCS. ,Akses - Venda
185,akses:sale-order:list,Permite ao usuário autenticado no sistema listar seus pedidos de venda.,Akses - Venda
186,akses:reports:gov-sales,Permite ao usuário com perfil governo visualizar o relatório de vendas por governo do seu perfil.,Akses - Relatórios
187,adm:permissions:list,Permite ao usuário visualizar a listagem de todas as permissões cadastradas.,ADM - Permissões
188,adm:permissions:details,Permite visualizar informações detalhadas sobre cada permissão.,ADM - Permissões
189,adm:permissions:edit,Permite alterar usuários e perfis vinculados à uma permissão.,ADM - Permissões
190,adm:account-adjustments-orders:list,Permite listar os pedidos de ajustes entre contas.,ADM - Gestão de Estoque das Plataformas
191,adm:account-adjustments-orders:add,Permite adicionar pedidos de ajustes entre contas.,ADM - Gestão de Estoque das Plataformas
