id,correios_code,fnde_code,ibge_code,inss_code,siafi_code,name,state_id
5567,,220779,2207793,16224,1104,Pau Darco do Piauí,18
5572,,270375,2703759,2102,562,Jequia da Praia,2
5543,,521015,5210158,8326,1074,Ipiranga de Goiás,8
5551,,510325,5103254,10193,1080,Colniza,11
5552,,510336,5103361,10194,1082,Conquista D`Oeste,11
5556,,510617,5106174,10196,1086,Nova Nazaré,11
5557,,510619,5106190,10197,1088,Nova Santa Helena,11
5559,,510757,5107578,10199,1092,Rondolândia,11
5560,,510774,5107743,10200,1094,Santa Cruz do Xingu,11
5561,,510776,5107768,10201,1096,Santa Rita do Trivelato,11
5562,,510779,5107792,10202,1098,Santo Antônio do Leste,11
3082,,431697,4316972,19499,1168,Santa Margarida do Sul,21
3166,,432146,4321469,19502,1174,Tio Hugo,21
3213,,432377,4323770,19503,1176,Westfália,21
5564,,150475,1504752,,1190,Mojui dos Campos,14
5565,,220095,2200954,,1188,Aroeiras do Itaim,18
5570,,422001,4220000,,1192,Balneário Rincão,25
5571,,421265,4212650,,1194,Pescaria Brava,25
5549,,500390,5003900,,1178,Figueirão,12
5550,,530012,5006275,,1196,Paraíso das Águas,12
5554,,510452,5104526,,1184,Ipiranga do Norte,11
5555,,510454,5104542,,1186,Itanhangá,11
693,79642,280240,2802403,22025,3149,Gararu,26
1337,24287,310020,3100203,11002,4003,Abaeté,13
2553,63959,240010,2400109,18001,1601,Acari,20
5406,18732,170240,1702406,28011,9247,Arraias,27
5530,,,,,,Quintinos,13
847,2658,290020,2900207,4002,3303,Abaré,5
3641,86541,353770,3537701,21378,6855,Piacatu,24
53,107581,211670,2100832,9141,112,Apicum-Açú,10
101,107727,210355,2103554,9161,152,Concição do Lago-Açú,10
122,22985,210470,2104701,9046,791,Graça Aranha,10
125,23035,210510,2105104,9050,799,Icatú,10
131,107891,211510,2105450,9173,176,Jatobá,10
179,23582,210850,2108504,9084,867,Pindaré Mirim,10
654,63827,330690,3306156,17076,2917,Varre-Sai,19
984,3379,290330,2903300,4033,3365,Barro Preto,5
1214,9423,293020,2930204,4302,3903,Sento Sé,5
1259,10251,293360,2933604,4336,3971,Xique-Xique,5
1592,28908,312290,3122900,11229,4457,Dona Euzébia,13
1649,30139,312760,3127602,11276,4551,Gouvea,13
1660,30325,312860,3128600,11286,4571,Guarda-Mor,13
1697,30821,313180,3131802,11318,4635,Itabirinha,13
1866,33413,314545,3145455,11820,670,Olhos-D`água,13
1893,33960,314780,3147808,11478,4955,Passa Vinte,13
1927,105643,315053,3150539,11828,688,Pingo D`água,13
1962,35289,315380,3153806,11538,5075,Queluzita,13
2103,38113,316540,3165404,11654,5307,Sapucaí-Mirim,13
2106,94269,316556,3165560,11765,734,Sem-Peixe,13
2241,43958,150320,1503200,12032,463,Igarapé-Açú,14
2242,43966,150330,1503309,12033,465,Igarapé-Miri,14
2279,44652,150560,1505601,12056,511,Peixe-Boi,14
2321,45411,150800,1508001,12080,559,Tomé-Açú,14
2581,64262,240260,2402600,18026,1651,Ceará-Mirim,20
2599,64483,240430,2404309,18042,1683,Governador Dix-Sept Rosado,20
2642,64980,240840,2408409,18084,1767,Olho D`Água do Borges,20
2687,107204,241560,2412559,18165,430,São Miguel do Gostoso,20
2715,65005,241620,2414753,18158,438,Venha-Ver,20
2864,68985,430693,4306932,19270,8419,Entre-IJuis,21
2986,71080,431265,4312658,19127,8755,Não-Me-Toque,21
5566,53465,530011,2206720,16226,1180,Nazária,18
5568,64718,240615,2406155,18168,1108,Jundia,20
5569,71846,431453,4314530,19495,1160,Pinto Bandeira,21
4518,46779,250750,2507507,13076,2051,João Pessoa (capital),15
222,24023,211130,2111300,9111,921,São Luís (capital),10
288,41866,510340,5103403,10034,9067,Cuiabá (capital),11
512,51136,261160,2611606,15116,2531,Recife (capital),17
632,63118,330455,3304557,17064,6001,Rio de Janeiro (capital),19
659,66230,140010,1400100,27001,301,Boa Vista (capital),23
674,79391,280030,2800308,22003,3105,Aracaju (capital),26
792,809,270430,2704302,2043,2785,Maceió (capital),2
1179,8974,292740,2927408,4275,3849,Salvador (capital),5
1335,18325,320530,3205309,7053,5705,Vitória (capital),9
1401,25666,310620,3106200,11062,4123,Belo Horizonte (capital),13
4905,58130,411860,4118600,14177,7753,Paula Freitas,16
2207,43281,150140,1501402,12014,427,Belém (capital),14
2544,53465,221100,2211001,16110,1219,Teresina (capital),18
2639,64955,240810,2408102,18081,1761,Natal (capital),20
3779,88412,355030,3550308,21504,7107,São Paulo (capital),24
3980,12149,230440,2304400,5045,1389,Fortaleza (capital),6
4198,19887,520870,5208707,8087,9373,Goiânia (capital),8
321,96946,510920,5108808,10167,121,Nova Guarita,11
322,105961,510618,5106182,10187,1040,Nova Lacerda,11
323,42226,510880,5108857,10168,103,Nova Marilândia,11
324,92525,510960,5108907,10169,111,Nova Maringá,11
325,91103,511050,5108956,10182,119,Nova Monte Verde,11
326,42340,510622,5106224,10158,9937,Nova Mutum,11
327,42358,510623,5106232,10135,9893,Nova Olímpia,11
328,92592,510624,5106240,10188,1042,Nova Ubiratã,11
329,42366,510625,5106257,10111,9195,Nova Xavantina,11
330,42374,510627,5106273,10136,9903,Novo Horizonte do Norte,11
331,99775,511160,5106265,10189,1044,Novo Mundo,11
332,42382,510628,5106281,10137,9867,Novo São Joaquim,11
333,42404,510629,5106299,10138,9885,Paranaíta,11
334,42412,510630,5106307,10103,8983,Paranatinga,11
3214,97250,433350,4323804,19429,5785,Xangri-Lá,21
3253,80918,350335,3503356,21628,790,Aro-Íris,24
3289,81469,350660,3506607,21066,6231,Biritiba-Mirim,24
3304,81710,350780,3507803,21079,6257,Brodowsky,24
3384,82872,351510,3515103,21152,6403,Embu-Guaçú,24
3456,83941,352090,3520905,21210,6519,Ipaussu,24
3560,85448,353060,3530607,21307,6713,Moji das Cruzes,24
3561,85456,356110,3530706,21308,6715,Moji-Guaçú,24
3562,85464,353080,3530805,21309,6717,Moji-Mirim,24
3623,86304,353620,3536208,21363,6825,Pariquera-Açú,24
4343,22179,522190,5221908,8220,9639,Varjão,8
4474,48216,251640,2516409,13165,2229,Tacima,15
4723,54976,410560,4105607,14054,7507,Cidade Gaúcha,16
5041,60747,413070,4128625,14359,5523,Alto Paraíso,16
5046,65854,110001,1100015,26016,33,Alta Floresta do Oeste,22
5066,65951,110010,1100106,26001,1,Guajará-Mirim,22
5539,3395,290327,2903276,4417,1110,Barrocas,5
5540,105490,291955,2919553,4418,1112,Luis Eduardo Magalhães,5
5541,93025,293015,2930154,4414,3039,Serra do Ramalho,5
5542,21490,520485,5204854,8324,1070,Campo Limpo de Goiás,8
5544,93700,521225,5212253,8327,1076,Lagoa Santa,8
5545,22187,522200,5222005,8221,9641,Vianópolis,8
5546,22993,210480,2104800,9047,793,Grajaú,10
5547,107719,210515,2105153,9170,170,Igarapé do Meio,10
5548,108189,210547,2105476,9174,178,Jenipapo dos Vieiras,10
5553,92690,510343,5103437,10195,1084,Curvelândia,11
5558,99945,510631,5106315,10198,1090,Novo Santo Antônio,11
5563,92444,510835,5108352,10204,1102,Vale de São Domingos,11
481,50377,260880,2608800,15088,2475,Lajedo,17
1019,6068,291465,2914653,4396,3279,Itabela,5
1672,30511,312970,3129707,11297,4593,Ibiraci,13
2545,53481,221110,2211100,16111,1221,União,18
2638,64947,240800,2408003,18080,1759,Mossoró,20
3180,74560,432200,4322004,19221,8943,Triunfo,21
335,42420,510637,5106372,10091,9181,Pedra Preta,11
336,42439,510642,5106422,10139,9891,Peixoto de Azevedo,11
337,96989,511100,5106455,10181,91,Planalto da Serra,11
338,42447,510650,5106505,10065,9129,Poconé,11
339,99961,511090,5106653,10170,95,Pontal do Araguaia,11
340,42455,510670,5106703,10067,9133,Ponte Branca,11
341,42463,510675,5106752,10104,8999,Pontes e Lacerda,11
342,42471,510677,5106778,10140,9895,Porto Alegre do Norte,11
343,42480,510680,5106802,10068,9135,Porto dos Gaúchos,11
344,42498,510682,5106828,10141,9875,Porto Esperidião,11
364,42757,510710,5107107,10105,8993,São José dos Quatro Marcos,11
367,42781,510790,5107909,10110,8985,Sinop,11
368,42790,510792,5107925,10144,9907,Sorriso,11
369,92517,510990,5107941,10178,125,Tabaporã,11
370,42803,510795,5107958,10093,9185,Tangará da Serra,11
371,42811,510800,5108006,10160,9763,Tapurah,11
372,42838,510805,5108055,10145,9909,Terra Nova do Norte,11
373,42846,510810,5108105,10081,9161,Tesouro,11
375,105988,510830,5108303,10191,1048,União do Sul,11
376,42889,510840,5108402,10084,9167,Várzea Grande,11
377,42897,510850,5108501,10146,9905,Vera,11
378,42900,510550,5105507,10055,9109,Vila Bela da Santíssima Trindade,11
379,42935,510860,5108600,10147,9897,Vila Rica,11
380,48402,260005,2600054,15167,2631,Abreu e Lima,17
381,48410,260010,2600104,15001,2301,Afogados da Ingazeira,17
382,48429,260020,2600203,15002,2303,Afrânio,17
383,48437,260030,2600302,15003,2305,Agrestina,17
384,48453,260040,2600401,15004,2307,Água Preta,17
385,48461,260050,2600500,15005,2309,Águas Belas,17
386,48488,260060,2600609,15006,2311,Alagoinha,17
387,48518,260070,2600708,15007,2313,Aliança,17
388,48526,260080,2600807,15008,2315,Altinho,17
389,48534,260090,2600906,15009,2317,Amaraji,17
392,48585,260110,2601102,15011,2321,Araripina,17
393,48593,260120,2601201,15012,2323,Arcoverde,17
394,48623,260130,2601300,15013,2325,Barra de Guabiraba,17
395,48690,260140,2601409,15014,2327,Barreiros,17
396,48712,260150,2601508,15015,2329,Belém de Maria,17
397,48720,260160,2601607,15016,2331,Belém de São Francisco,17
398,48739,260170,2601706,15017,2333,Belo Jardim,17
399,48771,260180,2601805,15018,2335,Betânia,17
400,48780,260190,2601904,15019,2337,Bezerros,17
401,48810,260200,2602001,15020,2339,Bodocó,17
402,48828,260210,2602100,15021,2341,Bom Conselho,17
403,48836,260220,2602209,15022,2343,Bom Jardim,17
404,48879,260230,2602308,15023,2345,Bonito,17
405,48895,260240,2602407,15024,2347,Brejão,17
406,48909,260250,2602506,15025,2349,Brejinho,17
407,48925,260260,2602605,15026,2351,Brejo da Madre de Deus,17
408,48933,260270,2602704,15027,2353,Buenos Aires,17
409,48941,260280,2602803,15028,2355,Buíque,17
410,48968,261690,2602902,15029,2357,Cabo de Santo Agostinho,17
411,48976,260300,2603009,15030,2359,Cabrobó,17
450,49719,260640,2606408,15064,2427,Gravatá,17
451,49778,260650,2606507,15065,2429,Iati,17
452,49786,260660,2606606,15066,2431,Ibimirim,17
453,49794,260670,2606705,15067,2433,Ibirajuba,17
454,49883,260680,2606804,15068,2435,Igarassu,17
455,49891,260690,2606903,15069,2437,Iguaraci,17
456,49905,260700,2607000,15070,2439,Inajá,17
457,49913,260710,2607109,15071,2441,Ingazeira,17
458,49921,260720,2607208,15072,2443,Ipojuca,17
459,49930,260730,2607307,15073,2445,Ipubi,17
460,49999,260740,2607406,15074,2447,Itacuruba,17
461,50008,260750,2607505,15075,2449,Itaíba,17
463,50024,260765,2607653,15149,2597,Itambé,17
464,50040,260770,2607703,15077,2453,Itapetim,17
465,50059,260775,2607752,15169,2633,Itapissuma,17
466,50067,260780,2607802,15078,2455,Itaquitinga,17
467,50105,260790,2607901,15079,2457,Jaboatão dos Guararapes,17
468,50121,261790,2607950,15181,548,Jaqueira,17
469,50130,260800,2608008,15080,2459,Jataúba,17
470,106038,260805,2608057,15182,550,Jatobá,17
471,50164,260810,2608107,15081,2461,João Alfredo,17
472,50172,260820,2608206,15082,2463,Joaquim Nabuco,17
473,50229,261670,2608255,15172,2295,Jucati,17
474,50237,260830,2608305,15083,2465,Jupi,17
475,50245,260840,2608404,15084,2467,Jurema,17
476,50296,261650,2608453,15173,2289,Lagoa do Carro,17
477,50300,260850,2608503,15085,2469,Lagoa do Itaenga,17
478,50318,260860,2608602,15086,2471,Lagoa do Ouro,17
479,50334,260870,2608701,15087,2473,Lagoa dos Gatos,17
480,99074,261770,2608750,15183,552,Lagoa Grande,17
482,50393,260890,2608909,15089,2477,Limoeiro,17
483,50423,260900,2609006,15090,2479,Macaparana,17
484,50431,260910,2609105,15091,2481,Machados,17
485,50458,261800,2609154,15184,554,Manari,17
486,50482,260920,2609204,15092,2483,Maraial,17
487,50520,260930,2609303,15093,2485,Mirandiba,17
488,51659,261430,2614303,15143,2585,Moreilândia,17
489,50547,260940,2609402,15094,2487,Moreno,17
490,50628,260950,2609501,15095,2489,Nazaré da Mata,17
491,50695,260960,2609600,15096,2491,Olinda,17
492,50717,260970,2609709,15097,2493,Orobó,17
493,50725,260980,2609808,15098,2495,Orocó,17
494,50733,260990,2609907,15099,2497,Ouricuri,17
495,50750,261000,2610004,15100,2499,Palmares,17
496,50768,261010,2610103,15101,2501,Palmeirina,17
497,50776,261020,2610202,15102,2503,Panelas,17
498,50830,261030,2610301,15103,2505,Paranatama,17
499,50857,261040,2610400,15104,2507,Parnamirim,17
500,50873,261050,2610509,15105,2509,Passira,17
501,50890,261060,2610608,15106,2511,Paudalho,17
502,50903,261070,2610707,15107,2513,Paulista,17
503,50911,261080,2610806,15108,2515,Pedra,17
504,50938,261090,2610905,15109,2517,Pesqueira,17
506,50954,261110,2611101,15111,2521,Petrolina,17
507,50970,261120,2611200,15112,2523,Poção,17
508,51012,261130,2611309,15113,2525,Pombos,17
509,51063,261140,2611408,15114,2527,Primavera,17
510,51071,261150,2611507,15115,2529,Quipapá,17
511,51098,261660,2611533,15174,2637,Quixaba,17
513,51144,261170,2611705,15117,2533,Riacho das Almas,17
514,51187,261180,2611804,15118,2535,Ribeirão,17
515,51209,261190,2611903,15119,2537,Rio Formoso,17
516,51217,261200,2612000,15120,2539,Sairé,17
517,51225,261210,2612109,15121,2541,Salgadinho,17
518,51233,261220,2612208,15122,2543,Salgueiro,17
519,51241,261230,2612307,15123,2545,Saloá,17
520,51268,261240,2612406,15124,2547,Sanharó,17
521,51276,261730,2612455,15175,2297,Santa Cruz,17
522,51284,261740,2612471,15176,2639,Santa Cruz da Baixa Verde,17
523,51292,261250,2612505,15125,2549,Santa Cruz do Capibaribe,17
524,51306,261820,2612554,15185,556,Santa Filomena,17
525,51314,261260,2612604,15126,2551,Santa Maria da Boa Vista,17
526,51322,261270,2612703,15127,2553,Santa Maria do Cambucá,17
527,51349,261280,2612802,15128,2555,Santa Terezinha,17
528,51403,261290,2612901,15129,2557,São Benedito do Sul,17
529,51411,261300,2613008,15130,2559,São Bento do Una,17
530,51438,261310,2613107,15131,2561,São Caitano,17
531,51446,261320,2613206,15132,2563,São João,17
532,51454,261330,2613305,15133,2565,São Joaquim do Monte,17
533,51470,261340,2613404,15134,2567,São José da Coroa Grande,17
534,51489,261350,2613503,15135,2569,São José do Belmonte,17
535,51497,261360,2613602,15136,2571,São José do Egito,17
536,51519,261370,2613701,15137,2573,São Lourenço da Mata,17
537,51535,261380,2613800,15138,2575,São Vicente Ferrer,17
538,51586,261390,2613909,15139,2577,Serra Talhada,17
540,51616,261410,2614105,15141,2581,Sertânia,17
541,51640,261420,2614204,15142,2583,Sirinhaém,17
542,51683,261440,2614402,15144,2587,Solidão,17
543,51691,261450,2614501,15145,2589,Surubim,17
544,51705,261460,2614600,15146,2591,Tabira,17
545,51721,261470,2614709,15147,2593,Tacaimbó,17
546,51730,261480,2614808,15148,2595,Tacaratu,17
547,51748,261485,2614857,15186,558,Tamandaré,17
548,51780,261500,2615003,15150,2599,Taquaritinga do Norte,17
549,51829,261510,2615102,15151,2601,Terezinha,17
550,51837,261520,2615201,15152,2603,Terra Nova,17
551,51845,261530,2615300,15153,2605,Timbaúba,17
552,51861,261540,2615409,15154,2607,Toritama,17
553,51870,261550,2615508,15155,2609,Tracunhaém,17
554,51900,261560,2615607,15156,2611,Trindade,17
555,51918,261570,2615706,15157,2613,Triunfo,17
556,51934,261580,2615805,15158,2615,Tupanatinga,17
557,51950,261590,2615904,15159,2617,Tuparetama,17
558,52035,261600,2616001,15160,2619,Venturosa,17
559,52043,261610,2616100,15161,2621,Verdejante,17
560,52051,261720,2616183,15177,2291,Vertente do Lério,17
561,52060,261620,2616209,15162,2623,Vertentes,17
562,52078,261630,2616308,15163,2625,Vicência,17
563,52094,261640,2616407,15164,2627,Vitória de Santo Antão,17
564,52116,261750,2616506,15178,2293,Xexéu,17
565,60968,330010,3300100,17001,5801,Angra dos Reis,19
566,60992,330650,3300159,17077,2919,Aperibé,19
567,61000,330020,3300209,17002,5803,Araruama,19
568,61018,330640,3300225,17078,2925,Areal,19
569,61026,330790,3300233,17082,770,Armação dos Búzios,19
570,61034,330025,3300258,17066,5927,Arraial do Cabo,19
571,61158,330030,3300308,17003,5805,Barra do Piraí,19
572,61174,330040,3300407,17004,5807,Barra Mansa,19
573,61204,330720,3300456,17072,2909,Belford Roxo,19
574,61255,330050,3300506,17005,5809,Bom Jardim,19
575,61263,330060,3300605,17006,5811,Bom Jesus do Itabapoana,19
576,61298,330070,3300704,17007,5813,Cabo Frio,19
577,61310,330080,3300803,17008,5815,Cachoeiras de Macacu,19
578,61352,330090,3300902,17009,5817,Cambuci,19
579,61387,330100,3301009,17010,5819,Campos dos Goytacazes,19
580,61409,330110,3301108,17011,5821,Cantagalo,19
581,61425,330800,3300936,17083,772,Carapebus,19
582,61433,330660,3301157,17071,2915,Cardoso Moreira,19
583,61441,330120,3301207,17012,5823,Carmo,19
584,61468,330130,3301306,17013,5825,Casimiro de Abreu,19
585,61506,330700,3300951,17079,2927,Comendador Levy Gasparian,19
586,61530,330140,3301405,17014,5827,Conceição de Macabu,19
587,61590,330150,3301504,17015,5829,Cordeiro,19
588,61697,330160,3301603,17016,5831,Duas Barras,19
589,61700,330170,3301702,17017,5833,Duque de Caxias,19
590,61727,330180,3301801,17018,5835,Engenheiro Paulo de Frontin,19
591,61875,330710,3301850,17073,2907,Guapimirim,19
592,61921,330810,3301876,17084,774,Iguaba Grande,19
593,62030,330190,3301900,17019,5837,Itaboraí,19
594,62057,330200,3302007,17020,5839,Itaguaí,19
596,62120,330210,3302106,17021,5841,Itaocara,19
597,62138,330220,3302205,17022,5843,Itaperuna,19
598,62146,330225,3302254,17069,6003,Itatiaia,19
599,62189,330680,3302270,17080,2913,Japeri,19
600,62200,330230,3302304,17023,5845,Laje do Muriaé,19
601,62260,330240,3302403,17024,5847,Macaé,19
602,62278,330780,3302452,17085,776,Macuco,19
603,62286,330250,3302502,17025,5849,Magé,19
604,62308,330260,3302601,17026,5851,Mangaratiba,19
605,62367,330270,3302700,17027,5853,Maricá,19
606,62375,330280,3302809,17028,5855,Mendes,19
607,62383,330285,3302858,17092,1116,Mesquita,19
608,62391,330290,3302908,17029,5857,Miguel Pereira,19
609,62405,330300,3303005,17030,5859,Miracema,19
610,62529,330310,3303104,17031,5861,Natividade,19
611,62553,330320,3303203,17032,5863,Nilópolis,19
612,62561,330330,3303302,17033,5865,Niterói,19
613,62600,330340,3303401,17034,5867,Nova Friburgo,19
614,62618,330350,3303500,17035,5869,Nova Iguaçu,19
615,62669,330360,3303609,17036,5871,Paracambi,19
616,62677,330370,3303708,17037,5873,Paraíba do Sul,19
617,62715,330380,3303807,17038,5875,Parati,19
618,62740,330385,3303856,17067,6005,Paty do Alferes,19
619,62790,330390,3303906,17039,5877,Petrópolis,19
620,62820,330850,3303955,17086,778,Pinheiral,19
621,62847,330400,3304003,17040,5879,Piraí,19
622,62871,330410,3304102,17041,5881,Porciúncula,19
623,62901,330770,3304110,17087,780,Porto Real,19
624,62987,330740,3304128,17075,2923,Quatis,19
625,62995,330730,3304144,17074,2911,Queimados,19
626,63002,330415,3304151,17070,6007,Quissamã,19
627,63037,330420,3304201,17042,5883,Resende,19
628,63070,330430,3304300,17043,5885,Rio Bonito,19
629,63088,330440,3304409,17044,5887,Rio Claro,19
630,63096,330450,3304508,17045,5889,Rio das Flores,19
631,63100,330670,3304524,17081,2921,Rio das Ostras,19
633,63274,330460,3304607,17046,5891,Santa Maria Madalena,19
634,63320,330470,3304706,17047,5893,Santo Antônio de Pádua,19
635,63355,330480,3304805,17048,5895,São Fidélis,19
636,63363,330820,3304755,17088,782,São Francisco de Itabapoana,19
637,63371,330490,3304904,17049,5897,São Gonçalo,19
638,63380,330500,3305000,17050,5899,São João da Barra,19
639,63398,330510,3305109,17051,5901,São João de Meriti,19
640,63436,330750,3305133,17089,784,São José de Ubá,19
641,63452,330515,3305158,17068,6009,São José do Vale do Rio Preto,19
642,63487,330520,3305208,17052,5903,São Pedro da Aldeia,19
643,63509,330530,3305307,17053,5905,São Sebastião do Alto,19
644,63541,330540,3305406,17054,5907,Sapucaia,19
645,63550,330550,3305505,17055,5909,Saquarema,19
646,63584,330760,3305554,17090,786,Seropédica,19
647,63614,330560,3305604,17056,5911,Silva Jardim,19
648,63657,330570,3305703,17057,5913,Sumidouro,19
650,63720,330580,3305802,17058,5915,Teresópolis,19
651,63746,330590,3305901,17059,5917,Trajano de Morais,19
652,63770,330600,3306008,17060,5919,Três Rios,19
653,63800,330610,3306107,17061,5921,Valença,19
655,63835,330620,3306206,17062,5923,Vassouras,19
656,63924,330630,3306305,17063,5925,Volta Redonda,19
657,66222,140005,1400050,27003,305,Alto Alegre,23
660,66249,140015,1400159,27004,307,Bonfim,23
661,107042,140090,1400175,27010,28,Cantá,23
662,66257,140020,1400209,27002,303,Caracaraí,23
663,107034,140100,1400233,27011,30,Caroebe,23
664,107000,140110,1400282,27012,32,Iracema,23
665,66265,140030,1400308,27005,309,Mucajaí,23
666,66273,140040,1400407,27006,311,Normandia,23
667,106992,140120,1400456,27013,34,Pacaraima,23
668,107026,140130,1400472,27014,36,Rorainópolis,23
669,66281,140050,1400506,27007,313,São João da Baliza,23
670,66290,140060,1400605,27008,315,São Luiz,23
671,107018,140140,1400704,27015,38,Uiramutã,23
672,79375,280010,2800100,22001,3101,Amparo de São Francisco,26
673,79383,280020,2800209,22002,3103,Aquidabã,26
675,79405,280040,2800407,22004,3107,Arauá,26
676,79413,280050,2800506,22005,3109,Areia Branca,26
677,79421,280060,2800605,22006,3111,Barra dos Coqueiros,26
678,79464,280067,2800670,22008,3115,Boquim,26
679,79472,280070,2800704,22007,3113,Brejo Grande,26
680,79480,280100,2801009,22010,3119,Campo do Brito,26
681,79499,280110,2801108,22011,3121,Canhoba,26
682,79502,280120,2801207,22012,3123,Canindé de São Francisco,26
683,79510,280130,2801306,22013,3125,Capela,26
684,79529,280140,2801405,22014,3127,Carira,26
685,79537,280150,2801504,22015,3129,Carmópolis,26
686,79545,280160,2801603,22016,3131,Cedro de São João,26
687,79561,280170,2801702,22017,3133,Cristinápolis,26
688,79588,280190,2801900,22019,3137,Cumbe,26
689,79596,280200,2802007,22020,3139,Divina Pastora,26
690,79618,280210,2802106,22021,3141,Estância,26
691,79626,280220,2802205,22022,3143,Feira Nova,26
692,79634,280230,2802304,22023,3145,Frei Paulo,26
132,23116,210550,2105500,9055,809,João Lisboa,10
695,79669,280260,2802601,22026,3151,Gracho Cardoso,26
696,79685,280270,2802700,22027,3153,Ilha das Flores,26
697,79707,280280,2802809,22028,3155,Indiaroba,26
698,79715,280290,2802908,22029,3157,Itabaiana,26
699,79723,280300,2803005,22030,3159,Itabaianinha,26
700,79731,280310,2803104,22031,3161,Itabi,26
701,79740,280320,2803203,22032,3163,Itaporanga d`Ajuda,26
702,79758,280330,2803302,22033,3165,Japaratuba,26
703,79766,280340,2803401,22034,3167,Japoatã,26
704,79782,280350,2803500,22035,3169,Lagarto,26
705,79839,280360,2803609,22036,3171,Laranjeiras,26
706,79847,280370,2803708,22037,3173,Macambira,26
707,79855,280380,2803807,22038,3175,Malhada dos Bois,26
708,79863,280390,2803906,22039,3177,Malhador,26
709,79871,280400,2804003,22040,3179,Maruim,26
710,79901,280410,2804102,22041,3181,Moita Bonita,26
711,79910,280420,2804201,22042,3183,Monte Alegre de Sergipe,26
712,79928,280430,2804300,22043,3185,Muribeca,26
713,79936,280440,2804409,22044,3187,Neópolis,26
714,79944,280445,2804458,22018,3135,Nossa Senhora Aparecida,26
715,79952,280450,2804508,22045,3189,Nossa Senhora da Glória,26
716,79960,280460,2804607,22046,3191,Nossa Senhora das Dores,26
717,79979,280470,2804706,22047,3193,Nossa Senhora de Lourdes,26
718,79987,280480,2804805,22048,3195,Nossa Senhora do Socorro,26
719,79995,280490,2804904,22049,3197,Pacatuba,26
720,80012,280500,2805000,22050,3199,Pedra Mole,26
721,80039,280510,2805109,22051,3201,Pedrinhas,26
722,80047,280520,2805208,22052,3203,Pinhão,26
723,80055,280530,2805307,22053,3205,Pirambu,26
724,80063,280540,2805406,22054,3207,Poço Redondo,26
725,80071,280550,2805505,22055,3209,Poço Verde,26
726,80080,280560,2805604,22056,3211,Porto da Folha,26
727,80098,280570,2805703,22057,3213,Propriá,26
728,80101,280580,2805802,22058,3215,Riachão do Dantas,26
729,80110,280590,2805901,22059,3217,Riachuelo,26
730,80128,280600,2806008,22060,3219,Ribeirópolis,26
4881,57703,411700,4117008,14162,7723,Nova Fátima,16
731,80136,280610,2806107,22061,3221,Rosário do Catete,26
732,80144,280620,2806206,22062,3223,Salgado,26
733,80160,280630,2806305,22063,3225,Santa Luzia do Itanhy,26
734,80179,280650,2806503,22065,3229,Santa Rosa de Lima,26
735,97322,280770,2806404,22064,2647,Santana do São Francisco,26
736,80187,280660,2806602,22066,3231,Santo Amaro das Brotas,26
737,80195,280670,2806701,22067,3233,São Cristóvão,26
738,80209,280680,2806800,22068,3235,São Domingos,26
739,80217,280690,2806909,22069,3237,São Francisco,26
740,80233,280700,2807006,22070,3239,São Miguel do Aleixo,26
741,80250,280710,2807105,22071,3241,Simão Dias,26
742,80268,280720,2807204,22072,3243,Siriri,26
743,80284,280730,2807303,22073,3245,Telha,26
744,80292,280740,2807402,22074,3247,Tobias Barreto,26
745,80306,280750,2807501,22075,3249,Tomar do Geru,26
746,80314,280760,2807600,22076,3251,Umbaúba,26
747,175,270010,2700102,2001,2701,Água Branca,2
748,191,270020,2700201,2002,2703,Anadia,2
749,213,270030,2700300,2003,2705,Arapiraca,2
750,221,270040,2700409,2004,2707,Atalaia,2
751,256,270050,2700508,2005,2709,Barra de Santo Antônio,2
752,264,270060,2700607,2006,2711,Barra de São Miguel,2
753,280,270070,2700706,2007,2713,Batalha,2
754,299,270080,2700805,2008,2715,Belém,2
755,302,270090,2700904,2009,2717,Belo Monte,2
756,329,270100,2701001,2010,2719,Boca da Mata,2
757,345,270110,2701100,2011,2721,Branquinha,2
758,353,270120,2701209,2012,2723,Cacimbinhas,2
759,361,270130,2701308,2013,2725,Cajueiro,2
760,105945,271020,2701357,2101,560,Campestre,2
761,396,270140,2701407,2014,2727,Campo Alegre,2
762,400,270150,2701506,2015,2729,Campo Grande,2
763,442,270160,2701605,2016,2731,Canapi,2
764,469,270170,2701704,2017,2733,Capela,2
765,477,270180,2701803,2018,2735,Carneiros,2
766,485,270190,2701902,2019,2737,Chã Preta,2
767,493,270200,2702009,2020,2739,Coité do Nóia,2
768,507,270210,2702108,2021,2741,Colônia Leopoldina,2
769,523,270220,2702207,2022,2743,Coqueiro Seco,2
770,531,270230,2702306,2023,2745,Coruripe,2
771,540,270235,2702355,2095,2889,Craíbas,2
772,558,270240,2702405,2024,2747,Delmiro Gouveia,2
773,566,270250,2702504,2025,2749,Dois Riachos,2
774,98000,270950,2702553,2100,2643,Estrela de Alagoas,2
775,582,270260,2702603,2026,2751,Feira Grande,2
776,604,270270,2702702,2027,2753,Feliz Deserto,2
777,620,270280,2702801,2028,2755,Flexeiras,2
778,647,270290,2702900,2029,2757,Girau do Ponciano,2
779,655,270300,2703007,2030,2759,Ibateguara,2
780,663,270310,2703106,2031,2761,Igaci,2
781,671,270320,2703205,2032,2763,Igreja Nova,2
782,680,270330,2703304,2033,2765,Inhapi,2
