id,total_area,total_vegetation_area,year,area_id
1,201.49,47.50,2005,1
2,201.49,47.50,2006,1
3,201.49,47.50,2007,1
4,201.49,47.50,2008,1
5,201.49,47.50,2009,1
6,201.49,47.50,2010,1
7,201.49,47.50,2011,1
8,201.49,47.50,2012,1
9,201.49,47.50,2013,1
10,201.49,47.50,2014,1
11,201.49,47.50,2015,1
12,201.49,47.50,2016,1
13,201.49,47.50,2017,1
14,201.49,47.50,2018,1
15,201.49,47.50,2019,1
16,201.49,47.50,2020,1
17,1901.15,1615.19,2005,2
18,1901.15,1615.19,2006,2
19,1901.15,1615.19,2007,2
20,1901.15,1615.19,2008,2
21,1901.15,1615.19,2009,2
22,1901.15,1615.19,2010,2
23,1901.15,1615.19,2011,2
24,1901.15,1615.19,2012,2
25,1901.15,1615.19,2013,2
26,1901.15,1615.19,2014,2
27,1901.15,1615.19,2015,2
28,1901.15,1615.19,2016,2
29,1901.15,1615.19,2017,2
30,1901.15,1615.19,2018,2
31,1901.15,1615.19,2019,2
32,1901.15,1615.19,2020,2
33,2661.91,251.21,2005,3
34,2661.91,251.21,2006,3
35,2661.91,251.21,2007,3
36,2661.91,251.21,2008,3
37,2661.91,251.21,2009,3
38,2661.91,251.21,2010,3
39,2661.91,251.21,2011,3
40,2661.91,251.21,2012,3
41,2661.91,251.21,2013,3
42,2661.91,251.21,2014,3
43,2661.91,251.21,2015,3
44,2661.91,251.21,2016,3
45,2661.91,251.21,2017,3
46,2661.91,251.21,2018,3
47,2661.91,251.21,2019,3
48,2661.91,251.21,2020,3
49,11168.92,2098.50,2005,4
50,11168.92,2098.50,2006,4
51,11168.92,2098.50,2007,4
52,11168.92,2098.50,2008,4
53,11168.92,2098.50,2009,4
54,11168.92,2098.50,2010,4
55,11168.92,2098.50,2011,4
56,11168.92,2098.50,2012,4
57,11168.92,2098.50,2013,4
58,11168.92,2098.50,2014,4
59,11168.92,2098.50,2015,4
60,11168.92,2098.50,2016,4
61,11168.92,2098.50,2017,4
62,11168.92,2098.50,2018,4
63,11168.92,2098.50,2019,4
64,11168.92,2098.50,2020,4
65,3660.37,389.22,2005,5
66,3660.37,389.22,2006,5
67,3660.37,389.22,2007,5
68,3660.37,389.22,2008,5
69,3660.37,389.22,2009,5
70,3660.37,389.22,2010,5
71,3660.37,389.22,2011,5
72,3660.37,389.22,2012,5
73,3660.37,389.22,2013,5
74,3660.37,389.22,2014,5
75,3660.37,389.22,2015,5
76,3660.37,389.22,2016,5
77,3660.37,389.22,2017,5
78,3660.37,389.22,2018,5
79,3660.37,389.22,2019,5
80,3660.37,389.22,2020,5
81,21236.37,14483.31,2005,6
82,21236.37,14483.31,2006,6
83,21236.37,14483.31,2007,6
84,21236.37,14483.31,2008,6
85,21236.37,14483.31,2009,6
86,21236.37,14483.31,2010,6
87,21236.37,14483.31,2011,6
88,21236.37,14483.31,2012,6
89,21236.37,14483.31,2013,6
90,21236.37,14483.31,2014,6
91,21236.37,14483.31,2015,6
92,21236.37,14483.31,2016,6
93,21236.37,14483.31,2017,6
94,21236.37,14483.31,2018,6
95,21236.37,14483.31,2019,6
96,21236.37,14483.31,2020,6
97,,,2005,7
98,,,2006,7
99,,,2007,7
100,,,2008,7
101,,,2009,7
103,,,2011,7
104,,,2012,7
105,,,2013,7
106,,,2014,7
107,,,2015,7
108,,,2016,7
109,,,2017,7
110,,,2018,7
111,,,2019,7
112,,,2020,7
113,399.22,177.23,2005,8
114,399.22,177.23,2006,8
115,399.22,177.23,2007,8
116,399.22,177.23,2008,8
117,399.22,177.23,2009,8
118,399.22,177.23,2010,8
119,399.22,177.23,2011,8
120,399.22,177.23,2012,8
121,399.22,177.23,2013,8
122,399.22,177.23,2014,8
123,399.22,177.23,2015,8
124,399.22,177.23,2016,8
125,399.22,177.23,2017,8
126,399.22,177.23,2018,8
127,399.22,177.23,2019,8
128,399.22,177.23,2020,8
129,406.19,92.68,2005,9
130,406.19,92.68,2006,9
131,406.19,92.68,2007,9
132,406.19,92.68,2008,9
133,406.19,92.68,2009,9
134,406.19,92.68,2010,9
135,406.19,92.68,2011,9
136,406.19,92.68,2012,9
137,406.19,92.68,2013,9
138,406.19,92.68,2014,9
139,406.19,92.68,2015,9
140,406.19,92.68,2016,9
141,406.19,92.68,2017,9
142,406.19,92.68,2018,9
143,406.19,92.68,2019,9
144,406.19,92.68,2020,9
145,399.78,330.08,2005,10
146,399.78,330.08,2006,10
147,399.78,330.08,2007,10
148,399.78,330.08,2008,10
149,399.78,330.08,2009,10
150,399.78,330.08,2010,10
151,399.78,330.08,2011,10
152,399.78,330.08,2012,10
153,399.78,330.08,2013,10
154,399.78,330.08,2014,10
155,399.78,330.08,2015,10
156,399.78,330.08,2016,10
157,399.78,330.08,2017,10
158,399.78,330.08,2018,10
159,399.78,330.08,2019,10
160,399.78,330.08,2020,10
161,401.83,256.52,2005,11
162,401.83,256.52,2006,11
163,401.83,256.52,2007,11
164,401.83,256.52,2008,11
165,401.83,256.52,2009,11
166,401.83,256.52,2010,11
167,401.83,256.52,2011,11
168,401.83,256.52,2012,11
169,401.83,256.52,2013,11
170,401.83,256.52,2014,11
171,401.83,256.52,2015,11
172,401.83,256.52,2016,11
173,401.83,256.52,2017,11
174,401.83,256.52,2018,11
175,401.83,256.52,2019,11
176,401.83,256.52,2020,11
177,193.71,77.03,2005,12
178,193.71,77.03,2006,12
179,193.71,77.03,2007,12
180,193.71,77.03,2008,12
181,193.71,77.03,2009,12
182,193.71,77.03,2010,12
183,193.71,77.03,2011,12
184,193.71,77.03,2012,12
185,193.71,77.03,2013,12
186,193.71,77.03,2014,12
187,193.71,77.03,2015,12
188,193.71,77.03,2016,12
189,193.71,77.03,2017,12
190,193.71,77.03,2018,12
191,193.71,77.03,2019,12
192,193.71,77.03,2020,12
193,201.06,19.08,2005,13
194,201.06,19.08,2006,13
195,201.06,19.08,2007,13
196,201.06,19.08,2008,13
197,201.06,19.08,2009,13
198,201.06,19.08,2010,13
199,201.06,19.08,2011,13
200,201.06,19.08,2012,13
201,201.06,19.08,2013,13
202,201.06,19.08,2014,13
203,201.06,19.08,2015,13
204,201.06,19.08,2016,13
205,201.06,19.08,2017,13
206,201.06,19.08,2018,13
207,201.06,19.08,2019,13
208,201.06,19.08,2020,13
209,209.85,60.23,2005,14
210,209.85,60.23,2006,14
211,209.85,60.23,2007,14
212,209.85,60.23,2008,14
213,209.85,60.23,2009,14
214,209.85,60.23,2010,14
215,209.85,60.23,2011,14
216,209.85,60.23,2012,14
217,209.85,60.23,2013,14
218,209.85,60.23,2014,14
219,209.85,60.23,2015,14
220,209.85,60.23,2016,14
221,209.85,60.23,2017,14
222,209.85,60.23,2018,14
223,209.85,60.23,2019,14
224,209.85,60.23,2020,14
225,200.72,45.07,2005,15
226,200.72,45.07,2006,15
227,200.72,45.07,2007,15
228,200.72,45.07,2008,15
229,200.72,45.07,2009,15
230,200.72,45.07,2010,15
231,200.72,45.07,2011,15
232,200.72,45.07,2012,15
233,200.72,45.07,2013,15
234,200.72,45.07,2014,15
235,200.72,45.07,2015,15
236,200.72,45.07,2016,15
237,200.72,45.07,2017,15
238,200.72,45.07,2018,15
239,200.72,45.07,2019,15
240,200.72,45.07,2020,15
241,193.86,59.04,2005,16
242,193.86,59.04,2006,16
243,193.86,59.04,2007,16
244,193.86,59.04,2008,16
245,193.86,59.04,2009,16
246,193.86,59.04,2010,16
247,193.86,59.04,2011,16
248,193.86,59.04,2012,16
249,193.86,59.04,2013,16
250,193.86,59.04,2014,16
251,193.86,59.04,2015,16
252,193.86,59.04,2016,16
253,193.86,59.04,2017,16
254,193.86,59.04,2018,16
255,193.86,59.04,2019,16
256,193.86,59.04,2020,16
257,1931.11,1637.20,2005,17
258,1931.11,1637.20,2006,17
259,1931.11,1637.20,2007,17
260,1931.11,1637.20,2008,17
261,1931.11,1637.20,2009,17
262,1931.11,1637.20,2010,17
263,1931.11,1637.20,2011,17
264,1931.11,1637.20,2012,17
265,1931.11,1637.20,2013,17
266,1931.11,1637.20,2014,17
267,1931.11,1637.20,2015,17
268,1931.11,1637.20,2016,17
269,1931.11,1637.20,2017,17
270,1931.11,1637.20,2018,17
271,1931.11,1637.20,2019,17
272,1931.11,1637.20,2020,17
273,6707.27,2035.64,2005,18
274,6707.27,2035.64,2006,18
275,6707.27,2035.64,2007,18
276,6707.27,2035.64,2008,18
277,6707.27,2035.64,2009,18
278,6707.27,2035.64,2010,18
279,6707.27,2035.64,2011,18
280,6707.27,2035.64,2012,18
281,6707.27,2035.64,2013,18
282,6707.27,2035.64,2014,18
283,6707.27,2035.64,2015,18
284,6707.27,2035.64,2016,18
285,6707.27,2035.64,2017,18
286,6707.27,2035.64,2018,18
287,6707.27,2035.64,2019,18
288,6707.27,2035.64,2020,18
289,4982.85,3654.72,2005,19
290,4982.85,3654.72,2006,19
291,4982.85,3654.72,2007,19
292,4982.85,3654.72,2008,19
293,4982.85,3654.72,2009,19
294,4982.85,3654.72,2010,19
295,4982.85,3654.72,2011,19
296,4982.85,3654.72,2012,19
297,4982.85,3654.72,2013,19
298,4982.85,3654.72,2014,19
299,4982.85,3654.72,2015,19
300,4982.85,3654.72,2016,19
301,4982.85,3654.72,2017,19
302,4982.85,3654.72,2018,19
303,4982.85,3654.72,2019,19
304,4982.85,3654.72,2020,19
305,2782.82,2223.65,2005,20
306,2782.82,2223.65,2006,20
307,2782.82,2223.65,2007,20
308,2782.82,2223.65,2008,20
309,2782.82,2223.65,2009,20
310,2782.82,2223.65,2010,20
311,2782.82,2223.65,2011,20
312,2782.82,2223.65,2012,20
313,2782.82,2223.65,2013,20
314,2782.82,2223.65,2014,20
315,2782.82,2223.65,2015,20
316,2782.82,2223.65,2016,20
317,2782.82,2223.65,2017,20
318,2782.82,2223.65,2018,20
319,2782.82,2223.65,2019,20
320,2782.82,2223.65,2020,20
321,7299.30,5481.54,2005,21
322,7299.30,5481.54,2006,21
323,7299.30,5481.54,2007,21
324,7299.30,5481.54,2008,21
325,7299.30,5481.54,2009,21
326,7299.30,5481.54,2010,21
327,7299.30,5481.54,2011,21
328,7299.30,5481.54,2012,21
329,7299.30,5481.54,2013,21
330,7299.30,5481.54,2014,21
331,7299.30,5481.54,2015,21
332,7299.30,5481.54,2016,21
333,7299.30,5481.54,2017,21
334,7299.30,5481.54,2018,21
335,7299.30,5481.54,2019,21
336,7299.30,5481.54,2020,21
337,10791.55,3704.59,2005,22
338,10791.55,3704.59,2006,22
339,10791.55,3704.59,2007,22
340,10791.55,3704.59,2008,22
341,10791.55,3704.59,2009,22
342,10791.55,3704.59,2010,22
343,10791.55,3704.59,2011,22
344,10791.55,3704.59,2012,22
345,10791.55,3704.59,2013,22
346,10791.55,3704.59,2014,22
347,10791.55,3704.59,2015,22
348,10791.55,3704.59,2016,22
349,10791.55,3704.59,2017,22
350,10791.55,3704.59,2018,22
351,10791.55,3704.59,2019,22
352,10791.55,3704.59,2020,22
353,4538.36,2163.66,2005,23
354,4538.36,2163.66,2006,23
355,4538.36,2163.66,2007,23
356,4538.36,2163.66,2008,23
357,4538.36,2163.66,2009,23
358,4538.36,2163.66,2010,23
359,4538.36,2163.66,2011,23
360,4538.36,2163.66,2012,23
361,4538.36,2163.66,2013,23
362,4538.36,2163.66,2014,23
363,4538.36,2163.66,2015,23
364,4538.36,2163.66,2016,23
365,4538.36,2163.66,2017,23
366,4538.36,2163.66,2018,23
367,4538.36,2163.66,2019,23
368,4538.36,2163.66,2020,23
369,5189.64,2485.55,2005,24
370,5189.64,2485.55,2006,24
371,5189.64,2485.55,2007,24
372,5189.64,2485.55,2008,24
373,5189.64,2485.55,2009,24
374,5189.64,2485.55,2010,24
375,5189.64,2485.55,2011,24
376,5189.64,2485.55,2012,24
377,5189.64,2485.55,2013,24
378,5189.64,2485.55,2014,24
379,5189.64,2485.55,2015,24
380,5189.64,2485.55,2016,24
381,5189.64,2485.55,2017,24
382,5189.64,2485.55,2018,24
383,5189.64,2485.55,2019,24
384,5189.64,2485.55,2020,24
385,7527.25,3700.73,2005,25
386,7527.25,3700.73,2006,25
387,7527.25,3700.73,2007,25
388,7527.25,3700.73,2008,25
389,7527.25,3700.73,2009,25
390,7527.25,3700.73,2010,25
391,7527.25,3700.73,2011,25
392,7527.25,3700.73,2012,25
393,7527.25,3700.73,2013,25
394,7527.25,3700.73,2014,25
395,7527.25,3700.73,2015,25
396,7527.25,3700.73,2016,25
397,7527.25,3700.73,2017,25
398,7527.25,3700.73,2018,25
399,7527.25,3700.73,2019,25
400,7527.25,3700.73,2020,25
401,2399.66,1703.19,2005,26
402,2399.66,1703.19,2006,26
403,2399.66,1703.19,2007,26
404,2399.66,1703.19,2008,26
405,2399.66,1703.19,2009,26
406,2399.66,1703.19,2010,26
407,2399.66,1703.19,2011,26
408,2399.66,1703.19,2012,26
409,2399.66,1703.19,2013,26
410,2399.66,1703.19,2014,26
411,2399.66,1703.19,2015,26
412,2399.66,1703.19,2016,26
413,2399.66,1703.19,2017,26
414,2399.66,1703.19,2018,26
415,2399.66,1703.19,2019,26
416,2399.66,1703.19,2020,26
417,507.94,269.49,2005,27
418,507.94,269.49,2006,27
419,507.94,269.49,2007,27
420,507.94,269.49,2008,27
421,507.94,269.49,2009,27
422,507.94,269.49,2010,27
423,507.94,269.49,2011,27
424,507.94,269.49,2012,27
425,507.94,269.49,2013,27
426,507.94,269.49,2014,27
427,507.94,269.49,2015,27
428,507.94,269.49,2016,27
429,507.94,269.49,2017,27
430,507.94,269.49,2018,27
431,507.94,269.49,2019,27
432,507.94,269.49,2020,27
433,408.98,309.17,2005,28
434,408.98,309.17,2006,28
435,408.98,309.17,2007,28
436,408.98,309.17,2008,28
437,408.98,309.17,2009,28
438,408.98,309.17,2010,28
439,408.98,309.17,2011,28
440,408.98,309.17,2012,28
441,408.98,309.17,2013,28
442,408.98,309.17,2014,28
443,408.98,309.17,2015,28
444,408.98,309.17,2016,28
445,408.98,309.17,2017,28
446,408.98,309.17,2018,28
447,408.98,309.17,2019,28
448,408.98,309.17,2020,28
449,200.69,43.13,2005,29
450,200.69,43.13,2006,29
451,200.69,43.13,2007,29
452,200.69,43.13,2008,29
453,200.69,43.13,2009,29
454,200.69,43.13,2010,29
455,200.69,43.13,2011,29
456,200.69,43.13,2012,29
457,200.69,43.13,2013,29
458,200.69,43.13,2014,29
459,200.69,43.13,2015,29
460,200.69,43.13,2016,29
461,200.69,43.13,2017,29
462,200.69,43.13,2018,29
463,200.69,43.13,2019,29
464,200.69,43.13,2020,29
465,108.50,108.50,2005,30
466,108.50,108.50,2006,30
467,108.50,108.50,2007,30
468,108.50,108.50,2008,30
469,108.50,108.50,2009,30
470,108.50,108.50,2010,30
471,108.50,108.50,2011,30
472,108.50,108.50,2012,30
473,108.50,108.50,2013,30
474,108.50,108.50,2014,30
475,108.50,108.50,2015,30
476,108.50,108.50,2016,30
477,108.50,108.50,2017,30
478,108.50,108.50,2018,30
479,108.50,108.50,2019,30
480,108.50,108.50,2020,30
481,3091.83,1368.28,2005,31
482,3091.83,1368.28,2006,31
483,3091.83,1368.28,2007,31
484,3091.83,1368.28,2008,31
485,3091.83,1368.28,2009,31
486,3091.83,1368.28,2010,31
487,3091.83,1368.28,2011,31
488,3091.83,1368.28,2012,31
489,3091.83,1368.28,2013,31
490,3091.83,1368.28,2014,31
491,3091.83,1368.28,2015,31
492,3091.83,1368.28,2016,31
493,3091.83,1368.28,2017,31
494,3091.83,1368.28,2018,31
495,3091.83,1368.28,2019,31
496,3091.83,1368.28,2020,31
497,220.77,124.79,2005,32
498,220.77,124.79,2006,32
499,220.77,124.79,2007,32
500,220.77,124.79,2008,32
501,220.77,124.79,2009,32
502,220.77,124.79,2010,32
503,220.77,124.79,2011,32
504,220.77,124.79,2012,32
505,220.77,124.79,2013,32
506,220.77,124.79,2014,32
507,220.77,124.79,2015,32
508,220.77,124.79,2016,32
509,220.77,124.79,2017,32
510,220.77,124.79,2018,32
511,220.77,124.79,2019,32
512,220.77,124.79,2020,32
513,200.79,36.18,2005,33
514,200.79,36.18,2006,33
515,200.79,36.18,2007,33
516,200.79,36.18,2008,33
517,200.79,36.18,2009,33
518,200.79,36.18,2010,33
519,200.79,36.18,2011,33
520,200.79,36.18,2012,33
521,200.79,36.18,2013,33
522,200.79,36.18,2014,33
523,200.79,36.18,2015,33
524,200.79,36.18,2016,33
525,200.79,36.18,2017,33
526,200.79,36.18,2018,33
527,200.79,36.18,2019,33
528,200.79,36.18,2020,33
529,195.14,86.90,2005,34
530,195.14,86.90,2006,34
531,195.14,86.90,2007,34
532,195.14,86.90,2008,34
533,195.14,86.90,2009,34
534,195.14,86.90,2010,34
535,195.14,86.90,2011,34
536,195.14,86.90,2012,34
537,195.14,86.90,2013,34
538,195.14,86.90,2014,34
539,195.14,86.90,2015,34
540,195.14,86.90,2016,34
541,195.14,86.90,2017,34
542,195.14,86.90,2018,34
543,195.14,86.90,2019,34
544,195.14,86.90,2020,34
545,499.64,140.70,2005,35
546,499.64,140.70,2006,35
547,499.64,140.70,2007,35
548,499.64,140.70,2008,35
549,499.64,140.70,2009,35
550,499.64,140.70,2010,35
551,499.64,140.70,2011,35
552,499.64,140.70,2012,35
553,499.64,140.70,2013,35
554,499.64,140.70,2014,35
555,499.64,140.70,2015,35
556,499.64,140.70,2016,35
557,499.64,140.70,2017,35
558,499.64,140.70,2018,35
559,499.64,140.70,2019,35
560,499.64,140.70,2020,35
561,403.77,106.47,2005,36
562,403.77,106.47,2006,36
563,403.77,106.47,2007,36
564,403.77,106.47,2008,36
565,403.77,106.47,2009,36
566,403.77,106.47,2010,36
567,403.77,106.47,2011,36
568,403.77,106.47,2012,36
569,403.77,106.47,2013,36
570,403.77,106.47,2014,36
571,403.77,106.47,2015,36
572,403.77,106.47,2016,36
573,403.77,106.47,2017,36
574,403.77,106.47,2018,36
575,403.77,106.47,2019,36
576,403.77,106.47,2020,36
577,2131.50,1196.64,2005,37
578,2131.50,1196.64,2006,37
579,2131.50,1196.64,2007,37
580,2131.50,1196.64,2008,37
581,2131.50,1196.64,2009,37
582,2131.50,1196.64,2010,37
583,2131.50,1196.64,2011,37
584,2131.50,1196.64,2012,37
585,2131.50,1196.64,2013,37
586,2131.50,1196.64,2014,37
587,2131.50,1196.64,2015,37
588,2131.50,1196.64,2016,37
589,2131.50,1196.64,2017,37
590,2131.50,1196.64,2018,37
591,2131.50,1196.64,2019,37
592,2131.50,1196.64,2020,37
593,2372.68,2372.68,2005,38
594,2372.68,2372.68,2006,38
595,2372.68,2372.68,2007,38
596,2372.68,2372.68,2008,38
597,2372.68,2372.68,2009,38
598,2372.68,2372.68,2010,38
599,2372.68,2372.68,2011,38
600,2372.68,2372.68,2012,38
601,2372.68,2372.68,2013,38
602,2372.68,2372.68,2014,38
603,2372.68,2372.68,2015,38
604,2372.68,2372.68,2016,38
605,2372.68,2372.68,2017,38
606,2372.68,2372.68,2018,38
607,2372.68,2372.68,2019,38
608,2372.68,2372.68,2020,38
609,2967.10,2924.58,2005,39
610,2967.10,2924.58,2006,39
611,2967.10,2924.58,2007,39
612,2967.10,2924.58,2008,39
613,2967.10,2924.58,2009,39
614,2967.10,2924.58,2010,39
615,2967.10,2924.58,2011,39
616,2967.10,2924.58,2012,39
617,2967.10,2924.58,2013,39
618,2967.10,2924.58,2014,39
619,2967.10,2924.58,2015,39
620,2967.10,2924.58,2016,39
621,2967.10,2924.58,2017,39
622,2967.10,2924.58,2018,39
623,2967.10,2924.58,2019,39
624,2967.10,2924.58,2020,39
625,1320.36,1193.99,2005,40
626,1320.36,1193.99,2006,40
627,1320.36,1193.99,2007,40
628,1320.36,1193.99,2008,40
629,1320.36,1193.99,2009,40
630,1320.36,1193.99,2010,40
631,1320.36,1193.99,2011,40
632,1320.36,1193.99,2012,40
633,1320.36,1193.99,2013,40
634,1320.36,1193.99,2014,40
635,1320.36,1193.99,2015,40
636,1320.36,1193.99,2016,40
637,1320.36,1193.99,2017,40
638,1320.36,1193.99,2018,40
639,1320.36,1193.99,2019,40
640,1320.36,1193.99,2020,40
641,1792.45,1204.87,2005,41
642,1792.45,1204.87,2006,41
643,1792.45,1204.87,2007,41
644,1792.45,1204.87,2008,41
645,1792.45,1204.87,2009,41
646,1792.45,1204.87,2010,41
647,1792.45,1204.87,2011,41
648,1792.45,1204.87,2012,41
649,1792.45,1204.87,2013,41
650,1792.45,1204.87,2014,41
651,1792.45,1204.87,2015,41
652,1792.45,1204.87,2016,41
653,1792.45,1204.87,2017,41
654,1792.45,1204.87,2018,41
655,1792.45,1204.87,2019,41
656,1792.45,1204.87,2020,41
657,201.20,75.65,2005,42
658,201.20,75.65,2006,42
659,201.20,75.65,2007,42
660,201.20,75.65,2008,42
661,201.20,75.65,2009,42
662,201.20,75.65,2010,42
663,201.20,75.65,2011,42
664,201.20,75.65,2012,42
665,201.20,75.65,2013,42
666,201.20,75.65,2014,42
667,201.20,75.65,2015,42
668,201.20,75.65,2016,42
669,201.20,75.65,2017,42
670,201.20,75.65,2018,42
671,201.20,75.65,2019,42
672,201.20,75.65,2020,42
673,248.14,116.43,2005,43
674,248.14,116.43,2006,43
675,248.14,116.43,2007,43
676,248.14,116.43,2008,43
677,248.14,116.43,2009,43
678,248.14,116.43,2010,43
679,248.14,116.43,2011,43
680,248.14,116.43,2012,43
681,248.14,116.43,2013,43
682,248.14,116.43,2014,43
683,248.14,116.43,2015,43
684,248.14,116.43,2016,43
685,248.14,116.43,2017,43
686,248.14,116.43,2018,43
687,248.14,116.43,2019,43
688,248.14,116.43,2020,43
689,397.67,269.61,2005,44
690,397.67,269.61,2006,44
691,397.67,269.61,2007,44
692,397.67,269.61,2008,44
693,397.67,269.61,2009,44
694,397.67,269.61,2010,44
695,397.67,269.61,2011,44
696,397.67,269.61,2012,44
697,397.67,269.61,2013,44
698,397.67,269.61,2014,44
699,397.67,269.61,2015,44
700,397.67,269.61,2016,44
701,397.67,269.61,2017,44
702,397.67,269.61,2018,44
703,397.67,269.61,2019,44
704,397.67,269.61,2020,44
705,501.34,160.19,2005,45
706,501.34,160.19,2006,45
707,501.34,160.19,2007,45
708,501.34,160.19,2008,45
709,501.34,160.19,2009,45
710,501.34,160.19,2010,45
711,501.34,160.19,2011,45
712,501.34,160.19,2012,45
713,501.34,160.19,2013,45
714,501.34,160.19,2014,45
715,501.34,160.19,2015,45
716,501.34,160.19,2016,45
717,501.34,160.19,2017,45
718,501.34,160.19,2018,45
719,501.34,160.19,2019,45
720,501.34,160.19,2020,45
721,398.84,129.45,2005,46
722,398.84,129.45,2006,46
723,398.84,129.45,2007,46
724,398.84,129.45,2008,46
725,398.84,129.45,2009,46
726,398.84,129.45,2010,46
727,398.84,129.45,2011,46
728,398.84,129.45,2012,46
729,398.84,129.45,2013,46
730,398.84,129.45,2014,46
731,398.84,129.45,2015,46
732,398.84,129.45,2016,46
733,398.84,129.45,2017,46
734,398.84,129.45,2018,46
735,398.84,129.45,2019,46
736,398.84,129.45,2020,46
737,463.13,463.13,2005,47
738,463.13,463.13,2006,47
739,463.13,463.13,2007,47
740,463.13,463.13,2008,47
741,463.13,463.13,2009,47
742,463.13,463.13,2010,47
743,463.13,463.13,2011,47
744,463.13,463.13,2012,47
745,463.13,463.13,2013,47
746,463.13,463.13,2014,47
747,463.13,463.13,2015,47
748,463.13,463.13,2016,47
749,463.13,463.13,2017,47
750,463.13,463.13,2018,47
751,463.13,463.13,2019,47
752,463.13,463.13,2020,47
753,399.68,192.31,2005,48
754,399.68,192.31,2006,48
755,399.68,192.31,2007,48
756,399.68,192.31,2008,48
757,399.68,192.31,2009,48
758,399.68,192.31,2010,48
759,399.68,192.31,2011,48
760,399.68,192.31,2012,48
761,399.68,192.31,2013,48
762,399.68,192.31,2014,48
763,399.68,192.31,2015,48
764,399.68,192.31,2016,48
765,399.68,192.31,2017,48
766,399.68,192.31,2018,48
767,399.68,192.31,2019,48
768,399.68,192.31,2020,48
769,1494.65,1494.65,2005,49
770,1494.65,1494.65,2006,49
771,1494.65,1494.65,2007,49
772,1494.65,1494.65,2008,49
773,1494.65,1494.65,2009,49
774,1494.65,1494.65,2010,49
775,1494.65,1494.65,2011,49
776,1494.65,1494.65,2012,49
777,1494.65,1494.65,2013,49
778,1494.65,1494.65,2014,49
779,1494.65,1494.65,2015,49
780,1494.65,1494.65,2016,49
781,1494.65,1494.65,2017,49
782,1494.65,1494.65,2018,49
783,1494.65,1494.65,2019,49
784,1494.65,1494.65,2020,49
785,401.27,401.27,2005,50
786,401.27,401.27,2006,50
787,401.27,401.27,2007,50
788,401.27,401.27,2008,50
789,401.27,401.27,2009,50
790,401.27,401.27,2010,50
791,401.27,401.27,2011,50
792,401.27,401.27,2012,50
793,401.27,401.27,2013,50
794,401.27,401.27,2014,50
795,401.27,401.27,2015,50
796,401.27,401.27,2016,50
797,401.27,401.27,2017,50
798,401.27,401.27,2018,50
799,401.27,401.27,2019,50
800,401.27,401.27,2020,50
801,1383.21,875.21,2005,51
802,1383.21,875.21,2006,51
803,1383.21,875.21,2007,51
804,1383.21,875.21,2008,51
805,1383.21,875.21,2009,51
806,1383.21,875.21,2010,51
807,1383.21,875.21,2011,51
808,1383.21,875.21,2012,51
809,1383.21,875.21,2013,51
810,1383.21,875.21,2014,51
811,1383.21,875.21,2015,51
812,1383.21,875.21,2016,51
813,1383.21,875.21,2017,51
814,1383.21,875.21,2018,51
815,1383.21,875.21,2019,51
816,1383.21,875.21,2020,51
817,1823.82,1180.24,2005,52
818,1823.82,1180.24,2006,52
819,1823.82,1180.24,2007,52
820,1823.82,1180.24,2008,52
821,1823.82,1180.24,2009,52
822,1823.82,1180.24,2010,52
823,1823.82,1180.24,2011,52
824,1823.82,1180.24,2012,52
825,1823.82,1180.24,2013,52
826,1823.82,1180.24,2014,52
827,1823.82,1180.24,2015,52
828,1823.82,1180.24,2016,52
829,1823.82,1180.24,2017,52
830,1823.82,1180.24,2018,52
831,1823.82,1180.24,2019,52
832,1823.82,1180.24,2020,52
833,3323.07,2243.17,2005,53
834,3323.07,2243.17,2006,53
835,3323.07,2243.17,2007,53
836,3323.07,2243.17,2008,53
837,3323.07,2243.17,2009,53
838,3323.07,2243.17,2010,53
839,3323.07,2243.17,2011,53
840,3323.07,2243.17,2012,53
841,3323.07,2243.17,2013,53
842,3323.07,2243.17,2014,53
843,3323.07,2243.17,2015,53
844,3323.07,2243.17,2016,53
845,3323.07,2243.17,2017,53
846,3323.07,2243.17,2018,53
847,3323.07,2243.17,2019,53
848,3323.07,2243.17,2020,53
849,3638.14,1298.76,2005,54
850,3638.14,1298.76,2006,54
851,3638.14,1298.76,2007,54
852,3638.14,1298.76,2008,54
853,3638.14,1298.76,2009,54
854,3638.14,1298.76,2010,54
855,3638.14,1298.76,2011,54
856,3638.14,1298.76,2012,54
857,3638.14,1298.76,2013,54
858,3638.14,1298.76,2014,54
859,3638.14,1298.76,2015,54
860,3638.14,1298.76,2016,54
861,3638.14,1298.76,2017,54
862,3638.14,1298.76,2018,54
863,3638.14,1298.76,2019,54
864,3638.14,1298.76,2020,54
865,4718.01,1299.11,2005,55
866,4718.01,1299.11,2006,55
867,4718.01,1299.11,2007,55
868,4718.01,1299.11,2008,55
869,4718.01,1299.11,2009,55
870,4718.01,1299.11,2010,55
871,4718.01,1299.11,2011,55
872,4718.01,1299.11,2012,55
873,4718.01,1299.11,2013,55
874,4718.01,1299.11,2014,55
875,4718.01,1299.11,2015,55
876,4718.01,1299.11,2016,55
877,4718.01,1299.11,2017,55
878,4718.01,1299.11,2018,55
879,4718.01,1299.11,2019,55
880,4718.01,1299.11,2020,55
881,1694.17,165.21,2005,56
882,1694.17,165.21,2006,56
883,1694.17,165.21,2007,56
884,1694.17,165.21,2008,56
