id,total_area,total_vegetation_area,year,area_id
3266,507.66,309.37,2006,205
3267,507.66,309.37,2007,205
3268,507.66,309.37,2008,205
3269,507.66,309.37,2009,205
3270,507.66,309.37,2010,205
3271,507.66,309.37,2011,205
3272,507.66,309.37,2012,205
3273,507.66,309.37,2013,205
3274,507.66,309.37,2014,205
3275,507.66,309.37,2015,205
3276,507.66,309.37,2016,205
3277,507.66,309.37,2017,205
3278,507.66,309.37,2018,205
3279,507.66,309.37,2019,205
3280,507.66,309.37,2020,205
3281,2672.60,2259.51,2005,206
3282,2672.60,2259.51,2006,206
3283,2672.60,2259.51,2007,206
3284,2672.60,2259.51,2008,206
3285,2672.60,2259.51,2009,206
3286,2672.60,2259.51,2010,206
3287,2672.60,2259.51,2011,206
3288,2672.60,2259.51,2012,206
3289,2672.60,2259.51,2013,206
3290,2672.60,2259.51,2014,206
3291,2672.60,2259.51,2015,206
3292,2672.60,2259.51,2016,206
3293,2672.60,2259.51,2017,206
3294,2672.60,2259.51,2018,206
3295,2672.60,2259.51,2019,206
3296,2672.60,2259.51,2020,206
3297,605.37,353.80,2005,207
3298,605.37,353.80,2006,207
3299,605.37,353.80,2007,207
3300,605.37,353.80,2008,207
3301,605.37,353.80,2009,207
3302,605.37,353.80,2010,207
3303,605.37,353.80,2011,207
3304,605.37,353.80,2012,207
3305,605.37,353.80,2013,207
3306,605.37,353.80,2014,207
3307,605.37,353.80,2015,207
3308,605.37,353.80,2016,207
3309,605.37,353.80,2017,207
3310,605.37,353.80,2018,207
3311,605.37,353.80,2019,207
3312,605.37,353.80,2020,207
3313,646.36,402.22,2005,208
3314,646.36,402.22,2006,208
3315,646.36,402.22,2007,208
3316,646.36,402.22,2008,208
3317,646.36,402.22,2009,208
3318,646.36,402.22,2010,208
3319,646.36,402.22,2011,208
3320,646.36,402.22,2012,208
3321,646.36,402.22,2013,208
3322,646.36,402.22,2014,208
3323,646.36,402.22,2015,208
3324,646.36,402.22,2016,208
3325,646.36,402.22,2017,208
3326,646.36,402.22,2018,208
3327,646.36,402.22,2019,208
3328,646.36,402.22,2020,208
3329,145.11,143.01,2005,209
3330,145.11,143.01,2006,209
3331,145.11,143.01,2007,209
3332,145.11,143.01,2008,209
3333,145.11,143.01,2009,209
3334,145.11,143.01,2010,209
3335,145.11,143.01,2011,209
3336,145.11,143.01,2012,209
3337,145.11,143.01,2013,209
3338,145.11,143.01,2014,209
3339,145.11,143.01,2015,209
3340,145.11,143.01,2016,209
3341,145.11,143.01,2017,209
3342,145.11,143.01,2018,209
3343,145.11,143.01,2019,209
3344,145.11,143.01,2020,209
3345,814.83,511.65,2005,210
3346,814.83,511.65,2006,210
3347,814.83,511.65,2007,210
3348,814.83,511.65,2008,210
3349,814.83,511.65,2009,210
3350,814.83,511.65,2010,210
3351,814.83,511.65,2011,210
3352,814.83,511.65,2012,210
3353,814.83,511.65,2013,210
3354,814.83,511.65,2014,210
3355,814.83,511.65,2015,210
3356,814.83,511.65,2016,210
3357,814.83,511.65,2017,210
3358,814.83,511.65,2018,210
3359,814.83,511.65,2019,210
3360,814.83,511.65,2020,210
3361,514.75,252.22,2005,211
3362,514.75,252.22,2006,211
3363,514.75,252.22,2007,211
3364,514.75,252.22,2008,211
3365,514.75,252.22,2009,211
3366,514.75,252.22,2010,211
3367,514.75,252.22,2011,211
3368,514.75,252.22,2012,211
3369,514.75,252.22,2013,211
3370,514.75,252.22,2014,211
3371,514.75,252.22,2015,211
3372,514.75,252.22,2016,211
3373,514.75,252.22,2017,211
3374,514.75,252.22,2018,211
3375,514.75,252.22,2019,211
3376,514.75,252.22,2020,211
3377,1522.88,1058.38,2005,212
3378,1522.88,1058.38,2006,212
3379,1522.88,1058.38,2007,212
3380,1522.88,1058.38,2008,212
3381,1522.88,1058.38,2009,212
3382,1522.88,1058.38,2010,212
3383,1522.88,1058.38,2011,212
3384,1522.88,1058.38,2012,212
3385,1522.88,1058.38,2013,212
3386,1522.88,1058.38,2014,212
3387,1522.88,1058.38,2015,212
3388,1522.88,1058.38,2016,212
3389,1522.88,1058.38,2017,212
3390,1522.88,1058.38,2018,212
3391,1522.88,1058.38,2019,212
3392,1522.88,1058.38,2020,212
3393,1449.15,1446.88,2005,213
3394,1449.15,1446.88,2006,213
3395,1449.15,1446.88,2007,213
3396,1449.15,1446.88,2008,213
3397,1449.15,1446.88,2009,213
3398,1449.15,1446.88,2010,213
3399,1449.15,1446.88,2011,213
3400,1449.15,1446.88,2012,213
3401,1449.15,1446.88,2013,213
3402,1449.15,1446.88,2014,213
3403,1449.15,1446.88,2015,213
3404,1449.15,1446.88,2016,213
3405,1449.15,1446.88,2017,213
3406,1449.15,1446.88,2018,213
3407,1449.15,1446.88,2019,213
3408,1449.15,1446.88,2020,213
3409,921.23,674.47,2005,214
3410,921.23,674.47,2006,214
3411,921.23,674.47,2007,214
3412,921.23,674.47,2008,214
3413,921.23,674.47,2009,214
3414,921.23,674.47,2010,214
3415,921.23,674.47,2011,214
3416,921.23,674.47,2012,214
3417,921.23,674.47,2013,214
3418,921.23,674.47,2014,214
3419,921.23,674.47,2015,214
3420,921.23,674.47,2016,214
3421,921.23,674.47,2017,214
3422,921.23,674.47,2018,214
3423,921.23,674.47,2019,214
3424,921.23,674.47,2020,214
3425,2370.02,2298.42,2005,215
3426,2370.02,2298.42,2006,215
3427,2370.02,2298.42,2007,215
3428,2370.02,2298.42,2008,215
3429,2370.02,2298.42,2009,215
3430,2370.02,2298.42,2010,215
3431,2370.02,2298.42,2011,215
3432,2370.02,2298.42,2012,215
3433,2370.02,2298.42,2013,215
3434,2370.02,2298.42,2014,215
3435,2370.02,2298.42,2015,215
3436,2370.02,2298.42,2016,215
3437,2370.02,2298.42,2017,215
3438,2370.02,2298.42,2018,215
3439,2370.02,2298.42,2019,215
3440,2370.02,2298.42,2020,215
3441,1205.78,1205.77,2005,216
3442,1205.78,1205.77,2006,216
3443,1205.78,1205.77,2007,216
3444,1205.78,1205.77,2008,216
3445,1205.78,1205.77,2009,216
3446,1205.78,1205.77,2010,216
3447,1205.78,1205.77,2011,216
3448,1205.78,1205.77,2012,216
3449,1205.78,1205.77,2013,216
3450,1205.78,1205.77,2014,216
3451,1205.78,1205.77,2015,216
3452,1205.78,1205.77,2016,216
3453,1205.78,1205.77,2017,216
3454,1205.78,1205.77,2018,216
3455,1205.78,1205.77,2019,216
3456,1205.78,1205.77,2020,216
3457,1209.39,1209.38,2005,217
3458,1209.39,1209.38,2006,217
3459,1209.39,1209.38,2007,217
3460,1209.39,1209.38,2008,217
3461,1209.39,1209.38,2009,217
3462,1209.39,1209.38,2010,217
3463,1209.39,1209.38,2011,217
3464,1209.39,1209.38,2012,217
3465,1209.39,1209.38,2013,217
3466,1209.39,1209.38,2014,217
3467,1209.39,1209.38,2015,217
3468,1209.39,1209.38,2016,217
3469,1209.39,1209.38,2017,217
3470,1209.39,1209.38,2018,217
3471,1209.39,1209.38,2019,217
3472,1209.39,1209.38,2020,217
3473,145.11,122.72,2005,218
3474,145.11,122.72,2006,218
3475,145.11,122.72,2007,218
3476,145.11,122.72,2008,218
3477,145.11,122.72,2009,218
3478,145.11,122.72,2010,218
3479,145.11,122.72,2011,218
3480,145.11,122.72,2012,218
3481,145.11,122.72,2013,218
3482,145.11,122.72,2014,218
3483,145.11,122.72,2015,218
3484,145.11,122.72,2016,218
3485,145.11,122.72,2017,218
3486,145.11,122.72,2018,218
3487,145.11,122.72,2019,218
3488,145.11,122.72,2020,218
3489,4017.46,3702.59,2005,219
3490,4017.46,3702.59,2006,219
3491,4017.46,3702.59,2007,219
3492,4017.46,3702.59,2008,219
3493,4017.46,3702.59,2009,219
3494,4017.46,3702.59,2010,219
3495,4017.46,3702.59,2011,219
3496,4017.46,3702.59,2012,219
3497,4017.46,3702.59,2013,219
3498,4017.46,3702.59,2014,219
3499,4017.46,3702.59,2015,219
3500,4017.46,3702.59,2016,219
3501,4017.46,3702.59,2017,219
3502,4017.46,3702.59,2018,219
3503,4017.46,3702.59,2019,219
3504,4017.46,3702.59,2020,219
3505,1131.57,625.90,2005,220
3506,1131.57,625.90,2006,220
3507,1131.57,625.90,2007,220
3508,1131.57,625.90,2008,220
3509,1131.57,625.90,2009,220
3510,1131.57,625.90,2010,220
3511,1131.57,625.90,2011,220
3512,1131.57,625.90,2012,220
3513,1131.57,625.90,2013,220
3514,1131.57,625.90,2014,220
3515,1131.57,625.90,2015,220
3516,1131.57,625.90,2016,220
3517,1131.57,625.90,2017,220
3518,1131.57,625.90,2018,220
3519,1131.57,625.90,2019,220
3520,1131.57,625.90,2020,220
3521,4901.75,4657.82,2005,221
3522,4901.75,4657.82,2006,221
3523,4901.75,4657.82,2007,221
3524,4901.75,4657.82,2008,221
3525,4901.75,4657.82,2009,221
3526,4901.75,4657.82,2010,221
3527,4901.75,4657.82,2011,221
3528,4901.75,4657.82,2012,221
3529,4901.75,4657.82,2013,221
3530,4901.75,4657.82,2014,221
3531,4901.75,4657.82,2015,221
3532,4901.75,4657.82,2016,221
3533,4901.75,4657.82,2017,221
3534,4901.75,4657.82,2018,221
3535,4901.75,4657.82,2019,221
3536,4901.75,4657.82,2020,221
3537,541.22,11.07,2005,222
3538,541.22,11.07,2006,222
3539,541.22,11.07,2007,222
3540,541.22,11.07,2008,222
3541,541.22,11.07,2009,222
3542,541.22,11.07,2010,222
3543,541.22,11.07,2011,222
3544,541.22,11.07,2012,222
3545,541.22,11.07,2013,222
3546,541.22,11.07,2014,222
3547,541.22,11.07,2015,222
3548,541.22,11.07,2016,222
3549,541.22,11.07,2017,222
3550,541.22,11.07,2018,222
3551,541.22,11.07,2019,222
3552,541.22,11.07,2020,222
3553,616.48,287.10,2005,223
3554,616.48,287.10,2006,223
3555,616.48,287.10,2007,223
3556,616.48,287.10,2008,223
3557,616.48,287.10,2009,223
3558,616.48,287.10,2010,223
3559,616.48,287.10,2011,223
3560,616.48,287.10,2012,223
3561,616.48,287.10,2013,223
3562,616.48,287.10,2014,223
3563,616.48,287.10,2015,223
3564,616.48,287.10,2016,223
3565,616.48,287.10,2017,223
3566,616.48,287.10,2018,223
3567,616.48,287.10,2019,223
3568,616.48,287.10,2020,223
3569,756.48,756.48,2005,224
3570,756.48,756.48,2006,224
3571,756.48,756.48,2007,224
3572,756.48,756.48,2008,224
3573,756.48,756.48,2009,224
3574,756.48,756.48,2010,224
3575,756.48,756.48,2011,224
3576,756.48,756.48,2012,224
3577,756.48,756.48,2013,224
3578,756.48,756.48,2014,224
3579,756.48,756.48,2015,224
3580,756.48,756.48,2016,224
3581,756.48,756.48,2017,224
3582,756.48,756.48,2018,224
3583,756.48,756.48,2019,224
3584,756.48,756.48,2020,224
3585,6544.49,3561.42,2005,225
3586,6544.49,3561.42,2006,225
3587,6544.49,3561.42,2007,225
3588,6544.49,3561.42,2008,225
3589,6544.49,3561.42,2009,225
3590,6544.49,3561.42,2010,225
3591,6544.49,3561.42,2011,225
3592,6544.49,3561.42,2012,225
3593,6544.49,3561.42,2013,225
3594,6544.49,3561.42,2014,225
3595,6544.49,3561.42,2015,225
3596,6544.49,3561.42,2016,225
3597,6544.49,3561.42,2017,225
3598,6544.49,3561.42,2018,225
3599,6544.49,3561.42,2019,225
3600,6544.49,3561.42,2020,225
3601,1183.40,94.20,2005,226
3602,1183.40,94.20,2006,226
3603,1183.40,94.20,2007,226
3604,1183.40,94.20,2008,226
3605,1183.40,94.20,2009,226
3606,1183.40,94.20,2010,226
3607,1183.40,94.20,2011,226
3608,1183.40,94.20,2012,226
3609,1183.40,94.20,2013,226
3610,1183.40,94.20,2014,226
3611,1183.40,94.20,2015,226
3612,1183.40,94.20,2016,226
3613,1183.40,94.20,2017,226
3614,1183.40,94.20,2018,226
3615,1183.40,94.20,2019,226
3616,1183.40,94.20,2020,226
3617,2587.57,1542.97,2005,227
3618,2587.57,1542.97,2006,227
3619,2587.57,1542.97,2007,227
3620,2587.57,1542.97,2008,227
3621,2587.57,1542.97,2009,227
3622,2587.57,1542.97,2010,227
3623,2587.57,1542.97,2011,227
3624,2587.57,1542.97,2012,227
3625,2587.57,1542.97,2013,227
3626,2587.57,1542.97,2014,227
3627,2587.57,1542.97,2015,227
3628,2587.57,1542.97,2016,227
3629,2587.57,1542.97,2017,227
3630,2587.57,1542.97,2018,227
3631,2587.57,1542.97,2019,227
3632,2587.57,1542.97,2020,227
3633,490.53,378.48,2005,228
3634,490.53,378.48,2006,228
3635,490.53,378.48,2007,228
3636,490.53,378.48,2008,228
3637,490.53,378.48,2009,228
3638,490.53,378.48,2010,228
3639,490.53,378.48,2011,228
3640,490.53,378.48,2012,228
3641,490.53,378.48,2013,228
3642,490.53,378.48,2014,228
3643,490.53,378.48,2015,228
3644,490.53,378.48,2016,228
3645,490.53,378.48,2017,228
3646,490.53,378.48,2018,228
3647,490.53,378.48,2019,228
3648,490.53,378.48,2020,228
3649,2329.28,1757.31,2005,229
3650,2329.28,1757.31,2006,229
3651,2329.28,1757.31,2007,229
3652,2329.28,1757.31,2008,229
3653,2329.28,1757.31,2009,229
3654,2329.28,1757.31,2010,229
3655,2329.28,1757.31,2011,229
3656,2329.28,1757.31,2012,229
3657,2329.28,1757.31,2013,229
3658,2329.28,1757.31,2014,229
3659,2329.28,1757.31,2015,229
3660,2329.28,1757.31,2016,229
3661,2329.28,1757.31,2017,229
3662,2329.28,1757.31,2018,229
3663,2329.28,1757.31,2019,229
3664,2329.28,1757.31,2020,229
3665,1159.38,243.44,2005,230
3666,1159.38,243.44,2006,230
3667,1159.38,243.44,2007,230
3668,1159.38,243.44,2008,230
3669,1159.38,243.44,2009,230
3670,1159.38,243.44,2010,230
3671,1159.38,243.44,2011,230
3672,1159.38,243.44,2012,230
3673,1159.38,243.44,2013,230
3674,1159.38,243.44,2014,230
3675,1159.38,243.44,2015,230
3676,1159.38,243.44,2016,230
3677,1159.38,243.44,2017,230
3678,1159.38,243.44,2018,230
3679,1159.38,243.44,2019,230
3680,1159.38,243.44,2020,230
3681,1027.94,5.29,2005,231
3682,1027.94,5.29,2006,231
3683,1027.94,5.29,2007,231
3684,1027.94,5.29,2008,231
3685,1027.94,5.29,2009,231
3686,1027.94,5.29,2010,231
3687,1027.94,5.29,2011,231
3688,1027.94,5.29,2012,231
3689,1027.94,5.29,2013,231
3690,1027.94,5.29,2014,231
3691,1027.94,5.29,2015,231
3692,1027.94,5.29,2016,231
3693,1027.94,5.29,2017,231
3694,1027.94,5.29,2018,231
3695,1027.94,5.29,2019,231
3696,1027.94,5.29,2020,231
3697,1806.38,1272.38,2005,232
3698,1806.38,1272.38,2006,232
3699,1806.38,1272.38,2007,232
3700,1806.38,1272.38,2008,232
3701,1806.38,1272.38,2009,232
3702,1806.38,1272.38,2010,232
3703,1806.38,1272.38,2011,232
3704,1806.38,1272.38,2012,232
3705,1806.38,1272.38,2013,232
3706,1806.38,1272.38,2014,232
3707,1806.38,1272.38,2015,232
3708,1806.38,1272.38,2016,232
3709,1806.38,1272.38,2017,232
3710,1806.38,1272.38,2018,232
3711,1806.38,1272.38,2019,232
3712,1806.38,1272.38,2020,232
3713,2405.53,2187.89,2005,233
3714,2405.53,2187.89,2006,233
3715,2405.53,2187.89,2007,233
3716,2405.53,2187.89,2008,233
3717,2405.53,2187.89,2009,233
3718,2405.53,2187.89,2010,233
3719,2405.53,2187.89,2011,233
3720,2405.53,2187.89,2012,233
3721,2405.53,2187.89,2013,233
3722,2405.53,2187.89,2014,233
3723,2405.53,2187.89,2015,233
3724,2405.53,2187.89,2016,233
3725,2405.53,2187.89,2017,233
3726,2405.53,2187.89,2018,233
3727,2405.53,2187.89,2019,233
3728,2405.53,2187.89,2020,233
3729,4982.33,2732.45,2005,234
3730,4982.33,2732.45,2006,234
3731,4982.33,2732.45,2007,234
3732,4982.33,2732.45,2008,234
3733,4982.33,2732.45,2009,234
3734,4982.33,2732.45,2010,234
3735,4982.33,2732.45,2011,234
3736,4982.33,2732.45,2012,234
3737,4982.33,2732.45,2013,234
3738,4982.33,2732.45,2014,234
3739,4982.33,2732.45,2015,234
3740,4982.33,2732.45,2016,234
3741,4982.33,2732.45,2017,234
3742,4982.33,2732.45,2018,234
3743,4982.33,2732.45,2019,234
3744,4982.33,2732.45,2020,234
3745,35492.70,35492.70,2005,235
3746,35492.70,35492.70,2006,235
3747,35492.70,35492.70,2007,235
3748,35492.70,35492.70,2008,235
3749,35492.70,35492.70,2009,235
3750,35492.70,35492.70,2010,235
3751,35492.70,35492.70,2011,235
3752,35492.70,35492.70,2012,235
3753,35492.70,35492.70,2013,235
3754,35492.70,35492.70,2014,235
3755,35492.70,35492.70,2015,235
3756,35492.70,35492.70,2016,235
3757,35492.70,35492.70,2017,235
3758,35492.70,35492.70,2018,235
3759,35492.70,35492.70,2019,235
3760,35492.70,35492.70,2020,235
3762,19805.87,19805.87,2022,238
3763,27691.89,27691.89,2022,237
3761,27516.08,27516.08,2022,239
3764,2028.07,2028.07,2022,240
3765,868.81,868.81,2022,241
3766,242.21,242.21,2022,242
3767,864.53,864.53,2022,243
3768,1133.05,1133.05,2022,244
3769,2465.91,2465.91,2022,245
3770,685.52,685.52,2022,246
3771,4309.83,4309.83,2022,247
3772,4580.58,4580.58,2022,248
3773,1590.74,1590.74,2022,249
3774,465.16,465.16,2022,250
3775,1076.93,1076.93,2022,251
102,35985.15,32226.17,2010,7
3776,1077.16,1077.16,2022,252
3777,87.68,83.67,2022,253
3778,201.40,169.14,2022,257
3779,69.47,54.99,2022,258
3780,187.07,63.66,2022,259
3781,69.47,54.99,2023,258
3782,87.68,83.67,2023,253
3783,201.40,169.14,2023,257
3784,187.07,63.66,2023,259
