id,name,background_id,created_by,created_date,last_modified_by,last_modified_date,show_generated_preservation,show_nuclei,model,issuer_logo_id
8,TESOURO_VERDE_AP,dd852f4f-7d24-4287-9d2b-73aca2b9d216,933,2022-03-10 15:44:45.14282,933,2024-01-09 17:56:02.95596,t,t,E_ESG_BMV_PERFORMANCE,475ae6ab-419f-4555-8607-53ac558baa65
10,TESOURO_VERDE,5c3c3633-46af-4b2b-9d10-6e3d15c48947,933,2023-03-29 16:39:44.911684,933,2024-01-09 17:56:23.733609,t,t,E_ESG_BMV_PERFORMANCE,b599f5de-d2af-4470-afee-68d6b30dde94
11,TESOURO_VERDE_MUMBUCA,e6933217-9b95-4c0c-99c7-546d39341f81,933,2023-05-09 09:55:11.835588,933,2024-01-09 17:56:39.557628,t,t,E_ESG_BMV_PERFORMANCE,5c273f78-f643-43e6-b87e-a13f5931d053
13,TESOURO_VERDE_SENNA_MIMA,53990b36-2dd7-4d54-bd66-dbb958cd28c8,933,2023-05-22 09:52:43.51563,933,2024-01-09 17:56:56.26322,t,t,E_ESG_BMV_PERFORMANCE,f3e68542-de3d-4b95-a24e-e7f780942d9b
19,AKSES_SAAS_TESOUROVERDE_SEBRAE,9e7943bf-613e-4c30-bdef-0feb9c17fff9,933,2023-08-10 10:29:34.13543,933,2024-01-09 17:57:38.64763,t,t,E_ESG_BMV_PERFORMANCE,3fafc5f6-5220-4dc6-8a99-3eddec3bed57
21,BMV_CAVALINHO,2aeb1fed-defb-4779-a1b1-b92d5bc1da83,933,2023-10-30 11:03:11.606723,933,2024-01-09 17:57:55.01057,t,t,E_ESG_BMV_PERFORMANCE,01b1a89e-03f5-404a-a267-19e6b7346bba
14,AKSES_CLIENTE_FUN_BACHIANA,c9244bd0-9ee5-4561-97b5-8653cba66636,933,2023-06-27 14:27:32.608798,851,2024-06-04 09:20:06.285024,t,t,E_ESG_BMV_PERFORMANCE,be60f75c-3e25-412e-9a55-bd7db9c97606
1,CERTIFICADO_AKSES_GENERICO,f3cbbcc3-0005-4ac9-a2cc-1aa616a60f61,1,2021-05-27 13:51:34.177659,933,2024-06-11 10:03:13.707439,t,t,E_ESG_BMV_PERFORMANCE,4bb9c63b-782d-47ff-b48b-fdcac26db443
