id,available_balance,retired_balance,blocked_balance,harvest_year,harvest_id,user_id,updated_on,platform_id
6414,0,1,0,2010,65,744,2022-09-06 18:17:58.325057,3
6416,0,0,0,2010,126,504,2022-09-06 18:17:58.325057,4
6417,0,0,0,2010,118,428,2022-09-06 18:17:58.325057,4
6418,0,0,0,2010,209,724,2022-09-06 18:17:58.325057,4
6419,0,0,0,2010,200,574,2022-09-06 18:17:58.325057,4
6420,0,0,0,2010,123,442,2022-09-06 18:17:58.325057,4
24755,2423,0,0,2010,19,182,2024-11-25 10:10:58.452136,4
6423,0,0,0,2010,51,355,2022-09-06 18:17:58.325057,2
6426,0,0,0,2010,108,414,2022-09-06 18:17:58.325057,4
6456,0,0,0,2010,109,434,2024-06-18 01:29:46.203665,2
6428,0,0,0,2010,92,3,2022-09-06 18:17:58.325057,3
6430,0,0,0,2010,127,468,2022-09-06 18:17:58.325057,3
6431,0,0,0,2010,47,486,2022-09-06 18:17:58.325057,3
6400,0,0,0,2010,213,424,2024-06-18 01:28:26.518299,2
6433,0,0,0,2010,28,440,2022-09-06 18:17:58.325057,3
6435,0,0,0,2010,151,444,2022-09-06 18:17:58.325057,3
6410,0,0,0,2010,186,496,2024-06-18 01:37:36.389562,2
6437,0,14,0,2010,1,880,2022-11-16 09:37:59.392741,3
6439,0,17,0,2010,200,791,2022-09-06 18:17:58.325057,3
6440,33103,0,0,2010,34,400,2022-09-06 18:17:58.325057,2
24756,2904,0,0,2010,233,184,2024-11-25 10:11:03.456672,4
6443,0,10,0,2010,72,880,2022-09-06 18:17:58.325057,3
6445,66668,0,0,2010,21,919,2022-09-06 18:17:58.325057,2
6446,0,0,0,2010,101,470,2022-09-06 18:17:58.325057,3
6449,1021,0,0,2010,219,448,2022-09-06 18:17:58.325057,2
6450,0,0,0,2010,1,10,2022-09-06 18:17:58.325057,1
6452,0,0,0,2010,75,470,2022-09-06 18:17:58.325057,4
6453,0,0,0,2010,162,412,2022-09-06 18:17:58.325057,4
6454,0,0,0,2010,59,470,2022-09-06 18:17:58.325057,4
6459,0,0,0,2010,102,420,2024-06-18 01:27:51.131979,2
6463,0,6,0,2010,84,717,2022-09-06 18:17:58.325057,3
6465,481204,0,0,2010,114,402,2022-09-06 18:17:58.325057,2
6457,0,0,0,2010,210,418,2024-06-18 01:27:36.502823,2
6469,0,6,0,2010,65,699,2022-09-06 18:17:58.325057,3
6471,0,0,0,2010,69,576,2022-09-06 18:17:58.325057,2
6472,0,3,0,2010,14,746,2022-09-06 18:17:58.325057,3
6473,0,49,0,2010,124,506,2022-09-06 18:17:58.325057,4
6474,0,12,0,2010,28,506,2022-09-06 18:17:58.325057,4
6467,0,0,0,2010,18,494,2024-06-18 01:37:20.900229,2
24757,3096,0,0,2010,224,184,2024-11-25 10:11:08.458138,4
6460,0,0,0,2010,28,492,2024-06-18 01:37:00.929587,2
6403,0,0,0,2010,79,482,2024-06-18 01:35:41.070456,2
6407,0,0,0,2010,137,480,2024-06-18 01:35:26.239864,2
6413,0,0,0,2010,163,478,2024-06-18 01:35:06.305997,2
6386,0,0,0,2010,24,476,2024-06-18 01:34:50.900476,2
24758,119,0,0,2010,220,186,2024-11-25 10:11:13.469297,4
6464,0,0,0,2010,79,472,2024-06-18 01:34:21.066131,2
6462,0,0,0,2010,103,468,2024-06-18 01:33:51.125823,2
6455,0,0,0,2010,15,466,2024-06-18 01:33:35.875843,2
6393,0,0,0,2010,73,476,2024-06-18 01:34:51.035719,2
6408,0,0,0,2010,2,464,2024-06-18 01:33:20.848903,2
6441,0,0,0,2010,33,454,2024-06-18 01:31:55.963992,2
6415,0,0,0,2010,78,466,2024-06-18 01:33:36.047422,2
6424,0,0,0,2010,73,450,2024-06-18 01:31:26.089241,2
6389,0,0,0,2010,78,454,2024-06-18 01:31:56.098211,2
6434,0,0,0,2010,233,442,2024-06-18 01:30:51.61819,2
6470,0,0,0,2010,16,438,2024-06-18 01:30:20.89354,2
6421,0,0,0,2010,33,436,2024-06-18 01:30:05.936556,2
6475,0,0,0,2010,100,412,2024-06-18 01:21:51.157876,2
6402,0,0,0,2010,92,450,2024-06-18 01:31:26.148162,2
6401,0,0,0,2010,75,416,2024-06-18 01:26:41.086789,2
1933,0,0,0,2010,108,410,2024-06-18 01:19:01.347662,2
6405,0,0,0,2010,192,434,2024-06-18 01:29:46.480878,2
2882,0,0,0,2010,109,410,2024-06-18 01:19:01.351195,2
1244,0,0,0,2010,115,410,2024-06-18 01:19:01.370408,2
6438,0,0,0,2010,207,434,2024-06-18 01:29:46.544021,2
6477,0,0,0,2010,99,470,2022-09-06 18:17:58.325057,2
6479,237870,0,0,2010,185,404,2022-09-06 18:17:58.325057,2
6480,0,1,0,2010,103,714,2022-09-06 18:17:58.325057,3
6461,58654,0,0,2010,156,102,2023-06-12 16:53:03.66639,2
6481,0,0,0,2010,156,820,2022-09-06 18:17:58.325057,4
6482,0,1,0,2010,96,660,2022-09-06 18:17:58.325057,3
6489,0,0,0,2010,156,505,2022-09-06 18:17:58.325057,4
6490,0,0,0,2010,116,402,2022-09-06 18:17:58.325057,4
6491,0,0,0,2010,147,3,2022-09-06 18:17:58.325057,1
6493,0,0,0,2010,100,820,2022-09-06 18:17:58.325057,2
6494,0,0,0,2010,14,466,2022-09-06 18:17:58.325057,3
6495,0,0,0,2010,160,723,2022-09-06 18:17:58.325057,4
6499,0,1,0,2010,139,736,2022-09-06 18:17:58.325057,3
6500,0,0,0,2010,162,434,2022-09-06 18:17:58.325057,3
6503,0,0,0,2010,115,462,2022-09-06 18:17:58.325057,4
6507,0,0,0,2010,186,3,2022-09-06 18:17:58.325057,4
6509,0,1,0,2010,152,673,2022-09-06 18:17:58.325057,3
6514,0,1,0,2010,64,747,2022-09-06 18:17:58.325057,3
6516,0,0,0,2010,48,470,2022-09-06 18:17:58.325057,4
6530,0,0,0,2010,145,631,2024-09-11 07:57:55.911012,2
6518,0,1,0,2010,196,743,2022-09-06 18:17:58.325057,3
6519,0,0,0,2010,79,456,2022-09-06 18:17:58.325057,3
23850,668,0,0,2010,45,80,2024-11-25 08:58:17.262378,4
6526,0,0,0,2010,134,444,2022-09-06 18:17:58.325057,4
6496,0,0,0,2010,36,436,2024-06-18 01:30:05.940123,2
6532,0,4,0,2010,141,776,2022-09-06 18:17:58.325057,3
6537,0,0,0,2010,222,820,2022-09-06 18:17:58.325057,4
6483,0,0,0,2010,28,426,2024-06-18 01:28:40.919704,2
6539,0,0,0,2010,189,396,2022-09-06 18:17:58.325057,1
6540,0,0,290,2010,208,527,2023-03-16 16:21:55.464156,2
6541,0,0,0,2010,109,834,2022-09-06 18:17:58.325057,2
6542,952,0,0,2010,46,836,2022-09-06 18:17:58.325057,2
6543,0,0,0,2010,151,3,2022-09-06 18:17:58.325057,3
6544,0,2,0,2010,123,751,2022-09-06 18:17:58.325057,3
6545,0,0,0,2010,208,452,2022-09-06 18:17:58.325057,4
6546,0,0,0,2010,206,416,2022-09-06 18:17:58.325057,4
6547,0,0,0,2010,162,444,2022-09-06 18:17:58.325057,3
6549,0,1,0,2010,135,839,2022-09-06 18:17:58.325057,3
6550,12204,0,0,2010,200,446,2022-09-06 18:17:58.325057,2
6552,189248,0,0,2010,25,1301,2022-09-06 18:17:58.325057,2
6555,0,0,0,2010,147,724,2022-09-06 18:17:58.325057,4
6562,0,0,0,2010,9,430,2024-06-18 01:29:15.875894,2
6559,160,0,0,2010,33,448,2022-09-06 18:17:58.325057,2
6563,0,0,0,2010,186,404,2022-09-06 18:17:58.325057,1
24759,228,0,0,2010,145,186,2024-11-25 10:11:38.443139,4
6524,7,0,0,2010,104,284,2023-08-24 13:56:23.192529,4
6484,7,0,0,2010,149,14,2023-06-05 16:17:34.319333,4
6564,0,1,0,2010,129,908,2022-09-06 18:17:58.325057,3
6565,0,0,0,2010,14,422,2022-09-06 18:17:58.325057,3
6476,0,0,0,2010,36,460,2024-06-18 01:32:45.934428,2
6560,0,3,0,2010,191,733,2024-02-27 14:47:41.132864,3
6505,0,0,0,2010,71,412,2024-06-18 01:21:51.077963,2
6504,0,0,0,2010,177,502,2024-06-18 01:38:26.356504,2
6553,0,0,0,2010,76,500,2024-06-18 01:38:06.186922,2
6478,0,0,0,2010,161,496,2024-06-18 01:37:36.306003,2
6486,0,0,0,2010,7,486,2024-06-18 01:36:10.861691,2
6485,0,0,0,2010,58,488,2024-06-18 01:36:31.018168,2
6561,0,0,0,2010,63,484,2024-06-18 01:35:56.038347,2
11652,0,0,0,2010,129,492,2024-06-18 01:37:01.247248,2
6533,0,0,0,2010,171,482,2024-06-18 01:35:41.35245,2
6501,0,0,0,2010,40,474,2024-06-18 01:34:35.936077,2
6554,0,0,0,2010,104,476,2024-06-18 01:34:51.135077,2
6502,0,0,0,2010,194,478,2024-06-18 01:35:06.412015,2
6512,0,0,0,2010,65,466,2024-06-18 01:33:36.012005,2
6525,0,0,0,2010,7,464,2024-06-18 01:33:20.866224,2
6498,0,0,0,2010,152,450,2024-06-18 01:31:26.336343,2
6515,0,0,0,2010,25,444,2024-06-18 01:31:10.911429,2
6523,0,0,0,2010,217,472,2024-06-18 01:34:21.51829,2
6527,0,0,0,2010,69,474,2024-06-18 01:34:36.035179,2
6513,0,0,0,2010,66,434,2024-06-18 01:29:46.056658,2
6510,0,0,0,2010,147,432,2024-06-18 01:29:31.282421,2
6534,0,0,0,2010,204,420,2024-06-18 01:27:51.465423,2
6548,0,0,0,2010,58,426,2024-06-18 01:28:41.008017,2
6508,0,0,0,2010,109,444,2024-06-18 01:31:11.18829,2
4055,0,0,0,2010,123,410,2024-06-18 01:19:01.410258,2
6406,0,0,0,2010,126,410,2024-06-18 01:19:01.419817,2
6624,0,0,0,2010,64,410,2024-06-18 01:19:01.16682,2
6567,0,0,0,2010,48,400,2022-09-06 18:17:58.325057,1
6568,0,0,0,2010,148,456,2022-09-06 18:17:58.325057,4
24760,4039,0,0,2010,218,188,2024-11-25 10:11:43.465537,4
6573,0,0,0,2010,182,428,2024-06-18 01:29:01.403221,2
6581,0,1,0,2010,177,619,2022-09-06 18:17:58.325057,3
6584,0,0,0,2010,75,402,2022-09-06 18:17:58.325057,1
6590,0,1,0,2010,68,745,2022-09-06 18:17:58.325057,3
6592,0,2,0,2010,23,853,2022-09-06 18:17:58.325057,4
6593,0,1,0,2010,32,695,2022-09-06 18:17:58.325057,3
6595,0,0,0,2010,223,574,2022-09-06 18:17:58.325057,4
6596,0,0,0,2010,136,488,2022-09-06 18:17:58.325057,4
6598,0,7,0,2010,141,773,2022-09-06 18:17:58.325057,3
6599,0,0,0,2010,204,484,2022-09-06 18:17:58.325057,3
6600,0,0,0,2010,56,633,2022-09-06 18:17:58.325057,2
6603,0,0,0,2010,124,474,2022-09-06 18:17:58.325057,4
6605,5358,0,0,2010,177,505,2022-09-06 18:17:58.325057,2
6606,0,0,0,2010,51,723,2022-09-06 18:17:58.325057,2
6607,0,0,0,2010,27,400,2022-09-06 18:17:58.325057,1
6608,0,0,0,2010,80,402,2022-09-06 18:17:58.325057,4
6609,0,0,0,2010,178,3,2022-09-06 18:17:58.325057,3
6601,0,0,0,2010,38,418,2024-06-18 01:27:35.955844,2
6615,0,4,0,2010,221,786,2022-09-06 18:17:58.325057,3
6617,1583,0,0,2010,24,446,2022-09-06 18:17:58.325057,2
6620,0,0,0,2010,141,636,2022-09-06 18:17:58.325057,3
6622,0,1,0,2010,63,915,2022-09-06 18:17:58.325057,3
6623,0,0,0,2010,26,112,2022-09-06 18:17:58.325057,1
6626,79,0,0,2010,76,1269,2022-09-06 18:17:58.325057,4
6627,0,0,0,2010,140,3,2022-09-06 18:17:58.325057,1
6628,0,0,0,2010,102,470,2022-09-06 18:17:58.325057,2
6629,0,1,0,2010,103,716,2022-09-06 18:17:58.325057,3
6630,0,0,0,2010,225,633,2022-09-06 18:17:58.325057,2
6635,0,2,0,2010,223,853,2022-09-06 18:17:58.325057,4
6636,0,0,0,2010,77,723,2022-09-06 18:17:58.325057,4
6637,0,0,0,2010,135,470,2022-09-06 18:17:58.325057,4
6642,0,1,0,2010,7,716,2022-09-06 18:17:58.325057,3
6643,0,0,0,2010,78,631,2022-09-06 18:17:58.325057,2
6644,0,0,0,2010,153,724,2022-09-06 18:17:58.325057,4
6640,0,3,0,2010,33,853,2023-04-27 14:35:28.338248,4
6625,0,0,0,2010,30,412,2024-06-18 01:21:50.954342,2
6646,0,1,0,2010,160,744,2022-09-06 18:17:58.325057,3
6648,0,0,0,2010,45,550,2022-09-06 18:17:58.325057,2
6577,0,0,0,2010,73,631,2024-09-11 07:57:55.883456,2
6652,0,0,0,2010,206,724,2022-09-06 18:17:58.325057,4
6654,0,4,0,2010,157,778,2022-09-06 18:17:58.325057,3
6656,0,0,0,2010,55,723,2022-09-06 18:17:58.325057,4
6657,0,0,0,2010,223,633,2022-09-06 18:17:58.325057,2
6645,0,0,0,2010,229,412,2024-06-18 01:21:51.576842,2
24761,4371,0,0,2010,214,188,2024-11-25 10:11:48.471824,4
6616,0,0,0,2010,118,504,2024-06-18 01:38:41.166733,2
6572,0,0,0,2010,102,502,2024-06-18 01:38:26.123892,2
133,0,0,0,2010,130,492,2024-06-18 01:37:01.250602,2
6632,0,0,0,2010,233,488,2024-06-18 01:36:31.535049,2
6619,0,0,0,2010,39,486,2024-06-18 01:36:10.950238,2
6578,0,0,0,2010,100,480,2024-06-18 01:35:26.130158,2
6588,0,0,0,2010,54,478,2024-06-18 01:35:05.982575,2
9890,0,0,0,2010,136,492,2024-06-18 01:37:01.264967,2
6570,0,0,0,2010,11,474,2024-06-18 01:34:35.863113,2
6591,0,0,0,2010,63,478,2024-06-18 01:35:06.008606,2
6612,0,0,0,2010,137,472,2024-06-18 01:34:21.25053,2
6594,0,0,0,2010,171,468,2024-06-18 01:33:51.330753,2
6579,0,0,0,2010,56,466,2024-06-18 01:33:35.984247,2
6604,0,0,0,2010,50,474,2024-06-18 01:34:35.966288,2
6633,0,0,0,2010,165,464,2024-06-18 01:33:21.327951,2
6639,0,0,0,2010,105,460,2024-06-18 01:32:46.152663,2
6641,0,0,0,2010,157,466,2024-06-18 01:33:36.275351,2
6582,0,0,0,2010,53,454,2024-06-18 01:31:56.024695,2
6610,0,0,0,2010,202,460,2024-06-18 01:32:46.462955,2
6602,0,0,0,2010,214,452,2024-06-18 01:31:40.937859,2
6583,0,0,0,2010,39,436,2024-06-18 01:30:05.9512,2
6575,0,0,0,2010,198,434,2024-06-18 01:29:46.509165,2
6634,0,0,0,2010,37,430,2024-06-18 01:29:15.947583,2
6653,0,0,0,2010,163,414,2024-06-18 01:25:41.612819,2
6597,0,0,0,2010,220,432,2024-06-18 01:29:31.538682,2
6614,0,0,0,2010,90,454,2024-06-18 01:31:56.128992,2
4273,0,0,0,2010,140,410,2024-06-18 01:19:01.468057,2
6621,0,0,0,2010,222,498,2024-06-18 01:37:51.481604,2
24762,611,0,0,2010,205,188,2024-11-25 10:11:53.456622,4
24763,1447,0,0,2010,200,190,2024-11-25 10:11:58.455109,4
24764,1542,0,0,2010,198,190,2024-11-25 10:12:03.454274,4
6749,0,0,0,2010,91,412,2024-06-18 01:21:51.133483,2
6661,4441,0,0,2010,103,402,2022-09-06 18:17:58.325057,2
6663,602,0,0,2010,112,836,2022-09-06 18:17:58.325057,2
6664,0,0,0,2010,86,820,2022-09-06 18:17:58.325057,4
6665,0,0,0,2010,71,505,2022-09-06 18:17:58.325057,2
6669,0,1,0,2010,28,660,2022-09-06 18:17:58.325057,3
6714,0,0,0,2010,39,428,2024-06-18 01:29:00.94911,2
6671,2815,0,0,2010,205,446,2022-09-06 18:17:58.325057,2
6673,0,0,0,2010,162,472,2022-09-06 18:17:58.325057,3
6674,0,0,0,2010,21,505,2022-09-06 18:17:58.325057,2
6676,0,1,0,2010,170,751,2022-09-06 18:17:58.325057,3
6677,0,0,0,2010,169,458,2022-09-06 18:17:58.325057,4
6662,0,0,0,2010,45,426,2024-06-18 01:28:40.965335,2
6680,0,1,0,2010,107,745,2022-09-06 18:17:58.325057,3
6681,0,1,0,2010,201,685,2022-09-06 18:17:58.325057,3
6683,0,365,0,2010,196,507,2022-09-06 18:17:58.325057,4
6684,0,0,0,2010,89,412,2022-09-06 18:17:58.325057,3
6685,0,0,0,2010,176,404,2022-09-06 18:17:58.325057,1
6687,0,1,0,2010,106,695,2022-09-06 18:17:58.325057,3
23666,629,0,0,2010,33,78,2024-11-25 08:58:01.45982,4
6727,0,0,0,2010,69,424,2024-06-18 01:28:26.056805,2
24335,296,0,0,2010,121,404,2024-11-25 08:59:00.409101,4
6699,21,0,0,2010,79,446,2022-09-06 18:17:58.325057,2
6702,0,0,0,2010,126,723,2022-09-06 18:17:58.325057,4
6705,0,0,0,2010,149,404,2022-09-06 18:17:58.325057,1
6706,0,0,0,2010,123,462,2022-09-06 18:17:58.325057,4
6709,0,0,0,2010,149,14,2022-09-06 18:17:58.325057,1
6710,0,1,0,2010,72,909,2022-09-06 18:17:58.325057,3
6711,0,0,0,2010,213,633,2022-09-06 18:17:58.325057,2
24765,216,0,0,2010,192,190,2024-11-25 10:12:08.462843,4
6713,0,9,0,2010,1,757,2022-09-06 18:17:58.325057,3
6716,0,1,0,2010,202,837,2022-09-06 18:17:58.325057,3
6717,0,2,0,2010,204,853,2022-09-06 18:17:58.325057,4
6719,0,0,0,2010,93,631,2022-09-06 18:17:58.325057,4
6720,0,2,0,2010,59,853,2022-09-06 18:17:58.325057,4
6723,0,1,0,2010,101,673,2022-09-06 18:17:58.325057,3
6659,5,0,0,2010,173,270,2023-07-13 18:18:55.543241,4
6728,0,0,0,2010,69,577,2022-09-06 18:17:58.325057,2
6729,0,0,0,2010,126,418,2022-09-06 18:17:58.325057,4
6730,0,0,0,2010,141,628,2022-12-14 00:21:25.388072,3
6731,0,0,0,2010,191,544,2022-09-06 18:17:58.325057,3
6732,0,1,0,2010,210,699,2022-09-06 18:17:58.325057,3
6734,0,1,0,2010,56,699,2022-09-06 18:17:58.325057,3
6735,87,0,0,2010,78,446,2022-09-06 18:17:58.325057,2
6736,0,0,7,2010,32,156,2023-03-16 16:29:02.406972,3
6737,2602,0,0,2010,7,1278,2022-09-06 18:17:58.325057,4
6738,0,1,0,2010,139,721,2022-09-06 18:17:58.325057,3
6726,0,0,0,2010,32,430,2024-06-18 01:29:15.937693,2
6744,0,6297,0,2010,228,507,2022-09-06 18:17:58.325057,4
6745,0,0,0,2010,10,820,2022-09-06 18:17:58.325057,2
6746,1202,0,0,2010,32,836,2022-09-06 18:17:58.325057,2
6747,0,0,0,2010,195,406,2022-09-06 18:17:58.325057,1
6748,0,1,0,2010,113,1261,2022-09-06 18:17:58.325057,3
6697,0,0,0,2010,90,420,2024-06-18 01:27:51.097521,2
6703,0,0,0,2010,12,498,2024-06-18 01:37:50.874033,2
24766,1476,0,0,2010,25,192,2024-11-25 10:12:13.455703,4
23903,306,0,0,2010,219,80,2024-11-25 08:58:17.342912,4
6690,0,0,0,2010,42,484,2024-06-18 01:35:55.974738,2
6721,0,0,0,2010,191,494,2024-06-18 01:37:21.415623,2
6741,0,0,0,2010,3,476,2024-06-18 01:34:50.834653,2
6689,0,0,0,2010,137,490,2024-06-18 01:36:46.259904,2
6678,0,0,0,2010,150,482,2024-06-18 01:35:41.275617,2
6667,0,0,0,2010,158,474,2024-06-18 01:34:36.290076,2
6724,0,0,0,2010,209,466,2024-06-18 01:33:36.45739,2
24767,1573,0,0,2010,19,192,2024-11-25 10:12:18.449012,4
6688,0,0,0,2010,164,458,2024-06-18 01:32:30.88495,2
6722,0,0,0,2010,96,460,2024-06-18 01:32:46.117328,2
6701,0,0,0,2010,227,452,2024-06-18 01:31:40.981843,2
6739,0,0,0,2010,179,462,2024-06-18 01:33:06.518965,2
6704,0,0,0,2010,171,458,2024-06-18 01:32:30.908154,2
6672,0,0,0,2010,28,442,2024-06-18 01:30:50.919079,2
6708,0,0,0,2010,98,444,2024-06-18 01:31:11.14981,2
6675,0,0,0,2010,45,438,2024-06-18 01:30:20.969773,2
6700,0,0,0,2010,179,416,2024-06-18 01:26:41.434843,2
6725,0,0,0,2010,120,450,2024-06-18 01:31:26.23981,2
6733,0,0,0,2010,195,414,2024-06-18 01:25:41.755169,2
6696,0,0,0,2010,152,432,2024-06-18 01:29:31.29986,2
6718,0,0,0,2010,226,462,2024-06-18 01:33:06.671375,2
4323,0,0,0,2010,148,410,2024-06-18 01:19:01.492922,2
16199,0,0,0,2010,150,410,2024-06-18 01:19:01.501034,2
6750,0,0,0,2010,158,116,2022-09-06 18:17:58.325057,1
6751,60000,0,0,2010,175,1225,2022-09-06 18:17:58.325057,4
6752,0,1,0,2010,217,744,2022-09-06 18:17:58.325057,3
6754,0,0,0,2010,123,500,2022-09-06 18:17:58.325057,4
6760,0,0,0,2010,21,3,2022-09-06 18:17:58.325057,1
6761,0,0,0,2010,8,400,2022-09-06 18:17:58.325057,1
6826,0,0,0,2010,87,428,2024-06-18 01:29:01.097459,2
6763,0,0,0,2010,77,424,2022-09-06 18:17:58.325057,3
6764,0,0,0,2010,213,3,2022-09-06 18:17:58.325057,1
6765,0,0,0,2010,124,820,2022-09-06 18:17:58.325057,2
6768,0,6,0,2010,137,717,2022-09-06 18:17:58.325057,3
6769,0,0,0,2010,188,496,2022-09-06 18:17:58.325057,3
6770,0,1,0,2010,111,875,2022-09-06 18:17:58.325057,3
6771,0,0,0,2010,208,3,2022-09-06 18:17:58.325057,1
6773,0,0,0,2010,17,80,2022-09-06 18:17:58.325057,1
6778,335071,0,0,2010,2,400,2022-09-06 18:17:58.325057,2
24768,220,0,0,2010,233,192,2024-11-25 10:12:23.449713,4
6781,0,1,0,2010,107,699,2022-09-06 18:17:58.325057,3
6782,0,0,0,2010,143,222,2022-09-06 18:17:58.325057,1
6783,0,0,0,2010,135,498,2022-09-06 18:17:58.325057,3
6788,0,0,0,2010,140,470,2022-09-06 18:17:58.325057,3
6789,0,2,0,2010,65,716,2022-09-06 18:17:58.325057,3
6790,0,1,0,2010,79,669,2022-09-06 18:17:58.325057,3
6791,0,1,0,2010,1,1223,2022-09-06 18:17:58.325057,3
6792,0,0,0,2010,157,820,2022-09-06 18:17:58.325057,4
6794,0,0,0,2010,124,424,2022-09-06 18:17:58.325057,4
6797,0,0,0,2010,196,724,2022-09-06 18:17:58.325057,4
6798,0,0,0,2010,122,372,2022-09-06 18:17:58.325057,3
6799,85,0,0,2010,123,1115,2022-09-06 18:17:58.325057,4
6801,0,2,0,2010,72,744,2022-09-06 18:17:58.325057,3
6803,0,4,0,2010,221,772,2022-09-06 18:17:58.325057,3
6804,2356,0,0,2010,147,446,2022-09-06 18:17:58.325057,2
6806,0,0,0,2010,177,538,2022-09-06 18:17:58.325057,3
6807,18,0,0,2010,177,584,2023-08-25 12:05:08.482486,4
6785,0,0,0,2010,54,424,2024-06-18 01:28:26.011979,2
6813,0,2,0,2010,21,1270,2022-09-06 18:17:58.325057,3
6814,0,0,0,2010,233,406,2022-09-06 18:17:58.325057,1
6816,532,0,0,2010,29,1301,2022-09-06 18:17:58.325057,2
6817,0,0,0,2010,127,424,2022-09-06 18:17:58.325057,4
6818,0,0,0,2010,32,400,2022-09-06 18:17:58.325057,4
6832,0,0,0,2010,16,420,2024-06-18 01:27:50.887227,2
6820,0,0,0,2010,23,723,2022-09-06 18:17:58.325057,4
6779,0,0,0,2010,196,418,2024-06-18 01:27:36.45865,2
6822,0,0,0,2010,126,498,2022-09-06 18:17:58.325057,4
6823,0,0,0,2010,13,723,2022-09-06 18:17:58.325057,4
6829,0,1,0,2010,25,915,2022-09-06 18:17:58.325057,3
6830,0,0,10,2010,153,828,2023-03-16 16:20:20.885162,2
6831,0,0,0,2010,143,470,2022-09-06 18:17:58.325057,4
6833,0,0,0,2010,141,619,2022-09-06 18:17:58.325057,2
6837,0,1,0,2010,196,711,2022-09-06 18:17:58.325057,3
6753,0,0,0,2010,15,494,2024-06-18 01:37:20.89019,2
6802,0,0,0,2010,200,492,2024-06-18 01:37:01.48225,2
6784,0,0,0,2010,33,490,2024-06-18 01:36:45.965205,2
6827,0,0,0,2010,63,486,2024-06-18 01:36:11.026003,2
6793,0,0,0,2010,84,484,2024-06-18 01:35:56.093402,2
6809,0,0,0,2010,189,494,2024-06-18 01:37:21.408556,2
6835,0,0,0,2010,25,482,2024-06-18 01:35:40.912482,2
6776,0,0,0,2010,214,484,2024-06-18 01:35:56.499931,2
6758,0,0,0,2010,14,480,2024-06-18 01:35:25.87823,2
6772,0,0,0,2010,144,482,2024-06-18 01:35:41.255233,2
6755,0,0,0,2010,160,476,2024-06-18 01:34:51.294932,2
6815,0,0,0,2010,194,472,2024-06-18 01:34:21.443586,2
6825,0,0,0,2010,100,456,2024-06-18 01:32:15.935015,2
6838,0,0,0,2010,229,480,2024-06-18 01:35:26.536449,2
6766,0,0,0,2010,226,454,2024-06-18 01:31:56.562796,2
6757,0,0,0,2010,220,452,2024-06-18 01:31:40.955977,2
6774,0,0,0,2010,224,450,2024-06-18 01:31:26.581507,2
6767,0,0,0,2010,169,444,2024-06-18 01:31:11.374815,2
6834,0,0,0,2010,6,434,2024-06-18 01:29:45.870977,2
6811,0,0,0,2010,151,430,2024-06-18 01:29:16.29015,2
6812,0,0,0,2010,25,412,2024-06-18 01:21:50.946742,2
6786,0,0,0,2010,9,432,2024-06-18 01:29:30.877399,2
24769,11153,0,0,2010,145,194,2024-11-25 10:12:38.441666,4
18019,0,0,0,2010,151,410,2024-06-18 01:19:01.505676,2
6796,0,0,0,2010,194,416,2024-06-18 01:26:41.488223,2
6828,0,0,0,2010,120,456,2024-06-18 01:32:16.000115,2
8401,0,0,0,2010,156,410,2024-06-18 01:19:01.522347,2
5436,0,0,0,2010,175,410,2024-06-18 01:19:01.600649,2
6839,0,0,0,2010,100,428,2024-06-18 01:29:01.137113,2
6841,0,0,0,2010,62,633,2022-09-06 18:17:58.325057,2
6842,0,0,0,2010,77,470,2022-09-06 18:17:58.325057,2
6843,0,0,0,2010,138,496,2022-09-06 18:17:58.325057,4
24770,3822,0,0,2010,224,194,2024-11-25 10:12:43.473252,4
6848,13202,0,0,2010,129,402,2022-09-06 18:17:58.325057,2
6849,0,0,0,2010,4,178,2022-09-06 18:17:58.325057,1
6850,0,0,0,2010,172,505,2022-09-06 18:17:58.325057,2
6852,6227,0,0,2010,140,220,2022-09-06 18:17:58.325057,2
6853,0,0,0,2010,35,168,2022-09-06 18:17:58.325057,1
6854,0,0,0,2010,45,723,2022-09-06 18:17:58.325057,2
6919,0,0,0,2010,43,430,2024-06-18 01:29:15.968729,2
6856,0,0,0,2010,36,400,2022-09-06 18:17:58.325057,1
6920,0,0,0,2010,59,426,2024-06-18 01:28:41.011376,2
6860,0,0,0,2010,42,208,2022-09-06 18:17:58.325057,1
6862,0,0,0,2010,72,3,2022-09-06 18:17:58.325057,1
6865,1500,0,0,2010,22,1181,2022-09-06 18:17:58.325057,2
6867,0,0,0,2010,135,486,2022-09-06 18:17:58.325057,4
6868,0,0,0,2010,102,631,2022-09-06 18:17:58.325057,2
6870,0,0,0,2010,89,724,2022-09-06 18:17:58.325057,2
6863,0,0,0,2010,204,424,2024-06-18 01:28:26.482602,2
6872,1606,0,0,2010,170,836,2022-09-06 18:17:58.325057,2
6876,1500,0,0,2010,24,1151,2022-09-06 18:17:58.325057,2
6877,64,0,0,2010,160,446,2022-09-06 18:17:58.325057,2
6879,0,0,0,2010,21,585,2022-09-06 18:17:58.325057,4
6882,0,0,42,2010,232,828,2023-03-16 16:20:21.008083,2
6903,0,0,0,2010,194,432,2024-06-18 01:29:31.456812,2
6888,1306,0,0,2010,1,836,2022-09-06 18:17:58.325057,2
6890,0,3,0,2010,55,506,2022-09-06 18:17:58.325057,4
