id,ucs_transfer_amount,issuer_id,recipient_id,distribution_id,ownership_transfer_type_id,status,retired,negotiated_total,created_by,created_date,last_modified_by,last_modified_date,reason_description,type_reason,nxt_id,year,origin_platform_id,recipient_platform_id
190,1500,3,1398,36838,12,PROCESSED,f,,918,2023-04-05 11:53:03.322359,905,2023-04-10 15:17:54.492152,,,,,4,
192,1500,3,1151,36843,9,PROCESSED,f,,918,2023-04-05 11:54:02.854253,905,2023-04-10 15:17:54.477962,,,,,4,
244,320833,3,1109,37124,7,PROCESSED,f,,918,2023-08-09 10:06:37.052944,918,2023-08-10 13:33:58.250299,,,,2010,2,
239,10,3,1533,37129,14,PROCESSED,f,,918,2023-08-09 10:03:34.048022,918,2023-08-10 13:34:30.064211,,,,2010,2,
208,300,3,1501,37023,16,PROCESSED,f,,918,2023-06-12 09:47:59.469294,918,2023-06-15 11:23:23.790722,,,,2010,2,
150,1500,3,1151,36655,9,PROCESSED,f,,918,2022-12-08 16:56:31.563328,890,2022-12-12 12:44:11.522632,,,,2010,2,
197,16667,3,922,36895,1,PROCESSED,f,,918,2023-05-03 09:58:10.444327,918,2023-05-09 15:36:13.982017,,,,2010,2,
151,1500,3,1172,36658,9,PROCESSED,f,,918,2022-12-08 16:56:58.198764,890,2022-12-12 12:44:11.560923,,,,2010,2,
210,10,3,1487,37024,14,PROCESSED,f,,918,2023-06-12 09:48:53.087468,918,2023-06-15 11:23:23.909568,,,,2010,2,
221,300,3,1640,37038,18,PROCESSED,f,,918,2023-06-19 14:40:19.316628,918,2023-06-20 09:21:14.344434,,,,2010,2,
145,1500,3,1398,36650,12,PROCESSED,f,,918,2022-12-08 16:44:52.84953,890,2022-12-12 12:44:11.433224,,,,2010,2,
247,100000,3,1640,37140,18,PROCESSED,f,,918,2023-08-15 14:32:09.250223,918,2023-08-15 15:38:17.739162,,,,2010,2,
143,10000,3,850,36651,10,PROCESSED,f,,918,2022-12-08 14:56:56.660745,890,2022-12-12 12:44:11.433591,,,,2010,2,
162,1500,3,1398,36755,12,PROCESSED,f,,918,2023-02-13 08:32:08.549735,918,2023-02-14 08:40:06.875524,,,,2010,2,
163,16667,3,922,36756,1,PROCESSED,f,,918,2023-02-13 08:33:09.43507,918,2023-02-14 08:40:06.877906,,,,2010,2,
164,16667,3,919,36754,2,PROCESSED,f,,918,2023-02-13 08:33:36.864063,918,2023-02-14 08:40:06.873325,,,,2010,2,
165,12334,3,834,36752,10,PROCESSED,f,,918,2023-02-13 08:34:08.112835,918,2023-02-14 08:40:06.859284,,,,2010,2,
166,1500,3,1181,36753,9,PROCESSED,f,,918,2023-02-13 08:34:33.098775,918,2023-02-14 08:40:06.859284,,,,2010,2,
152,1,3,850,36688,10,PROCESSED,f,,918,2023-01-02 16:54:46.385368,918,2023-01-02 16:54:54.014242,,,,2010,2,
4,10000,3,850,36051,3,PROCESSED,f,0.00,1,2021-07-16 00:00:00,,,,,,,4,
5,1000,3,861,36052,3,PROCESSED,f,0.00,1,2021-07-27 00:00:00,,,,,,2010,2,
6,8600,3,861,36053,3,PROCESSED,f,0.00,1,2021-07-29 00:00:00,,,,,,2010,2,
7,8853,3,900,36059,4,PROCESSED,f,,1,2021-10-20 12:34:55.907156,851,2021-10-20 13:55:18.727852,,,,2010,2,
29,16667,3,836,36128,6,PROCESSED,f,,918,2022-01-11 08:34:57.576627,0,2022-01-12 09:42:51.897781,,,,2010,2,
8,416671,3,919,36073,2,PROCESSED,f,,918,2021-11-16 16:30:19.640555,0,2021-11-16 17:19:23.153323,,,,2010,2,
9,561,3,920,36076,5,PROCESSED,f,,918,2021-11-16 16:41:56.880953,0,2021-11-16 17:19:23.179969,,,,2010,2,
167,1500,3,1151,36751,9,PROCESSED,f,,918,2023-02-13 08:35:04.008814,918,2023-02-14 08:40:06.859284,,,,2010,2,
153,16667,3,836,36697,8,PROCESSED,f,,918,2023-01-05 08:17:15.94842,918,2023-01-05 08:17:25.650288,,,,2010,2,
10,50003,3,836,36075,4,PROCESSED,f,,918,2021-11-16 16:43:00.489575,0,2021-11-16 17:19:23.179242,,,,2010,2,
11,250003,3,922,36074,1,PROCESSED,f,,918,2021-11-16 16:49:23.216859,0,2021-11-16 17:19:23.152671,,,,2010,2,
12,125000,3,921,36072,4,PROCESSED,f,,918,2021-11-16 16:50:18.366911,0,2021-11-16 17:19:23.155585,,,,2010,2,
30,16667,3,922,36127,1,PROCESSED,f,,918,2022-01-11 08:35:50.572999,0,2022-01-12 09:42:51.92449,,,,2010,2,
31,16667,3,919,36126,2,PROCESSED,f,,918,2022-01-11 08:36:33.440766,905,2022-01-12 09:42:51.967785,,,,2010,2,
32,680,3,928,36129,5,PROCESSED,f,,918,2022-01-11 08:37:23.723448,0,2022-01-12 09:42:51.963526,,,,2010,2,
33,37002,3,937,,5,DENIED,f,,918,2022-01-11 15:24:38.692053,918,2022-01-11 15:31:06.860218,Quantidade de UCS errada,INCORRECT_DATA,,2010,2,
34,12334,3,937,36125,5,PROCESSED,f,,918,2022-01-11 15:33:12.248693,0,2022-01-12 09:42:51.923219,,,,2010,2,
13,680,3,928,36078,5,PROCESSED,f,,918,2021-11-23 11:07:57.209383,851,2021-11-25 17:17:11.277778,,,,2010,2,
25,20834,3,1088,36123,6,PROCESSED,f,,918,2021-12-21 12:21:49.294055,905,2022-01-10 10:17:28.186923,,,,2010,2,
26,31250,3,1090,36124,6,PROCESSED,f,,918,2021-12-21 12:22:15.783517,905,2022-01-10 10:17:54.150531,,,,2010,2,
14,12334,3,937,36106,5,PROCESSED,f,,918,2021-12-09 08:26:58.985383,918,2021-12-09 13:14:37.84165,,,,2010,2,
15,680,3,928,36113,5,PROCESSED,f,,918,2021-12-09 08:50:24.12829,918,2021-12-21 12:14:00.223552,,,,2010,2,
16,16667,3,836,36114,4,PROCESSED,f,,918,2021-12-09 08:59:07.216295,918,2021-12-21 12:14:08.413188,,,,2010,2,
17,93750,3,921,36146,6,PROCESSED,f,,918,2021-12-09 09:04:11.257685,918,2022-02-08 10:16:03.482059,,,,2010,2,
18,16667,3,922,36115,1,PROCESSED,f,,918,2021-12-09 09:08:02.945591,918,2021-12-21 12:14:14.124162,,,,2010,2,
19,16667,3,919,36116,2,PROCESSED,f,,918,2021-12-09 09:11:32.95588,918,2021-12-21 12:14:20.27306,,,,2010,2,
20,342400,3,939,36158,6,PROCESSED,f,,1,2021-12-09 10:07:49.05099,851,2022-02-10 18:17:24.878056,,,,2010,2,
21,342400,3,858,36151,6,PROCESSED,f,,1,2021-12-09 10:08:28.394259,0,2022-02-10 18:17:15.91379,,,,2010,2,
22,342400,3,941,36154,6,PROCESSED,f,,1,2021-12-09 10:10:07.900189,0,2022-02-10 18:17:15.951462,,,,2010,2,
23,1112800,3,940,36150,6,PROCESSED,f,,1,2021-12-09 10:10:38.117078,0,2022-02-10 18:17:15.914778,,,,2010,2,
24,12334,3,937,36105,5,PROCESSED,f,,918,2021-12-09 10:27:49.060577,918,2021-12-09 13:14:23.099835,,,,2010,2,
27,31250,3,1089,36122,6,PROCESSED,f,,918,2021-12-21 12:23:29.63219,905,2022-01-10 10:17:03.336469,,,,2010,2,
28,225000,3,1109,36121,7,PROCESSED,f,,918,2022-01-07 18:11:39.816016,905,2022-01-10 10:14:21.632205,,,,2010,2,
35,16667,3,922,36148,1,PROCESSED,f,,918,2022-02-06 16:23:23.621953,851,2022-02-10 18:17:15.987547,,,,2010,2,
36,16667,3,919,36152,2,PROCESSED,f,,918,2022-02-06 16:25:35.604023,851,2022-02-10 18:17:15.988262,,,,2010,2,
37,16667,3,836,36153,8,PROCESSED,f,,918,2022-02-06 16:26:37.907367,0,2022-02-10 18:17:15.941947,,,,2010,2,
38,680,3,928,36156,5,PROCESSED,f,,918,2022-02-06 16:27:12.909867,0,2022-02-10 18:17:15.97393,,,,2010,2,
39,12334,3,937,36149,5,PROCESSED,f,,918,2022-02-06 16:27:52.89104,0,2022-02-10 18:17:15.910473,,,,2010,2,
40,75000,3,1109,36155,7,PROCESSED,f,,918,2022-02-06 16:38:19.243595,0,2022-02-10 18:17:15.959956,,,,2010,2,
41,7500,3,850,36157,6,PROCESSED,f,,918,2022-02-08 09:45:59.62612,0,2022-02-10 18:17:15.982381,,,,2010,2,
43,8000,3,861,,2,DENIED,f,,918,2022-02-16 13:07:09.711936,918,2022-02-16 14:30:40.955331,A pedido da Luzia sera realizado diretamente na Conta Alcides pessoa fisica.,INCORRECT_DATA,,2010,2,
44,8000,3,1157,36163,6,PROCESSED,f,,918,2022-02-16 14:31:56.126329,851,2022-02-17 16:19:13.861836,,,,2010,2,
46,16667,3,922,36175,1,PROCESSED,f,,918,2022-03-09 10:00:32.260867,905,2022-03-09 15:57:53.596318,,,,2010,2,
42,1515,3,1154,36162,6,PROCESSED,f,,918,2022-02-15 08:49:51.076014,851,2022-02-15 17:40:23.883208,,,,2010,2,
47,12334,3,937,36173,5,PROCESSED,f,,918,2022-03-09 11:23:24.745485,0,2022-03-09 15:57:53.591607,,,,2010,2,
45,417,3,1177,36176,6,PROCESSED,f,,918,2022-03-08 09:57:58.318278,0,2022-03-09 15:57:53.592699,,,,2010,2,
48,680,3,928,36174,5,PROCESSED,f,,918,2022-03-09 11:30:10.403071,0,2022-03-09 15:57:53.594528,,,,2010,2,
49,1595,3,1181,36180,6,PROCESSED,f,,918,2022-03-09 16:40:50.780595,851,2022-03-11 07:35:50.381973,,,,2010,2,
50,1150,3,1172,36181,9,PROCESSED,f,,918,2022-03-09 16:54:01.637966,851,2022-03-11 07:36:06.019988,,,,2010,2,
51,2300,3,1151,36179,9,PROCESSED,f,,918,2022-03-09 17:07:19.628616,851,2022-03-11 07:35:06.193897,,,,2010,2,
60,175000,3,1210,36194,10,PROCESSED,f,,918,2022-03-28 15:55:01.248011,0,2022-03-29 09:19:41.887123,,,,2010,2,
69,12334,3,937,36247,6,PROCESSED,f,,918,2022-04-19 11:37:40.845001,918,2022-04-19 11:46:26.754428,,,,2010,2,
70,1500,3,1172,36246,9,PROCESSED,f,,918,2022-04-19 11:38:29.514795,918,2022-04-19 11:46:22.020974,,,,2010,2,
71,1500,3,1151,36245,9,PROCESSED,f,,918,2022-04-19 11:39:30.859592,918,2022-04-19 11:46:17.451025,,,,2010,2,
72,1500,3,1181,36244,9,PROCESSED,f,,918,2022-04-19 11:40:05.480614,918,2022-04-19 11:46:12.901512,,,,2010,2,
73,680,3,928,36243,5,PROCESSED,f,,918,2022-04-19 11:40:42.51731,918,2022-04-19 11:46:07.281488,,,,2010,2,
74,16667,3,919,36242,2,PROCESSED,f,,918,2022-04-19 11:41:16.103578,918,2022-04-19 11:45:34.507392,,,,2010,2,
75,16667,3,922,36241,1,PROCESSED,f,,918,2022-04-19 11:41:48.50547,918,2022-04-19 11:45:29.828484,,,,2010,2,
76,16667,3,836,36240,8,PROCESSED,f,,918,2022-04-19 11:42:20.135081,918,2022-04-19 11:45:24.692503,,,,2010,2,
95,16667,3,922,36311,1,PROCESSED,f,,918,2022-06-09 10:24:06.677535,0,2022-06-13 15:45:35.295884,,,,2010,2,
77,16667,3,922,36267,1,PROCESSED,f,,918,2022-05-05 11:28:07.095817,0,2022-05-10 16:45:14.344175,,,,2010,2,
78,16667,3,836,36273,8,PROCESSED,f,,918,2022-05-05 11:31:43.58658,0,2022-05-10 16:45:14.386206,,,,2010,2,
79,16667,3,919,36275,2,PROCESSED,f,,918,2022-05-05 11:42:40.981374,0,2022-05-10 16:45:14.4246,,,,2010,2,
80,680,3,928,36270,5,PROCESSED,f,,918,2022-05-05 11:46:50.717683,905,2022-05-10 16:45:14.433013,,,,2010,2,
81,12334,3,937,36271,10,PROCESSED,f,,918,2022-05-05 11:54:39.894573,905,2022-05-10 16:45:14.434221,,,,2010,2,
82,1500,3,1181,36274,9,PROCESSED,f,,918,2022-05-05 11:58:39.620854,0,2022-05-10 16:45:14.420287,,,,2010,2,
83,1500,3,1151,36268,9,PROCESSED,f,,918,2022-05-05 12:05:57.5045,0,2022-05-10 16:45:14.39108,,,,2010,2,
84,1500,3,1172,36269,9,PROCESSED,f,,918,2022-05-05 12:12:49.179103,0,2022-05-10 16:45:14.344168,,,,2010,2,
85,282613,3,1245,36272,10,PROCESSED,f,,918,2022-05-09 08:28:01.258767,0,2022-05-10 16:45:14.382245,,,,2010,2,
86,8000,3,1157,36296,10,PROCESSED,f,,918,2022-06-02 16:59:01.344413,851,2022-06-02 17:05:39.736246,,,,2010,2,
87,1500,3,1172,36318,9,PROCESSED,f,,918,2022-06-09 09:17:13.219198,0,2022-06-13 15:45:35.345129,,,,2010,2,
88,1500,3,1151,36317,9,PROCESSED,f,,918,2022-06-09 09:24:11.031071,0,2022-06-13 15:45:35.383551,,,,2010,2,
89,1500,3,1181,36314,9,PROCESSED,f,,918,2022-06-09 09:46:33.389176,0,2022-06-13 15:45:35.296058,,,,2010,2,
90,12334,3,937,36337,10,PROCESSED,f,,918,2022-06-09 09:48:55.749627,905,2022-07-01 15:20:09.325822,,,,2010,2,
91,680,3,928,36316,5,PROCESSED,f,,918,2022-06-09 09:55:44.426515,0,2022-06-13 15:45:35.34333,,,,2010,2,
92,16667,3,919,36315,10,PROCESSED,f,,918,2022-06-09 09:59:39.354951,905,2022-06-13 15:45:35.390612,,,,2010,2,
93,16667,3,836,36312,8,PROCESSED,f,,918,2022-06-09 10:03:36.851105,905,2022-06-13 15:45:35.390135,,,,2010,2,
94,16667,3,922,36313,1,PROCESSED,f,,918,2022-06-09 10:22:06.025131,0,2022-06-13 15:45:35.302409,,,,2010,2,
96,60817,3,1245,36344,6,PROCESSED,f,,1,2022-06-20 11:11:54.636258,905,2022-07-04 17:46:49.236179,,,,2010,2,
97,16667,3,922,36357,1,PROCESSED,f,,918,2022-07-08 14:39:03.381302,0,2022-07-11 17:25:10.977561,,,,2010,2,
101,12334,3,937,36358,10,PROCESSED,f,,918,2022-07-08 14:46:50.033049,0,2022-07-11 17:25:11.003365,,,,2010,2,
103,1500,3,1151,36359,9,PROCESSED,f,,918,2022-07-08 14:50:09.367235,0,2022-07-11 17:25:11.005632,,,,2010,2,
98,16667,3,836,36360,8,PROCESSED,f,,918,2022-07-08 14:41:10.091866,0,2022-07-11 17:25:11.014551,,,,2010,2,
104,1500,3,1172,36361,9,PROCESSED,f,,918,2022-07-08 14:52:23.170321,0,2022-07-11 17:25:11.02652,,,,2010,2,
99,16667,3,919,36354,2,PROCESSED,f,,918,2022-07-08 14:43:07.172999,905,2022-07-11 17:25:11.028547,,,,2010,2,
116,1500,3,1172,36429,9,PROCESSED,f,,918,2022-08-05 16:48:04.5458,0,2022-08-10 18:00:38.197208,,,,2010,2,
117,16667,3,836,36434,8,PROCESSED,f,,918,2022-08-05 16:50:44.926711,0,2022-08-10 18:00:38.220563,,,,2010,2,
136,16667,3,922,36622,1,PROCESSED,f,,918,2022-11-07 11:45:46.47948,933,2022-11-14 10:49:44.360597,,,,2010,2,
120,16667,3,836,36478,8,PROCESSED,f,,918,2022-09-09 16:02:13.549275,905,2022-09-12 10:15:51.028491,,,,2010,2,
121,16667,3,922,36482,1,PROCESSED,f,,918,2022-09-09 16:02:40.436809,905,2022-09-12 10:15:51.065741,,,,2010,2,
105,1018516,3,1301,36420,11,PROCESSED,f,,918,2022-08-04 11:32:38.601677,0,2022-08-05 15:28:42.33598,,,,2010,2,
106,1013490,3,1302,36422,11,PROCESSED,f,,918,2022-08-04 11:33:23.058616,0,2022-08-05 15:28:42.356516,,,,2010,2,
107,956909,3,1305,36418,11,PROCESSED,f,,918,2022-08-05 09:57:11.8294,905,2022-08-05 15:28:42.358226,,,,2010,2,
108,1025348,3,1303,36421,11,PROCESSED,f,,918,2022-08-05 09:59:13.008346,0,2022-08-05 15:28:42.34068,,,,2010,2,
109,1024104,3,1310,36419,11,PROCESSED,f,,918,2022-08-05 15:23:08.99725,0,2022-08-05 15:28:42.335385,,,,2010,2,
122,16667,3,919,36479,2,PROCESSED,f,,918,2022-09-09 16:03:01.913331,905,2022-09-12 10:15:51.028231,,,,2010,2,
123,12334,3,937,36481,10,PROCESSED,f,,918,2022-09-09 16:03:29.858772,905,2022-09-12 10:15:51.062653,,,,2010,2,
124,1500,3,1181,36483,9,PROCESSED,f,,918,2022-09-09 16:03:57.100927,905,2022-09-12 10:15:51.073005,,,,2010,2,
125,1500,3,1151,36480,9,PROCESSED,f,,918,2022-09-09 16:04:20.621404,905,2022-09-12 10:15:51.030491,,,,2010,2,
126,1500,3,1172,36484,9,PROCESSED,f,,918,2022-09-09 16:04:41.03949,905,2022-09-12 10:15:51.089302,,,,2010,2,
127,7500,3,850,36485,1,PROCESSED,f,,918,2022-09-09 16:05:02.960655,905,2022-09-12 10:15:51.093599,,,,2010,2,
137,16667,3,919,36616,2,PROCESSED,f,,918,2022-11-07 11:47:16.592313,933,2022-11-14 10:49:44.363023,,,,2010,2,
110,16667,3,922,36430,1,PROCESSED,f,,918,2022-08-05 16:35:31.998563,0,2022-08-10 18:00:38.197301,,,,2010,2,
111,16667,3,919,36432,2,PROCESSED,f,,918,2022-08-05 16:37:40.963925,0,2022-08-10 18:00:38.213263,,,,2010,2,
112,680,3,928,36431,5,PROCESSED,f,,918,2022-08-05 16:39:36.575521,905,2022-08-10 18:00:38.232979,,,,2010,2,
113,12334,3,937,36433,10,PROCESSED,f,,918,2022-08-05 16:41:21.868173,905,2022-08-10 18:00:38.233077,,,,2010,2,
114,1500,3,1181,36424,9,PROCESSED,f,,918,2022-08-05 16:42:59.674878,918,2022-08-09 09:36:04.055185,,,,2010,2,
115,1500,3,1151,36435,9,PROCESSED,f,,918,2022-08-05 16:45:24.742804,0,2022-08-10 18:00:38.231121,,,,2010,2,
138,12334,3,937,36620,10,PROCESSED,f,,918,2022-11-07 11:48:36.932346,933,2022-11-14 10:49:44.363378,,,,2010,2,
139,1500,3,1181,36621,9,PROCESSED,f,,918,2022-11-07 11:49:35.519435,933,2022-11-14 10:49:44.359139,,,,2010,2,
118,1026349,3,1333,36471,11,PROCESSED,f,,918,2022-09-01 15:56:23.088311,905,2022-09-01 17:26:36.984052,,,,2010,2,
119,229675,3,1334,36474,11,PROCESSED,f,,918,2022-09-05 11:22:56.512142,905,2022-09-06 15:13:01.464777,,,,2010,2,
140,1500,3,1151,36617,9,PROCESSED,f,,918,2022-11-07 11:51:41.500988,933,2022-11-14 10:49:44.328488,,,,2010,2,
128,12334,3,937,36518,10,PROCESSED,f,,918,2022-10-07 16:09:12.12312,918,2022-10-11 09:30:09.568345,,,,2010,2,
129,1500,3,1172,36521,9,PROCESSED,f,,918,2022-10-07 16:10:06.18072,918,2022-10-11 09:30:09.60051,,,,2010,2,
130,1500,3,1151,36515,9,PROCESSED,f,,918,2022-10-07 16:10:33.896316,933,2022-10-11 09:30:09.607122,,,,2010,2,
131,1500,3,1181,36519,9,PROCESSED,f,,918,2022-10-07 16:11:07.360789,933,2022-10-11 09:30:09.607414,,,,2010,2,
132,16667,3,919,36520,2,PROCESSED,f,,918,2022-10-07 16:11:39.48907,918,2022-10-11 09:30:09.604672,,,,2010,2,
133,16667,3,922,36516,1,PROCESSED,f,,918,2022-10-07 16:12:10.55985,918,2022-10-11 09:30:09.566381,,,,2010,2,
134,16667,3,836,36517,8,PROCESSED,f,,918,2022-10-07 16:12:43.661606,933,2022-10-11 09:30:09.576846,,,,2010,2,
141,1500,3,1172,36618,9,PROCESSED,f,,918,2022-11-07 11:52:59.594521,933,2022-11-14 10:49:44.327006,,,,2010,2,
144,93750,3,921,36657,10,PROCESSED,f,,918,2022-12-08 15:03:57.010932,890,2022-12-12 12:44:11.541877,,,,2010,2,
142,1027543,3,1397,36653,11,PROCESSED,f,,918,2022-12-08 14:47:33.926794,890,2022-12-12 12:44:11.48728,,,,2010,2,
135,16667,3,836,36619,8,PROCESSED,f,,918,2022-11-07 11:43:26.64507,933,2022-11-14 10:49:44.327006,,,,2010,2,
146,16667,3,922,36652,1,PROCESSED,f,,918,2022-12-08 16:46:37.035728,890,2022-12-12 12:44:11.477691,,,,2010,2,
147,16667,3,919,36654,2,PROCESSED,f,,918,2022-12-08 16:47:10.237627,890,2022-12-12 12:44:11.485786,,,,2010,2,
148,12334,3,937,36656,10,PROCESSED,f,,918,2022-12-08 16:51:13.656253,890,2022-12-12 12:44:11.530681,,,,2010,2,
149,1500,3,1181,36649,9,PROCESSED,f,,918,2022-12-08 16:53:51.338546,890,2022-12-12 12:44:11.437691,,,,2010,2,
176,1500,3,1181,36782,9,PROCESSED,f,,918,2023-03-07 12:34:21.761154,0,2023-03-07 16:04:59.506297,,,,,4,
177,16667,3,919,36781,2,PROCESSED,f,,918,2023-03-07 12:35:12.063507,0,2023-03-07 16:04:59.494603,,,,,4,
154,1500,3,1151,36713,9,PROCESSED,f,,918,2023-01-05 08:18:06.567571,1411,2023-01-11 09:42:51.599048,,,,2010,2,
155,1500,3,1181,36715,9,PROCESSED,f,,918,2023-01-05 08:18:40.332582,933,2023-01-11 09:42:51.621583,,,,2010,2,
156,1500,3,1172,,9,DENIED,f,,918,2023-01-05 08:21:08.928715,918,2023-02-13 08:35:31.691796,Nao enviou relatorio,OTHER,,2010,2,
157,12334,3,937,36710,10,PROCESSED,f,,918,2023-01-05 08:36:27.013049,1411,2023-01-11 09:42:51.623282,,,,2010,2,
158,16667,3,919,36714,2,PROCESSED,f,,918,2023-01-05 08:36:56.539596,933,2023-01-11 09:42:51.620241,,,,2010,2,
159,16667,3,922,36711,1,PROCESSED,f,,918,2023-01-05 08:37:20.193344,933,2023-01-11 09:42:51.595165,,,,2010,2,
160,1500,3,1398,36712,12,PROCESSED,f,,918,2023-01-05 08:37:45.56566,933,2023-01-11 09:42:51.595165,,,,2010,2,
178,5,3,1487,36791,14,PROCESSED,f,,918,2023-03-09 15:17:52.94149,918,2023-03-13 09:01:44.76941,,,,2010,2,
179,9,3,1489,36790,15,PROCESSED,f,,918,2023-03-10 11:33:19.047899,918,2023-03-13 09:01:39.415386,,,,2010,2,
161,60000,3,1425,36741,11,PROCESSED,f,,918,2023-01-25 16:57:51.813935,918,2023-02-01 16:19:41.668651,,,,2010,2,
168,205599,3,1473,36778,11,PROCESSED,f,,918,2023-03-01 10:51:47.717684,0,2023-03-07 16:04:59.46315,,,,2010,2,
169,60000,3,1479,36777,11,PROCESSED,f,,918,2023-03-07 11:22:31.653438,0,2023-03-07 16:04:59.430175,,,,2010,2,
170,12334,3,834,,10,DENIED,f,,918,2023-03-07 11:59:44.318498,918,2023-03-07 12:04:41.934749,incorreto,INCORRECT_DATA,,2010,2,
171,16667,3,922,36776,1,PROCESSED,f,,918,2023-03-07 12:03:35.892869,0,2023-03-07 16:04:59.430172,,,,2010,2,
172,12334,3,937,36780,10,PROCESSED,f,,918,2023-03-07 12:05:18.140269,0,2023-03-07 16:04:59.470247,,,,2010,2,
173,1500,3,1398,36779,12,PROCESSED,f,,918,2023-03-07 12:32:12.785359,0,2023-03-07 16:04:59.476906,,,,,4,
174,700,3,1151,,9,DENIED,f,,918,2023-03-07 12:32:41.746788,918,2023-03-07 12:33:33.189734,valor incorreto,INCORRECT_DATA,,,4,
175,1500,3,1151,36775,9,PROCESSED,f,,918,2023-03-07 12:33:58.183913,0,2023-03-07 16:04:59.425781,,,,,4,
180,250,3,1501,36796,16,PROCESSED,f,,918,2023-03-15 08:26:10.827484,918,2023-03-15 08:26:21.590523,,,,2010,2,
181,10000,3,1505,36825,11,PROCESSED,f,,918,2023-03-17 16:20:10.122399,918,2023-03-27 14:52:58.35021,,,,2010,2,
193,16667,3,922,36837,1,PROCESSED,f,,918,2023-04-05 11:56:14.413212,0,2023-04-10 15:17:54.350646,,,,2010,2,
198,12334,3,937,36902,5,PROCESSED,f,,918,2023-05-03 10:07:19.990041,918,2023-05-09 15:36:14.125817,,,,2010,2,
214,1500,3,1151,37021,9,PROCESSED,f,,933,2023-06-12 09:53:28.107264,1410,2023-06-15 11:23:23.778437,,,,,4,
216,1500,3,1398,37029,12,PROCESSED,f,,933,2023-06-12 09:54:12.351177,1410,2023-06-15 11:23:23.907851,,,,,4,
222,1924998,3,1109,37042,7,PROCESSED,f,,918,2023-06-21 17:22:46.700026,918,2023-06-21 17:22:55.611126,,,,2010,2,
251,16667,3,922,37199,1,PROCESSED,f,,918,2023-09-11 09:09:55.414434,918,2023-09-14 17:36:11.42557,,,,2010,2,2
249,320833,3,1109,37197,7,PROCESSED,f,,918,2023-09-11 09:08:00.468348,918,2023-09-14 17:35:49.756092,,,,2010,2,2
257,4,3,1730,37203,14,PROCESSED,f,,918,2023-09-11 09:25:22.580892,918,2023-09-14 17:35:19.985876,,,,2010,2,2
