id,supply_type,payment_date,start_date,end_date,register_bank_id,file_generated,response_read,created_by,created_date,last_modified_by,last_modified_date
69,ASSETS,2022-11-04 00:00:00,2022-11-08 21:00:00,2022-11-10 21:00:00,2,t,t,890,2022-11-04 10:42:55.253498,890,2022-11-04 11:32:09.105252
67,OTHER,2022-11-04 00:00:00,2022-11-02 21:00:00,2022-11-04 21:00:00,1,t,t,890,2022-11-04 09:14:15.397469,890,2022-11-04 09:14:30.150917
70,ASSETS,2022-11-04 00:00:00,2022-11-08 21:00:00,2022-11-10 21:00:00,2,t,t,890,2022-11-04 11:28:26.696089,890,2022-11-04 11:35:41.864124
66,OTHER,2022-11-03 00:00:00,2022-11-01 21:00:00,2022-11-03 21:00:00,2,t,t,890,2022-11-03 15:40:18.521449,890,2022-11-03 15:40:26.462261
71,OTHER,2022-11-07 00:00:00,2022-11-04 21:00:00,2022-11-07 21:00:00,1,t,t,890,2022-11-04 14:58:10.809174,890,2022-11-07 08:31:18.496761
107,OTHER,2022-11-25 00:00:00,2022-11-23 21:00:00,2022-11-25 21:00:00,1,t,t,890,2022-11-25 13:06:01.727576,890,2022-11-25 13:06:11.888384
114,OTHER,2022-11-30 00:00:00,2022-11-28 21:00:00,2022-12-08 21:00:00,1,t,t,890,2022-11-30 11:49:33.868307,890,2022-11-30 11:49:44.118796
92,OTHER,2022-11-14 00:00:00,2022-11-10 21:00:00,2022-11-14 21:00:00,1,t,t,890,2022-11-14 10:21:07.375899,890,2022-11-14 10:25:06.049782
72,OTHER,2022-11-07 00:00:00,2022-11-03 21:00:00,2022-11-07 21:00:00,1,t,t,890,2022-11-07 09:17:04.509094,890,2022-11-07 09:17:48.008473
118,OTHER,2022-12-02 00:00:00,2022-11-29 21:00:00,2022-12-31 21:00:00,1,t,t,890,2022-12-02 12:34:28.729147,890,2022-12-02 12:34:51.287332
73,OTHER,2022-11-07 00:00:00,2022-11-05 21:00:00,2022-11-07 21:00:00,2,t,t,890,2022-11-07 12:10:28.323413,890,2022-11-07 12:10:46.067819
74,OTHER,2022-11-07 00:00:00,2022-11-03 21:00:00,2022-11-07 21:00:00,1,t,t,890,2022-11-07 12:22:00.520964,890,2022-11-07 12:22:10.096997
100,OTHER,2022-11-21 00:00:00,2022-11-19 21:00:00,2022-11-21 21:00:00,1,t,t,890,2022-11-21 11:25:12.924128,890,2022-11-21 11:25:28.310353
