id,supply_type,payment_date,start_date,end_date,register_bank_id,file_generated,response_read,created_by,created_date,last_modified_by,last_modified_date
155,ASSETS,2022-12-16 00:00:00,2022-11-08 21:00:00,2022-11-10 21:00:00,2,t,t,890,2022-12-16 10:02:14.153307,890,2022-12-16 10:04:49.434684
158,OTHER,2022-12-19 00:00:00,2022-12-17 21:00:00,2022-12-19 21:00:00,1,t,t,1406,2022-12-19 08:19:47.377041,890,2022-12-19 08:24:11.543435
172,OTHER,2022-12-21 00:00:00,2022-12-19 21:00:00,2022-12-21 21:00:00,1,t,t,890,2022-12-21 11:24:26.947237,890,2022-12-21 11:26:10.793504
188,OTHER,2023-01-04 00:00:00,2023-01-01 21:00:00,2023-01-04 21:00:00,1,t,t,1406,2023-01-04 13:10:33.332923,890,2023-01-04 13:12:25.065412
147,ASSETS,2022-12-14 00:00:00,2023-01-07 21:00:00,2023-01-10 21:00:00,2,t,t,890,2022-12-14 15:34:35.566566,890,2022-12-14 15:53:07.925971
149,ASSETS,2022-12-15 00:00:00,2023-01-08 21:00:00,2023-01-10 21:00:00,2,t,t,890,2022-12-15 09:35:43.942764,890,2022-12-15 09:35:54.805193
148,OTHER,2022-12-15 00:00:00,2022-12-15 21:00:00,2022-12-20 21:00:00,1,t,t,890,2022-12-15 08:48:05.554941,890,2022-12-15 08:48:39.177837
173,OTHER,2022-12-22 00:00:00,2022-12-20 21:00:00,2022-12-22 21:00:00,1,t,t,890,2022-12-22 08:47:45.533439,890,2022-12-22 08:48:09.152081
189,OTHER,2023-01-05 00:00:00,2023-01-03 21:00:00,2023-01-05 21:00:00,1,t,t,890,2023-01-05 09:42:44.35848,890,2023-01-05 09:47:24.940801
174,OTHER,2022-12-22 00:00:00,2022-12-25 21:00:00,2022-12-31 21:00:00,1,t,t,890,2022-12-22 08:59:54.087153,890,2022-12-22 09:00:09.082762
176,OTHER,2022-12-22 00:00:00,2022-12-20 21:00:00,2022-12-22 21:00:00,1,t,t,890,2022-12-22 11:40:10.282587,890,2022-12-22 11:40:21.696493
146,ASSETS,2022-12-14 00:00:00,2023-01-08 21:00:00,2023-01-10 21:00:00,2,t,t,890,2022-12-14 15:19:49.76068,890,2022-12-14 15:20:47.722766
182,ASSETS,2022-12-23 00:00:00,2023-01-08 21:00:00,2023-01-10 21:00:00,2,t,t,890,2022-12-23 11:13:43.630066,890,2022-12-23 11:13:54.987623
175,OTHER,2022-12-22 00:00:00,2022-12-20 21:00:00,2022-12-22 21:00:00,1,t,t,890,2022-12-22 09:01:15.190009,890,2022-12-22 09:01:52.057749
186,OTHER,2023-01-03 00:00:00,2022-12-31 21:00:00,2023-01-03 21:00:00,1,t,t,890,2023-01-03 09:48:30.875841,890,2023-01-03 09:48:38.59693
177,OTHER,2022-12-22 00:00:00,2022-12-23 21:00:00,2022-12-31 21:00:00,1,t,t,890,2022-12-22 12:11:26.109512,890,2022-12-22 12:11:42.018423
170,OTHER,2022-12-21 00:00:00,2022-12-16 21:00:00,2023-01-20 21:00:00,1,t,t,1406,2022-12-21 09:57:20.142498,890,2022-12-21 10:24:14.463726
167,OTHER,2022-12-20 00:00:00,2022-12-18 21:00:00,2022-12-20 21:00:00,1,t,t,890,2022-12-20 12:54:52.145043,890,2022-12-20 12:55:16.96718
171,OTHER,2022-12-21 00:00:00,2022-12-13 21:00:00,2022-12-15 21:00:00,1,t,t,890,2022-12-21 10:25:41.471826,890,2022-12-21 10:25:50.781025
192,OTHER,2023-01-06 00:00:00,2023-01-04 21:00:00,2023-01-06 21:00:00,1,t,t,890,2023-01-06 08:47:58.433184,890,2023-01-06 08:48:18.127852
178,OTHER,2022-12-22 00:00:00,2022-12-20 21:00:00,2022-12-22 21:00:00,1,t,t,890,2022-12-22 13:49:39.806181,890,2022-12-22 13:49:57.21787
184,OTHER,2022-12-23 00:00:00,2022-12-21 21:00:00,2022-12-23 21:00:00,1,t,t,1406,2022-12-23 15:05:58.278044,890,2022-12-23 15:07:26.302052
183,ASSETS,2022-12-23 00:00:00,2023-01-08 21:00:00,2023-01-10 21:00:00,2,t,t,890,2022-12-23 13:01:33.088824,890,2022-12-23 13:02:41.579054
179,OTHER,2022-12-23 00:00:00,2022-12-21 21:00:00,2023-01-06 21:00:00,1,t,t,890,2022-12-23 09:42:13.631335,890,2022-12-23 09:43:47.894971
180,ASSETS,2022-12-23 00:00:00,2023-01-08 21:00:00,2023-01-10 21:00:00,2,t,t,890,2022-12-23 10:48:23.545976,890,2022-12-23 10:53:42.689886
181,OTHER,2022-12-23 00:00:00,2022-12-21 21:00:00,2022-12-23 21:00:00,1,t,t,1406,2022-12-23 10:59:09.201266,890,2022-12-23 11:00:35.273792
185,OTHER,2023-01-02 00:00:00,2022-12-30 21:00:00,2023-01-02 21:00:00,1,t,t,890,2023-01-02 12:20:53.826416,890,2023-01-02 12:21:28.572934
187,OTHER,2023-01-04 00:00:00,2023-01-02 21:00:00,2023-02-02 21:00:00,1,t,t,890,2023-01-04 10:23:37.004594,890,2023-01-04 10:24:05.043485
193,OTHER,2023-01-06 00:00:00,2023-01-04 21:00:00,2023-01-07 21:00:00,1,t,t,890,2023-01-06 10:03:49.298623,890,2023-01-06 10:04:03.759618
198,OTHER,2023-01-10 00:00:00,2023-01-08 21:00:00,2023-01-10 21:00:00,1,t,t,890,2023-01-10 09:01:58.585055,890,2023-01-10 09:03:12.150747
191,OTHER,2023-01-05 00:00:00,2023-01-03 21:00:00,2023-01-05 21:00:00,1,t,t,890,2023-01-05 14:14:43.089008,890,2023-01-05 14:14:51.050827
190,OTHER,2023-01-05 00:00:00,2023-01-03 21:00:00,2023-01-05 21:00:00,1,t,t,890,2023-01-05 09:46:05.200628,890,2023-01-05 09:48:47.366512
208,OTHER,2023-01-11 00:00:00,2023-01-08 21:00:00,2023-01-11 21:00:00,1,t,t,890,2023-01-11 12:32:25.445284,890,2023-01-11 12:32:37.042466
196,OTHER,2023-01-09 00:00:00,2023-01-07 21:00:00,2023-02-07 21:00:00,1,t,t,890,2023-01-09 09:44:38.261542,890,2023-01-09 09:45:32.09178
194,ASSETS,2023-01-06 00:00:00,2023-01-08 21:00:00,2023-01-10 21:00:00,2,t,t,890,2023-01-06 10:42:18.410685,890,2023-01-06 10:43:42.590915
199,OTHER,2023-01-10 00:00:00,2023-01-08 21:00:00,2023-01-10 21:00:00,2,t,t,890,2023-01-10 09:11:48.063787,890,2023-01-10 09:15:30.200234
202,ASSETS,2023-01-10 00:00:00,2023-01-08 21:00:00,2023-01-10 21:00:00,2,t,t,890,2023-01-10 11:41:11.703875,890,2023-01-10 11:41:23.904737
195,OTHER,2023-01-06 00:00:00,2023-01-04 21:00:00,2023-01-06 21:00:00,1,t,t,890,2023-01-06 13:04:41.946075,890,2023-01-06 13:04:49.11898
201,OTHER,2023-01-10 00:00:00,2023-01-08 21:00:00,2023-01-10 21:00:00,1,t,t,890,2023-01-10 11:15:37.287064,890,2023-01-10 11:15:44.149056
197,ASSETS,2023-01-10 00:00:00,2022-11-03 21:00:00,2022-11-10 21:00:00,2,t,t,890,2023-01-09 10:58:48.964737,890,2023-01-10 11:42:53.082767
200,OTHER,2023-01-10 00:00:00,2023-01-08 21:00:00,2023-01-10 21:00:00,1,t,t,890,2023-01-10 09:35:00.205808,890,2023-01-10 09:35:10.043669
205,OTHER,2023-01-11 00:00:00,2023-01-09 21:00:00,2023-02-09 21:00:00,1,t,t,890,2023-01-11 08:45:25.899691,890,2023-01-11 08:45:41.522033
204,ASSETS,2023-01-10 00:00:00,2023-01-08 21:00:00,2023-01-10 21:00:00,1,t,t,890,2023-01-10 12:51:35.999798,890,2023-01-10 12:51:51.858781
203,OTHER,2023-01-10 00:00:00,2023-01-08 21:00:00,2023-01-10 21:00:00,1,t,t,890,2023-01-10 12:49:55.080019,890,2023-01-10 12:50:15.571887
206,ASSETS,2023-01-11 00:00:00,2023-02-08 21:00:00,2023-02-10 21:00:00,2,t,t,890,2023-01-11 10:00:41.587051,890,2023-01-11 10:00:53.930883
207,ASSETS,2023-01-11 00:00:00,2023-02-08 21:00:00,2023-02-10 21:00:00,2,t,t,890,2023-01-11 11:33:37.63978,890,2023-01-11 11:48:34.28338
242,OTHER,2023-01-31 00:00:00,2023-02-11 21:00:00,2023-02-13 21:00:00,1,t,t,1406,2023-01-31 14:25:07.03642,1406,2023-01-31 14:25:14.940485
225,OTHER,2023-01-20 00:00:00,2023-01-18 21:00:00,2023-01-20 21:00:00,1,t,t,890,2023-01-20 14:59:33.341682,890,2023-01-20 15:01:00.89976
217,ASSETS,2023-01-19 00:00:00,2022-09-28 21:00:00,2022-12-31 21:00:00,2,t,t,890,2023-01-18 17:41:21.803716,890,2023-01-19 09:39:20.443499
218,ASSETS,2023-01-19 00:00:00,2022-12-30 21:00:00,2023-03-31 21:00:00,2,t,t,890,2023-01-19 09:22:40.495166,890,2023-01-19 09:39:55.84813
219,OTHER,2023-01-19 00:00:00,2023-01-17 21:00:00,2023-01-19 21:00:00,2,t,t,890,2023-01-19 09:38:49.499065,890,2023-01-19 09:40:35.803333
226,OTHER,2023-01-20 00:00:00,2023-01-18 21:00:00,2023-01-20 21:00:00,1,t,t,890,2023-01-20 15:00:01.073234,890,2023-01-20 15:01:17.46114
227,OTHER,2023-01-20 00:00:00,2023-01-18 21:00:00,2023-01-20 21:00:00,1,t,t,890,2023-01-20 15:00:26.100291,890,2023-01-20 15:01:32.137889
235,OTHER,2023-01-27 00:00:00,2023-01-25 21:00:00,2023-02-25 21:00:00,1,t,t,890,2023-01-27 09:11:34.305562,890,2023-01-27 09:13:14.441905
221,OTHER,2023-01-19 00:00:00,2023-01-17 21:00:00,2023-01-19 21:00:00,2,t,t,890,2023-01-19 12:12:35.029477,890,2023-01-19 12:13:23.533472
220,ASSETS,2023-01-19 00:00:00,2022-10-30 21:00:00,2023-03-31 21:00:00,2,t,t,890,2023-01-19 12:11:42.196728,890,2023-01-19 12:12:58.579369
228,OTHER,2023-01-23 00:00:00,2023-01-19 21:00:00,2023-01-23 21:00:00,1,t,t,890,2023-01-23 10:29:00.416805,890,2023-01-23 10:29:07.277553
236,OTHER,2023-01-27 00:00:00,2023-01-25 21:00:00,2023-01-27 21:00:00,1,t,t,890,2023-01-27 12:59:43.088224,890,2023-01-27 12:59:51.147168
211,OTHER,2023-01-12 00:00:00,2023-01-05 21:00:00,2023-01-13 21:00:00,1,t,t,1406,2023-01-12 13:00:02.951963,1406,2023-01-12 15:04:54.239415
210,OTHER,2023-01-12 00:00:00,2022-11-29 21:00:00,2022-12-30 21:00:00,1,t,t,890,2023-01-12 11:59:35.203076,890,2023-01-12 11:59:49.83584
209,OTHER,2023-01-12 00:00:00,2023-01-10 21:00:00,2023-01-12 21:00:00,1,t,t,890,2023-01-12 10:02:31.397371,890,2023-01-12 10:02:48.357633
229,OTHER,2023-01-24 00:00:00,2023-01-22 21:00:00,2023-01-24 21:00:00,1,t,t,890,2023-01-24 10:00:49.918115,890,2023-01-24 10:01:36.03896
212,OTHER,2023-01-13 00:00:00,2023-01-11 21:00:00,2023-01-13 21:00:00,1,t,t,1406,2023-01-13 10:02:50.705201,1406,2023-01-13 10:03:05.807583
259,OTHER,2023-02-09 00:00:00,2023-01-06 21:00:00,2023-02-08 21:00:00,1,t,t,1406,2023-02-09 08:46:47.158889,1406,2023-02-09 08:48:06.23505
222,ASSETS,2023-01-20 00:00:00,2022-09-29 21:00:00,2023-03-31 21:00:00,2,t,t,890,2023-01-19 14:59:11.824085,890,2023-01-19 14:59:25.960294
216,OTHER,2023-01-18 00:00:00,2023-01-16 21:00:00,2023-01-18 21:00:00,2,t,t,890,2023-01-18 14:44:38.521325,890,2023-01-18 14:44:48.870048
243,OTHER,2023-02-01 00:00:00,2023-01-30 21:00:00,2023-02-01 21:00:00,1,t,t,1406,2023-02-01 11:53:01.187334,1406,2023-02-01 11:54:19.691258
214,OTHER,2023-01-18 00:00:00,2023-01-16 21:00:00,2023-01-18 21:00:00,1,t,t,890,2023-01-18 12:04:27.04862,890,2023-01-18 12:04:34.171607
244,OTHER,2023-02-01 00:00:00,2023-01-30 21:00:00,2023-02-13 21:00:00,1,t,t,1406,2023-02-01 11:57:40.746898,1406,2023-02-01 11:57:51.180269
213,OTHER,2023-01-17 00:00:00,2023-01-15 21:00:00,2023-01-17 21:00:00,1,t,t,890,2023-01-17 10:22:41.259859,890,2023-01-17 10:23:22.625149
237,OTHER,2023-01-30 00:00:00,2023-01-26 21:00:00,2023-01-30 21:00:00,1,t,t,890,2023-01-30 10:41:52.788866,890,2023-01-30 12:50:29.619232
215,OTHER,2023-01-18 00:00:00,2023-01-16 21:00:00,2023-01-18 21:00:00,1,t,t,890,2023-01-18 14:14:42.169827,890,2023-01-18 14:14:54.165511
238,OTHER,2023-01-30 00:00:00,2023-01-28 21:00:00,2023-01-30 21:00:00,1,t,t,1406,2023-01-30 14:19:36.976748,890,2023-01-30 14:26:22.846301
270,OTHER,2023-02-14 00:00:00,2022-12-20 21:00:00,2022-12-22 21:00:00,1,t,t,1406,2023-02-14 14:39:37.079426,1406,2023-02-14 14:53:08.183192
230,OTHER,2023-01-24 00:00:00,2023-01-22 21:00:00,2023-01-26 21:00:00,1,t,t,890,2023-01-24 10:26:51.903793,890,2023-01-24 10:26:58.634291
239,OTHER,2023-01-31 00:00:00,2023-01-29 21:00:00,2023-01-31 21:00:00,1,t,t,890,2023-01-31 10:08:03.019434,890,2023-01-31 10:09:05.688529
232,OTHER,2023-01-25 00:00:00,2023-01-06 21:00:00,2023-01-08 21:00:00,1,t,t,890,2023-01-25 10:31:02.20817,890,2023-01-25 10:31:10.385503
231,OTHER,2023-01-25 00:00:00,2023-01-23 21:00:00,2023-02-24 21:00:00,1,t,t,890,2023-01-25 10:29:51.12144,890,2023-01-25 10:30:02.386651
258,OTHER,2023-02-08 00:00:00,2023-02-06 21:00:00,2023-02-08 21:00:00,1,t,t,1406,2023-02-07 17:52:13.865992,1406,2023-02-08 08:10:05.472666
233,OTHER,2023-01-25 00:00:00,2023-01-23 21:00:00,2023-01-25 21:00:00,1,t,t,1406,2023-01-25 11:17:18.809527,1406,2023-01-25 11:17:37.905532
260,OTHER,2023-02-09 00:00:00,2023-02-07 21:00:00,2023-02-09 21:00:00,1,t,t,1406,2023-02-09 09:03:12.533311,1406,2023-02-09 09:03:20.026441
234,ASSETS,2023-01-26 00:00:00,2022-11-08 21:00:00,2022-11-10 21:00:00,2,t,t,890,2023-01-26 10:09:35.299442,890,2023-01-26 10:09:48.165565
261,OTHER,2023-02-09 00:00:00,2023-01-20 21:00:00,2023-01-22 21:00:00,1,t,t,1406,2023-02-09 09:22:49.6426,1406,2023-02-09 09:22:57.178211
240,OTHER,2023-01-31 00:00:00,2023-01-28 21:00:00,2023-01-31 21:00:00,1,t,t,1406,2023-01-31 11:50:35.323249,1406,2023-01-31 11:56:54.489081
241,OTHER,2023-01-31 00:00:00,2023-01-29 21:00:00,2023-01-31 21:00:00,1,t,t,1406,2023-01-31 13:47:22.033549,1406,2023-01-31 13:47:32.636268
265,OTHER,2023-02-10 00:00:00,2023-02-08 21:00:00,2023-02-10 21:00:00,1,t,t,1406,2023-02-10 15:19:37.4596,1406,2023-02-10 15:22:28.970414
247,OTHER,2023-02-02 00:00:00,2023-01-31 21:00:00,2023-02-02 21:00:00,1,t,t,1406,2023-02-02 10:41:55.058647,1406,2023-02-02 10:42:02.174076
248,OTHER,2023-02-02 00:00:00,2023-03-02 21:00:00,2023-03-04 21:00:00,1,t,t,1406,2023-02-02 10:52:13.444494,1406,2023-02-02 10:52:19.70469
246,OTHER,2023-02-02 00:00:00,2023-01-31 21:00:00,2023-02-02 21:00:00,2,t,t,1406,2023-02-02 10:40:47.184836,1406,2023-02-02 10:41:01.865807
252,OTHER,2023-02-06 00:00:00,2023-02-04 21:00:00,2023-02-06 21:00:00,1,t,t,1406,2023-02-06 12:12:32.221503,1406,2023-02-06 12:12:39.146227
256,OTHER,2023-02-07 00:00:00,2023-02-05 21:00:00,2023-02-07 21:00:00,1,t,t,1406,2023-02-06 16:54:05.094322,1406,2023-02-07 07:42:12.451182
257,ASSETS,2023-02-07 00:00:00,2023-02-08 21:00:00,2023-02-10 21:00:00,2,t,t,1406,2023-02-06 17:10:49.868785,1406,2023-02-07 07:41:54.273959
266,OTHER,2023-02-10 00:00:00,2023-02-08 21:00:00,2023-02-10 21:00:00,1,t,t,1406,2023-02-10 15:35:29.91444,1406,2023-02-10 15:35:39.213245
254,OTHER,2023-02-06 00:00:00,2023-02-03 21:00:00,2023-02-05 21:00:00,1,t,t,1406,2023-02-06 15:06:50.189872,1406,2023-02-06 15:06:57.210976
255,OTHER,2023-02-06 00:00:00,2023-02-03 21:00:00,2023-02-06 21:00:00,1,t,t,1406,2023-02-06 15:14:44.410211,1406,2023-02-06 15:14:55.852263
253,OTHER,2023-02-06 00:00:00,2023-02-04 21:00:00,2023-02-06 21:00:00,1,t,t,1406,2023-02-06 14:49:06.61448,1406,2023-02-06 14:49:24.579732
264,OTHER,2023-02-10 00:00:00,2023-02-08 21:00:00,2023-02-10 21:00:00,1,t,t,1406,2023-02-10 15:05:19.163928,1406,2023-02-10 15:05:29.834029
251,OTHER,2023-02-06 00:00:00,2023-02-04 21:00:00,2023-02-06 21:00:00,1,t,t,1406,2023-02-06 11:06:47.494385,1406,2023-02-06 11:06:57.942455
263,OTHER,2023-02-10 00:00:00,2023-02-08 21:00:00,2023-02-10 21:00:00,1,t,t,1406,2023-02-10 10:15:27.349508,1406,2023-02-10 10:15:36.017269
249,ASSETS,2023-02-10 00:00:00,2023-02-07 21:00:00,2023-02-10 21:00:00,2,t,t,890,2023-02-03 08:52:58.544602,1406,2023-02-10 15:42:33.287625
262,OTHER,2023-02-10 00:00:00,2023-02-08 21:00:00,2023-02-10 21:00:00,1,t,t,1406,2023-02-10 08:32:52.449373,1406,2023-02-10 08:34:02.649805
250,OTHER,2023-02-06 00:00:00,2023-02-04 21:00:00,2023-02-07 21:00:00,1,t,t,1406,2023-02-06 10:19:22.264728,1406,2023-02-06 10:19:45.746095
267,OTHER,2023-02-13 00:00:00,2023-02-10 21:00:00,2023-02-13 21:00:00,1,t,t,1406,2023-02-13 14:01:44.177046,1406,2023-02-13 14:01:56.809359
268,OTHER,2023-02-13 00:00:00,2023-02-11 21:00:00,2023-02-13 21:00:00,1,t,t,1406,2023-02-13 14:11:22.242334,1406,2023-02-13 14:11:30.166414
269,OTHER,2023-02-14 00:00:00,2022-12-30 21:00:00,2023-02-28 21:00:00,1,t,t,1406,2023-02-14 14:25:10.763164,1406,2023-02-14 14:28:06.167161
274,OTHER,2023-02-17 00:00:00,2023-02-15 21:00:00,2023-02-17 21:00:00,1,t,t,1406,2023-02-17 12:20:24.193969,1406,2023-02-17 12:20:36.41498
273,OTHER,2023-02-16 00:00:00,2022-11-29 21:00:00,2023-02-16 21:00:00,1,t,t,1406,2023-02-16 12:04:15.814289,1406,2023-02-16 12:06:32.278719
271,OTHER,2023-02-15 00:00:00,2023-02-13 21:00:00,2023-02-15 21:00:00,1,t,t,1406,2023-02-15 11:35:53.295839,1406,2023-02-15 11:56:55.026455
276,OTHER,2023-02-17 00:00:00,2023-02-14 21:00:00,2023-02-17 21:00:00,1,t,t,1406,2023-02-17 14:36:05.786461,1406,2023-02-17 14:36:17.195962
275,OTHER,2023-02-17 00:00:00,2023-02-15 21:00:00,2023-02-17 21:00:00,1,t,t,1406,2023-02-17 14:30:07.527017,1406,2023-02-17 14:30:19.214494
278,OTHER,2023-02-22 00:00:00,2022-12-20 21:00:00,2023-02-22 21:00:00,1,t,t,1406,2023-02-22 13:35:15.145742,1406,2023-02-22 13:38:50.479986
277,OTHER,2023-02-22 00:00:00,2023-02-20 21:00:00,2023-02-22 21:00:00,2,t,t,1406,2023-02-22 13:30:30.899608,1406,2023-02-22 13:30:40.283938
289,OTHER,2023-02-27 00:00:00,2023-02-25 21:00:00,2023-02-27 21:00:00,1,t,t,1406,2023-02-27 14:13:27.464992,1406,2023-02-27 14:13:36.751545
337,OTHER,2023-03-27 00:00:00,2023-03-23 21:00:00,2023-03-27 21:00:00,1,t,t,1406,2023-03-27 10:53:29.509794,1406,2023-03-27 10:53:50.522555
321,OTHER,2023-03-15 00:00:00,2023-03-13 21:00:00,2023-03-15 21:00:00,1,t,t,1406,2023-03-15 10:01:59.65194,1406,2023-03-15 10:02:17.34809
280,OTHER,2023-02-23 00:00:00,2023-02-20 21:00:00,2023-02-23 21:00:00,1,t,t,1406,2023-02-23 13:37:38.315289,1406,2023-02-23 13:37:45.515162
291,OTHER,2023-02-28 00:00:00,2023-02-26 21:00:00,2023-02-28 21:00:00,1,t,t,1406,2023-02-28 11:35:06.86846,1406,2023-02-28 11:35:13.858078
292,OTHER,2023-02-28 00:00:00,2023-02-26 21:00:00,2023-02-28 21:00:00,1,t,t,1406,2023-02-28 13:26:16.185512,1406,2023-02-28 13:26:25.418054
281,OTHER,2023-02-23 00:00:00,2023-02-21 21:00:00,2023-02-23 21:00:00,1,t,t,1406,2023-02-23 14:58:11.080295,1406,2023-02-23 14:58:45.062349
301,OTHER,2023-03-03 00:00:00,2023-03-01 21:00:00,2023-03-03 21:00:00,1,t,t,1406,2023-03-03 12:16:59.490856,1406,2023-03-03 12:17:07.118329
283,OTHER,2023-02-24 00:00:00,2023-02-20 21:00:00,2023-02-22 21:00:00,1,t,t,1406,2023-02-24 10:04:07.337553,1406,2023-02-24 10:04:17.310238
282,OTHER,2023-02-24 00:00:00,2023-02-20 21:00:00,2023-03-31 21:00:00,1,t,t,1406,2023-02-24 09:59:06.717515,1406,2023-02-24 09:59:40.983124
279,OTHER,2023-02-23 00:00:00,2023-02-21 21:00:00,2023-02-23 21:00:00,1,t,t,1406,2023-02-23 12:14:25.221512,1406,2023-02-23 12:14:37.262962
315,OTHER,2023-03-10 00:00:00,2023-03-08 21:00:00,2023-03-10 21:00:00,2,t,t,1406,2023-03-10 12:42:34.491178,1406,2023-03-10 12:42:41.873966
316,OTHER,2023-03-10 00:00:00,2023-01-27 21:00:00,2023-03-10 21:00:00,1,t,t,1406,2023-03-10 12:55:06.662777,1406,2023-03-10 13:22:36.862061
286,OTHER,2023-02-27 00:00:00,2023-02-25 21:00:00,2023-02-27 21:00:00,1,t,t,1406,2023-02-27 09:56:45.847965,1406,2023-02-27 09:56:51.840751
294,OTHER,2023-03-01 00:00:00,2023-02-27 21:00:00,2023-03-01 21:00:00,1,t,t,1406,2023-03-01 12:00:36.054481,1406,2023-03-01 12:00:47.820337
293,OTHER,2023-03-01 00:00:00,2023-02-27 21:00:00,2023-03-01 21:00:00,1,t,t,1406,2023-03-01 11:45:42.988756,1406,2023-03-01 11:45:49.247308
318,ASSETS,2023-03-10 00:00:00,2023-03-08 21:00:00,2023-03-10 21:00:00,2,t,t,1406,2023-03-10 15:36:08.889198,1406,2023-03-10 15:37:34.291933
322,OTHER,2023-03-15 00:00:00,2023-03-13 21:00:00,2023-03-15 21:00:00,1,t,t,1406,2023-03-15 12:15:38.150636,1406,2023-03-15 12:19:41.789728
285,OTHER,2023-02-27 00:00:00,2023-02-23 21:00:00,2023-02-28 21:00:00,1,t,t,1406,2023-02-27 08:59:21.046491,1406,2023-02-27 11:23:59.72794
287,OTHER,2023-02-27 00:00:00,2023-02-23 21:00:00,2023-02-28 21:00:00,1,t,t,1406,2023-02-27 11:23:18.919057,1406,2023-02-27 11:23:28.052858
290,OTHER,2023-02-27 00:00:00,2023-02-23 21:00:00,2023-02-27 21:00:00,1,t,t,1406,2023-02-27 14:43:24.956747,1406,2023-02-27 14:43:34.461959
295,OTHER,2023-03-01 00:00:00,2023-02-27 21:00:00,2023-03-01 21:00:00,1,t,t,1406,2023-03-01 14:05:20.759371,1406,2023-03-01 14:05:34.275756
288,OTHER,2023-02-27 00:00:00,2023-02-25 21:00:00,2023-02-27 21:00:00,1,t,t,1406,2023-02-27 12:16:39.196163,1406,2023-02-27 12:16:45.539544
304,OTHER,2023-03-06 00:00:00,2023-02-26 21:00:00,2023-03-13 21:00:00,1,t,t,1406,2023-03-06 14:32:09.114494,1406,2023-03-06 14:36:01.456662
325,OTHER,2023-03-17 00:00:00,2018-08-19 21:00:00,2023-03-17 21:00:00,2,t,t,1406,2023-03-17 09:46:37.519831,1406,2023-03-17 11:23:28.224466
303,OTHER,2023-03-06 00:00:00,2023-03-04 21:00:00,2023-03-06 21:00:00,1,t,t,1406,2023-03-06 10:57:21.935522,1406,2023-03-06 10:57:30.907844
326,OTHER,2023-03-17 00:00:00,2023-03-15 21:00:00,2023-03-17 21:00:00,1,t,t,1406,2023-03-17 11:23:10.481818,1406,2023-03-17 11:24:25.809946
299,OTHER,2023-03-02 00:00:00,2023-02-28 21:00:00,2023-03-02 21:00:00,2,t,t,1406,2023-03-02 12:22:33.733562,1406,2023-03-02 12:22:44.145682
298,OTHER,2023-03-02 00:00:00,2023-02-28 21:00:00,2023-03-02 21:00:00,1,t,t,1406,2023-03-02 10:50:52.243373,1406,2023-03-02 10:50:59.004348
320,OTHER,2023-03-13 00:00:00,2023-03-11 21:00:00,2023-03-13 21:00:00,1,t,t,1406,2023-03-13 13:32:58.617149,1406,2023-03-13 13:33:06.570028
309,ASSETS,2023-03-07 00:00:00,2023-03-04 21:00:00,2023-03-10 21:00:00,2,t,t,1406,2023-03-07 14:20:07.619839,1406,2023-03-07 14:20:14.835943
300,OTHER,2023-03-02 00:00:00,2023-02-28 21:00:00,2023-03-02 21:00:00,1,t,t,1406,2023-03-02 14:12:11.302131,1406,2023-03-02 14:12:18.092384
334,OTHER,2023-03-23 00:00:00,2023-03-04 21:00:00,2023-03-23 21:00:00,1,t,t,1406,2023-03-23 10:31:02.5088,1406,2023-03-23 10:31:21.119194
308,OTHER,2023-03-07 00:00:00,2023-03-04 21:00:00,2023-03-07 21:00:00,1,t,t,1406,2023-03-07 14:17:59.326795,1406,2023-03-07 14:18:07.113901
306,OTHER,2023-03-06 00:00:00,2023-03-03 21:00:00,2023-03-06 21:00:00,1,t,t,1406,2023-03-06 16:05:18.274667,1406,2023-03-06 16:05:26.074443
310,OTHER,2023-03-07 00:00:00,2023-03-05 21:00:00,2023-03-07 21:00:00,2,t,t,1406,2023-03-07 14:36:26.836148,1406,2023-03-07 14:36:33.367468
329,OTHER,2023-03-20 00:00:00,2023-03-18 21:00:00,2023-03-20 21:00:00,1,t,t,1406,2023-03-20 11:55:18.096709,1406,2023-03-20 11:55:25.348975
323,OTHER,2023-03-16 00:00:00,2023-03-14 21:00:00,2023-04-30 21:00:00,1,t,t,1406,2023-03-16 08:43:45.050154,1406,2023-03-16 10:43:35.096644
312,OTHER,2023-03-08 00:00:00,2023-03-06 21:00:00,2023-03-08 21:00:00,1,t,t,890,2023-03-08 13:01:26.974002,890,2023-03-08 13:03:01.075997
313,OTHER,2023-03-09 00:00:00,2023-03-04 21:00:00,2023-03-09 21:00:00,1,t,t,1406,2023-03-09 11:07:14.276987,1406,2023-03-09 11:43:10.787277
314,OTHER,2023-03-09 00:00:00,2022-03-08 21:00:00,2022-03-10 21:00:00,2,t,t,1406,2023-03-09 14:55:47.61173,1406,2023-03-09 14:55:55.287988
327,OTHER,2023-03-17 00:00:00,2023-03-15 21:00:00,2023-03-17 21:00:00,1,t,t,1406,2023-03-17 13:39:22.69047,1406,2023-03-17 13:39:28.761582
330,OTHER,2023-03-20 00:00:00,2023-03-18 21:00:00,2023-03-20 21:00:00,1,t,t,1406,2023-03-20 14:52:14.806272,1406,2023-03-20 14:52:21.18585
335,OTHER,2023-03-23 00:00:00,2023-03-21 21:00:00,2023-03-23 21:00:00,1,t,t,1406,2023-03-23 15:10:45.225541,1406,2023-03-23 15:10:51.026755
