id,created_by,created_date,last_modified_by,last_modified_date,reason_description,type_reason,ucs_amount,fee,payment_type,price,status,total,billet_id,issuer_id,recipient_id,distribution_id,basket_fee_id,additional_info,discount,promo_code_id,commission_sum,commission_id,order_book_queue_id,origin_platform_id,recipient_platform_id
76,6,2022-12-15 16:02:43.666156,918,2022-12-15 16:04:03.093535,,,38602,1300.00,ELECTRONIC_TRANSFER,143.01,PROCESSED,1300.00,,6,1401,36671,10,"{""paymentDate"": ""2022-12-15T16:03:47.645061119-03:00"", ""additionalCreditCardPaymentInfo"": null}",,,,,,,
84,1181,2023-01-10 16:05:55.338219,1411,2023-01-10 17:29:05.546998,,,350,352.36,ELECTRONIC_TRANSFER,143.82,PROCESSED,352.36,,1181,6,36707,10,"{""paymentDate"": ""2023-01-10T17:28:30.131904171-03:00"", ""additionalCreditCardPaymentInfo"": null}",,,,,,,
89,846,2023-01-26 14:19:43.947369,918,2023-02-13 08:29:14.731842,,,1914,1300.00,BILLET,143.82,PROCESSED,1300.00,252,846,1422,36749,10,"{""paymentDate"": ""2023-02-02T02:37:36.711642983-03:00"", ""additionalCreditCardPaymentInfo"": null}",,,,,,,
85,919,2023-01-13 11:47:45.081993,918,2023-01-23 16:51:11.79368,,,350,352.36,ELECTRONIC_TRANSFER,143.82,PROCESSED,352.36,,919,6,36721,10,"{""paymentDate"": ""2023-01-19T09:01:42.894501736-03:00"", ""additionalCreditCardPaymentInfo"": null}",,,,,,,
83,919,2023-01-10 09:12:33.722328,1411,2023-01-10 17:29:11.146563,,,350,352.36,ELECTRONIC_TRANSFER,143.82,PROCESSED,352.36,,919,6,36708,10,"{""paymentDate"": ""2023-01-10T17:28:34.628091423-03:00"", ""additionalCreditCardPaymentInfo"": null}",,,,,,,
78,1181,2022-12-23 06:55:50.094521,918,2022-12-29 10:44:50.848988,,,350,350.37,ELECTRONIC_TRANSFER,143.01,PROCESSED,350.37,,1181,6,36684,10,"{""paymentDate"": ""2022-12-29T10:44:43.56801226-03:00"", ""additionalCreditCardPaymentInfo"": null}",,,,,,,
79,850,2022-12-23 10:27:06.228296,1411,2023-01-10 17:29:16.585049,,,250,250.27,ELECTRONIC_TRANSFER,143.01,PROCESSED,250.27,,850,1144,36709,10,"{""paymentDate"": ""2023-01-10T17:28:41.148058074-03:00"", ""additionalCreditCardPaymentInfo"": null}",,,,,,,
80,6,2023-01-03 16:54:07.112285,918,2023-01-03 16:56:28.631623,,,17000,1300.00,ELECTRONIC_TRANSFER,143.82,PROCESSED,1300.00,,6,1363,36691,10,"{""paymentDate"": ""2023-01-03T16:56:14.022663371-03:00"", ""additionalCreditCardPaymentInfo"": null}",,,,,,,
77,1181,2022-12-16 05:35:36.515659,918,2023-01-23 16:51:18.387727,,,350,350.37,ELECTRONIC_TRANSFER,143.01,PROCESSED,350.37,,1181,6,36722,10,"{""paymentDate"": ""2023-01-19T09:01:47.161882248-03:00"", ""additionalCreditCardPaymentInfo"": null}",,,,,,,
82,919,2023-01-04 16:55:12.12235,918,2023-01-23 16:51:58.025089,Dados incorretos,INCORRECT_DATA,350,352.36,,143.82,DENIED,352.36,,919,6,,10,,,,,,,,
90,6,2023-01-26 15:44:15.303843,905,2023-02-01 15:26:13.822272,,,6869,1300.00,ELECTRONIC_TRANSFER,143.82,PROCESSED,1300.00,,6,1274,36740,10,"{""paymentDate"": ""2023-01-26T15:47:13.557185963-03:00"", ""additionalCreditCardPaymentInfo"": null}",,,,,,,
104,625,2023-03-20 14:56:16.431776,1411,2023-03-22 09:48:18.00206,Pedido incorreto segundo o solicitante Luciano.,INCORRECT_DATA,50000,1300.00,,153.27,DENIED,1300.00,,625,1504,,10,,0.00,,,,,,
81,1398,2023-01-04 10:24:19.764873,918,2023-01-04 10:33:40.072311,,,750,755.06,ELECTRONIC_TRANSFER,143.82,PROCESSED,755.06,,1398,6,36695,10,"{""paymentDate"": ""2023-01-04T10:33:27.129826195-03:00"", ""additionalCreditCardPaymentInfo"": null}",,,,,,,
97,919,2023-03-11 12:06:28.509468,918,2023-03-13 14:16:37.042517,,,350,375.51,,153.27,PROCESSED,0.00,,919,6,36795,10,,375.51,,,,,,
93,1181,2023-02-27 17:55:18.798397,918,2023-02-28 11:56:09.815492,,,350,375.05,,153.08,PROCESSED,0.00,,1181,6,36764,10,,375.05,,,,,,
92,6,2023-02-13 10:17:22.887561,918,2023-02-14 08:41:25.187845,,,3400,1300.00,ELECTRONIC_TRANSFER,153.08,PROCESSED,1300.00,,6,1363,36757,10,"{""paymentDate"": ""2023-02-14T08:41:07.971865632-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
88,1151,2023-01-22 14:54:37.376842,918,2023-01-23 16:52:39.375603,,,350,352.36,ELECTRONIC_TRANSFER,143.82,PROCESSED,352.36,,1151,6,36724,10,"{""paymentDate"": ""2023-01-23T16:52:32.094221999-03:00"", ""additionalCreditCardPaymentInfo"": null}",,,,,,,
87,1109,2023-01-20 18:45:58.025986,933,2023-01-20 18:50:29.460889,,,1,25.90,ELECTRONIC_TRANSFER,143.82,PROCESSED,25.90,,1109,669,36719,10,"{""paymentDate"": ""2023-01-20T18:47:06.006121064-03:00"", ""additionalCreditCardPaymentInfo"": null}",,,,,,,
86,6,2023-01-18 10:39:29.905876,1411,2023-02-15 16:44:08.670926,,,26536,1300.00,ELECTRONIC_TRANSFER,143.82,PROCESSED,1300.00,,6,1318,36759,10,"{""paymentDate"": ""2023-02-15T16:44:01.698063812-03:00"", ""additionalCreditCardPaymentInfo"": null}",,,,,,,
96,1398,2023-03-02 14:28:00.946299,918,2023-03-02 14:31:55.858242,,,750,804.67,,153.27,PROCESSED,0.00,,1398,6,36772,10,,804.67,,,,,,
95,1398,2023-03-02 10:48:56.42097,918,2023-03-02 12:20:28.152026,,,750,804.67,,153.27,PROCESSED,0.00,,1398,6,36770,10,,804.67,,,,,,
101,1398,2023-03-12 12:15:00.172531,918,2023-03-13 14:16:26.552922,,,750,804.67,,153.27,PROCESSED,0.00,,1398,6,36793,10,,804.67,,,,,,
99,645,2023-03-11 21:15:07.97706,918,2023-03-17 10:25:18.391084,,,9799,1300.00,,153.27,PROCESSED,0.00,,645,1480,36804,10,,1300.00,,,,,,
94,1151,2023-03-01 23:28:56.734563,918,2023-03-02 12:20:33.284586,,,350,375.05,,153.08,PROCESSED,0.00,,1151,6,36771,10,,375.05,,,,,,
105,625,2023-03-22 10:34:08.596574,1411,2023-03-27 08:48:17.937318,,,100000,1300.00,ELECTRONIC_TRANSFER,153.27,PROCESSED,1300.00,,625,1504,36823,10,"{""paymentDate"": ""2023-03-24T09:59:51.301683586-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
91,858,2023-01-27 15:25:20.150716,858,2023-01-27 15:25:20.150716,,,1,25.90,,143.82,ARCHIVED,25.90,,858,1420,,10,,,,,,,,
100,1151,2023-03-12 12:05:16.86199,918,2023-03-13 14:16:31.908872,,,350,375.51,,153.27,PROCESSED,0.00,,1151,6,36794,10,,375.51,,,,,,
98,645,2023-03-11 21:13:03.562396,918,2023-03-17 10:25:23.600944,,,61160,1300.00,,153.27,PROCESSED,0.00,,645,1481,36805,10,,1300.00,,,,,,
106,1363,2023-03-28 14:42:10.828909,918,2023-03-28 14:55:07.602082,,,20000,1300.00,,153.27,PROCESSED,0.00,,1363,6,36826,10,,1300.00,,,,,,
109,919,2023-04-10 20:53:01.135845,918,2023-04-11 09:40:49.442942,,,350,395.60,,161.47,PROCESSED,0.00,,919,6,36847,10,,395.60,,,,,,
108,1398,2023-04-10 17:59:59.489535,918,2023-04-11 09:41:04.259178,,,750,847.72,,161.47,PROCESSED,0.00,,1398,6,36848,10,,847.72,,,,,,
107,1181,2023-04-06 19:27:12.528847,918,2023-04-11 09:41:09.069223,,,350,395.60,,161.47,PROCESSED,0.00,,1181,6,36849,10,,395.60,,,,,,
111,1181,2023-04-11 14:47:29.018995,918,2023-04-12 13:30:26.087125,,,350,395.60,,161.47,PROCESSED,0.00,,1181,6,36856,10,,395.60,,,,,,
110,1181,2023-04-11 14:44:49.98967,918,2023-04-12 13:30:30.833143,,,350,395.60,,161.47,PROCESSED,0.00,,1181,6,36857,10,,395.60,,,,,,
112,1151,2023-04-16 15:50:16.745876,918,2023-04-17 13:40:24.490068,,,350,395.60,,161.47,PROCESSED,0.00,,1151,6,36860,10,,395.60,,,,,,
117,272,2023-04-20 14:02:06.023833,1410,2023-04-27 15:08:58.040806,,,20000,1300.00,BILLET,161.47,PROCESSED,1300.00,286,272,1541,36875,10,"{""paymentDate"": ""2023-04-27T02:48:42.520362783-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
121,272,2023-04-27 14:02:59.252412,1410,2023-05-16 15:25:57.901533,,,80000,1300.00,BILLET,161.47,PROCESSED,1300.00,288,272,1554,36921,10,"{""paymentDate"": ""2023-05-16T04:27:45.314658113-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
138,272,2023-05-30 15:38:30.175979,1410,2023-06-02 14:54:02.539214,,,10000,1300.00,BILLET,152.19,PROCESSED,1300.00,315,272,1627,36998,10,"{""paymentDate"": ""2023-06-01T02:28:25.273340156-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
120,272,2023-04-26 12:19:54.823551,1410,2023-05-05 09:08:40.960767,,,10000,1300.00,BILLET,161.47,PROCESSED,1300.00,290,272,1553,36889,10,"{""paymentDate"": ""2023-05-05T03:24:05.674567951-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
126,272,2023-05-15 16:14:17.23783,1410,2023-05-17 09:14:07.292553,,,10000,1300.00,BILLET,152.19,PROCESSED,1300.00,302,272,1589,36923,10,"{""paymentDate"": ""2023-05-17T02:36:55.279772057-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
125,1398,2023-05-10 17:45:07.826572,918,2023-05-11 10:03:20.090506,,,750,799.00,,152.19,PROCESSED,0.00,,1398,6,36912,10,,799.00,,,,,,
113,1226,2023-04-17 10:06:46.228896,1410,2023-04-18 10:39:28.100925,,,10000,1300.00,BILLET,161.47,PROCESSED,1300.00,281,1226,1541,36862,10,"{""paymentDate"": ""2023-04-18T04:19:03.903632546-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
116,272,2023-04-20 13:35:12.078851,1410,2023-04-26 09:46:09.580879,,,20000,1300.00,BILLET,161.47,PROCESSED,1300.00,284,272,1548,36870,10,"{""paymentDate"": ""2023-04-26T03:30:22.473820047-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
119,82,2023-04-20 18:15:56.648068,1410,2023-04-28 14:42:14.372763,,,5,25.90,BILLET,161.47,PROCESSED,25.90,287,82,728,36880,10,"{""paymentDate"": ""2023-04-28T02:36:52.413723947-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
103,88,2023-03-14 17:02:41.162283,1410,2023-05-25 10:31:54.604681,,,29800,1300.00,BILLET,153.27,PROCESSED,1300.00,306,88,572,36943,10,"{""paymentDate"": ""2023-05-24T02:27:25.299516101-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
115,272,2023-04-19 19:29:21.114535,1410,2023-04-26 09:46:14.602369,,,110000,1300.00,BILLET,161.47,PROCESSED,1300.00,283,272,1227,36871,10,"{""paymentDate"": ""2023-04-26T03:30:22.51785603-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
114,272,2023-04-19 14:33:10.674473,1410,2023-04-26 09:46:19.408812,,,20000,1300.00,BILLET,161.47,PROCESSED,1300.00,282,272,1543,36872,10,"{""paymentDate"": ""2023-04-26T03:30:22.587265461-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
129,1241,2023-05-18 14:04:31.460058,1410,2023-05-23 15:32:55.282602,,,927697,1300.00,BILLET,152.19,PROCESSED,1300.00,307,1241,725,36942,10,"{""paymentDate"": ""2023-05-23T04:31:30.276396321-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
118,625,2023-04-20 16:03:51.507314,1410,2023-05-10 09:55:51.550542,,,5,25.90,BILLET,161.47,PROCESSED,25.90,292,625,1549,36905,10,"{""paymentDate"": ""2023-05-10T02:44:40.345151314-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
124,1227,2023-05-09 21:50:44.605604,1410,2023-05-15 17:14:57.354381,,,5000,1300.00,BILLET,152.19,PROCESSED,1300.00,300,1227,1596,36917,10,"{""paymentDate"": ""2023-05-13T02:38:40.279529677-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
122,272,2023-04-27 14:04:16.98888,1410,2023-05-16 15:25:52.741745,,,80000,1300.00,BILLET,161.47,PROCESSED,1300.00,289,272,1555,36920,10,"{""paymentDate"": ""2023-05-16T04:27:45.346247566-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
127,272,2023-05-15 16:19:04.146911,1410,2023-05-16 17:15:00.382255,,,30000,1300.00,BILLET,152.19,PROCESSED,1300.00,303,272,1594,36922,10,"{""paymentDate"": ""2023-05-17T02:36:55.309815326-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
123,1227,2023-05-08 17:22:13.399785,1410,2023-05-19 08:55:53.887015,,,10000,1300.00,BILLET,152.19,PROCESSED,1300.00,301,1227,1586,36926,10,"{""paymentDate"": ""2023-05-18T02:18:10.287768315-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
130,272,2023-05-18 18:12:36.203436,1410,2023-05-22 08:27:51.731146,,,50000,1300.00,BILLET,152.19,PROCESSED,1300.00,305,272,1227,36932,10,"{""paymentDate"": ""2023-05-20T02:36:45.277867107-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
134,1151,2023-05-23 16:11:44.291773,918,2023-05-29 17:51:26.43818,,,350,372.87,,152.19,PROCESSED,0.00,,1151,6,36971,10,,372.87,,,,,,
137,1623,2023-05-30 11:28:37.398652,918,2023-05-30 11:36:49.403695,,,4100000,1300.00,,152.19,PROCESSED,0.00,,1623,1375,36986,10,,1300.00,,,,,,
132,919,2023-05-21 08:35:02.964643,918,2023-05-29 17:51:32.734229,,,350,372.87,,152.19,PROCESSED,0.00,,919,6,36972,10,,372.87,,,,,,
142,1181,2023-06-12 18:42:53.187027,918,2023-06-15 11:39:55.921218,,,350,353.63,,144.34,PROCESSED,0.00,,1181,6,37033,10,,353.63,,,,,,
145,1302,2023-06-15 10:55:39.232278,918,2023-06-15 11:26:16.258464,dados incorretos,INCORRECT_DATA,2500,1300.00,,144.34,DENIED,1300.00,,1302,1629,,10,,0.00,,,,,,
144,572,2023-06-15 09:19:56.531649,1410,2023-07-19 11:04:55.627265,,,4300,1300.00,BILLET,144.34,PROCESSED,1300.00,337,572,1269,37099,10,"{""paymentDate"": ""2023-07-18T04:38:20.268767108-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
146,1302,2023-06-15 11:35:05.541011,918,2023-06-15 11:39:46.060325,,,2500,1300.00,,144.34,PROCESSED,0.00,,1302,6,37031,10,,1300.00,,,,,,
143,1181,2023-06-12 18:43:40.450775,918,2023-06-15 11:39:50.99555,,,350,353.63,,144.34,PROCESSED,0.00,,1181,6,37032,10,,353.63,,,,,,
147,1398,2023-06-15 18:29:03.602062,918,2023-06-16 16:45:29.350432,,,750,757.79,,144.34,PROCESSED,0.00,,1398,6,37037,10,,757.79,,,,,,
140,272,2023-06-03 17:32:48.296187,1410,2023-06-22 11:26:49.551521,,,10000,1300.00,BILLET,144.34,PROCESSED,1300.00,324,272,1548,37047,10,"{""paymentDate"": ""2023-06-22T02:41:20.297413863-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
172,1398,2023-08-18 13:18:13.124537,918,2023-08-18 15:38:22.298161,,,750,708.12,,134.88,PROCESSED,0.00,,1398,6,37147,10,,708.12,,,,,,
154,919,2023-07-05 11:20:39.333441,918,2023-07-05 15:39:27.800543,,,350,347.68,,141.91,PROCESSED,0.00,,919,6,37064,10,,347.68,,,,,,
139,272,2023-06-02 12:58:07.171004,1410,2023-06-22 11:26:54.408436,,,10000,1300.00,BILLET,144.34,PROCESSED,1300.00,323,272,1553,37048,10,"{""paymentDate"": ""2023-06-21T02:41:45.297053922-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
155,1632,2023-07-06 17:51:33.539355,1410,2023-07-07 11:55:05.709816,,,1,25.90,ELECTRONIC_TRANSFER,141.91,PROCESSED,25.90,,1632,1283,37076,10,"{""paymentDate"": ""2023-07-07T11:54:54.415957083-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
153,919,2023-07-05 11:19:16.187469,918,2023-07-05 15:39:33.184458,,,350,347.68,,141.91,PROCESSED,0.00,,919,6,37065,10,,347.68,,,,,,
149,1274,2023-06-22 15:21:41.760972,918,2023-06-23 14:25:20.648942,,,13741,1300.00,,144.34,PROCESSED,0.00,,1274,1629,37051,10,,1300.00,,,,,,
141,272,2023-06-09 00:35:55.812649,1410,2023-06-20 11:07:57.834491,,,50100,1300.00,BILLET,144.34,PROCESSED,1300.00,325,272,1227,37039,10,"{""paymentDate"": ""2023-06-20T03:30:20.276810243-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
128,82,2023-05-16 17:19:43.042813,1410,2023-05-17 09:19:58.079419,,,1,25.90,,152.19,ARCHIVED,25.90,,82,728,,10,,0.00,,,,,,
131,1481,2023-05-20 10:48:38.489257,918,2023-06-22 11:21:46.295624,,,4610,1300.00,,152.19,ARCHIVED,1300.00,,1481,1506,,10,,0.00,,,,,,
136,1210,2023-05-23 16:56:13.690839,918,2023-06-15 11:26:26.542037,,,1,25.90,,152.19,ARCHIVED,25.90,,1210,1207,,10,,0.00,,,,,,
133,1227,2023-05-22 16:14:26.021312,1410,2023-06-20 11:17:56.929021,,,35000,1300.00,CREDIT_CARD,152.19,PROCESSED,1300.00,,1227,1542,37040,10,"{""paymentDate"": ""2023-06-19T17:57:12.459741-03:00"", ""additionalCreditCardPaymentInfo"": {""brand"": ""MASTER"", ""cardNumber"": ""553636******1566"", ""installments"": 1, ""cardHolderName"": ""FABIO Z ZAINA""}}",0.00,,,,,,
152,1302,2023-07-05 09:32:58.819556,918,2023-07-05 15:39:38.706264,,,250,248.34,,141.91,PROCESSED,0.00,,1302,6,37066,10,,248.34,,,,,,
150,272,2023-06-29 16:11:56.473491,918,2023-06-30 14:34:31.712095,,,130000,1300.00,BILLET,144.34,PAID,1300.00,339,272,1648,,10,"{""paymentDate"": ""2023-07-13T02:19:50.27026362-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
170,81,2023-08-08 19:20:58.957558,918,2023-08-09 18:01:09.256722,Conta Bloqueada,BLOCKED_ACCOUNT,130000,1300.00,,134.88,DENIED,1300.00,,81,1648,,10,,0.00,,,,,,
151,1623,2023-06-30 16:20:19.269225,1410,2023-07-06 13:17:47.967158,,,1524180,1300.00,ELECTRONIC_TRANSFER,144.34,PROCESSED,1300.00,,1623,1632,37071,10,"{""paymentDate"": ""2023-07-06T13:17:41.08031211-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
135,1208,2023-05-23 16:56:09.048948,1410,2023-07-03 13:14:29.452193,,,2,25.90,BILLET,152.19,PROCESSED,25.90,329,1208,1209,37061,10,"{""paymentDate"": ""2023-07-01T03:33:35.297690086-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
148,1151,2023-06-20 16:16:06.054462,918,2023-06-21 17:21:53.483339,,,350,353.63,,144.34,PROCESSED,0.00,,1151,6,37041,10,,353.63,,,,,,
160,1398,2023-07-11 14:49:29.925551,918,2023-07-13 14:36:15.605272,,,750,745.03,,141.91,PROCESSED,0.00,,1398,6,37090,10,,745.03,,,,,,
159,1632,2023-07-10 11:57:36.148943,1410,2023-07-12 11:17:35.011141,,,7047,1300.00,ELECTRONIC_TRANSFER,141.91,PROCESSED,1300.00,,1632,1659,37088,10,"{""paymentDate"": ""2023-07-12T11:17:22.603152339-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
162,1065,2023-07-14 09:49:09.357039,1410,2023-07-19 08:44:37.125837,,,1,25.90,ELECTRONIC_TRANSFER,141.91,PROCESSED,25.90,,1065,1273,37097,10,"{""paymentDate"": ""2023-07-19T08:44:29.57000059-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
157,1632,2023-07-07 11:42:08.409445,1410,2023-07-12 11:17:39.768403,,,211402,1300.00,ELECTRONIC_TRANSFER,141.91,PROCESSED,1300.00,,1632,1273,37089,10,"{""paymentDate"": ""2023-07-12T11:17:27.794194969-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
171,81,2023-08-14 17:15:06.584322,918,2023-08-17 11:32:20.557681,,,130000,1300.00,BILLET,134.88,PROCESSED,1300.00,352,81,1700,37143,10,"{""paymentDate"": ""2023-08-17T02:40:45.27025707-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
166,1065,2023-07-20 10:02:32.910993,1410,2023-07-20 13:07:15.803858,,,1,25.90,CREDIT_CARD,141.91,PROCESSED,25.90,,1065,1662,37102,10,"{""paymentDate"": ""2023-07-20T11:47:28.403077-03:00"", ""additionalCreditCardPaymentInfo"": {""brand"": ""VISA"", ""cardNumber"": ""498431******9881"", ""installments"": 1, ""cardHolderName"": ""s a e proj ltda me""}}",0.00,,,,,,
167,1151,2023-07-21 08:45:00.76542,918,2023-07-21 08:51:04.588472,,,350,347.68,,141.91,PROCESSED,0.00,,1151,6,37103,10,,347.68,,,,,,
156,1632,2023-07-06 18:12:20.769934,1410,2023-07-07 11:55:00.875197,,,281869,1300.00,ELECTRONIC_TRANSFER,141.91,PROCESSED,1300.00,,1632,1065,37075,10,"{""paymentDate"": ""2023-07-07T11:54:49.343904516-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
158,1632,2023-07-10 11:56:15.121696,1410,2023-07-13 15:17:15.193555,,,7047,1300.00,ELECTRONIC_TRANSFER,141.91,PROCESSED,1300.00,,1632,1658,37091,10,"{""paymentDate"": ""2023-07-13T15:17:06.828787821-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
163,1632,2023-07-14 19:16:12.149795,1680,2023-08-18 14:38:11.463282,,,705,700.33,ELECTRONIC_TRANSFER,141.91,PROCESSED,700.33,,1632,1663,37145,10,"{""paymentDate"": ""2023-08-18T14:34:09.44979469-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
168,6,2023-07-27 11:00:58.983307,905,2023-07-27 11:34:40.80747,,,90000,1300.00,,141.91,PROCESSED,0.00,,6,1674,37114,10,,1300.00,,,,,,
165,1273,2023-07-17 16:43:07.665666,918,2023-07-21 09:24:45.176215,,,1,25.90,BILLET,141.91,PROCESSED,25.90,341,1273,1662,37104,10,"{""paymentDate"": ""2023-07-21T02:43:15.328289725-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
169,1481,2023-07-31 13:45:25.157492,1680,2023-08-21 15:20:18.556899,,,5655,1300.00,ELECTRONIC_TRANSFER,141.91,PROCESSED,1300.00,,1481,1480,37148,10,"{""paymentDate"": ""2023-08-21T15:20:09.750305163-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
164,1632,2023-07-14 19:16:40.468888,1680,2023-08-18 14:38:05.037182,,,705,700.33,ELECTRONIC_TRANSFER,141.91,PROCESSED,700.33,,1632,1664,37144,10,"{""paymentDate"": ""2023-08-18T14:33:55.068406902-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
161,1632,2023-07-13 11:23:05.86641,1680,2023-08-18 14:38:16.366045,,,7047,1300.00,ELECTRONIC_TRANSFER,141.91,PROCESSED,1300.00,,1632,1661,37146,10,"{""paymentDate"": ""2023-08-18T14:34:16.221597394-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,,
173,919,2023-08-21 18:45:53.238569,918,2023-08-22 14:12:29.031792,,,350,330.46,,134.88,PROCESSED,0.00,,919,6,37149,10,,330.46,,,,,,
174,272,2023-08-31 15:24:55.341233,890,2023-09-01 09:14:00.719209,,,379352,1300.00,,134.88,PROCESSED,0.00,,272,1624,37166,10,,1300.00,,,,,,
175,1640,2023-08-31 16:32:10.402981,918,2023-09-06 08:56:44.809329,,,40000,1300.00,ELECTRONIC_TRANSFER,134.88,PROCESSED,1300.00,355,1640,1273,37169,10,"{""paymentDate"": ""2023-09-06T08:44:27.178971783-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,4,4
102,1295,2023-03-14 17:00:12.077828,1411,2023-03-27 08:49:08.058845,,,2,25.90,,153.27,ARCHIVED,25.90,,1295,572,,10,,0.00,,,,,,
178,1398,2023-09-13 11:27:03.833668,918,2023-09-14 10:24:41.836653,,,750,711.11,,135.45,PROCESSED,0.00,,1398,6,37224,10,,711.11,,,,,4,4
177,6,2023-09-13 10:22:38.069821,890,2023-09-13 10:26:52.103213,,,60000,1300.00,,135.45,PROCESSED,0.00,,6,1748,37219,10,,1300.00,,,,,4,4
179,643,2023-10-06 12:48:05.788186,918,2023-10-16 10:18:39.782503,,,10,25.90,BILLET,133.97,PROCESSED,25.90,390,643,1855,37395,10,"{""paymentDate"": ""2023-10-12T03:35:52.847998653-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,4,4
180,919,2023-10-17 16:43:31.372091,918,2023-10-18 08:42:18.710443,,,700,656.45,,133.97,PROCESSED,0.00,,919,6,37400,10,,656.45,,,,,4,4
176,1181,2023-09-05 11:23:40.560761,918,2024-01-08 11:50:06.081929,distrato,OTHER,350,331.85,,135.45,DENIED,331.85,,1181,6,,10,,0.00,,,,,,
182,846,2023-10-23 18:07:50.772875,918,2023-10-26 11:31:27.118172,,,688,645.20,,133.97,ARCHIVED,645.20,,846,6,,10,,0.00,,,,,,
181,120,2023-10-22 20:00:26.965083,120,2023-10-22 20:00:26.965083,,,5000,1300.00,,133.97,ARCHIVED,1300.00,,120,1874,,10,,0.00,,,,,,
184,572,2023-10-26 11:19:29.882102,918,2024-01-16 15:55:13.852036,,,6000,1300.00,,133.97,ARCHIVED,1300.00,,572,1866,,10,,0.00,,,,,,
183,834,2023-10-23 18:08:58.125333,918,2023-10-26 11:31:21.481888,,,6343,1300.00,,133.97,ARCHIVED,1300.00,,834,6,,10,,0.00,,,,,,
190,625,2023-12-21 18:19:30.464595,918,2024-01-19 16:34:39.638836,,,4000,1300.00,ELECTRONIC_TRANSFER,128.87,PROCESSED,1300.00,,625,1950,37497,10,"{""paymentDate"": ""2024-01-19T16:30:08.466002671-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,4,4
200,1584,2024-04-04 18:43:12.101307,933,2024-04-04 18:43:56.436124,,,38542,1300.00,ELECTRONIC_TRANSFER,156.53,PROCESSED,1300.00,,1584,1087,37581,10,"{""paymentDate"": ""2024-04-04T18:43:24.558151402-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,4,4
202,1584,2024-04-04 18:44:41.656461,933,2024-04-04 18:45:12.353934,,,77083,1300.00,ELECTRONIC_TRANSFER,156.53,PROCESSED,1300.00,,1584,1086,37583,10,"{""paymentDate"": ""2024-04-04T18:44:54.605248312-03:00"", ""additionalCreditCardPaymentInfo"": null}",0.00,,,,,4,4
