id,created_by,created_date,last_modified_by,last_modified_date,tesouro_verde_certificate_order_id,compensation_index_id,value
1178,1760,2023-09-14 14:19:41.859805,1760,2023-09-14 14:19:41.859805,680,14,17110.00
1179,1760,2023-09-14 14:19:41.860474,1760,2023-09-14 14:19:41.860474,680,22,100.00
1180,1760,2023-09-14 14:19:41.861309,1760,2023-09-14 14:19:41.861309,680,15,3600.00
1181,1763,2023-09-14 14:21:09.097629,1763,2023-09-14 14:21:09.097629,681,13,13.00
1182,1763,2023-09-14 14:21:09.098329,1763,2023-09-14 14:21:09.098329,681,16,100.00
1183,1763,2023-09-14 14:21:09.099192,1763,2023-09-14 14:21:09.099192,681,17,100.00
1184,1763,2023-09-14 14:21:09.099797,1763,2023-09-14 14:21:09.099797,681,14,250.00
1185,1763,2023-09-14 14:21:09.10038,1763,2023-09-14 14:21:09.10038,681,15,270.00
1186,1762,2023-09-14 14:21:35.8345,1762,2023-09-14 14:21:35.8345,682,18,400.00
1187,1762,2023-09-14 14:21:35.835302,1762,2023-09-14 14:21:35.835302,682,13,150.00
1188,1762,2023-09-14 14:21:35.836003,1762,2023-09-14 14:21:35.836003,682,21,2.00
1189,1762,2023-09-14 14:21:35.83663,1762,2023-09-14 14:21:35.83663,682,16,400.00
1190,1762,2023-09-14 14:21:35.83723,1762,2023-09-14 14:21:35.83723,682,17,500.00
1191,1762,2023-09-14 14:21:35.837817,1762,2023-09-14 14:21:35.837817,682,14,7000.00
1192,1762,2023-09-14 14:21:35.838517,1762,2023-09-14 14:21:35.838517,682,15,15000.00
1193,1763,2023-09-14 14:26:05.719444,1763,2023-09-14 14:26:05.719444,683,13,13.00
1194,1763,2023-09-14 14:26:05.720538,1763,2023-09-14 14:26:05.720538,683,16,100.00
1195,1763,2023-09-14 14:26:05.721363,1763,2023-09-14 14:26:05.721363,683,17,100.00
1196,1763,2023-09-14 14:26:05.722258,1763,2023-09-14 14:26:05.722258,683,14,250.00
1197,1763,2023-09-14 14:26:05.723017,1763,2023-09-14 14:26:05.723017,683,15,270.00
1198,1764,2023-09-14 15:11:28.213574,1764,2023-09-14 15:11:28.213574,684,13,190.00
1199,1739,2023-09-14 15:32:48.617465,1739,2023-09-14 15:32:48.617465,685,13,2.00
1200,1739,2023-09-14 15:32:48.618185,1739,2023-09-14 15:32:48.618185,685,22,12.00
1201,1739,2023-09-14 15:32:48.618843,1739,2023-09-14 15:32:48.618843,685,20,5000.00
1202,1767,2023-09-14 15:44:01.242653,1767,2023-09-14 15:44:01.242653,686,18,100.00
1203,1767,2023-09-14 15:44:01.247481,1767,2023-09-14 15:44:01.247481,686,13,6.00
1204,1767,2023-09-14 15:44:01.248376,1767,2023-09-14 15:44:01.248376,686,16,3000.00
1205,1767,2023-09-14 15:44:01.249045,1767,2023-09-14 15:44:01.249045,686,17,1500.00
1206,1767,2023-09-14 15:44:01.249804,1767,2023-09-14 15:44:01.249804,686,14,7000.00
1207,1767,2023-09-14 15:44:01.250703,1767,2023-09-14 15:44:01.250703,686,15,3500.00
1208,1765,2023-09-14 15:46:14.00126,1765,2023-09-14 15:46:14.00126,687,13,16.00
1209,1765,2023-09-14 15:46:14.003212,1765,2023-09-14 15:46:14.003212,687,14,2000.00
1210,1765,2023-09-14 15:48:13.866442,1765,2023-09-14 15:48:13.866442,688,13,16.00
1211,1765,2023-09-14 15:48:13.867516,1765,2023-09-14 15:48:13.867516,688,14,12000.00
1212,1752,2023-09-14 16:01:49.589413,1752,2023-09-14 16:01:49.589413,689,18,200.00
1213,1752,2023-09-14 16:01:49.590283,1752,2023-09-14 16:01:49.590283,689,19,100.00
1214,1752,2023-09-14 16:01:49.591078,1752,2023-09-14 16:01:49.591078,689,13,3.00
1215,1752,2023-09-14 16:01:49.592033,1752,2023-09-14 16:01:49.592033,689,16,150.00
1216,1752,2023-09-14 16:01:49.592762,1752,2023-09-14 16:01:49.592762,689,17,200.00
1217,1752,2023-09-14 16:01:49.593677,1752,2023-09-14 16:01:49.593677,689,14,315.00
1218,1752,2023-09-14 16:01:49.594502,1752,2023-09-14 16:01:49.594502,689,22,150.00
1219,1752,2023-09-14 16:01:49.595455,1752,2023-09-14 16:01:49.595455,689,15,80.00
1220,1765,2023-09-14 16:07:37.280869,1765,2023-09-14 16:07:37.280869,690,13,16.00
1221,1765,2023-09-14 16:07:37.281758,1765,2023-09-14 16:07:37.281758,690,14,32000.00
1222,1740,2023-09-14 16:20:02.725741,1740,2023-09-14 16:20:02.725741,691,13,1.00
1223,1740,2023-09-14 16:20:02.726675,1740,2023-09-14 16:20:02.726675,691,16,80.00
1224,1740,2023-09-14 16:20:02.727241,1740,2023-09-14 16:20:02.727241,691,17,200.00
1225,1740,2023-09-14 16:20:02.727788,1740,2023-09-14 16:20:02.727788,691,14,200.00
1226,1740,2023-09-14 16:20:02.72838,1740,2023-09-14 16:20:02.72838,691,15,100.00
1227,1768,2023-09-14 17:44:27.422745,1768,2023-09-14 17:44:27.422745,692,17,1000.00
1228,1768,2023-09-14 17:44:27.423474,1768,2023-09-14 17:44:27.423474,692,14,12514.00
1229,1770,2023-09-14 17:52:27.428634,1770,2023-09-14 17:52:27.428634,693,13,1.00
1230,1770,2023-09-14 17:52:27.429797,1770,2023-09-14 17:52:27.429797,693,14,300.00
1231,1770,2023-09-14 17:52:27.430382,1770,2023-09-14 17:52:27.430382,693,15,0.11
1232,1770,2023-09-14 18:39:29.625115,1770,2023-09-14 18:39:29.625115,694,13,1.00
1233,1770,2023-09-14 18:39:29.628942,1770,2023-09-14 18:39:29.628942,694,14,300.00
1234,1770,2023-09-14 18:39:29.631409,1770,2023-09-14 18:39:29.631409,694,15,0.11
1235,1771,2023-09-14 19:58:04.153317,1771,2023-09-14 19:58:04.153317,695,13,4.00
1236,1771,2023-09-14 19:58:04.154111,1771,2023-09-14 19:58:04.154111,695,17,80.00
1237,1771,2023-09-14 19:58:04.15495,1771,2023-09-14 19:58:04.15495,695,14,200.00
1238,1771,2023-09-14 19:58:04.155508,1771,2023-09-14 19:58:04.155508,695,22,180.00
1239,1771,2023-09-14 19:58:04.156223,1771,2023-09-14 19:58:04.156223,695,15,15.00
1240,1772,2023-09-14 20:33:15.730878,1772,2023-09-14 20:33:15.730878,696,21,0.50
1241,1772,2023-09-14 20:33:15.731615,1772,2023-09-14 20:33:15.731615,696,16,10.00
1242,1772,2023-09-14 20:33:15.732138,1772,2023-09-14 20:33:15.732138,696,14,200.00
1243,1772,2023-09-14 20:33:15.7327,1772,2023-09-14 20:33:15.7327,696,15,13.00
1244,1771,2023-09-14 20:35:25.966396,1771,2023-09-14 20:35:25.966396,697,13,4.00
1245,1771,2023-09-14 20:35:25.969623,1771,2023-09-14 20:35:25.969623,697,17,80.00
1246,1771,2023-09-14 20:35:25.971092,1771,2023-09-14 20:35:25.971092,697,14,210.00
1247,1771,2023-09-14 20:35:25.972124,1771,2023-09-14 20:35:25.972124,697,22,200.00
1248,1771,2023-09-14 20:35:25.973128,1771,2023-09-14 20:35:25.973128,697,15,15.00
1249,1773,2023-09-15 09:34:57.068192,1773,2023-09-15 09:34:57.068192,698,13,4.00
1250,1773,2023-09-15 09:34:57.06896,1773,2023-09-15 09:34:57.06896,698,22,180.00
1251,1759,2023-09-15 09:50:45.14882,1759,2023-09-15 09:50:45.14882,699,22,13800.00
1252,1776,2023-09-15 12:19:45.750053,1776,2023-09-15 12:19:45.750053,700,14,120.00
1253,1776,2023-09-15 12:19:45.750966,1776,2023-09-15 12:19:45.750966,700,22,80.00
1254,1776,2023-09-15 12:23:24.550832,1776,2023-09-15 12:23:24.550832,701,22,80.00
1255,1791,2023-09-15 22:34:12.55551,1791,2023-09-15 22:34:12.55551,702,13,3.00
1256,1791,2023-09-15 22:34:12.55637,1791,2023-09-15 22:34:12.55637,702,21,0.50
1257,1791,2023-09-15 22:34:12.557023,1791,2023-09-15 22:34:12.557023,702,16,160.00
1258,1791,2023-09-15 22:34:12.557599,1791,2023-09-15 22:34:12.557599,702,14,160.00
1259,1791,2023-09-15 22:34:12.558153,1791,2023-09-15 22:34:12.558153,702,22,250.00
1260,1791,2023-09-15 22:34:12.558911,1791,2023-09-15 22:34:12.558911,702,15,4000.00
1261,1775,2023-09-16 13:22:50.113011,1775,2023-09-16 13:22:50.113011,703,13,5.00
1262,1805,2023-09-16 16:59:20.962177,1805,2023-09-16 16:59:20.962177,704,13,3.00
1263,1805,2023-09-16 16:59:20.962925,1805,2023-09-16 16:59:20.962925,704,17,400.00
1264,1805,2023-09-16 16:59:20.963398,1805,2023-09-16 16:59:20.963398,704,14,250.00
1265,1776,2023-09-18 07:45:41.014666,1776,2023-09-18 07:45:41.014666,705,13,1.00
1266,1776,2023-09-18 07:45:41.015612,1776,2023-09-18 07:45:41.015612,705,14,120.00
1267,1776,2023-09-18 07:45:41.016651,1776,2023-09-18 07:45:41.016651,705,22,40.00
1268,1776,2023-09-18 07:45:41.017779,1776,2023-09-18 07:45:41.017779,705,15,3000.00
1269,1821,2023-09-18 21:36:52.962701,1821,2023-09-18 21:36:52.962701,706,22,71.05
1270,1822,2023-09-19 10:25:50.610676,1822,2023-09-19 10:25:50.610676,707,21,3.00
1271,717,2023-09-20 08:29:54.073194,717,2023-09-20 08:29:54.073194,708,13,80.00
1272,717,2023-09-20 08:29:54.074199,717,2023-09-20 08:29:54.074199,708,14,4000000.00
1273,717,2023-09-20 08:29:54.074814,717,2023-09-20 08:29:54.074814,708,22,37500.00
1274,690,2023-09-21 20:31:57.525471,690,2023-09-21 20:31:57.525471,709,13,1.00
1275,690,2023-09-21 20:31:57.526132,690,2023-09-21 20:31:57.526132,709,14,1495.00
1276,690,2023-09-21 20:31:57.526687,690,2023-09-21 20:31:57.526687,709,22,66.99
1277,1829,2023-09-23 15:18:00.488609,1829,2023-09-23 15:18:00.488609,710,13,3.00
1278,1829,2023-09-23 15:18:00.489197,1829,2023-09-23 15:18:00.489197,710,14,55.00
1279,1829,2023-09-23 15:18:00.489663,1829,2023-09-23 15:18:00.489663,710,22,45.00
1280,1829,2023-09-23 15:18:00.490121,1829,2023-09-23 15:18:00.490121,710,15,1000.00
1281,1829,2023-09-23 15:24:54.228261,1829,2023-09-23 15:24:54.228261,711,13,4.00
1282,1829,2023-09-23 15:24:54.237138,1829,2023-09-23 15:24:54.237138,711,14,55.00
1283,1829,2023-09-23 15:24:54.237872,1829,2023-09-23 15:24:54.237872,711,22,45.00
1284,1829,2023-09-23 15:24:54.238505,1829,2023-09-23 15:24:54.238505,711,15,1000.00
1285,1829,2023-09-23 15:30:12.580886,1829,2023-09-23 15:30:12.580886,712,13,4.00
1286,1829,2023-09-23 15:30:12.581496,1829,2023-09-23 15:30:12.581496,712,14,55.00
1287,1829,2023-09-23 15:30:12.582004,1829,2023-09-23 15:30:12.582004,712,15,1000.00
1288,1829,2023-09-23 16:22:48.232179,1829,2023-09-23 16:22:48.232179,713,14,55.00
1289,1831,2023-09-25 17:53:48.937055,1831,2023-09-25 17:53:48.937055,714,13,2.00
1290,1831,2023-09-25 17:53:48.93775,1831,2023-09-25 17:53:48.93775,714,17,5.00
1291,1831,2023-09-25 17:53:48.938246,1831,2023-09-25 17:53:48.938246,714,22,120.00
1292,1831,2023-09-25 17:53:48.938785,1831,2023-09-25 17:53:48.938785,714,15,40.00
1293,1831,2023-09-25 17:59:03.508783,1831,2023-09-25 17:59:03.508783,715,13,1.00
1294,1831,2023-09-25 17:59:03.509379,1831,2023-09-25 17:59:03.509379,715,22,110.00
1295,1831,2023-09-25 17:59:03.510109,1831,2023-09-25 17:59:03.510109,715,15,10.00
1296,1749,2023-09-26 13:09:45.445738,1749,2023-09-26 13:09:45.445738,716,13,1.00
1297,1749,2023-09-26 13:09:45.446508,1749,2023-09-26 13:09:45.446508,716,17,360.00
1298,1749,2023-09-26 13:09:45.447242,1749,2023-09-26 13:09:45.447242,716,14,1200.00
1299,1749,2023-09-26 13:09:45.447856,1749,2023-09-26 13:09:45.447856,716,15,60.00
1300,1834,2023-09-27 10:19:43.809742,1834,2023-09-27 10:19:43.809742,717,13,20.00
1301,1834,2023-09-27 10:19:43.810438,1834,2023-09-27 10:19:43.810438,717,22,1112.00
1302,1834,2023-09-27 10:19:43.811079,1834,2023-09-27 10:19:43.811079,717,20,38000.00
1303,1834,2023-09-27 15:05:10.704148,1834,2023-09-27 15:05:10.704148,718,13,20.00
1304,1834,2023-09-27 15:05:10.705082,1834,2023-09-27 15:05:10.705082,718,20,12400.00
1305,1842,2023-09-29 14:33:12.14874,1842,2023-09-29 14:33:12.14874,719,13,5.00
1306,1842,2023-09-29 14:33:12.149642,1842,2023-09-29 14:33:12.149642,719,17,80.00
1307,1842,2023-09-29 14:33:12.150219,1842,2023-09-29 14:33:12.150219,719,14,435.00
1308,1349,2023-09-29 15:24:53.532746,1349,2023-09-29 15:24:53.532746,720,13,7.00
1309,1349,2023-09-29 15:24:53.533309,1349,2023-09-29 15:24:53.533309,720,14,17350.00
1310,1349,2023-09-29 15:24:53.53376,1349,2023-09-29 15:24:53.53376,720,22,100.00
1311,1847,2023-09-30 21:09:02.084757,1847,2023-09-30 21:09:02.084757,721,19,8.00
1312,1847,2023-09-30 21:09:02.085416,1847,2023-09-30 21:09:02.085416,721,13,1.00
1313,1847,2023-09-30 21:17:30.136165,1847,2023-09-30 21:17:30.136165,722,19,8.00
1314,1847,2023-09-30 21:17:30.13674,1847,2023-09-30 21:17:30.13674,722,13,1.00
1315,1847,2023-09-30 21:17:30.13724,1847,2023-09-30 21:17:30.13724,722,16,54.00
1316,1847,2023-09-30 21:17:30.137702,1847,2023-09-30 21:17:30.137702,722,17,54.00
1317,1853,2023-10-05 11:22:06.627769,1853,2023-10-05 11:22:06.627769,723,16,500.00
1318,1853,2023-10-05 11:22:06.628511,1853,2023-10-05 11:22:06.628511,723,17,500.00
1319,1853,2023-10-05 11:22:06.629034,1853,2023-10-05 11:22:06.629034,723,14,480.00
1320,1853,2023-10-05 11:22:06.629569,1853,2023-10-05 11:22:06.629569,723,15,120.00
1321,811,2023-10-06 14:51:05.252741,811,2023-10-06 14:51:05.252741,724,13,28.00
1322,811,2023-10-06 14:51:05.253469,811,2023-10-06 14:51:05.253469,724,14,262433.00
1323,811,2023-10-06 14:51:05.253981,811,2023-10-06 14:51:05.253981,724,22,500.00
1324,1857,2023-10-06 19:27:52.2615,1857,2023-10-06 19:27:52.2615,725,13,3.00
1325,1857,2023-10-06 19:27:52.26227,1857,2023-10-06 19:27:52.26227,725,17,662.00
1326,1857,2023-10-06 19:27:52.262851,1857,2023-10-06 19:27:52.262851,725,14,2582.00
1327,1857,2023-10-06 19:27:52.263345,1857,2023-10-06 19:27:52.263345,725,15,248.00
1328,1718,2023-10-10 10:45:30.803307,1718,2023-10-10 10:45:30.803307,726,13,1.00
1329,1718,2023-10-10 10:45:30.804023,1718,2023-10-10 10:45:30.804023,726,14,2008.00
1330,1718,2023-10-10 10:45:30.804531,1718,2023-10-10 10:45:30.804531,726,22,50.00
1331,1859,2023-10-13 13:16:39.799454,1859,2023-10-13 13:16:39.799454,727,13,2.00
1332,700,2023-10-13 14:42:40.516675,700,2023-10-13 14:42:40.516675,728,13,2.00
1333,700,2023-10-13 14:42:40.517276,700,2023-10-13 14:42:40.517276,728,14,901.00
1334,700,2023-10-13 14:42:40.517747,700,2023-10-13 14:42:40.517747,728,22,50.00
1335,1881,2023-10-25 21:44:20.509089,1881,2023-10-25 21:44:20.509089,729,19,14.00
1336,1881,2023-10-25 21:44:20.509633,1881,2023-10-25 21:44:20.509633,729,13,2.00
1337,1881,2023-10-25 21:44:20.510078,1881,2023-10-25 21:44:20.510078,729,21,5.00
1338,1881,2023-10-25 21:44:20.510658,1881,2023-10-25 21:44:20.510658,729,16,90.00
1339,1881,2023-10-25 21:44:20.511091,1881,2023-10-25 21:44:20.511091,729,14,332.00
1340,1881,2023-10-25 21:44:20.511605,1881,2023-10-25 21:44:20.511605,729,22,130.00
1341,1881,2023-10-25 21:44:20.512009,1881,2023-10-25 21:44:20.512009,729,15,15000.00
1342,1879,2023-10-26 08:42:08.327053,1879,2023-10-26 08:42:08.327053,730,13,3.00
1343,1879,2023-10-26 08:42:08.327662,1879,2023-10-26 08:42:08.327662,730,14,134.00
1344,1879,2023-10-26 08:42:08.328124,1879,2023-10-26 08:42:08.328124,730,15,4.00
1345,744,2023-10-26 14:20:19.802922,744,2023-10-26 14:20:19.802922,731,13,67.00
1346,744,2023-10-26 14:20:19.803596,744,2023-10-26 14:20:19.803596,731,14,192809.00
1347,743,2023-10-26 14:34:38.646685,743,2023-10-26 14:34:38.646685,732,13,34.00
1348,743,2023-10-26 14:34:38.647337,743,2023-10-26 14:34:38.647337,732,14,113147.00
1349,745,2023-10-26 14:58:59.531471,745,2023-10-26 14:58:59.531471,733,13,21.00
1350,745,2023-10-26 14:58:59.532008,745,2023-10-26 14:58:59.532008,733,14,99837.00
1351,1859,2023-10-26 17:25:27.245315,1859,2023-10-26 17:25:27.245315,734,13,1.00
1352,1859,2023-10-26 17:25:27.246018,1859,2023-10-26 17:25:27.246018,734,14,100.00
1353,1859,2023-10-26 17:25:27.246523,1859,2023-10-26 17:25:27.246523,734,22,20.00
1354,1859,2023-10-26 17:31:35.503032,1859,2023-10-26 17:31:35.503032,735,13,1.00
1355,1879,2023-10-27 11:22:55.006078,1879,2023-10-27 11:22:55.006078,736,13,3.00
1356,1879,2023-10-27 11:22:55.007141,1879,2023-10-27 11:22:55.007141,736,14,134.00
1357,1879,2023-10-27 11:22:55.00768,1879,2023-10-27 11:22:55.00768,736,15,3.90
1358,1892,2023-10-27 16:32:16.529903,1892,2023-10-27 16:32:16.529903,737,13,40.00
1359,1892,2023-10-27 16:32:16.530512,1892,2023-10-27 16:32:16.530512,737,22,60.00
1360,1892,2023-10-27 16:35:28.019332,1892,2023-10-27 16:35:28.019332,738,13,40.00
1361,1892,2023-10-27 16:35:28.019909,1892,2023-10-27 16:35:28.019909,738,22,60.00
1362,749,2023-11-01 11:37:32.570891,749,2023-11-01 11:37:32.570891,739,13,23.00
1363,749,2023-11-01 11:37:32.571778,749,2023-11-01 11:37:32.571778,739,22,970.00
1364,749,2023-11-01 11:37:32.572538,749,2023-11-01 11:37:32.572538,739,14,55.39
1365,751,2023-11-01 16:46:32.024912,751,2023-11-01 16:46:32.024912,740,13,65.00
1366,751,2023-11-01 16:46:32.025526,751,2023-11-01 16:46:32.025526,740,22,2831.00
1367,751,2023-11-01 16:46:32.025988,751,2023-11-01 16:46:32.025988,740,14,80852.00
1368,755,2023-11-06 14:55:50.410567,755,2023-11-06 14:55:50.410567,741,13,5.00
1369,755,2023-11-06 14:55:50.4112,755,2023-11-06 14:55:50.4112,741,22,1836.00
1370,755,2023-11-06 14:55:50.411677,755,2023-11-06 14:55:50.411677,741,14,193308.00
1371,746,2023-11-06 18:55:11.442291,746,2023-11-06 18:55:11.442291,742,13,76.00
1372,746,2023-11-06 18:55:11.443267,746,2023-11-06 18:55:11.443267,742,22,4390.00
1373,746,2023-11-06 18:55:11.443816,746,2023-11-06 18:55:11.443816,742,14,269952.00
1374,748,2023-11-07 09:38:12.178476,748,2023-11-07 09:38:12.178476,743,13,29.00
1375,748,2023-11-07 09:38:12.17928,748,2023-11-07 09:38:12.17928,743,22,2081.00
1376,748,2023-11-07 09:38:12.179726,748,2023-11-07 09:38:12.179726,743,14,150010.00
1377,747,2023-11-07 10:04:38.550838,747,2023-11-07 10:04:38.550838,744,13,21.00
1378,747,2023-11-07 10:04:38.551388,747,2023-11-07 10:04:38.551388,744,22,1647.87
1379,747,2023-11-07 10:04:38.551829,747,2023-11-07 10:04:38.551829,744,14,236690.00
1380,902,2023-11-07 10:56:20.783296,902,2023-11-07 10:56:20.783296,745,13,11.00
1381,902,2023-11-07 10:56:20.783959,902,2023-11-07 10:56:20.783959,745,22,1300.00
1382,902,2023-11-07 10:56:20.78447,902,2023-11-07 10:56:20.78447,745,14,94676.00
1383,901,2023-11-07 11:31:13.059365,901,2023-11-07 11:31:13.059365,746,13,16.00
1384,901,2023-11-07 11:31:13.060089,901,2023-11-07 11:31:13.060089,746,22,600.00
1385,753,2023-11-08 16:13:51.756293,753,2023-11-08 16:13:51.756293,747,13,8.00
1386,753,2023-11-08 16:13:51.757099,753,2023-11-08 16:13:51.757099,747,22,800.00
1387,753,2023-11-08 16:13:51.757774,753,2023-11-08 16:13:51.757774,747,14,50307.00
1388,754,2023-11-08 16:19:14.991922,754,2023-11-08 16:19:14.991922,748,13,14.00
1389,754,2023-11-08 16:19:14.992597,754,2023-11-08 16:19:14.992597,748,22,399.00
1390,754,2023-11-08 16:19:14.993061,754,2023-11-08 16:19:14.993061,748,14,44570.00
1391,1911,2023-11-14 09:21:37.105523,1911,2023-11-14 09:21:37.105523,749,13,2.00
1392,1911,2023-11-14 09:21:37.106192,1911,2023-11-14 09:21:37.106192,749,22,120.00
1393,1911,2023-11-14 09:21:37.106942,1911,2023-11-14 09:21:37.106942,749,14,425.00
1394,1911,2023-11-14 09:21:37.107588,1911,2023-11-14 09:21:37.107588,749,15,300.00
1395,1911,2023-11-14 10:03:35.623539,1911,2023-11-14 10:03:35.623539,750,13,2.00
1396,1911,2023-11-14 10:03:35.624238,1911,2023-11-14 10:03:35.624238,750,14,459.00
1397,1656,2023-11-14 10:20:41.416109,1656,2023-11-14 10:20:41.416109,751,19,100.00
1398,1656,2023-11-14 10:20:41.416693,1656,2023-11-14 10:20:41.416693,751,21,100.00
1399,1656,2023-11-14 10:20:41.417274,1656,2023-11-14 10:20:41.417274,751,16,100.00
1400,1656,2023-11-14 10:20:41.417736,1656,2023-11-14 10:20:41.417736,751,14,10000.00
1401,1656,2023-11-14 10:20:41.418738,1656,2023-11-14 10:20:41.418738,751,15,1000.00
1402,1906,2023-11-14 14:24:50.05776,1906,2023-11-14 14:24:50.05776,752,22,167.00
1403,1906,2023-11-14 14:24:50.059237,1906,2023-11-14 14:24:50.059237,752,14,1264.00
1404,794,2023-11-23 09:45:17.230825,794,2023-11-23 09:45:17.230825,753,17,346.00
1405,794,2023-11-23 09:45:17.232444,794,2023-11-23 09:45:17.232444,753,14,99.79
1406,794,2023-11-23 09:45:17.234476,794,2023-11-23 09:45:17.234476,753,22,3141.00
1407,794,2023-11-23 09:45:17.235707,794,2023-11-23 09:45:17.235707,753,13,3.00
1408,794,2023-11-23 10:08:50.248234,794,2023-11-23 10:08:50.248234,754,17,346.00
1409,794,2023-11-23 10:08:50.251408,794,2023-11-23 10:08:50.251408,754,14,99.79
1410,794,2023-11-23 10:08:50.254393,794,2023-11-23 10:08:50.254393,754,22,3141.00
1411,794,2023-11-23 11:10:28.272574,794,2023-11-23 11:10:28.272574,755,17,346.00
1412,794,2023-11-23 11:10:28.275165,794,2023-11-23 11:10:28.275165,755,14,99.79
1413,794,2023-11-23 11:10:28.276212,794,2023-11-23 11:10:28.276212,755,22,3141.00
1414,1915,2023-11-24 07:08:03.720949,1915,2023-11-24 07:08:03.720949,756,17,500.00
1415,1915,2023-11-24 07:08:03.721988,1915,2023-11-24 07:08:03.721988,756,15,250.00
1416,1915,2023-11-24 07:08:03.72272,1915,2023-11-24 07:08:03.72272,756,14,2500.00
1417,1915,2023-11-24 07:08:03.723436,1915,2023-11-24 07:08:03.723436,756,13,1.00
1418,751,2023-12-06 11:41:06.808297,751,2023-12-06 11:41:06.808297,757,14,126811.00
1419,751,2023-12-06 11:41:06.809328,751,2023-12-06 11:41:06.809328,757,22,2600.01
1420,751,2023-12-06 11:41:06.810126,751,2023-12-06 11:41:06.810126,757,13,70.00
1421,795,2023-12-12 11:15:21.661869,795,2023-12-12 11:15:21.661869,758,14,6123.00
1422,795,2023-12-12 11:15:21.667814,795,2023-12-12 11:15:21.667814,758,22,700.00
1423,795,2023-12-12 11:15:21.671611,795,2023-12-12 11:15:21.671611,758,17,331.00
1424,1879,2023-12-12 13:57:23.512123,1879,2023-12-12 13:57:23.512123,759,15,46.80
1425,1879,2023-12-12 13:57:23.51346,1879,2023-12-12 13:57:23.51346,759,14,1072.00
1426,1879,2023-12-13 08:27:19.095274,1879,2023-12-13 08:27:19.095274,760,15,936.00
1427,1879,2023-12-13 08:27:19.096295,1879,2023-12-13 08:27:19.096295,760,14,1608.00
1428,1879,2023-12-13 08:27:19.098711,1879,2023-12-13 08:27:19.098711,760,13,2.00
1429,1940,2023-12-13 16:22:28.489318,1940,2023-12-13 16:22:28.489318,761,14,210.00
1430,1940,2023-12-13 16:22:28.492311,1940,2023-12-13 16:22:28.492311,761,22,1200.00
1431,1940,2023-12-13 16:22:28.493109,1940,2023-12-13 16:22:28.493109,761,13,2.00
1432,1940,2023-12-22 11:19:23.342392,1940,2023-12-22 11:19:23.342392,762,22,1200.00
1433,1940,2023-12-22 11:19:23.347565,1940,2023-12-22 11:19:23.347565,762,13,2.00
1434,1960,2024-01-19 14:31:56.157372,1960,2024-01-19 14:31:56.157372,763,20,1000.00
1435,824,2024-01-22 09:59:56.363407,824,2024-01-22 09:59:56.363407,764,14,6150.00
1436,824,2024-01-22 09:59:56.364837,824,2024-01-22 09:59:56.364837,764,22,100.00
1437,824,2024-01-22 09:59:56.365937,824,2024-01-22 09:59:56.365937,764,13,1.00
1438,1964,2024-01-23 23:04:03.977343,1964,2024-01-23 23:04:03.977343,765,14,409.00
1439,1964,2024-01-23 23:04:03.979279,1964,2024-01-23 23:04:03.979279,765,15,19.00
1440,1964,2024-01-23 23:04:03.980446,1964,2024-01-23 23:04:03.980446,765,13,4.00
1441,1712,2024-02-02 10:24:07.099224,1712,2024-02-02 10:24:07.099224,766,14,115065.91
1442,1712,2024-02-02 10:24:07.103615,1712,2024-02-02 10:24:07.103615,766,22,1121.67
1443,1712,2024-02-02 10:24:07.104944,1712,2024-02-02 10:24:07.104944,766,13,36.00
1444,1712,2024-02-02 10:24:07.105867,1712,2024-02-02 10:24:07.105867,766,17,1760.02
1445,1712,2024-02-02 10:25:27.058206,1712,2024-02-02 10:25:27.058206,767,14,1.00
1446,1712,2024-02-02 10:25:27.059149,1712,2024-02-02 10:25:27.059149,767,22,10.00
1447,1712,2024-02-02 10:25:27.05985,1712,2024-02-02 10:25:27.05985,767,15,1.00
1448,1712,2024-02-02 10:25:27.060595,1712,2024-02-02 10:25:27.060595,767,13,1.00
1449,1712,2024-02-02 10:25:27.061296,1712,2024-02-02 10:25:27.061296,767,17,1.00
1450,1712,2024-02-02 10:26:18.255719,1712,2024-02-02 10:26:18.255719,768,14,1.00
1451,1712,2024-02-02 10:26:18.256913,1712,2024-02-02 10:26:18.256913,768,22,1.00
1452,1712,2024-02-02 10:26:18.25769,1712,2024-02-02 10:26:18.25769,768,15,1.00
1453,1712,2024-02-02 10:26:18.258393,1712,2024-02-02 10:26:18.258393,768,13,1.00
1454,1712,2024-02-02 10:26:18.25918,1712,2024-02-02 10:26:18.25918,768,16,1.00
1455,1712,2024-02-02 10:26:18.259905,1712,2024-02-02 10:26:18.259905,768,17,1.00
1456,733,2024-02-02 10:56:04.233876,733,2024-02-02 10:56:04.233876,769,14,115.07
1457,733,2024-02-02 10:56:04.234731,733,2024-02-02 10:56:04.234731,769,22,1.12
1458,733,2024-02-02 10:56:04.235409,733,2024-02-02 10:56:04.235409,769,13,36.00
1459,1718,2024-02-08 11:33:01.164847,1718,2024-02-08 11:33:01.164847,770,14,182.00
1460,1718,2024-02-08 11:33:01.1657,1718,2024-02-08 11:33:01.1657,770,22,33.12
1461,1718,2024-02-08 11:33:01.167017,1718,2024-02-08 11:33:01.167017,770,13,1.00
1462,1887,2024-02-14 14:37:16.1077,1887,2024-02-14 14:37:16.1077,771,21,1.00
1463,1887,2024-02-14 14:37:16.109178,1887,2024-02-14 14:37:16.109178,771,14,300.00
