id,role_user_id,user_id,status,processing_message,reason,description,active,block,area_id,amount,created_by,created_date,last_modified_by,last_modified_date
85,,263,FINISHED,,REGISTRATION_PENDING,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente a pendencia cadastral.",t,t,,,933,2023-03-16 11:19:59.43088,933,2023-03-16 11:19:59.43088
86,,385,FINISHED,,CONTRACT_CANCELLATION,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , deverá transferir os créditos para IMEI.",t,t,,,933,2023-03-16 11:21:08.746285,933,2023-03-16 11:21:08.746285
97,,298,FINISHED,,OTHERS,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente a bloqueio estratégico BMV.",f,f,,,933,2023-03-16 11:37:10.301282,933,2023-06-02 15:29:54.797581
88,,265,FINISHED,,REGISTRATION_PENDING,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente a pendencia cadastral.",t,t,,,933,2023-03-16 11:29:45.664389,933,2023-03-16 11:29:45.664389
89,,267,FINISHED,,REGISTRATION_PENDING,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente a pendencia cadastral.",t,t,,,933,2023-03-16 11:30:29.705863,933,2023-03-16 11:30:29.705863
90,,338,FINISHED,,CONTRACT_CANCELLATION,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente ao falecimento do mesmo.",t,t,,,933,2023-03-16 11:31:15.052175,933,2023-03-16 11:31:15.052175
91,,275,FINISHED,,REGISTRATION_PENDING,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente a pendencia cadastral.",t,t,,,933,2023-03-16 11:31:57.164317,933,2023-03-16 11:31:57.164317
92,,574,FINISHED,,REGISTRATION_PENDING,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente a pendencia cadastral.",t,t,,,933,2023-03-16 11:32:35.052285,933,2023-03-16 11:32:35.052285
93,,456,FINISHED,,OTHERS,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente a bloqueio estratégico BMV.",t,t,,,933,2023-03-16 11:33:16.228292,933,2023-03-16 11:33:16.228292
94,,255,FINISHED,,REGISTRATION_PENDING,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente a pendencia cadastral.",t,t,,,933,2023-03-16 11:34:25.706791,933,2023-03-16 11:34:25.706791
95,,566,FINISHED,,OTHERS,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente a bloqueio estratégico BMV.",t,t,,,933,2023-03-16 11:34:53.862712,933,2023-03-16 11:34:53.862712
96,,470,FINISHED,,OTHERS,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente a bloqueio estratégico BMV.",t,t,,,933,2023-03-16 11:36:22.421585,933,2023-03-16 11:36:22.421585
98,,471,FINISHED,,OTHERS,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente a bloqueio estratégico BMV.",t,t,,,933,2023-03-16 11:37:37.072499,933,2023-03-16 11:37:37.072499
99,,264,FINISHED,,REGISTRATION_PENDING,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente a pendencia cadastral.",t,t,,,933,2023-03-16 11:38:36.612314,933,2023-03-16 11:38:36.612314
101,,258,FINISHED,,REGISTRATION_PENDING,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente a pendencia cadastral.",t,t,,,933,2023-03-16 11:40:04.910875,933,2023-03-16 11:40:04.910875
102,,261,FINISHED,,REGISTRATION_PENDING,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente a pendencia cadastral.",t,t,,,933,2023-03-16 11:40:50.787911,933,2023-03-16 11:40:50.787911
103,,266,FINISHED,,REGISTRATION_PENDING,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente a pendencia cadastral.",t,t,,,933,2023-03-16 11:41:21.207895,933,2023-03-16 11:41:21.207895
104,,379,FINISHED,,CONTRACT_CANCELLATION,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente a cancelamento de contrato .",t,t,,,933,2023-03-16 11:42:15.258372,933,2023-03-16 11:42:15.258372
105,,366,FINISHED,,OTHERS,"Solicitação de Bloqueio por Luzia Umbelino no dia 16/03/2023 , referente a bloqueio estratégico BMV.",t,t,,,933,2023-03-16 11:43:30.440274,933,2023-03-16 11:43:30.440274
68,,247,FINISHED,,OTHERS,SOLICITAÇÃO LUZIA DIA 09/11/2022,f,f,,,933,2022-11-09 17:45:08.972571,933,2024-06-18 00:30:34.59436
67,,246,FINISHED,,OTHERS,SOLICITAÇÃO LUZIA DIA 09/11/2022,f,f,,,933,2022-11-09 17:44:59.185647,933,2024-06-18 00:30:39.826426
66,,245,FINISHED,,OTHERS,SOLICITAÇÃO LUZIA DIA 09/11/2022,f,f,,,933,2022-11-09 17:44:49.615728,933,2024-06-18 00:30:53.450343
65,,244,FINISHED,,OTHERS,SOLICITAÇÃO LUZIA DIA 09/11/2022,f,f,,,933,2022-11-09 17:44:39.390148,933,2024-06-18 00:30:58.646283
64,,243,FINISHED,,OTHERS,SOLICITAÇÃO LUZIA DIA 09/11/2022,f,f,,,933,2022-11-09 17:44:29.177893,933,2024-06-18 00:31:04.130475
