id,created_on,currency,price,update_on,user_id
72,2021-01-01 00:00:00,REAL,179.49,,1
73,2021-02-01 00:00:00,REAL,179.51,,1
74,2021-03-01 00:00:00,REAL,180.31,,1
75,2021-04-01 00:00:00,REAL,181.23,,1
76,2021-05-01 00:00:00,REAL,183.40,,1
77,2021-06-01 00:00:00,REAL,181.72,,1
78,2021-07-01 00:00:00,REAL,175.03,,1
79,2021-08-01 00:00:00,REAL,174.31,,1
80,2021-09-01 00:00:00,REAL,176.12,,1
81,2021-10-01 00:00:00,REAL,175.02,,1
3,2015-04-01 00:00:00,REAL,77.60,2022-03-02 13:39:20.883384,1
4,2015-05-01 00:00:00,REAL,77.60,2022-03-02 13:39:24.338615,1
5,2015-06-01 00:00:00,REAL,77.60,2022-03-02 13:39:26.79198,1
6,2015-07-01 00:00:00,REAL,77.60,2022-03-02 13:39:29.201956,1
7,2015-08-01 00:00:00,REAL,77.60,2022-03-02 13:39:31.595057,1
8,2015-09-01 00:00:00,REAL,77.60,2022-03-02 13:39:34.023167,1
10,2015-11-01 00:00:00,REAL,77.60,2022-03-02 13:39:40.160816,1
11,2015-12-01 00:00:00,REAL,77.60,2022-03-02 13:39:42.757765,1
82,2015-02-01 00:00:00,EURO,24.43,2022-03-02 13:40:15.525202,1
83,2015-03-01 00:00:00,EURO,22.64,2022-03-02 13:40:18.714388,1
23,2016-12-01 00:00:00,REAL,77.60,2022-03-02 13:45:16.762653,1
91,2015-11-01 00:00:00,EURO,19.00,2022-03-02 13:41:28.440957,1
90,2015-10-01 00:00:00,EURO,18.29,2022-03-02 13:41:31.629353,1
89,2015-09-01 00:00:00,EURO,17.59,2022-03-02 13:41:34.48598,1
88,2015-08-01 00:00:00,EURO,19.13,2022-03-02 13:41:37.9682,1
87,2015-07-01 00:00:00,EURO,20.65,2022-03-02 13:41:41.001284,1
85,2015-05-01 00:00:00,EURO,22.22,2022-03-02 13:41:47.221816,1
84,2015-04-01 00:00:00,EURO,22.94,2022-03-02 13:41:54.316316,1
22,2016-11-01 00:00:00,REAL,77.60,2022-03-02 13:45:19.469899,1
21,2016-10-01 00:00:00,REAL,77.60,2022-03-02 13:45:21.78033,1
20,2016-09-01 00:00:00,REAL,77.60,2022-03-02 13:45:24.069182,1
19,2016-08-01 00:00:00,REAL,77.60,2022-03-02 13:45:26.924336,1
17,2016-06-01 00:00:00,REAL,77.60,2022-03-02 13:45:32.574018,1
16,2016-05-01 00:00:00,REAL,77.60,2022-03-02 13:45:35.293978,1
15,2016-04-01 00:00:00,REAL,77.60,2022-03-02 13:45:38.356354,1
14,2016-03-01 00:00:00,REAL,77.60,2022-03-02 13:45:41.491037,1
13,2016-02-01 00:00:00,REAL,77.60,2022-03-02 13:45:44.77178,1
104,2016-12-01 00:00:00,EURO,22.69,2022-03-02 13:48:00.451841,1
103,2016-11-01 00:00:00,EURO,21.67,2022-03-02 13:48:06.013224,1
102,2016-10-01 00:00:00,EURO,22.17,2022-03-02 13:48:11.533638,1
101,2016-09-01 00:00:00,EURO,21.19,2022-03-02 13:48:17.377484,1
100,2016-08-01 00:00:00,EURO,21.58,2022-03-02 13:48:23.490056,1
98,2016-06-01 00:00:00,EURO,21.75,2022-03-02 13:48:35.842715,1
97,2016-05-01 00:00:00,EURO,19.31,2022-03-02 13:48:42.930644,1
96,2016-04-01 00:00:00,EURO,19.72,2022-03-02 13:48:49.779335,1
95,2016-03-01 00:00:00,EURO,18.98,2022-03-02 13:48:56.671989,1
94,2016-02-01 00:00:00,EURO,17.78,2022-03-02 13:49:02.62051,1
93,2016-01-01 00:00:00,EURO,17.92,2022-03-02 13:49:08.363072,1
35,2017-12-01 00:00:00,REAL,77.60,2022-03-02 13:51:04.472849,1
34,2017-11-01 00:00:00,REAL,77.60,2022-03-02 13:51:07.306056,1
33,2017-10-01 00:00:00,REAL,77.60,2022-03-02 13:51:09.723498,1
32,2017-09-01 00:00:00,REAL,77.60,2022-03-02 13:51:12.212847,1
31,2017-08-01 00:00:00,REAL,77.60,2022-03-02 13:51:14.721495,1
27,2017-04-01 00:00:00,REAL,77.60,2022-03-02 13:51:26.8698,1
29,2017-06-01 00:00:00,REAL,77.60,2022-03-02 13:51:24.356997,1
26,2017-03-01 00:00:00,REAL,77.60,2022-03-02 13:51:29.465373,1
25,2017-02-01 00:00:00,REAL,77.60,2022-03-02 13:51:32.004078,1
24,2017-01-01 00:00:00,REAL,77.60,2022-03-02 13:51:34.657243,1
46,2018-11-01 00:00:00,REAL,77.60,2022-03-02 13:52:02.047875,1
45,2018-10-01 00:00:00,REAL,77.60,2022-03-02 13:52:04.134359,1
44,2018-09-01 00:00:00,REAL,77.60,2022-03-02 13:52:06.401354,1
43,2018-08-01 00:00:00,REAL,77.60,2022-03-02 13:52:08.609559,1
42,2018-07-01 00:00:00,REAL,77.60,2022-03-02 13:52:10.866405,1
40,2018-05-01 00:00:00,REAL,77.60,2022-03-02 13:52:19.626536,1
39,2018-04-01 00:00:00,REAL,77.60,2022-03-02 13:52:21.964113,1
38,2018-03-01 00:00:00,REAL,77.60,2022-03-02 13:52:24.912309,1
37,2018-02-01 00:00:00,REAL,77.60,2022-03-02 13:52:28.677581,1
36,2018-01-01 00:00:00,REAL,77.60,2022-03-02 13:52:32.099531,1
59,2019-12-01 00:00:00,REAL,77.60,2022-03-02 13:53:01.365424,1
57,2019-10-01 00:00:00,REAL,77.60,2022-03-02 13:53:06.046883,1
