id,created_by,created_date,last_modified_by,last_modified_date,role_user_id,start_date,end_date,percentage,role_type,operation_type,active
3,933,2022-09-23 16:44:52.230711,933,2022-09-23 16:44:52.230711,,2022-09-23,,50.0000,ASSOCIATION,AKSES_PURCHASE_ORDER,f
4,933,2022-09-23 16:44:52.231361,933,2022-09-23 16:44:52.231361,,2022-09-23,,50.0000,AUDIT,AKSES_PURCHASE_ORDER,f
5,933,2022-09-23 16:44:52.23229,933,2022-09-23 16:44:52.23229,,2022-09-23,,50.0000,CREDENTIALED_DISTRIBUTOR,AKSES_PURCHASE_ORDER,f
6,933,2022-09-23 16:44:52.232816,933,2022-09-23 16:44:52.232816,,2022-09-23,,50.0000,CUSTOMER,AKSES_PURCHASE_ORDER,f
7,933,2022-09-23 16:44:52.233394,933,2022-09-23 16:44:52.233394,,2022-09-23,,50.0000,DIRECTOR,AKSES_PURCHASE_ORDER,f
8,933,2022-09-23 16:44:52.234027,933,2022-09-23 16:44:52.234027,,2022-09-23,,50.0000,FINANCIAL,AKSES_PURCHASE_ORDER,f
9,933,2022-09-23 16:44:52.234608,933,2022-09-23 16:44:52.234608,,2022-09-23,,50.0000,FINANCIAL_DISTRIBUTOR,AKSES_PURCHASE_ORDER,f
10,933,2022-09-23 16:44:52.235354,933,2022-09-23 16:44:52.235354,,2022-09-23,,50.0000,GENERAL_DISTRIBUTOR,AKSES_PURCHASE_ORDER,f
11,933,2022-09-23 16:44:52.235818,933,2022-09-23 16:44:52.235818,,2022-09-23,,50.0000,GEO,AKSES_PURCHASE_ORDER,f
12,933,2022-09-23 16:44:52.236286,933,2022-09-23 16:44:52.236286,,2022-09-23,,50.0000,IMEI,AKSES_PURCHASE_ORDER,f
13,933,2022-09-23 16:44:52.236819,933,2022-09-23 16:44:52.236819,,2022-09-23,,50.0000,LAW_DEPARTMENT,AKSES_PURCHASE_ORDER,f
14,933,2022-09-23 16:44:52.237472,933,2022-09-23 16:44:52.237472,,2022-09-23,,50.0000,MASTER,AKSES_PURCHASE_ORDER,f
15,933,2022-09-23 16:44:52.237941,933,2022-09-23 16:44:52.237941,,2022-09-23,,50.0000,OPERATOR,AKSES_PURCHASE_ORDER,f
16,933,2022-09-23 16:44:52.238422,933,2022-09-23 16:44:52.238422,,2022-09-23,,50.0000,PARTNER,AKSES_PURCHASE_ORDER,f
17,933,2022-09-23 16:44:52.238886,933,2022-09-23 16:44:52.238886,,2022-09-23,,50.0000,PRODUCER,AKSES_PURCHASE_ORDER,f
18,933,2022-09-23 16:44:52.239369,933,2022-09-23 16:44:52.239369,,2022-09-23,,50.0000,SUPERVISOR,AKSES_PURCHASE_ORDER,f
19,933,2022-09-23 16:44:52.239929,933,2022-09-23 16:44:52.239929,,2022-09-23,,50.0000,TI,AKSES_PURCHASE_ORDER,f
20,933,2022-09-23 16:44:52.240425,933,2022-09-23 16:44:52.240425,,2022-09-23,,50.0000,UNIT,AKSES_PURCHASE_ORDER,f
21,933,2022-09-23 16:44:52.24116,933,2022-09-23 16:44:52.24116,,2022-09-23,,50.0000,USER_AKSES,AKSES_PURCHASE_ORDER,f
176,933,2022-10-21 09:51:43.921347,933,2022-10-21 09:51:43.921347,,2022-10-21,,50.0000,ADMIN,AKSES_PURCHASE_ORDER,f
177,933,2022-10-21 09:51:43.922996,933,2022-10-21 09:51:43.922996,,2022-10-21,,50.0000,ADMINISTRATIVE,AKSES_PURCHASE_ORDER,f
178,933,2022-10-21 09:51:43.924332,933,2022-10-21 09:51:43.924332,,2022-10-21,,50.0000,ASSOCIATION,AKSES_PURCHASE_ORDER,f
179,933,2022-10-21 09:51:43.925356,933,2022-10-21 09:51:43.925356,,2022-10-21,,50.0000,AUDIT,AKSES_PURCHASE_ORDER,f
180,933,2022-10-21 09:51:43.926791,933,2022-10-21 09:51:43.926791,,2022-10-21,,50.0000,CREDENTIALED_DISTRIBUTOR,AKSES_PURCHASE_ORDER,f
181,933,2022-10-21 09:51:43.927606,933,2022-10-21 09:51:43.927606,,2022-10-21,,50.0000,CUSTOMER,AKSES_PURCHASE_ORDER,f
182,933,2022-10-21 09:51:43.928454,933,2022-10-21 09:51:43.928454,,2022-10-21,,50.0000,DIRECTOR,AKSES_PURCHASE_ORDER,f
183,933,2022-10-21 09:51:43.929459,933,2022-10-21 09:51:43.929459,,2022-10-21,,50.0000,FINANCIAL,AKSES_PURCHASE_ORDER,f
184,933,2022-10-21 09:51:43.930146,933,2022-10-21 09:51:43.930146,,2022-10-21,,50.0000,FINANCIAL_DISTRIBUTOR,AKSES_PURCHASE_ORDER,f
185,933,2022-10-21 09:51:43.930762,933,2022-10-21 09:51:43.930762,,2022-10-21,,50.0000,GENERAL_DISTRIBUTOR,AKSES_PURCHASE_ORDER,f
186,933,2022-10-21 09:51:43.931341,933,2022-10-21 09:51:43.931341,,2022-10-21,,50.0000,GEO,AKSES_PURCHASE_ORDER,f
187,933,2022-10-21 09:51:43.932079,933,2022-10-21 09:51:43.932079,,2022-10-21,,50.0000,IMEI,AKSES_PURCHASE_ORDER,f
188,933,2022-10-21 09:51:43.932812,933,2022-10-21 09:51:43.932812,,2022-10-21,,50.0000,LAW_DEPARTMENT,AKSES_PURCHASE_ORDER,f
189,933,2022-10-21 09:51:43.93368,933,2022-10-21 09:51:43.93368,,2022-10-21,,50.0000,MASTER,AKSES_PURCHASE_ORDER,f
190,933,2022-10-21 09:51:43.935291,933,2022-10-21 09:51:43.935291,,2022-10-21,,50.0000,OPERATOR,AKSES_PURCHASE_ORDER,f
191,933,2022-10-21 09:51:43.937408,933,2022-10-21 09:51:43.937408,,2022-10-21,,50.0000,PARTNER,AKSES_PURCHASE_ORDER,f
193,933,2022-10-21 09:51:43.939382,933,2022-10-21 09:51:43.939382,,2022-10-21,,50.0000,SUPERVISOR,AKSES_PURCHASE_ORDER,f
194,933,2022-10-21 09:51:43.940021,933,2022-10-21 09:51:43.940021,,2022-10-21,,50.0000,TI,AKSES_PURCHASE_ORDER,f
195,933,2022-10-21 09:51:43.940613,933,2022-10-21 09:51:43.940613,,2022-10-21,,50.0000,UNIT,AKSES_PURCHASE_ORDER,f
196,933,2022-10-21 09:51:43.94121,933,2022-10-21 09:51:43.94121,,2022-10-21,,50.0000,USER_AKSES,AKSES_PURCHASE_ORDER,f
197,933,2022-12-14 15:07:33.849196,933,2022-12-14 15:07:33.849196,,2022-10-21,,100.0000,ADMIN,AKSES_PURCHASE_ORDER,f
198,933,2022-12-14 15:07:33.850942,933,2022-12-14 15:07:33.850942,,2022-10-21,,100.0000,ADMINISTRATIVE,AKSES_PURCHASE_ORDER,f
199,933,2022-12-14 15:07:33.853004,933,2022-12-14 15:07:33.853004,,2022-10-21,,100.0000,ASSOCIATION,AKSES_PURCHASE_ORDER,f
200,933,2022-12-14 15:07:33.853649,933,2022-12-14 15:07:33.853649,,2022-10-21,,100.0000,AUDIT,AKSES_PURCHASE_ORDER,f
201,933,2022-12-14 15:07:33.854536,933,2022-12-14 15:07:33.854536,,2022-10-21,,100.0000,CREDENTIALED_DISTRIBUTOR,AKSES_PURCHASE_ORDER,f
202,933,2022-12-14 15:07:33.855373,933,2022-12-14 15:07:33.855373,,2022-10-21,,100.0000,CUSTOMER,AKSES_PURCHASE_ORDER,f
203,933,2022-12-14 15:07:33.856172,933,2022-12-14 15:07:33.856172,,2022-10-21,,100.0000,DIRECTOR,AKSES_PURCHASE_ORDER,f
204,933,2022-12-14 15:07:33.856963,933,2022-12-14 15:07:33.856963,,2022-10-21,,100.0000,FINANCIAL,AKSES_PURCHASE_ORDER,f
205,933,2022-12-14 15:07:33.857518,933,2022-12-14 15:07:33.857518,,2022-10-21,,100.0000,FINANCIAL_DISTRIBUTOR,AKSES_PURCHASE_ORDER,f
206,933,2022-12-14 15:07:33.858267,933,2022-12-14 15:07:33.858267,,2022-10-21,,100.0000,GENERAL_DISTRIBUTOR,AKSES_PURCHASE_ORDER,f
207,933,2022-12-14 15:07:33.859178,933,2022-12-14 15:07:33.859178,,2022-10-21,,100.0000,GEO,AKSES_PURCHASE_ORDER,f
208,933,2022-12-14 15:07:33.859986,933,2022-12-14 15:07:33.859986,,2022-10-21,,100.0000,IMEI,AKSES_PURCHASE_ORDER,f
209,933,2022-12-14 15:07:33.860571,933,2022-12-14 15:07:33.860571,,2022-10-21,,100.0000,LAW_DEPARTMENT,AKSES_PURCHASE_ORDER,f
210,933,2022-12-14 15:07:33.861315,933,2022-12-14 15:07:33.861315,,2022-10-21,,100.0000,MASTER,AKSES_PURCHASE_ORDER,f
211,933,2022-12-14 15:07:33.86219,933,2022-12-14 15:07:33.86219,,2022-10-21,,100.0000,OPERATOR,AKSES_PURCHASE_ORDER,f
212,933,2022-12-14 15:07:33.863019,933,2022-12-14 15:07:33.863019,,2022-10-21,,100.0000,PARTNER,AKSES_PURCHASE_ORDER,f
192,933,2022-10-21 09:51:43.938171,933,2022-10-21 09:51:43.938171,,2022-10-21,,100.0000,PRODUCER,AKSES_PURCHASE_ORDER,f
213,933,2022-12-14 15:07:33.864047,933,2022-12-14 15:07:33.864047,,2022-10-21,,100.0000,SUPERVISOR,AKSES_PURCHASE_ORDER,f
214,933,2022-12-14 15:07:33.864651,933,2022-12-14 15:07:33.864651,,2022-10-21,,100.0000,TI,AKSES_PURCHASE_ORDER,f
215,933,2022-12-14 15:07:33.865488,933,2022-12-14 15:07:33.865488,,2022-10-21,,100.0000,UNIT,AKSES_PURCHASE_ORDER,f
216,933,2022-12-14 15:07:33.866221,933,2022-12-14 15:07:33.866221,,2022-10-21,,100.0000,USER_AKSES,AKSES_PURCHASE_ORDER,f
217,933,2023-01-10 11:30:27.120603,933,2023-01-10 11:30:27.120603,,2022-10-21,,50.0000,ADMIN,AKSES_PURCHASE_ORDER,t
218,933,2023-01-10 11:30:27.121267,933,2023-01-10 11:30:27.121267,,2022-10-21,,50.0000,ADMINISTRATIVE,AKSES_PURCHASE_ORDER,t
219,933,2023-01-10 11:30:27.121843,933,2023-01-10 11:30:27.121843,,2022-10-21,,50.0000,ASSOCIATION,AKSES_PURCHASE_ORDER,t
220,933,2023-01-10 11:30:27.122342,933,2023-01-10 11:30:27.122342,,2022-10-21,,50.0000,AUDIT,AKSES_PURCHASE_ORDER,t
221,933,2023-01-10 11:30:27.122706,933,2023-01-10 11:30:27.122706,,2022-10-21,,50.0000,CREDENTIALED_DISTRIBUTOR,AKSES_PURCHASE_ORDER,t
222,933,2023-01-10 11:30:27.12323,933,2023-01-10 11:30:27.12323,,2022-10-21,,50.0000,CUSTOMER,AKSES_PURCHASE_ORDER,t
223,933,2023-01-10 11:30:27.123455,933,2023-01-10 11:30:27.123455,,2022-10-21,,50.0000,DIRECTOR,AKSES_PURCHASE_ORDER,t
224,933,2023-01-10 11:30:27.123668,933,2023-01-10 11:30:27.123668,,2022-10-21,,50.0000,FINANCIAL,AKSES_PURCHASE_ORDER,t
225,933,2023-01-10 11:30:27.123887,933,2023-01-10 11:30:27.123887,,2022-10-21,,50.0000,FINANCIAL_DISTRIBUTOR,AKSES_PURCHASE_ORDER,t
226,933,2023-01-10 11:30:27.12424,933,2023-01-10 11:30:27.12424,,2022-10-21,,50.0000,GENERAL_DISTRIBUTOR,AKSES_PURCHASE_ORDER,t
227,933,2023-01-10 11:30:27.124483,933,2023-01-10 11:30:27.124483,,2022-10-21,,50.0000,GEO,AKSES_PURCHASE_ORDER,t
228,933,2023-01-10 11:30:27.124709,933,2023-01-10 11:30:27.124709,,2022-10-21,,50.0000,IMEI,AKSES_PURCHASE_ORDER,t
229,933,2023-01-10 11:30:27.125021,933,2023-01-10 11:30:27.125021,,2022-10-21,,50.0000,LAW_DEPARTMENT,AKSES_PURCHASE_ORDER,t
230,933,2023-01-10 11:30:27.125261,933,2023-01-10 11:30:27.125261,,2022-10-21,,50.0000,MASTER,AKSES_PURCHASE_ORDER,t
231,933,2023-01-10 11:30:27.125489,933,2023-01-10 11:30:27.125489,,2022-10-21,,50.0000,OPERATOR,AKSES_PURCHASE_ORDER,t
232,933,2023-01-10 11:30:27.125712,933,2023-01-10 11:30:27.125712,,2022-10-21,,50.0000,PARTNER,AKSES_PURCHASE_ORDER,t
233,933,2023-01-10 11:30:27.126015,933,2023-01-10 11:30:27.126015,,2022-10-21,,50.0000,PRODUCER,AKSES_PURCHASE_ORDER,t
234,933,2023-01-10 11:30:27.126246,933,2023-01-10 11:30:27.126246,,2022-10-21,,50.0000,SUPERVISOR,AKSES_PURCHASE_ORDER,t
235,933,2023-01-10 11:30:27.126458,933,2023-01-10 11:30:27.126458,,2022-10-21,,50.0000,TI,AKSES_PURCHASE_ORDER,t
236,933,2023-01-10 11:30:27.126761,933,2023-01-10 11:30:27.126761,,2022-10-21,,50.0000,UNIT,AKSES_PURCHASE_ORDER,t
237,933,2023-01-10 11:30:27.127292,933,2023-01-10 11:30:27.127292,,2022-10-21,,50.0000,USER_AKSES,AKSES_PURCHASE_ORDER,t
238,933,2023-09-12 15:53:37.712427,933,2023-09-12 15:53:37.712427,1593,2023-09-12,2023-09-30,100.0000,GOV,TESOURO_VERDE_CERTIFICATE_ORDER,f
