id,initial_amount,available_balance,updated_on,harvest_year,user_id,harvest_id,distribution_id,transaction_id,origin_id,retired,blocked_ucs_id,platform_id
117279,5383,5383,2024-11-25 10:26:33.467046,2020,288,234,38147,57271,94640,f,,4
117280,6201,6201,2024-11-25 10:26:38.473506,2020,290,234,38135,57272,94643,f,,4
117281,6611,6611,2024-11-25 10:26:43.457583,2020,290,234,38125,57273,94652,f,,4
117282,924,924,2024-11-25 10:26:48.457153,2020,290,234,38171,57274,94640,f,,4
117283,3044,3044,2024-11-25 10:26:53.458476,2020,292,234,38169,57275,94643,f,,4
117284,3246,3246,2024-11-25 10:26:58.459736,2020,292,234,38159,57276,94652,f,,4
117285,454,454,2024-11-25 10:27:03.46109,2020,292,234,38167,57277,94640,f,,4
117286,222,222,2024-11-25 10:27:08.453381,2020,294,234,38165,57278,94643,f,,4
117287,236,236,2024-11-25 10:27:13.448566,2020,294,234,38164,57279,94652,f,,4
117288,707,707,2024-11-25 10:27:18.444806,2020,296,234,38108,57280,94640,f,,4
117289,99,99,2024-11-25 10:27:23.44266,2020,296,234,38098,57281,94643,f,,4
117290,18742,18742,2024-11-25 10:27:28.567642,2020,298,234,38090,57282,94652,f,,4
117291,19982,19982,2024-11-25 10:27:33.472476,2020,298,234,38084,57283,94640,f,,4
117292,2793,2793,2024-11-25 10:27:38.475909,2020,298,234,38073,57284,94643,f,,4
117293,26954,26954,2024-11-25 10:27:43.464181,2020,300,234,38094,57285,94652,f,,4
117294,28736,28736,2024-11-25 10:27:48.461087,2020,300,234,38093,57286,94640,f,,4
117295,4017,4017,2024-11-25 10:27:53.451083,2020,300,234,38092,57287,94643,f,,4
117296,24082,24082,2024-11-25 10:27:58.453369,2020,302,234,38099,57288,94652,f,,4
117297,25675,25675,2024-11-25 10:28:03.44916,2020,302,234,38097,57289,94640,f,,4
117298,3589,3589,2024-11-25 10:28:08.456049,2020,302,234,38095,57290,94643,f,,4
117299,21330,21330,2024-11-25 10:28:13.454417,2020,304,234,38080,57291,94652,f,,4
117300,4261,4261,2024-11-25 10:28:18.445194,2020,304,234,38079,57292,94652,f,,4
117301,22741,22741,2024-11-25 10:28:23.448521,2020,304,234,38078,57293,94652,f,,4
117302,4542,4542,2024-11-25 10:28:28.508926,2020,304,234,38077,57294,94652,f,,4
117303,3179,3179,2024-11-25 10:28:33.453094,2020,304,234,38076,57295,94652,f,,4
117304,635,635,2024-11-25 10:28:38.444435,2020,304,234,38072,57296,94652,f,,4
117305,167,167,2024-11-25 10:28:43.445328,2020,308,234,38086,57297,94652,f,,4
117306,178,178,2024-11-25 10:28:48.445214,2020,308,234,38082,57298,94652,f,,4
117307,25,25,2024-11-25 10:28:53.447289,2020,308,234,38081,57299,94652,f,,4
117308,1952,1952,2024-11-25 10:28:58.446708,2020,310,234,38089,57300,94652,f,,4
117309,2081,2081,2024-11-25 10:29:03.486724,2020,310,234,38088,57301,94652,f,,4
117310,291,291,2024-11-25 10:29:08.469667,2020,310,234,38087,57302,94652,f,,4
117311,1186,1186,2024-11-25 10:29:13.46508,2020,312,234,38104,57303,94652,f,,4
117312,1264,1264,2024-11-25 10:29:18.458048,2020,312,234,38103,57304,94652,f,,4
117313,177,177,2024-11-25 10:29:23.457935,2020,312,234,38102,57305,94652,f,,4
117440,1,1,2024-11-28 11:33:08.51636,2020,5,234,39242,57429,117433,f,,4
117314,38243,38243,2024-11-25 10:29:28.525009,2020,314,234,38101,57306,94652,f,,4
117315,25608,25608,2024-11-25 10:29:28.525012,2020,314,234,38101,57306,94640,f,,4
117316,68074,68074,2024-11-25 10:29:33.45522,2020,314,234,38109,57307,94643,f,,4
117317,9517,9517,2024-11-25 10:29:38.453161,2020,314,234,38107,57308,94643,f,,4
117318,85,85,2024-11-25 10:29:43.466379,2020,316,234,38105,57309,94643,f,,4
117319,91,91,2024-11-25 10:29:48.451115,2020,316,234,38096,57310,94643,f,,4
117320,13,13,2024-11-25 10:29:53.448252,2020,316,234,38085,57311,94643,f,,4
117321,12040,12040,2024-11-25 10:29:58.446166,2020,318,234,38074,57312,94643,f,,4
117322,1683,1683,2024-11-25 10:30:03.447437,2020,318,234,38120,57313,94643,f,,4
117323,1729,1729,2024-11-25 10:30:08.449997,2020,320,234,38115,57314,94643,f,,4
117324,1844,1844,2024-11-25 10:30:13.444146,2020,320,234,38106,57315,94643,f,,4
117325,258,258,2024-11-25 10:30:18.452154,2020,320,234,38117,57316,94643,f,,4
117326,2210,2210,2024-11-25 10:30:23.481834,2020,324,234,38110,57317,94643,f,,4
117327,2351,2351,2024-11-25 10:30:28.56039,2020,324,234,38100,57318,94643,f,,4
117328,329,329,2024-11-25 10:30:33.466152,2020,324,234,38091,57319,94643,f,,4
117329,36009,36009,2024-11-25 10:30:38.475243,2020,326,234,38083,57320,94643,f,,4
117330,38391,38391,2024-11-25 10:30:43.459381,2020,326,234,38075,57321,94643,f,,4
117331,5367,5367,2024-11-25 10:30:48.453904,2020,326,234,38113,57322,94643,f,,4
117332,8753,8753,2024-11-25 10:30:53.460585,2020,328,234,38112,57323,94643,f,,4
117333,9332,9332,2024-11-25 10:30:58.462286,2020,328,234,38111,57324,94643,f,,4
117334,1305,1305,2024-11-25 10:31:03.454287,2020,328,234,38119,57325,94643,f,,4
117335,27419,27419,2024-11-25 10:31:08.458386,2020,330,234,38118,57326,94643,f,,4
117336,29232,29232,2024-11-25 10:31:13.44885,2020,330,234,38114,57327,94643,f,,4
117337,715,715,2024-11-25 10:31:18.461146,2020,332,234,38065,57328,94643,f,,4
117338,5349,5349,2024-11-25 10:31:23.445746,2020,332,234,38057,57329,94643,f,,4
117339,762,762,2024-11-25 10:31:28.700324,2020,332,234,38046,57330,94643,f,,4
117340,748,748,2024-11-25 10:31:33.466528,2020,332,234,38035,57331,94643,f,,4
117341,107,107,2024-11-25 10:31:38.471831,2020,332,234,38025,57332,94643,f,,4
117342,15172,15172,2024-11-25 10:31:43.462467,2020,334,234,38069,57333,94643,f,,4
117343,16175,16175,2024-11-25 10:31:48.465653,2020,334,234,38066,57334,94643,f,,4
117344,2261,2261,2024-11-25 10:31:53.450444,2020,334,234,38063,57335,94643,f,,4
117345,5956,5956,2024-11-25 10:31:58.454298,2020,336,234,38070,57336,94643,f,,4
117346,6350,6350,2024-11-25 10:32:03.451147,2020,336,234,38067,57337,94643,f,,4
117347,888,888,2024-11-25 10:32:08.45064,2020,336,234,38064,57338,94643,f,,4
117348,749,749,2024-11-25 10:32:13.456305,2020,338,234,38030,57339,94643,f,,4
117349,17854,17854,2024-11-25 10:32:18.448908,2020,338,234,38027,57340,94643,f,,4
117350,799,799,2024-11-25 10:32:23.492231,2020,338,234,38026,57341,94643,f,,4
117351,19035,19035,2024-11-25 10:32:28.548691,2020,338,234,38024,57342,94643,f,,4
117352,112,112,2024-11-25 10:32:33.463798,2020,338,234,38023,57343,94643,f,,4
117353,2661,2661,2024-11-25 10:32:38.466558,2020,338,234,38022,57344,94643,f,,4
117354,4379,4379,2024-11-25 10:32:43.464594,2020,340,234,38050,57345,94643,f,,4
117355,4669,4669,2024-11-25 10:32:48.450618,2020,340,234,38040,57346,94643,f,,4
117356,653,653,2024-11-25 10:32:53.451672,2020,340,234,38028,57347,94643,f,,4
117357,2992,2992,2024-11-25 10:32:58.451679,2020,342,234,38062,57348,94643,f,,4
117358,3189,3189,2024-11-25 10:33:03.448055,2020,342,234,38061,57349,94643,f,,4
117359,446,446,2024-11-25 10:33:08.44865,2020,342,234,38060,57350,94643,f,,4
117361,979,979,2024-11-25 10:33:18.444509,2020,344,234,38037,57352,94643,f,,4
117362,137,137,2024-11-25 10:33:23.442188,2020,344,234,38036,57353,94643,f,,4
117363,25364,25364,2024-11-25 10:33:28.508903,2020,348,234,38034,57354,94643,f,,4
117364,27042,27042,2024-11-25 10:33:33.445114,2020,348,234,38055,57355,94643,f,,4
117365,3780,3780,2024-11-25 10:33:38.445357,2020,348,234,38054,57356,94643,f,,4
117366,5794,5794,2024-11-25 10:33:43.448213,2020,350,234,38053,57357,94643,f,,4
117367,6178,6178,2024-11-25 10:33:48.443629,2020,350,234,38052,57358,94643,f,,4
117368,864,864,2024-11-25 10:33:53.448684,2020,350,234,38042,57359,94643,f,,4
117369,1499,1499,2024-11-25 10:33:58.449462,2020,352,234,38029,57360,94643,f,,4
117370,1599,1599,2024-11-25 10:34:03.444404,2020,352,234,38043,57361,94643,f,,4
117371,223,223,2024-11-25 10:34:08.446572,2020,352,234,38041,57362,94643,f,,4
117372,26593,26593,2024-11-25 10:34:13.443639,2020,354,234,38039,57363,94643,f,,4
117373,3718,3718,2024-11-25 10:34:18.443855,2020,354,234,38051,57364,94643,f,,4
117374,12707,12707,2024-11-25 10:34:23.446744,2020,356,234,38049,57365,94643,f,,4
117375,13547,13547,2024-11-25 10:34:28.514219,2020,356,234,38048,57366,94643,f,,4
117376,1894,1894,2024-11-25 10:34:33.447754,2020,356,234,38033,57367,94643,f,,4
117377,8518,8518,2024-11-25 10:34:38.456039,2020,360,234,38032,57368,94643,f,,4
117378,9081,9081,2024-11-25 10:34:43.451309,2020,360,234,38031,57369,94643,f,,4
117379,1270,1270,2024-11-25 10:34:48.44347,2020,360,234,38047,57370,94643,f,,4
117380,3284,3284,2024-11-25 10:34:53.444836,2020,362,234,38045,57371,94643,f,,4
117381,4819,4819,2024-11-25 10:34:58.446917,2020,362,234,38044,57372,94643,f,,4
117382,3501,3501,2024-11-25 10:35:03.444337,2020,362,234,38059,57373,94643,f,,4
117383,5137,5137,2024-11-25 10:35:08.447796,2020,362,234,38058,57374,94643,f,,4
117384,489,489,2024-11-25 10:35:13.451516,2020,362,234,38056,57375,94643,f,,4
117385,982,982,2024-11-25 10:35:18.502374,2020,370,234,38003,57376,94643,f,,4
117386,137,137,2024-11-25 10:35:23.477978,2020,370,234,38002,57377,94643,f,,4
117387,197,197,2024-11-25 10:35:28.638438,2020,372,234,38009,57378,94643,f,,4
117388,137,137,2024-11-25 10:35:33.46744,2020,372,234,38008,57379,94643,f,,4
117389,173,173,2024-11-25 10:35:38.470425,2020,372,234,38007,57380,94643,f,,4
117390,210,210,2024-11-25 10:35:43.476947,2020,372,234,37980,57381,94643,f,,4
117391,146,146,2024-11-25 10:35:48.467316,2020,372,234,37979,57382,94643,f,,4
117392,184,184,2024-11-25 10:35:53.462675,2020,372,234,37978,57383,94643,f,,4
117393,29,29,2024-11-25 10:35:58.461697,2020,372,234,37977,57384,94643,f,,4
117394,20,20,2024-11-25 10:36:03.461129,2020,372,234,37976,57385,94643,f,,4
117395,26,26,2024-11-25 10:36:08.457636,2020,372,234,37973,57386,94643,f,,4
117396,1805,1805,2024-11-25 10:36:13.449512,2020,374,234,37986,57387,94643,f,,4
117397,1924,1924,2024-11-25 10:36:18.448696,2020,374,234,37985,57388,94643,f,,4
117398,269,269,2024-11-25 10:36:23.465183,2020,374,234,37982,57389,94643,f,,4
117399,1738,1738,2024-11-25 10:36:28.539874,2020,376,234,37990,57390,94643,f,,4
117400,1853,1853,2024-11-25 10:36:33.45287,2020,376,234,37989,57391,94643,f,,4
117401,259,259,2024-11-25 10:36:38.455155,2020,376,234,37988,57392,94643,f,,4
117402,17442,17442,2024-11-25 10:36:43.45038,2020,378,234,37996,57393,94643,f,,4
117403,18596,18596,2024-11-25 10:36:48.452769,2020,378,234,37995,57394,94643,f,,4
117404,2600,2600,2024-11-25 10:36:53.445116,2020,378,234,37993,57395,94643,f,,4
117405,12315,12315,2024-11-25 10:36:58.446239,2020,380,234,37992,57396,94643,f,,4
117406,13129,13129,2024-11-25 10:37:03.445698,2020,380,234,38000,57397,94643,f,,4
117407,1835,1835,2024-11-25 10:37:08.444717,2020,380,234,37999,57398,94643,f,,4
117408,22055,22055,2024-11-25 10:37:13.462181,2020,382,234,37998,57399,94643,f,,4
117409,23514,23514,2024-11-25 10:37:18.472188,2020,382,234,37994,57400,94643,f,,4
117410,3287,3287,2024-11-25 10:37:23.463616,2020,382,234,37983,57401,94643,f,,4
117411,3862,3862,2024-11-25 10:37:28.538592,2020,384,234,37974,57402,94643,f,,4
117412,4117,4117,2024-11-25 10:37:33.465548,2020,384,234,38021,57403,94643,f,,4
117413,576,576,2024-11-25 10:37:38.460983,2020,384,234,38017,57404,94643,f,,4
117414,5573,5573,2024-11-25 10:37:43.451206,2020,386,234,38005,57405,94643,f,,4
117415,5941,5941,2024-11-25 10:37:48.451865,2020,386,234,38020,57406,94643,f,,4
117416,831,831,2024-11-25 10:37:53.463517,2020,386,234,38016,57407,94643,f,,4
117417,17220,17220,2024-11-25 10:37:58.453665,2020,388,234,38001,57408,94643,f,,4
117418,18358,18358,2024-11-25 10:38:03.445056,2020,388,234,37991,57409,94643,f,,4
117419,2566,2566,2024-11-25 10:38:08.447579,2020,388,234,37984,57410,94643,f,,4
117420,417,417,2024-11-25 10:38:13.451544,2020,390,234,37975,57411,94643,f,,4
117421,444,444,2024-11-25 10:38:18.454069,2020,390,234,38012,57412,94643,f,,4
117422,530,530,2024-11-25 10:38:23.445204,2020,392,234,38011,57413,94643,f,,4
117423,566,566,2024-11-25 10:38:28.585323,2020,392,234,38010,57414,94643,f,,4
117424,37457,37457,2024-11-25 10:38:33.444287,2020,394,234,38018,57415,94643,f,,4
117434,1,0,2024-11-28 11:32:53.516488,2020,1762,234,39240,57425,94640,f,,4
117425,39935,39935,2024-11-25 10:38:38.442245,2020,394,234,38014,57416,94643,f,,4
117433,1,0,2024-11-28 11:33:08.515582,2020,2177,234,39239,57424,94643,f,,4
117426,5965,5965,2024-11-25 10:38:43.443856,2020,396,234,38013,57417,94640,f,,4
117441,1,0,2024-11-28 16:10:13.524547,2020,2176,234,39243,57430,94643,f,,4
117445,1,1,2024-11-28 16:10:13.525366,2020,5,234,39246,57433,117441,f,,4
117442,1,0,2024-11-28 16:10:28.584306,2020,2182,234,39244,57431,94640,f,,4
117448,1,1,2024-11-28 16:10:28.585254,2020,5,234,39248,57435,117442,f,,4
118946,1000,1000,2025-06-30 10:31:29.618133,2020,2332,234,39408,57621,94640,f,,4
94643,1000000,26704,2025-07-24 10:41:24.566147,2020,3,234,39232,56189,61328,f,,4
118984,4957,4957,2025-07-24 10:41:24.568567,2020,2340,234,39438,57657,94643,f,,4
94640,932603,22572,2025-07-24 10:41:49.552882,2020,3,234,39232,56189,42331,f,,4
118985,261,261,2025-07-24 10:41:49.553959,2020,2342,234,39439,57658,94640,f,,4
118455,36820,36820,2026-01-23 09:42:07.851932,2020,2275,234,39342,57554,94643,f,,4
